Run,Iteration,agent-0,agent-1,agent-2,agent-3,agent-4,agent-5,agent-6,agent-7,agent-8,agent-9,agent-10,agent-11,agent-12,agent-13,agent-14,agent-15,agent-16,agent-17,agent-18,agent-19,agent-20,agent-21,agent-22,agent-23,agent-24,agent-25,agent-26,agent-27,agent-28,agent-29,agent-30,agent-31,agent-32,agent-33,agent-34,agent-35,agent-36,agent-37,agent-38,agent-39,agent-40,agent-41,agent-42,agent-43,agent-44,agent-45,agent-46,agent-47,agent-48,agent-49,agent-50,agent-51,agent-52,agent-53,agent-54,agent-55,agent-56,agent-57,agent-58,agent-59,agent-60,agent-61,agent-62,agent-63,agent-64,agent-65,agent-66,agent-67,agent-68,agent-69,agent-70,agent-71,agent-72,agent-73,agent-74,agent-75,agent-76,agent-77,agent-78,agent-79,agent-80,agent-81,agent-82,agent-83,agent-84,agent-85,agent-86,agent-87,agent-88,agent-89,agent-90,agent-91,agent-92,agent-93,agent-94,agent-95,agent-96,agent-97,agent-98,agent-99,agent-100,agent-101,agent-102,agent-103,agent-104,agent-105,agent-106,agent-107,agent-108,agent-109,agent-110,agent-111,agent-112,agent-113,agent-114,agent-115,agent-116,agent-117,agent-118,agent-119,agent-120,agent-121,agent-122,agent-123,agent-124,agent-125,agent-126,agent-127,agent-128,agent-129,agent-130,agent-131,agent-132,agent-133,agent-134,agent-135,agent-136,agent-137,agent-138,agent-139
0,10,91,48,37,43,31,96,47,63,3,70,11,67,53,80,37,76,78,81,60,29,81,35,5,95,47,73,26,24,70,8,61,50,90,68,18,51,54,57,58,95,4,10,12,20,47,48,64,37,59,56,91,1,1,2,61,83,48,3,14,8,9,10,33,84,43,60,36,80,9,2,40,45,48,72,11,4,53,52,9,61,44,3,37,33,93,74,59,16,16,53,15,60,71,45,32,31,49,83,27,45,0,44,39,6,8,72,80,76,71,18,42,78,87,11,26,42,43,3,65,70,74,17,34,92,65,13,17,44,19,7,2,29,27,22,63,13,80,40,86,57
0,11,91,48,37,43,31,96,47,63,3,70,11,67,53,80,37,76,78,81,60,29,81,35,5,95,47,73,26,24,70,8,61,50,90,68,18,51,54,57,58,95,4,10,12,20,47,43,64,47,52,56,91,1,1,56,61,83,48,93,54,46,9,10,33,84,43,60,36,80,9,2,40,45,48,72,11,4,53,52,9,61,44,3,37,33,93,74,59,16,16,53,15,60,71,75,32,31,49,83,23,45,8,44,39,6,8,72,80,76,71,18,42,78,87,11,26,42,43,53,65,70,70,17,34,92,65,13,17,44,19,7,2,29,27,22,63,16,80,40,81,57
0,12,91,48,35,43,31,96,7,63,63,70,11,67,53,80,37,76,78,81,60,29,81,35,5,95,47,73,26,24,70,8,61,50,90,68,18,51,54,57,58,95,4,10,12,20,47,43,64,47,52,45,91,1,1,56,61,83,48,93,54,46,9,15,35,84,43,40,36,90,9,2,27,46,48,72,69,4,53,52,9,61,44,3,37,33,93,74,59,16,16,53,15,60,71,75,32,31,49,83,23,45,8,44,39,6,8,72,80,76,71,18,42,78,87,11,26,42,43,53,66,70,70,37,34,82,65,13,17,44,19,7,2,29,27,22,63,10,80,40,87,57
0,13,91,48,35,43,31,96,7,63,63,70,11,67,53,80,37,76,78,81,60,29,81,35,5,95,47,73,26,24,70,48,61,58,20,68,68,61,54,57,58,95,4,10,12,20,57,43,64,47,52,45,91,1,1,56,61,83,48,93,54,46,9,15,35,84,43,40,36,90,9,2,27,46,48,72,69,4,53,52,9,61,44,3,37,33,93,76,53,16,43,53,15,60,72,75,32,31,49,83,23,45,8,44,39,6,8,72,80,76,71,18,42,78,87,11,21,92,43,53,66,70,70,37,34,82,65,13,17,44,19,7,2,29,27,22,63,10,80,40,87,57
0,14,91,48,35,43,31,96,7,63,63,70,11,67,53,80,37,76,78,81,60,29,81,75,5,75,29,73,26,54,70,48,61,58,20,68,68,61,54,57,58,95,4,10,12,20,57,43,64,47,52,45,91,1,1,56,61,83,48,93,54,46,9,15,35,84,43,40,36,90,9,2,27,46,48,72,69,4,53,52,9,61,44,89,37,23,3,76,53,16,43,53,15,60,72,75,32,31,49,83,23,45,8,44,39,6,8,72,80,76,71,18,42,13,7,11,21,92,43,53,66,70,70,37,34,82,65,13,17,44,19,7,2,29,27,22,63,10,80,40,87,57
0,15,91,48,35,43,31,96,7,63,63,70,11,67,53,0,37,76,78,81,20,89,83,75,5,75,29,73,26,54,48,48,61,58,20,68,68,61,54,57,58,95,4,10,12,20,57,43,64,47,52,45,91,1,1,56,61,83,48,93,54,46,9,15,35,84,43,40,36,90,9,2,27,46,48,72,69,4,53,79,8,71,44,89,37,23,3,76,53,16,43,53,15,60,71,75,32,31,49,83,23,45,8,44,39,6,8,72,80,76,71,8,42,13,7,11,21,90,43,53,66,70,70,37,34,82,65,43,17,45,19,7,2,29,27,22,83,10,80,40,87,57
0,16,91,48,35,43,31,96,7,63,63,70,11,67,53,0,37,76,78,81,20,89,83,75,5,75,29,73,26,54,48,48,61,58,20,68,68,61,54,57,58,95,4,10,12,20,57,42,14,47,52,45,91,73,35,56,61,83,48,93,54,46,9,15,35,84,43,40,36,90,9,2,27,46,48,72,69,4,53,79,8,71,44,89,37,23,3,76,53,16,43,53,15,60,71,76,32,31,49,83,23,45,8,44,39,6,8,72,80,76,71,8,42,13,7,11,21,90,43,53,66,70,70,37,34,82,65,43,17,45,19,17,2,29,27,22,83,40,80,40,81,57
0,17,91,48,35,43,31,96,7,63,54,70,11,17,43,0,37,76,78,81,20,89,83,75,5,75,29,73,26,54,48,48,61,58,20,68,68,61,54,57,58,95,4,10,12,20,57,42,14,47,52,45,61,73,35,56,61,3,48,93,54,46,89,15,35,84,43,40,33,79,19,2,27,76,48,52,67,54,53,79,8,71,44,89,37,23,3,76,53,16,43,53,15,60,71,76,32,31,49,83,53,41,35,44,39,66,2,72,10,76,71,8,42,13,7,11,21,90,43,53,66,73,70,37,34,82,55,43,17,45,19,17,22,69,27,22,83,40,80,40,81,57
0,18,91,48,35,43,31,96,7,63,54,70,11,17,43,0,37,76,78,81,20,89,83,75,5,75,29,73,26,54,48,48,61,92,30,38,68,61,4,57,58,95,4,10,64,20,59,42,14,47,52,45,61,73,35,56,61,3,48,93,54,46,89,15,35,84,43,40,33,79,19,2,27,76,48,52,67,54,53,79,8,71,44,89,37,23,3,72,53,26,43,43,14,69,21,76,32,31,49,83,53,41,35,44,39,66,2,72,10,76,71,8,42,13,7,91,21,90,43,53,66,73,70,37,34,82,55,43,17,24,19,17,22,69,27,22,83,40,80,40,81,57
0,19,91,48,35,43,31,96,87,63,54,70,12,17,43,0,37,76,78,1,20,89,83,75,5,75,29,53,26,54,48,48,61,92,30,38,68,61,4,57,58,95,4,10,64,20,59,42,14,47,52,45,61,73,35,56,61,3,48,93,54,46,89,15,35,84,43,40,33,67,14,2,27,76,48,52,67,54,73,79,8,91,44,89,37,23,3,72,53,88,43,43,14,69,22,76,32,31,49,83,53,41,35,14,39,66,2,72,10,71,71,28,42,13,37,91,21,99,43,53,66,73,70,57,34,82,55,43,17,23,19,17,22,16,52,23,83,40,80,40,67,57
0,20,91,98,85,43,31,96,87,63,54,70,12,17,43,0,37,76,78,1,20,89,83,75,5,75,29,53,26,54,48,48,61,92,30,38,68,61,4,57,58,95,4,10,64,20,59,42,14,7,52,46,61,73,35,46,61,3,98,93,54,46,89,15,32,84,43,40,33,66,24,2,27,76,48,52,57,54,73,79,8,91,44,89,37,23,3,72,53,88,43,43,14,69,22,76,32,31,49,83,59,41,35,14,39,66,2,72,10,76,71,28,42,13,37,91,21,99,43,93,66,73,70,57,34,42,55,43,17,23,19,87,22,16,52,23,83,40,80,40,67,57
0,21,91,98,85,43,1,96,87,63,54,70,12,17,43,0,24,76,78,1,40,89,83,75,5,75,19,53,26,54,48,48,61,92,30,38,68,61,4,57,58,95,4,10,64,20,59,42,14,7,52,46,61,71,35,46,61,3,98,93,54,46,89,15,32,84,43,40,33,66,24,2,27,76,48,52,57,54,73,79,8,91,44,89,38,23,3,72,53,88,43,43,14,69,22,76,32,31,43,83,59,41,35,14,39,66,2,72,10,76,71,28,12,13,32,91,21,99,43,93,66,73,70,57,34,42,85,43,17,23,19,87,22,16,52,17,83,40,80,40,66,57
0,22,91,98,85,43,1,96,87,63,54,70,12,17,43,0,24,76,78,1,40,89,83,75,5,75,19,53,26,54,48,48,61,92,30,38,68,91,4,57,58,95,4,19,84,20,67,42,14,7,52,46,61,71,35,46,61,3,98,93,54,46,89,15,32,84,43,40,33,66,24,2,27,76,48,52,57,54,73,79,8,91,44,89,38,23,3,72,53,88,83,43,14,60,21,76,32,31,43,83,59,41,35,14,39,66,2,72,10,76,71,28,12,13,32,91,21,99,93,93,66,73,70,57,34,42,85,43,17,23,19,87,22,16,52,17,83,40,80,40,66,57
0,23,91,98,85,43,1,96,87,63,54,70,12,17,43,0,24,76,78,1,40,89,83,75,5,75,19,53,26,54,48,48,61,92,30,38,68,91,4,57,58,95,4,19,84,20,67,42,14,7,52,46,68,71,35,46,61,3,98,93,54,46,89,15,32,84,43,40,33,66,24,2,27,76,48,52,57,54,73,79,8,91,44,89,38,23,3,72,53,88,83,43,14,60,21,76,32,31,45,83,59,41,35,14,39,66,2,72,10,76,71,28,12,13,32,91,21,99,93,93,96,73,70,57,34,42,85,43,17,23,19,87,22,16,52,17,83,40,80,40,67,57
0,24,91,98,85,43,1,96,87,63,54,70,12,17,43,0,24,76,78,1,40,89,73,75,5,75,19,53,26,54,48,48,61,92,30,38,68,91,4,57,58,95,4,19,84,20,67,42,14,7,82,46,68,71,35,46,61,3,98,93,14,46,29,15,32,44,51,40,33,66,24,2,27,76,48,52,57,54,73,72,8,91,44,89,38,23,73,72,53,88,83,63,14,60,22,76,32,31,45,3,59,35,25,14,33,66,2,72,10,76,71,28,12,13,37,91,21,99,93,93,96,73,70,57,34,42,85,43,17,24,19,87,22,6,52,17,83,40,80,40,62,57
0,25,31,98,85,43,1,96,87,63,54,70,12,17,43,0,24,76,78,1,40,89,73,75,5,75,59,53,26,54,48,48,61,92,30,38,68,91,4,57,58,95,4,19,84,20,67,42,24,7,82,46,68,71,35,46,61,3,98,96,14,46,29,15,32,44,51,40,33,66,24,22,24,56,48,52,57,54,73,72,8,91,44,39,37,23,73,72,53,88,83,63,14,60,22,76,32,31,45,3,59,31,25,14,33,66,2,32,10,76,71,28,12,13,32,91,21,99,93,93,96,73,70,57,34,42,85,43,17,24,19,87,22,6,52,17,83,40,80,40,62,57
0,26,31,98,85,43,1,96,97,63,54,70,12,17,43,0,24,76,78,1,40,89,73,75,5,75,59,53,26,74,48,48,61,92,30,38,68,91,4,57,58,95,4,19,84,20,67,42,24,7,82,46,68,71,35,46,61,3,98,96,14,46,29,15,32,44,51,40,33,66,24,22,24,56,48,56,57,54,73,79,8,91,44,39,37,23,73,92,53,88,83,63,14,60,22,76,32,71,45,3,59,31,25,14,33,66,2,32,10,76,71,28,12,13,32,91,21,99,93,93,95,73,70,57,34,42,85,43,17,25,19,87,22,6,52,17,83,40,80,40,62,57
0,27,31,98,85,43,1,96,97,63,54,70,12,17,43,0,24,76,42,1,40,89,73,68,5,75,59,53,26,74,48,48,61,92,30,38,68,91,4,57,58,85,4,19,84,20,67,42,94,7,82,46,68,71,35,46,61,5,98,96,14,46,29,15,32,44,51,40,33,66,24,22,24,56,48,56,57,54,73,72,8,21,44,39,37,23,73,92,53,68,83,63,14,66,22,76,32,79,45,3,59,31,25,14,33,66,2,32,10,76,71,28,12,13,32,91,21,99,93,93,95,73,70,57,34,42,85,43,17,24,49,87,22,6,52,17,83,40,80,40,62,57
0,28,31,98,85,43,1,96,97,63,54,70,12,17,43,0,24,76,42,1,40,89,73,68,5,75,59,53,26,74,48,48,61,92,30,38,68,91,54,57,58,85,4,19,84,20,67,42,94,7,82,46,68,71,35,46,61,5,98,96,14,46,29,15,32,44,51,40,33,66,24,22,24,56,48,56,57,54,73,72,8,21,44,39,37,23,73,92,53,68,85,63,14,69,22,76,32,79,45,3,59,31,25,14,33,66,2,32,10,76,71,28,12,13,32,91,21,99,93,93,95,73,70,57,34,42,85,43,17,25,49,87,22,6,52,17,83,40,80,40,62,57
0,29,31,98,85,33,1,96,87,63,54,70,62,17,43,0,24,76,42,1,40,89,73,68,5,75,59,53,26,74,48,48,61,92,30,38,68,91,54,57,58,85,4,19,84,20,67,42,94,7,82,46,68,71,35,46,61,5,98,96,14,46,29,15,32,44,51,40,33,66,24,22,24,56,48,56,57,54,73,72,8,21,44,39,37,23,73,92,53,68,85,63,14,69,22,76,32,79,45,3,59,31,25,14,33,66,2,32,70,76,71,28,12,13,32,91,21,99,93,93,96,73,70,57,34,42,85,43,17,25,49,87,22,76,52,17,83,40,80,40,62,57
0,30,31,98,85,33,1,96,87,63,54,70,62,17,43,0,24,76,42,1,40,89,73,68,5,75,59,53,26,74,48,48,61,92,30,38,68,91,54,57,58,85,4,19,84,20,67,42,94,7,82,46,68,71,35,46,61,5,98,96,14,46,29,15,32,44,51,40,33,66,24,22,24,56,48,56,77,54,73,72,8,21,44,39,37,23,73,92,53,68,85,63,14,69,22,76,32,79,45,3,59,31,25,14,33,66,2,32,70,76,71,28,12,13,32,91,21,99,93,93,96,73,70,57,34,42,85,43,17,25,49,87,22,76,52,17,83,40,80,40,62,57
0,31,31,98,85,33,1,96,87,63,54,70,62,17,43,0,24,76,42,8,40,89,73,68,5,75,59,53,26,74,48,48,61,92,30,38,68,91,4,57,58,85,4,19,84,20,67,43,94,7,82,46,68,71,35,46,61,5,98,96,14,46,29,15,32,34,51,40,33,66,24,22,24,56,48,56,77,54,73,79,8,21,4,39,37,23,73,92,53,68,85,63,14,69,22,76,32,79,45,3,59,31,25,14,33,66,2,32,70,76,71,28,12,13,37,91,21,99,93,93,96,73,70,57,34,42,85,43,17,25,49,87,22,76,52,17,83,40,80,40,62,57
0,32,31,98,87,33,1,96,87,64,54,70,62,17,43,0,24,76,42,8,40,89,73,68,5,75,59,53,26,74,48,48,61,92,30,38,68,91,4,57,58,85,4,19,84,20,67,43,94,7,82,46,68,71,35,46,61,5,98,96,14,16,29,15,32,34,51,40,33,17,24,22,24,56,48,56,77,54,73,72,8,21,4,39,37,23,73,92,53,68,85,63,14,69,22,76,32,79,45,3,59,31,25,14,33,66,2,32,70,76,71,58,12,13,37,91,21,99,93,93,96,73,40,57,34,42,85,43,17,25,49,87,22,76,52,17,83,40,80,40,62,57
0,33,31,98,87,33,1,96,87,64,54,70,62,17,43,0,24,76,42,8,40,89,73,68,5,75,59,53,26,74,48,48,61,92,30,38,78,91,4,57,58,85,4,19,84,20,67,43,94,7,82,46,68,71,35,16,61,3,98,96,14,16,29,15,32,34,51,40,33,17,24,22,24,56,48,16,77,54,73,72,8,21,4,39,37,23,73,92,53,68,85,63,14,66,22,76,32,79,45,3,59,35,25,14,33,66,2,32,70,71,71,58,12,13,32,91,21,99,93,93,96,73,40,37,34,42,85,93,17,24,49,87,22,76,52,17,83,40,80,40,62,57
0,34,31,98,87,33,1,96,87,64,54,70,62,17,43,0,24,76,42,8,40,89,73,68,5,75,59,53,26,74,53,48,61,92,30,38,78,91,4,57,58,85,4,19,84,20,67,43,94,7,82,95,68,61,35,16,61,3,68,96,14,16,29,15,32,34,51,40,33,17,24,22,24,56,48,16,77,54,73,72,8,21,4,39,37,23,73,92,53,8,85,63,14,66,22,76,32,79,45,3,39,35,25,14,33,66,2,32,70,71,71,58,12,13,32,91,21,99,93,93,96,73,40,37,34,42,85,93,17,23,49,87,22,76,52,17,93,40,80,40,62,57
0,35,31,98,87,3,1,96,87,64,54,70,62,17,43,30,24,76,42,8,40,89,73,19,5,75,39,13,26,74,58,48,61,92,30,38,78,91,4,57,58,85,4,49,84,20,67,43,94,7,2,95,68,61,35,16,61,3,68,96,14,16,29,15,32,34,51,40,33,17,24,22,24,56,48,16,77,54,73,19,8,21,4,39,37,23,73,92,53,8,85,63,14,69,22,76,32,79,45,3,39,31,25,24,33,16,2,32,70,71,71,58,12,13,32,91,21,99,93,93,96,23,40,37,34,42,85,93,17,23,49,27,22,76,52,17,93,40,80,40,62,57
0,36,31,98,87,3,1,96,87,64,54,70,62,17,43,30,24,76,42,8,50,39,73,18,5,75,39,13,26,74,58,68,61,98,30,38,78,91,4,57,58,85,4,49,84,60,67,43,94,7,62,95,68,13,35,16,61,3,68,96,14,16,29,15,32,34,51,40,33,17,44,22,24,16,48,16,77,54,73,12,8,21,4,39,37,23,73,96,23,46,85,63,14,69,22,76,32,79,45,3,39,31,25,24,33,16,2,32,70,71,71,58,12,13,32,91,21,99,93,93,96,23,40,17,34,42,85,93,17,24,49,27,22,76,52,17,93,40,80,0,62,87
0,37,31,98,87,3,1,96,97,64,54,70,62,17,43,30,24,76,42,8,50,39,73,98,65,75,39,13,26,74,58,68,61,98,30,38,78,91,4,57,58,85,4,49,84,60,67,43,94,17,62,95,68,83,35,16,61,3,68,96,74,16,29,15,32,24,51,30,33,17,44,22,24,16,48,16,77,54,73,69,8,21,4,39,88,23,73,96,23,38,85,63,14,69,22,76,32,79,75,3,39,31,25,24,33,16,2,92,70,71,71,58,12,13,32,91,21,99,93,93,95,23,40,37,64,42,95,93,77,24,49,27,22,56,52,17,93,40,80,0,62,87
0,38,31,98,85,3,1,96,97,64,54,70,62,87,43,30,24,76,42,8,50,39,73,98,65,75,39,13,26,74,58,68,51,98,0,38,78,91,4,57,58,85,4,49,84,60,67,43,94,17,62,95,68,83,35,17,61,95,68,96,74,16,29,15,32,24,51,30,33,36,44,22,24,16,48,16,77,54,73,69,8,21,4,39,88,23,73,92,23,38,35,63,14,69,22,76,32,79,75,3,39,31,65,24,33,16,2,92,70,71,71,58,12,13,32,91,21,99,93,93,95,23,40,37,64,2,95,93,77,24,49,27,22,56,72,17,93,40,80,0,62,87
0,39,31,98,85,3,1,96,97,64,54,80,62,87,43,30,4,76,42,8,50,39,73,98,65,75,37,13,26,74,53,68,51,98,0,38,78,91,4,57,58,85,4,49,84,60,67,63,24,17,62,95,68,83,35,17,61,95,68,96,74,16,29,65,32,24,51,30,33,36,44,22,24,16,48,16,77,54,73,62,8,21,4,39,87,23,23,92,23,38,35,63,14,99,22,76,32,79,75,3,39,31,65,24,33,16,2,92,70,71,71,58,12,13,32,91,21,99,13,93,95,23,40,57,64,2,95,93,77,24,89,27,22,56,72,17,93,40,80,0,62,87
1,0,66,61,48,58,20,54,69,75,58,74,47,53,52,59,41,38,71,4,63,86,29,40,44,92,21,30,52,71,34,11,67,54,70,51,22,18,18,7,2,27,85,23,85,62,9,66,96,68,65,92,62,61,25,82,76,97,69,84,72,48,40,1,25,58,37,70,11,96,85,87,52,14,79,26,29,67,12,75,46,66,35,33,57,55,31,9,35,43,91,5,66,81,37,98,53,32,25,38,7,78,45,77,5,89,19,37,87,39,58,59,40,11,86,68,40,90,72,70,86,20,74,81,43,32,17,47,37,15,59,68,46,0,97,60,92,63,61,68,51,89
1,1,66,61,48,58,20,54,69,75,58,74,47,53,52,55,43,30,71,6,16,71,25,86,41,98,22,36,54,79,85,10,15,29,75,77,20,12,92,6,4,22,84,22,98,66,12,66,96,68,65,92,62,61,25,82,76,97,69,84,72,48,40,1,25,58,37,70,11,96,85,87,52,14,79,26,29,67,12,51,65,13,64,31,50,50,39,8,33,47,92,3,60,2,35,98,53,32,25,38,7,78,45,77,5,89,19,37,87,39,58,51,66,12,69,53,49,98,7,70,86,20,74,81,43,32,17,42,8,72,62,68,46,0,97,57,33,63,61,63,51,83
1,2,83,64,41,99,2,93,64,79,58,0,45,56,50,51,48,33,7,8,15,23,28,34,40,94,27,34,54,73,87,10,15,29,75,77,20,12,92,6,4,22,84,22,98,66,12,66,96,68,65,92,62,61,25,82,76,97,69,84,72,48,40,98,3,57,35,74,19,97,88,68,5,13,78,24,68,44,19,74,47,12,13,38,51,56,36,8,33,47,92,3,60,2,35,98,53,32,25,38,7,78,45,78,0,81,36,39,85,99,53,51,13,14,62,53,49,98,7,70,86,20,74,89,43,16,18,48,8,72,62,68,46,13,47,56,33,63,76,67,53,73
1,3,83,64,41,99,2,93,64,79,58,0,45,56,50,58,45,36,6,2,75,7,27,11,71,46,20,39,14,73,13,10,15,29,75,77,20,12,92,0,4,29,84,26,63,69,15,66,96,68,65,92,62,61,25,82,76,97,69,84,72,48,40,98,3,57,35,74,19,97,88,68,5,13,78,24,68,44,19,72,94,91,73,31,55,58,34,8,33,47,92,9,67,4,30,98,53,32,25,38,7,78,45,78,0,81,36,39,85,99,53,51,13,15,68,53,49,70,7,70,86,20,74,89,43,16,18,40,8,72,32,68,46,13,47,57,30,63,76,66,53,71
