Plan ID,Plan Scores,Run-0,Run-1,Run-2,Run-3,Run-4
0,0.0,2,1,1,2,4
1,NaN,0,0,1,1,0
2,0.0,1,1,1,0,0
3,0.0,3,1,2,4,5
4,NaN,0,1,0,1,0
5,NaN,0,1,0,1,0
6,0.0,1,1,3,0,1
7,NaN,0,1,1,2,0
8,0.0,3,1,1,1,1
9,0.0,3,0,1,0,2
10,0.0,1,0,0,1,0
11,0.0,3,2,2,4,4
12,0.0,2,2,3,0,1
13,0.0,1,0,3,1,1
14,NaN,0,2,0,0,0
15,0.0,1,2,1,0,1
16,NaN,0,1,0,0,1
17,0.0,1,3,0,2,0
18,0.0,1,0,1,1,2
19,NaN,0,3,2,2,0
20,NaN,0,0,1,1,0
21,0.0,2,2,1,0,2
22,NaN,0,1,0,1,0
23,0.0,3,1,0,1,1
24,NaN,0,0,0,1,0
25,0.0,1,1,3,1,3
26,0.0,1,1,2,3,2
27,0.0,1,1,0,2,2
28,0.0,1,0,0,0,3
29,0.0,1,0,1,0,0
30,0.0,2,1,1,0,0
31,0.0,1,3,0,0,1
32,NaN,0,0,2,1,0
33,NaN,0,0,1,1,0
34,0.0,2,1,0,3,3
35,0.0,1,1,2,0,0
36,NaN,0,2,1,0,1
37,0.0,3,3,1,2,0
38,0.0,1,0,1,1,1
39,0.0,1,3,4,3,2
40,0.0,4,1,1,1,2
41,0.0,1,0,0,0,0
42,NaN,0,2,0,1,2
43,NaN,0,1,2,1,1
44,NaN,0,0,0,0,0
45,0.0,1,4,0,0,1
46,NaN,0,1,1,0,1
47,NaN,0,1,0,2,0
48,NaN,0,3,2,1,2
49,0.0,2,0,1,3,0
50,0.0,1,1,0,1,1
51,0.0,1,0,2,1,1
52,0.0,2,0,2,1,0
53,0.0,1,1,0,0,1
54,0.0,1,1,1,2,1
55,0.0,1,0,1,0,0
56,NaN,0,1,1,0,1
57,0.0,1,0,0,2,1
58,0.0,1,0,1,1,1
59,NaN,0,0,2,0,1
60,NaN,0,1,0,1,1
61,0.0,1,1,1,1,1
62,NaN,0,1,0,1,1
63,0.0,1,1,1,0,0
64,0.0,1,1,1,1,1
65,0.0,1,1,1,0,1
66,0.0,2,4,1,1,2
67,0.0,1,1,1,1,1
68,NaN,0,1,2,2,1
69,NaN,0,1,1,0,0
70,0.0,2,1,1,5,1
71,0.0,2,0,0,0,1
72,0.0,2,3,3,3,0
73,NaN,0,0,0,0,0
74,NaN,0,1,1,0,0
75,0.0,3,0,1,2,2
76,NaN,0,0,1,0,0
77,0.0,1,0,1,0,0
78,0.0,1,0,2,0,2
79,0.0,1,1,0,1,4
80,NaN,0,3,0,0,1
81,NaN,0,0,0,0,1
82,0.0,1,1,1,1,1
83,NaN,0,2,1,0,0
84,0.0,1,2,1,1,0
85,0.0,1,1,2,2,2
86,0.0,1,1,0,0,2
87,0.0,1,0,1,2,2
88,0.0,1,1,0,3,0
89,NaN,0,0,1,0,0
90,NaN,0,0,0,0,1
91,0.0,2,1,2,1,1
92,0.0,1,3,1,0,1
93,NaN,0,0,1,0,1
94,0.0,1,0,2,2,1
95,0.0,2,0,2,3,3
96,0.0,1,0,1,0,0
97,0.0,1,0,0,1,1
98,0.0,2,1,1,2,2
99,0.0,4,4,3,2,0
