Plan ID,Plan Scores,Run-0,Run-1,Run-2,Run-3,Run-4
0,0.0,3,2,1,2,3
1,0.0,1,0,1,1,1
2,NaN,0,1,0,0,1
3,0.0,1,2,1,2,2
4,0.0,3,0,1,0,0
5,0.0,1,0,0,0,2
6,NaN,0,1,1,0,3
7,0.0,1,1,2,0,1
8,0.0,1,0,1,1,2
9,NaN,0,0,2,1,1
10,0.0,1,0,1,0,0
11,0.0,2,2,1,5,2
12,NaN,0,2,0,0,0
13,NaN,0,0,1,0,0
14,NaN,0,1,0,0,0
15,NaN,0,0,0,1,0
16,0.0,2,3,1,0,0
17,0.0,2,2,2,3,0
18,0.0,1,1,2,2,0
19,NaN,0,1,1,1,1
20,NaN,0,1,1,0,1
21,NaN,0,0,1,2,0
22,0.0,2,1,1,0,0
23,0.0,3,3,2,2,2
24,NaN,0,2,1,0,1
25,0.0,2,3,2,3,3
26,0.0,1,2,1,0,1
27,NaN,0,1,3,1,1
28,NaN,0,1,0,0,0
29,NaN,0,0,0,0,0
30,NaN,0,1,0,1,0
31,0.0,2,0,0,0,0
32,0.0,1,1,0,1,1
33,NaN,0,0,0,1,1
34,0.0,3,1,1,2,2
35,0.0,2,0,1,1,2
36,0.0,1,1,3,1,1
37,0.0,2,2,3,3,1
38,0.0,2,0,0,1,1
39,NaN,0,1,1,2,3
40,0.0,2,1,1,2,1
41,NaN,0,0,2,0,0
42,0.0,1,1,1,0,0
43,0.0,1,4,1,0,2
44,NaN,0,0,0,0,2
45,0.0,1,1,1,0,1
46,0.0,2,1,0,3,3
47,NaN,0,3,0,0,2
48,0.0,1,0,3,1,0
49,0.0,2,1,3,1,1
50,0.0,1,1,0,1,1
51,NaN,0,0,0,1,1
52,0.0,1,1,0,2,2
53,0.0,1,0,1,0,2
54,0.0,1,0,1,2,0
55,NaN,0,2,1,0,0
56,0.0,1,0,1,1,0
57,NaN,0,1,0,0,0
58,0.0,3,1,2,3,1
59,0.0,1,1,1,2,0
60,0.0,1,1,1,1,2
61,NaN,0,0,1,0,0
62,0.0,2,2,1,2,1
63,0.0,2,2,0,4,1
64,0.0,1,2,2,1,1
65,0.0,2,2,1,1,2
66,0.0,1,2,3,1,1
67,NaN,0,1,1,0,0
68,0.0,2,1,1,1,1
69,0.0,1,0,0,0,0
70,0.0,2,1,1,2,2
71,NaN,0,1,0,1,1
72,0.0,1,3,3,1,3
73,0.0,2,0,0,1,1
74,0.0,1,1,1,2,2
75,0.0,2,2,3,0,1
76,NaN,0,1,1,0,0
77,0.0,2,0,2,1,0
78,NaN,0,0,0,1,0
79,0.0,1,1,1,3,4
80,NaN,0,1,2,1,0
81,NaN,0,0,1,0,0
82,NaN,0,1,0,1,2
83,NaN,0,0,1,1,0
84,NaN,0,1,1,0,0
85,0.0,3,2,1,2,2
86,NaN,0,0,1,0,1
87,0.0,1,1,1,1,0
88,NaN,0,0,0,1,0
89,0.0,1,1,0,0,0
90,NaN,0,2,1,2,2
91,0.0,3,1,1,1,1
92,0.0,1,1,3,1,1
93,NaN,0,0,0,0,1
94,NaN,0,0,0,1,0
95,NaN,0,0,1,1,3
96,NaN,0,1,0,0,0
97,0.0,1,1,0,1,2
98,0.0,5,2,2,2,1
99,0.0,3,3,2,2,2
