Plan ID,Plan Scores,Run-0,Run-1,Run-2,Run-3,Run-4
0,0.0,2,1,2,1,2
1,0.0,4,3,4,5,4
2,0.0,4,2,2,0,0
3,NaN,0,1,0,1,0
4,0.0,1,2,1,0,2
5,NaN,0,1,2,2,1
6,0.0,3,5,5,3,2
7,0.0,3,2,1,2,3
8,NaN,0,0,0,2,1
9,NaN,0,1,1,1,2
10,0.0,4,5,1,5,2
11,0.0,3,2,1,4,2
12,NaN,0,1,1,1,0
13,0.0,2,1,1,2,0
14,0.0,1,1,1,1,1
15,0.0,2,0,1,0,3
16,0.0,2,0,1,1,2
17,0.0,1,3,6,2,4
18,0.0,1,1,3,0,0
19,NaN,0,2,0,0,2
20,0.0,2,0,1,0,0
21,0.0,1,0,0,1,2
22,0.0,1,4,3,3,2
23,0.0,1,2,2,2,1
24,NaN,0,1,0,1,2
25,NaN,0,0,1,0,0
26,0.0,1,1,2,3,3
27,0.0,3,3,2,3,1
28,0.0,3,1,1,0,2
29,0.0,2,2,2,1,1
30,0.0,3,2,2,5,4
31,0.0,3,4,3,0,6
32,0.0,8,5,7,6,5
33,0.0,1,3,4,2,4
34,0.0,4,3,1,2,1
35,0.0,4,2,3,7,2
36,NaN,0,2,4,2,3
37,0.0,2,3,2,2,1
38,0.0,2,1,2,2,1
39,0.0,2,4,1,1,2
40,0.0,1,2,8,3,8
41,0.0,1,1,2,0,1
42,0.0,3,1,2,2,2
43,0.0,4,4,2,9,6
44,0.0,3,0,2,1,2
45,0.0,4,2,1,1,0
46,0.0,1,2,3,3,2
47,0.0,1,1,2,0,0
48,0.0,1,3,0,2,1
49,0.0,5,7,1,3,2
