Iteration,Mean,Stdev,Run-0,Run-1,Run-2,Run-3,Run-4
0,30.36044361165283,0.6196665151945701,29.634920497237474,30.7856283550096,30.568550975611473,29.6432750460437,31.169843184361895
1,26.627025179889046,0.43900129344523653,25.934889167851544,26.940413920364374,27.226739055762362,26.482807152362245,26.5502766031047
2,24.01281419162564,0.2506809162959689,24.10370586200962,24.084750326870754,24.390763017281888,23.818922635357378,23.66592911660855
3,22.64627274987098,0.37716775461420804,22.879313090305317,22.802244433182324,23.130059871547196,22.30395679984266,22.11578955447742
4,21.6983838328268,0.3074024154879423,21.883969684300713,21.62814956996951,22.192356488638787,21.435310550331167,21.35213287089382
5,21.288474569359618,0.3224430531716385,21.33281828369557,21.357049865600395,21.831877924286577,20.99575309993149,20.924873673284075
6,21.045363169248834,0.19739306159539208,20.98199879026675,21.277630226571585,21.278944369005764,20.818623578888957,20.869618881511116
7,20.93299208954168,0.2368034955118457,20.914364262803048,21.20875662095665,21.18789375555194,20.739901033261383,20.614044775135397
8,20.89357749986376,0.22662957491222985,20.823203550154822,21.18103837149898,21.135243327967554,20.717064913509667,20.611337336187756
9,20.83645618821138,0.18540856743767437,20.822116779913934,20.92323144422814,21.133112793893545,20.71525962384599,20.588560299175263
10,20.83389276234622,0.18729720409519474,20.822071567907663,20.92323144422814,21.133062224286036,20.703992322807803,20.587106252501464
11,20.825025385094204,0.18868889198554342,20.777741099797396,20.92323144422814,21.133055806136213,20.703992322807803,20.587106252501464
12,20.799895305682448,0.20125314755499704,20.65210768903937,20.92323144422814,21.13303881983545,20.703992322807803,20.587106252501464
13,20.78998239131057,0.20873146801071224,20.60375740091101,20.92323144422814,21.131824536104443,20.703992322807803,20.587106252501464
14,20.789891188646102,0.2088129005597304,20.603301387588658,20.92323144422814,21.131824536104443,20.703992322807803,20.587106252501464
15,20.789891188646102,0.2088129005597304,20.603301387588658,20.92323144422814,21.131824536104443,20.703992322807803,20.587106252501464
16,20.789891188646102,0.2088129005597304,20.603301387588658,20.92323144422814,21.131824536104443,20.703992322807803,20.587106252501464
17,20.789891188646102,0.2088129005597304,20.603301387588658,20.92323144422814,21.131824536104443,20.703992322807803,20.587106252501464
18,20.789891188646102,0.2088129005597304,20.603301387588658,20.92323144422814,21.131824536104443,20.703992322807803,20.587106252501464
19,20.788774486154075,0.20990644684003443,20.603301387588658,20.92323144422814,21.131824536104443,20.703992322807803,20.581522740041322
20,20.788774486154075,0.20990644684003443,20.603301387588658,20.92323144422814,21.131824536104443,20.703992322807803,20.581522740041322
21,20.788774486154075,0.20990644684003443,20.603301387588658,20.92323144422814,21.131824536104443,20.703992322807803,20.581522740041322
22,20.783173719747314,0.20085692512633943,20.603301387588658,20.92323144422814,21.103820704070646,20.703992322807803,20.581522740041322
23,20.783173719747314,0.20085692512633943,20.603301387588658,20.92323144422814,21.103820704070646,20.703992322807803,20.581522740041322
24,20.783173719747314,0.20085692512633943,20.603301387588658,20.92323144422814,21.103820704070646,20.703992322807803,20.581522740041322
25,20.783173719747314,0.20085692512633943,20.603301387588658,20.92323144422814,21.103820704070646,20.703992322807803,20.581522740041322
26,20.783173719747314,0.20085692512633943,20.603301387588658,20.92323144422814,21.103820704070646,20.703992322807803,20.581522740041322
27,20.783173719747314,0.20085692512633943,20.603301387588658,20.92323144422814,21.103820704070646,20.703992322807803,20.581522740041322
28,20.783173719747314,0.20085692512633943,20.603301387588658,20.92323144422814,21.103820704070646,20.703992322807803,20.581522740041322
29,20.783173719747314,0.20085692512633943,20.603301387588658,20.92323144422814,21.103820704070646,20.703992322807803,20.581522740041322
30,20.746221683961323,0.1901287664256501,20.603301387588658,20.748847322150674,21.103820704070646,20.703992322807803,20.571146683188825
31,20.74163203886352,0.1945257603227938,20.603301387588658,20.748847322150674,21.103820704070646,20.703992322807803,20.548198457699815
32,20.74163203886352,0.1945257603227938,20.603301387588658,20.748847322150674,21.103820704070646,20.703992322807803,20.548198457699815
33,20.74163203886352,0.1945257603227938,20.603301387588658,20.748847322150674,21.103820704070646,20.703992322807803,20.548198457699815
34,20.74163203886352,0.1945257603227938,20.603301387588658,20.748847322150674,21.103820704070646,20.703992322807803,20.548198457699815
35,20.74163203886352,0.1945257603227938,20.603301387588658,20.748847322150674,21.103820704070646,20.703992322807803,20.548198457699815
36,20.74163203886352,0.1945257603227938,20.603301387588658,20.748847322150674,21.103820704070646,20.703992322807803,20.548198457699815
37,20.74163203886352,0.1945257603227938,20.603301387588658,20.748847322150674,21.103820704070646,20.703992322807803,20.548198457699815
38,20.74163203886352,0.1945257603227938,20.603301387588658,20.748847322150674,21.103820704070646,20.703992322807803,20.548198457699815
39,20.74163203886352,0.1945257603227938,20.603301387588658,20.748847322150674,21.103820704070646,20.703992322807803,20.548198457699815
