Plan ID,Plan Scores,Run-0,Run-1,Run-2,Run-3,Run-4
0,NaN,0,0,0,1,2
1,0.0,1,2,0,0,0
2,NaN,0,1,1,2,1
3,0.0,3,1,1,2,1
4,0.0,2,0,1,1,1
5,NaN,0,1,0,0,3
6,NaN,0,1,1,0,0
7,0.0,1,0,0,1,0
8,0.0,1,2,1,2,1
9,NaN,0,1,0,1,0
10,NaN,0,0,0,1,0
11,0.0,2,0,0,2,0
12,0.0,1,0,3,1,0
13,0.0,2,3,3,1,1
14,0.0,3,3,0,1,1
15,NaN,0,0,1,1,1
16,NaN,0,2,3,0,2
17,0.0,1,1,2,0,1
18,NaN,0,0,0,1,2
19,NaN,0,0,0,0,0
20,0.0,1,2,0,1,1
21,NaN,0,1,0,0,0
22,NaN,0,1,1,0,0
23,0.0,1,1,0,0,0
24,0.0,1,0,0,2,0
25,NaN,0,0,0,0,1
26,0.0,1,2,2,3,2
27,NaN,0,1,1,0,0
28,NaN,0,0,1,1,0
29,0.0,1,2,1,0,0
30,0.0,3,0,0,2,0
31,0.0,1,0,2,1,1
32,NaN,0,0,1,0,1
33,NaN,0,0,1,2,3
34,0.0,3,0,0,0,1
35,0.0,1,1,0,0,1
36,0.0,1,0,1,0,1
37,NaN,0,1,0,0,0
38,NaN,0,1,1,0,2
39,NaN,0,0,2,1,0
40,0.0,2,4,1,0,2
41,0.0,1,2,1,0,1
42,0.0,2,2,1,1,2
43,0.0,2,1,1,1,2
44,0.0,1,0,1,1,1
45,0.0,3,2,1,4,1
46,0.0,3,1,3,3,3
47,NaN,0,1,0,2,0
48,0.0,1,1,3,0,0
49,0.0,1,2,2,1,1
50,0.0,1,0,0,0,0
51,0.0,2,1,1,4,0
52,0.0,1,0,2,1,1
53,NaN,0,1,0,0,1
54,0.0,2,3,3,5,2
55,NaN,0,0,2,0,1
56,0.0,1,0,2,1,3
57,NaN,0,5,1,0,0
58,0.0,1,0,0,0,1
59,0.0,2,0,1,2,4
60,NaN,0,1,0,0,0
61,0.0,1,0,1,1,0
62,0.0,4,0,0,1,3
63,NaN,0,0,1,1,0
64,NaN,0,0,1,1,2
65,NaN,0,3,2,0,1
66,0.0,1,0,0,0,0
67,0.0,1,1,1,2,0
68,0.0,2,1,1,1,0
69,NaN,0,2,0,2,3
70,0.0,1,1,1,1,1
71,0.0,2,2,3,3,2
72,NaN,0,1,1,3,1
73,NaN,0,0,2,2,1
74,0.0,1,0,1,0,0
75,0.0,1,2,0,0,1
76,0.0,1,1,1,1,0
77,NaN,0,0,0,0,0
78,0.0,1,1,3,0,3
79,0.0,3,3,0,0,1
80,0.0,2,0,2,0,0
81,0.0,5,1,1,1,3
82,0.0,2,1,0,3,4
83,0.0,1,2,2,1,0
84,NaN,0,1,0,1,1
85,0.0,1,1,1,3,3
86,0.0,1,1,0,2,0
87,0.0,1,2,2,0,1
88,NaN,0,3,0,2,3
89,NaN,0,1,1,0,0
90,0.0,2,2,1,0,2
91,0.0,2,1,1,2,2
92,NaN,0,0,0,0,0
93,NaN,0,1,2,1,0
94,0.0,2,1,0,0,1
95,0.0,1,0,1,1,1
96,0.0,1,0,2,0,1
97,NaN,0,2,4,4,0
98,0.0,2,3,2,1,1
99,0.0,1,1,2,2,1
