Run,Iteration,agent-0,agent-1,agent-2,agent-3,agent-4,agent-5,agent-6,agent-7,agent-8,agent-9,agent-10,agent-11,agent-12,agent-13,agent-14,agent-15,agent-16,agent-17,agent-18,agent-19,agent-20,agent-21,agent-22,agent-23,agent-24,agent-25,agent-26,agent-27,agent-28,agent-29,agent-30,agent-31,agent-32,agent-33,agent-34,agent-35,agent-36,agent-37,agent-38,agent-39,agent-40,agent-41,agent-42,agent-43,agent-44,agent-45,agent-46,agent-47,agent-48,agent-49,agent-50,agent-51,agent-52,agent-53,agent-54,agent-55,agent-56,agent-57,agent-58,agent-59,agent-60,agent-61,agent-62,agent-63,agent-64,agent-65,agent-66,agent-67,agent-68,agent-69,agent-70,agent-71,agent-72,agent-73,agent-74,agent-75,agent-76,agent-77,agent-78,agent-79,agent-80,agent-81,agent-82,agent-83,agent-84,agent-85,agent-86,agent-87,agent-88,agent-89,agent-90,agent-91,agent-92,agent-93,agent-94,agent-95,agent-96,agent-97,agent-98,agent-99,agent-100,agent-101,agent-102,agent-103,agent-104,agent-105,agent-106,agent-107,agent-108,agent-109,agent-110,agent-111,agent-112,agent-113,agent-114,agent-115,agent-116,agent-117,agent-118,agent-119,agent-120,agent-121,agent-122,agent-123,agent-124,agent-125,agent-126,agent-127,agent-128,agent-129,agent-130,agent-131,agent-132,agent-133,agent-134,agent-135,agent-136,agent-137,agent-138,agent-139,agent-140,agent-141,agent-142,agent-143,agent-144,agent-145,agent-146,agent-147,agent-148,agent-149,agent-150,agent-151,agent-152,agent-153,agent-154,agent-155,agent-156,agent-157,agent-158,agent-159,agent-160,agent-161,agent-162,agent-163,agent-164,agent-165,agent-166,agent-167,agent-168,agent-169
0,30,98,14,12,1,30,67,79,84,8,0,67,65,7,28,87,1,78,74,14,82,77,53,30,16,98,31,89,31,76,34,99,83,39,76,63,91,60,44,14,87,0,38,43,30,87,33,78,7,55,51,87,4,95,71,89,6,44,28,92,46,58,57,98,40,13,85,88,93,73,16,20,10,86,75,99,41,30,94,70,75,82,12,6,87,98,35,25,50,22,34,19,17,92,61,10,29,93,56,96,63,71,12,3,6,76,73,18,54,80,57,74,28,90,4,6,24,45,76,79,19,84,63,70,23,8,52,52,28,29,34,12,9,15,10,43,38,75,44,41,39,67,12,65,83,71,82,38,79,89,63,21,47,30,12,79,4,11,46,25,70,81,85,81,86,64,84,1,18,38,63
0,31,98,14,10,1,30,67,79,84,8,0,67,65,7,28,87,1,78,74,14,82,77,53,30,16,98,31,89,31,76,34,99,83,39,76,63,91,60,44,14,87,0,38,43,30,87,33,78,7,55,51,87,4,95,71,89,6,44,28,92,46,58,57,98,40,13,85,88,93,73,16,20,10,86,75,99,41,30,94,70,75,82,12,6,87,98,36,27,50,22,34,19,17,92,61,10,29,93,56,96,63,71,12,3,6,76,73,15,54,80,57,74,28,90,4,6,24,45,76,79,19,84,63,70,23,8,52,52,28,29,34,12,9,15,10,43,38,75,44,47,39,67,12,65,83,71,82,38,79,89,63,21,47,30,12,79,4,11,46,25,70,81,85,81,86,64,84,1,18,38,63
0,32,98,14,10,1,30,67,79,84,8,0,67,65,7,28,87,1,78,74,14,82,77,53,30,16,98,31,89,31,76,34,99,83,39,76,63,91,60,44,14,87,0,38,43,30,87,33,78,7,55,51,87,4,95,71,89,6,44,28,92,46,58,57,98,40,13,85,88,93,73,16,20,10,86,75,99,41,30,94,70,75,82,12,6,87,98,36,27,50,22,34,19,17,92,61,10,29,93,56,96,63,71,12,3,6,76,73,15,54,80,57,74,28,90,4,6,24,45,76,79,19,84,63,70,23,8,52,52,28,29,34,12,9,15,10,43,38,75,44,47,39,67,12,65,83,71,82,38,79,89,63,21,47,30,12,79,4,11,46,25,70,81,85,81,86,64,84,1,18,38,63
0,33,98,14,10,1,30,67,79,84,8,0,67,65,7,28,87,1,78,74,14,82,77,53,30,16,98,31,89,31,76,34,99,83,39,76,63,91,60,44,14,87,0,38,43,30,87,33,78,7,55,51,87,4,95,71,89,6,44,28,92,46,58,57,98,40,13,85,88,93,73,16,20,10,86,75,99,41,30,94,70,75,82,12,6,87,98,36,27,50,22,34,19,17,92,61,10,29,93,56,96,63,71,12,3,6,76,73,15,54,80,57,74,28,90,4,6,24,45,76,79,19,84,63,70,23,8,52,52,28,29,34,12,9,15,10,43,38,75,44,47,39,67,12,65,83,71,82,38,79,89,63,21,47,30,12,79,4,11,46,25,70,81,85,81,86,64,84,1,18,38,63
0,34,98,14,10,1,30,67,79,84,8,0,67,65,7,28,87,1,78,74,14,82,77,53,30,16,98,31,89,31,76,34,99,83,39,76,63,91,60,44,14,87,0,38,43,30,87,33,78,7,55,51,87,4,95,71,89,6,44,28,92,46,58,57,98,40,13,85,88,93,73,16,20,10,86,75,99,41,30,94,70,75,82,12,6,87,98,36,27,50,22,34,19,17,92,61,10,29,93,56,96,63,71,12,3,6,76,73,15,54,80,57,74,28,90,4,6,24,45,76,79,19,84,63,70,23,8,52,52,28,29,34,12,9,15,10,43,38,75,44,47,39,67,12,65,83,71,82,38,79,89,63,21,47,30,12,79,4,11,46,25,70,81,85,81,86,64,84,1,18,38,63
0,35,98,14,10,1,30,67,79,84,8,0,67,65,7,28,87,1,78,74,14,82,77,53,30,16,98,31,89,31,76,34,99,83,39,76,63,91,60,44,14,87,0,38,43,30,87,33,78,7,55,51,87,4,95,71,89,6,44,28,92,46,58,57,98,40,13,85,88,93,73,16,20,10,86,75,99,41,30,94,70,75,82,12,6,87,98,36,27,50,22,34,19,17,92,61,10,29,93,56,96,63,71,12,3,6,76,73,15,54,80,57,74,28,90,4,6,24,45,76,79,19,84,63,70,23,7,52,52,26,29,34,12,9,15,10,43,38,75,44,47,39,67,12,65,83,71,82,38,79,89,63,21,47,30,12,79,4,11,46,25,70,81,85,81,86,64,84,1,18,38,63
0,36,98,14,10,1,30,67,79,84,8,0,67,65,7,28,87,1,78,74,14,82,77,53,30,16,98,31,89,31,76,34,99,83,39,76,63,91,60,44,14,87,0,38,43,30,87,33,78,7,55,51,87,4,95,71,89,6,44,28,92,46,58,57,98,40,13,85,88,93,73,16,20,10,86,75,99,41,30,94,70,75,82,12,6,87,98,36,27,50,22,34,19,17,92,61,10,29,93,56,96,63,71,12,3,6,76,73,15,54,80,57,74,28,90,4,6,24,45,76,79,19,84,63,70,23,7,52,52,26,29,34,12,9,15,10,43,38,75,44,47,39,67,12,65,83,71,82,38,79,89,63,21,47,30,12,79,4,11,46,25,70,81,85,81,86,64,84,1,18,38,63
0,37,98,14,10,1,30,67,79,84,8,0,67,65,7,28,87,1,78,74,14,82,77,53,30,16,98,31,89,31,76,34,99,83,39,76,63,91,60,44,14,87,0,38,43,30,87,33,78,7,55,51,87,4,95,71,89,6,44,28,92,46,58,57,98,40,13,85,88,93,73,16,20,10,86,75,99,41,30,94,70,75,82,12,6,87,98,36,27,50,22,34,19,17,92,61,10,29,93,56,96,63,71,12,3,6,76,73,15,54,80,57,74,28,90,4,6,24,45,76,79,19,84,63,70,23,7,52,52,26,29,34,12,9,15,10,43,38,75,44,47,39,67,12,65,83,71,82,38,79,89,63,21,47,30,12,79,4,11,46,25,70,81,85,81,86,64,84,1,18,38,63
0,38,98,14,10,1,30,67,79,84,8,0,67,65,7,28,87,1,78,74,14,82,77,53,30,16,98,31,89,31,76,34,99,83,39,76,63,91,60,44,14,87,0,38,43,30,87,33,78,7,55,51,87,4,95,71,89,6,44,28,92,46,58,57,98,40,13,85,88,93,73,16,20,10,86,75,99,41,30,94,70,75,82,12,6,87,98,36,27,50,22,34,19,17,92,61,10,29,93,56,96,63,71,12,3,6,76,73,15,54,80,57,74,28,90,4,6,24,45,76,79,19,84,63,70,23,7,52,52,26,29,34,12,9,15,10,43,38,75,44,47,39,67,12,65,83,71,82,38,79,89,63,21,47,30,12,79,4,11,46,25,70,81,85,81,86,64,84,1,18,38,63
0,39,98,14,10,1,30,67,79,84,8,0,67,65,7,28,87,1,78,74,14,82,77,53,30,16,98,31,89,31,76,34,99,83,39,76,63,91,60,44,14,87,0,38,43,30,87,33,78,7,55,51,87,4,95,71,89,6,44,28,92,46,58,57,98,40,13,85,88,93,73,16,20,10,86,75,99,41,30,94,70,75,82,12,6,87,98,36,27,50,22,34,19,17,92,61,10,29,93,56,96,63,71,12,3,6,76,73,15,54,80,57,74,28,90,4,6,24,45,76,79,19,84,63,70,23,7,52,52,26,29,34,12,9,15,10,43,38,75,44,47,39,67,12,65,83,71,82,38,79,89,63,21,47,30,12,79,4,11,46,25,70,81,85,81,86,64,84,1,18,38,63
1,0,86,2,66,63,31,81,49,37,69,44,82,4,34,28,82,23,52,85,54,73,11,44,12,82,52,18,3,6,33,39,52,46,47,53,68,13,62,29,85,71,56,31,76,45,17,29,20,2,54,85,99,40,73,92,41,24,43,94,51,86,7,52,7,38,33,26,35,30,42,40,88,20,46,85,12,45,49,79,39,79,81,39,24,40,61,3,86,3,49,16,64,70,41,32,93,21,89,5,81,13,1,59,75,13,64,34,41,97,64,75,13,12,67,87,41,5,85,68,5,97,90,95,85,11,17,11,47,36,58,60,61,86,25,11,24,46,20,54,89,3,23,43,0,1,77,91,47,1,61,88,90,0,0,85,81,10,65,80,29,15,4,70,8,96,60,35,7,28,45,9
1,1,89,9,59,90,35,70,41,51,93,28,97,50,37,44,14,70,51,84,39,74,16,95,19,66,56,11,60,34,39,36,51,43,49,64,65,12,61,20,81,79,59,37,77,45,17,29,20,2,54,85,99,40,73,92,41,24,43,94,51,86,7,52,7,38,33,26,35,30,42,40,88,20,46,85,12,44,65,76,45,4,96,36,26,97,69,8,80,96,46,12,85,71,20,30,98,29,83,8,6,95,17,53,74,18,67,37,12,97,64,75,13,12,67,87,41,5,85,68,5,97,90,95,85,17,4,14,48,68,55,67,65,82,29,14,23,44,29,54,88,3,23,43,0,1,77,91,47,55,29,82,61,5,8,88,88,10,65,80,29,80,5,71,7,96,60,43,10,28,47,4
1,2,89,9,59,90,35,70,41,51,93,28,97,50,31,35,90,77,54,86,35,79,14,68,15,60,58,16,11,81,35,31,51,41,78,81,62,11,65,24,89,75,51,34,59,45,17,29,20,2,54,85,99,40,73,92,41,24,43,94,51,86,7,52,7,38,33,26,35,30,42,40,88,20,46,85,12,44,65,76,45,4,96,36,26,97,69,8,80,96,46,12,85,73,22,35,92,24,87,6,8,99,43,52,77,19,66,30,88,97,64,75,13,12,67,87,41,5,85,68,5,97,90,95,85,17,4,14,48,68,55,67,65,83,22,58,20,40,21,54,86,3,23,43,0,1,77,91,47,55,29,82,61,7,75,87,87,10,65,80,29,80,5,76,3,96,60,43,78,28,45,2
1,3,89,9,59,90,35,70,41,51,93,28,97,50,31,35,90,77,54,86,35,79,14,68,15,60,58,16,11,81,35,31,51,41,78,81,62,11,65,24,89,75,51,34,59,45,17,29,20,2,54,85,99,40,73,92,41,24,43,94,51,84,9,30,8,92,34,29,30,92,44,4,86,89,97,87,10,44,65,76,45,4,96,36,26,97,69,8,80,96,46,12,85,73,22,35,92,24,87,6,8,99,43,52,77,19,66,30,88,97,64,75,13,12,67,87,41,10,88,84,43,93,95,96,80,17,4,14,48,68,55,67,65,83,22,58,20,40,21,54,86,3,23,43,0,11,55,15,68,55,29,82,61,7,75,87,87,10,65,80,30,80,5,76,3,96,54,43,78,27,45,1
1,4,89,9,59,90,35,70,41,51,93,28,97,50,31,35,90,77,54,86,35,79,14,68,15,60,58,16,11,81,35,31,51,41,78,81,62,11,65,24,89,75,51,34,59,45,17,29,20,2,54,85,99,41,72,93,45,92,84,11,76,84,3,37,8,92,34,29,30,92,44,4,86,89,97,87,10,44,65,76,45,4,96,36,26,97,69,8,80,96,46,12,85,73,22,35,92,24,87,6,8,99,43,52,77,19,66,30,88,97,64,75,13,19,90,91,22,12,84,84,43,93,95,96,80,17,4,14,48,68,55,67,65,83,22,58,20,40,21,54,86,3,23,22,96,15,55,15,68,55,29,82,61,7,75,87,87,10,1,82,30,80,5,76,3,98,54,43,78,27,45,1
1,5,89,9,59,90,35,70,41,51,93,28,97,50,31,35,90,77,54,86,35,79,14,68,15,60,58,16,11,81,35,31,51,41,71,10,62,11,65,24,89,75,51,34,59,45,17,29,20,2,54,85,99,41,72,93,45,92,84,11,76,84,3,37,8,92,34,29,30,92,44,4,86,89,97,87,10,49,66,76,45,4,15,37,35,97,69,8,80,96,46,12,85,73,22,35,92,24,87,6,8,99,43,88,76,19,66,30,88,97,64,75,13,19,90,91,22,12,84,84,43,93,95,96,80,14,4,12,48,68,55,67,65,83,22,58,20,40,25,54,86,3,23,22,96,15,55,15,68,65,13,82,61,7,75,88,87,10,1,82,30,34,5,76,3,98,54,93,79,27,43,1
1,6,89,9,59,50,19,70,41,81,93,35,27,43,89,5,90,77,58,86,35,79,14,68,15,65,68,52,11,81,35,31,51,41,71,10,62,11,65,24,89,75,51,34,59,45,17,29,20,2,54,85,99,41,72,93,45,92,84,11,76,84,3,37,8,92,34,29,30,92,44,4,86,89,97,87,10,49,66,76,45,4,15,37,35,97,69,8,80,81,95,14,18,77,32,34,42,24,87,7,58,99,43,88,76,19,66,30,88,97,64,75,13,19,90,91,22,12,84,84,43,93,95,96,80,14,4,12,48,68,55,67,3,89,24,58,53,40,25,54,86,3,23,22,96,15,55,15,68,65,13,82,12,7,75,88,87,10,1,82,30,34,4,75,3,98,54,93,79,27,43,1
1,7,89,9,59,50,19,70,41,81,93,35,27,43,89,5,90,77,58,86,35,79,14,68,15,65,68,52,11,81,35,31,51,41,71,10,62,11,65,24,89,75,51,34,59,45,17,29,20,93,14,1,99,41,72,93,45,92,84,11,76,84,3,37,8,92,34,29,30,92,44,4,86,89,97,87,12,49,66,76,45,4,15,37,35,19,64,8,80,81,95,14,18,77,32,34,42,24,87,7,58,99,43,88,76,19,66,30,88,97,64,82,17,19,90,91,22,12,84,84,43,93,95,76,80,14,4,12,48,77,55,67,3,89,24,58,53,40,25,54,86,3,49,22,96,15,55,15,50,65,13,89,12,7,75,88,87,19,1,82,35,34,44,75,3,98,54,10,79,21,43,1
1,8,30,0,82,50,19,70,41,81,93,35,27,43,89,5,90,77,58,86,35,79,14,68,15,65,68,52,11,81,35,31,51,41,71,10,62,11,65,24,89,75,51,34,59,45,17,29,20,93,14,1,99,41,72,93,45,92,84,11,76,84,3,37,8,92,34,29,30,92,44,4,86,89,97,87,12,49,66,76,45,4,15,37,35,19,64,1,83,81,95,14,18,77,32,34,42,24,87,7,58,99,43,88,76,19,66,30,88,97,64,82,17,19,90,91,22,12,84,84,43,93,95,76,80,14,4,12,48,70,54,67,3,89,24,58,53,40,25,54,86,3,49,22,96,15,55,15,50,65,13,89,12,7,75,88,87,19,1,82,35,34,44,75,3,98,54,10,79,21,43,1
1,9,30,0,82,50,19,70,41,81,93,35,27,43,89,5,90,77,58,86,35,79,14,68,15,65,68,52,11,81,35,31,51,41,71,10,62,11,65,24,89,75,51,34,59,45,77,79,85,93,14,1,99,41,72,93,45,92,84,11,76,84,3,37,8,92,34,29,30,92,44,4,86,89,97,87,12,49,66,76,45,4,15,37,35,19,64,1,83,81,95,14,18,77,32,34,42,24,87,7,58,99,43,88,76,19,66,30,88,92,67,82,17,19,90,91,22,12,84,84,43,93,95,76,80,14,4,12,48,70,54,67,3,89,24,58,53,40,25,54,86,96,49,22,96,15,55,15,50,65,13,89,12,7,75,88,87,19,1,82,35,34,44,75,3,98,54,10,79,24,43,1
1,10,30,0,82,50,19,70,41,81,93,35,27,43,89,6,60,87,58,86,35,79,14,18,15,65,68,52,11,81,35,31,51,41,71,10,62,11,65,24,89,75,51,34,59,45,77,79,75,53,14,1,49,91,72,93,95,72,14,51,76,84,3,37,8,57,34,29,30,92,44,74,86,89,93,87,12,49,66,76,45,4,15,37,35,19,64,1,83,81,95,14,18,57,39,35,0,3,87,7,58,99,43,88,76,19,66,30,88,92,66,82,13,19,80,21,2,72,84,64,73,93,95,76,80,14,4,12,48,70,54,67,3,89,24,98,53,40,25,54,86,96,49,22,76,65,95,15,80,65,13,89,12,7,75,88,87,19,1,82,35,34,44,76,3,98,54,10,79,24,43,1
1,11,30,0,82,50,19,70,41,81,93,35,27,43,89,6,60,87,58,86,35,79,14,18,15,65,68,52,11,81,35,71,51,42,31,20,2,11,85,24,89,75,51,91,39,45,77,79,75,53,14,1,49,91,72,93,95,72,14,51,76,84,3,37,8,57,34,29,30,92,44,74,86,89,93,87,12,49,66,76,45,4,15,37,35,19,64,1,83,81,95,14,18,57,39,35,0,13,87,7,58,49,23,86,76,19,36,30,94,92,66,82,13,19,80,21,2,72,84,64,73,93,95,76,80,14,4,12,48,70,54,67,3,89,24,98,53,40,75,54,86,96,49,22,76,65,95,15,80,65,13,89,12,7,79,98,87,19,1,82,35,34,44,76,3,98,54,10,79,24,43,1
1,12,19,0,82,20,29,70,41,81,73,5,67,46,1,85,60,87,58,86,35,79,14,18,15,65,98,52,11,81,35,71,31,42,31,20,2,11,85,24,89,75,51,99,39,45,77,79,75,53,14,1,49,91,72,93,95,72,14,51,76,84,3,37,8,57,34,29,30,73,44,14,86,89,93,87,12,79,66,74,75,4,15,37,35,19,64,38,88,81,65,14,38,55,32,35,0,13,87,7,58,49,23,86,76,19,36,30,58,92,66,82,13,19,80,21,2,72,84,64,73,93,15,76,80,4,94,12,48,70,55,37,33,89,24,98,53,41,75,54,86,96,49,22,76,65,95,45,80,67,13,89,72,7,79,98,87,19,1,82,35,34,44,76,3,98,54,60,79,25,43,1
1,13,19,0,82,20,29,70,41,91,73,5,67,46,1,85,60,87,58,86,35,79,14,18,15,65,98,52,11,81,35,71,31,42,31,20,2,11,85,24,89,75,51,99,39,45,77,79,75,53,14,1,49,91,72,93,95,72,14,51,76,84,3,37,8,57,34,29,30,73,44,14,86,89,93,87,12,79,16,74,75,54,15,7,77,19,64,38,88,81,60,14,38,55,32,35,0,13,87,7,58,49,23,86,76,19,36,30,58,92,66,82,13,19,80,21,2,72,84,64,73,93,15,76,80,5,94,12,23,40,54,37,35,89,24,98,53,41,75,54,86,96,49,22,76,65,95,45,80,67,14,89,72,7,79,98,87,19,1,82,35,34,44,76,3,98,54,60,79,25,13,1
1,14,19,0,82,20,29,70,41,91,73,5,67,46,1,85,60,87,58,86,35,79,14,18,15,65,98,52,11,81,35,71,31,42,31,20,2,11,85,24,89,75,51,99,39,45,47,79,75,63,17,1,62,91,76,63,95,42,14,51,76,84,3,37,8,57,34,29,30,73,44,14,86,89,93,87,12,79,16,74,75,54,15,7,77,19,64,38,88,81,60,14,38,55,32,35,0,13,87,7,58,49,23,86,76,19,36,30,58,92,66,82,14,19,50,21,2,72,84,64,73,93,15,76,80,5,94,12,23,40,54,37,35,89,24,98,53,41,75,54,86,66,39,22,76,65,95,45,80,67,14,89,72,7,79,98,87,19,11,82,35,34,44,76,3,98,54,60,79,29,13,1
1,15,12,0,82,20,29,97,41,91,73,5,67,46,1,85,30,87,68,6,85,79,14,18,15,65,98,52,31,81,35,71,31,42,31,20,2,11,85,24,89,44,51,99,39,45,47,79,75,63,17,1,62,91,76,63,35,42,14,51,76,84,43,37,8,57,34,29,30,73,44,14,86,89,93,87,12,79,16,74,75,24,15,7,77,19,64,31,88,81,60,14,38,55,32,35,3,13,87,7,58,49,23,86,76,19,36,30,58,92,66,82,17,19,50,21,1,32,84,64,73,93,15,76,80,5,94,12,23,40,51,37,35,89,22,98,53,41,75,54,86,66,39,22,76,64,95,45,80,67,19,89,72,1,79,98,87,19,11,62,35,34,44,75,3,90,4,60,39,29,13,1
1,16,12,0,82,20,29,97,41,91,73,75,67,83,6,85,30,87,98,6,85,79,14,18,15,65,98,52,31,81,35,41,31,42,31,20,2,81,85,24,89,44,51,92,39,45,47,79,75,63,17,1,62,91,76,63,35,42,14,51,76,84,43,37,8,50,34,29,30,75,44,14,86,89,93,87,72,79,16,74,55,24,15,7,77,19,64,31,88,81,60,14,38,57,39,35,13,13,87,7,58,49,23,86,76,19,16,30,58,92,66,82,17,19,50,21,1,32,84,84,73,93,15,76,80,5,94,12,23,10,51,37,35,89,22,98,53,40,75,54,86,66,39,22,76,64,95,45,80,67,19,89,72,7,79,98,87,19,11,18,35,34,44,75,3,90,4,60,39,22,13,1
1,17,12,0,82,20,29,97,41,91,73,75,67,83,6,85,30,87,98,6,85,79,14,18,15,65,98,52,31,81,35,41,31,42,31,20,2,81,85,24,89,44,51,92,39,45,97,70,75,63,17,1,62,91,76,63,35,42,14,51,76,84,43,37,8,76,34,29,30,78,44,14,86,89,93,87,72,79,16,74,55,24,15,7,77,19,64,31,88,81,60,14,38,57,39,35,13,13,87,7,58,49,23,86,76,19,16,30,58,94,67,82,7,19,10,21,1,26,84,84,73,93,15,76,80,5,94,12,23,10,51,37,35,89,22,98,53,40,75,54,86,66,39,52,76,65,95,45,80,67,19,89,72,7,79,98,87,19,11,10,35,34,44,75,3,90,4,60,39,22,13,1
1,18,12,0,82,20,29,97,41,98,73,75,67,83,6,85,30,87,98,6,85,79,14,18,15,65,98,52,31,81,35,41,31,42,31,0,2,81,15,24,89,91,51,92,39,45,97,70,75,63,17,1,62,91,76,63,35,42,14,51,76,84,43,37,8,76,34,29,30,78,44,14,86,89,93,87,72,79,16,74,55,24,15,7,77,19,64,31,88,81,60,14,38,57,39,35,13,13,87,7,28,49,23,88,76,19,16,30,58,94,67,82,7,19,10,21,1,26,84,84,73,93,15,76,80,5,94,12,23,0,56,37,45,89,22,98,53,40,75,54,86,66,39,52,76,65,95,45,80,87,14,89,72,7,75,98,87,19,11,10,35,34,44,76,3,90,4,60,39,22,13,1
1,19,12,0,82,20,29,97,41,98,73,75,67,83,6,85,30,87,98,6,85,79,14,18,15,65,98,52,31,81,35,41,31,42,31,0,2,81,15,24,89,91,51,92,39,45,97,70,75,63,17,1,62,91,72,63,35,42,14,1,76,84,43,37,8,76,34,29,30,78,44,14,86,89,93,87,72,79,16,74,55,24,15,7,77,19,64,31,88,81,60,14,38,57,39,35,13,13,87,7,28,49,83,88,76,19,16,30,58,94,67,82,7,49,10,21,2,26,84,84,73,93,15,76,80,5,94,12,23,0,56,37,45,89,22,98,53,41,75,54,86,66,39,52,76,65,95,45,80,87,14,89,72,7,75,98,87,19,11,10,35,34,44,76,3,90,74,60,39,24,13,1
1,20,12,0,82,20,29,97,41,98,73,75,67,83,6,85,30,87,98,6,85,79,14,18,15,65,98,52,31,21,35,41,31,42,31,0,72,81,15,24,89,91,51,92,39,45,97,70,75,63,17,1,62,91,72,63,35,42,14,1,76,84,43,37,8,76,34,29,30,78,44,14,86,89,93,87,72,79,16,74,55,24,15,7,77,19,64,31,88,81,60,14,38,57,39,35,13,11,87,7,28,49,83,88,76,19,56,30,58,94,67,82,7,49,10,21,2,26,84,84,73,93,15,76,80,5,94,12,23,0,56,37,45,89,22,68,53,41,75,54,86,66,39,52,76,65,95,45,80,87,14,89,72,7,79,98,87,19,11,10,35,34,44,75,3,97,74,60,39,25,13,1
1,21,12,0,82,20,29,97,41,98,73,75,67,83,6,56,30,87,98,6,85,79,14,18,15,65,98,52,31,21,35,41,31,42,31,0,72,81,15,24,89,91,51,92,39,45,97,70,75,63,17,1,62,91,72,63,35,42,14,1,76,84,43,37,8,76,34,29,30,78,44,14,86,89,93,87,72,79,16,74,55,24,5,7,77,19,64,31,88,81,60,14,38,57,32,35,10,11,87,7,28,49,83,88,76,19,56,30,58,94,67,82,7,49,10,21,2,26,84,84,73,93,15,76,80,5,94,12,23,0,56,37,45,89,22,68,53,41,75,54,86,66,39,52,76,65,95,45,80,87,17,89,72,1,79,98,87,19,11,10,35,34,44,76,3,97,74,60,39,25,13,1
1,22,12,0,82,20,29,97,41,98,73,75,67,83,6,56,30,87,98,6,85,79,14,18,15,65,98,52,31,21,35,41,31,42,31,0,72,81,15,24,89,91,51,92,39,45,97,70,75,63,17,1,62,91,72,63,35,42,14,1,76,84,43,37,8,76,34,29,30,78,44,14,86,89,93,87,72,79,16,74,55,24,5,7,77,19,64,31,88,81,60,14,98,57,32,35,10,11,87,7,28,49,83,88,76,19,56,30,58,94,66,82,7,49,10,21,2,26,84,84,73,93,15,76,80,5,94,12,23,0,56,37,45,89,22,68,53,41,75,54,86,66,9,52,76,65,95,45,80,87,17,89,72,1,79,98,87,19,11,10,35,34,24,76,3,90,74,60,39,23,13,1
1,23,12,0,82,20,29,97,41,98,73,75,67,83,6,56,30,87,98,6,85,79,14,18,15,65,98,52,31,21,35,41,31,42,31,0,72,81,15,24,89,91,51,92,39,45,97,70,75,63,17,1,62,91,72,63,35,42,14,1,76,84,43,37,8,76,34,29,30,78,44,14,86,89,93,87,78,79,16,74,55,24,5,7,77,19,64,31,88,81,60,14,98,57,32,35,10,11,87,7,28,49,83,88,76,19,56,30,58,94,66,82,7,49,10,21,2,26,84,84,73,93,15,76,80,5,94,12,23,0,56,37,45,89,22,68,53,41,75,54,86,66,9,52,76,65,95,45,80,87,17,89,72,1,79,98,87,19,11,10,35,34,24,76,3,90,74,60,39,22,13,1
1,24,12,0,82,20,29,97,41,98,73,75,67,83,6,56,30,87,98,6,85,79,14,18,15,65,98,52,31,21,35,41,31,42,31,0,72,81,15,24,89,91,51,92,39,45,97,70,75,63,17,1,62,91,72,63,35,42,14,1,76,84,43,37,8,76,34,29,30,78,44,14,86,89,93,87,78,79,16,74,55,24,5,7,77,19,64,31,88,81,60,14,98,57,32,35,10,11,87,7,28,49,83,88,76,19,56,30,58,94,66,82,7,49,10,21,2,26,84,84,73,93,15,76,80,5,94,12,23,0,56,37,45,89,22,68,53,41,75,54,86,66,9,52,76,65,95,45,80,87,17,89,72,1,79,98,87,19,11,10,35,34,24,76,3,90,74,60,39,26,13,1
1,25,12,0,82,20,29,97,41,98,73,75,67,83,6,56,30,87,98,6,85,79,14,18,15,65,98,52,31,21,35,41,31,42,31,0,72,81,15,24,89,91,51,92,39,45,97,70,75,63,17,1,62,91,72,63,35,42,14,1,76,84,43,37,8,76,34,29,30,78,44,14,86,89,93,87,78,79,16,74,55,24,5,7,77,19,64,31,88,81,60,14,98,57,32,35,10,11,87,7,28,49,83,88,76,19,56,30,58,94,66,82,7,49,10,21,2,26,84,84,73,93,15,76,80,5,94,12,23,0,56,37,45,89,22,68,53,41,75,54,86,66,9,52,76,65,95,43,80,87,17,89,72,1,79,98,87,19,11,15,35,34,24,76,3,90,74,60,39,24,13,1
1,26,12,0,82,20,29,97,41,98,73,75,67,83,6,56,30,87,98,6,85,79,14,18,15,65,98,52,31,21,35,41,31,42,31,0,72,81,15,24,89,91,51,92,39,45,97,70,75,63,17,1,62,91,72,63,35,42,14,1,76,84,43,37,8,76,34,29,30,78,44,14,86,89,93,87,78,79,16,74,55,24,5,7,77,19,64,31,88,81,60,14,98,57,32,35,10,11,87,7,28,49,83,88,76,19,56,30,58,94,66,82,7,49,10,21,2,26,84,84,73,93,15,76,80,5,94,12,23,0,56,37,45,89,22,68,53,41,75,54,86,66,9,52,76,65,95,43,80,87,17,89,72,1,79,98,87,19,11,15,35,34,24,76,3,90,74,60,39,24,13,1
1,27,12,0,82,20,29,97,41,98,73,75,67,83,6,56,30,87,98,6,85,79,14,18,15,65,98,52,31,21,35,41,31,42,31,0,72,81,15,24,89,91,51,92,39,45,97,70,75,63,17,1,62,91,72,63,35,42,14,1,76,84,43,37,8,76,34,29,30,78,44,14,86,89,93,87,78,79,16,74,55,24,5,7,77,19,64,31,88,81,60,14,98,57,32,35,10,11,87,7,28,49,83,88,76,19,56,30,58,94,66,82,7,49,10,21,2,26,84,84,73,93,15,76,80,5,94,12,23,0,56,37,45,89,22,68,53,41,75,54,86,66,9,52,76,65,95,43,80,87,17,89,72,1,79,98,87,19,11,15,35,34,24,76,3,90,74,60,39,26,13,1
