Run,Iteration,agent-0,agent-1,agent-2,agent-3,agent-4,agent-5,agent-6,agent-7,agent-8,agent-9,agent-10,agent-11,agent-12,agent-13,agent-14,agent-15,agent-16,agent-17,agent-18,agent-19,agent-20,agent-21,agent-22,agent-23,agent-24,agent-25,agent-26,agent-27,agent-28,agent-29,agent-30,agent-31,agent-32,agent-33,agent-34,agent-35,agent-36,agent-37,agent-38,agent-39,agent-40,agent-41,agent-42,agent-43,agent-44,agent-45,agent-46,agent-47,agent-48,agent-49,agent-50,agent-51,agent-52,agent-53,agent-54,agent-55,agent-56,agent-57,agent-58,agent-59,agent-60,agent-61,agent-62,agent-63,agent-64,agent-65,agent-66,agent-67,agent-68,agent-69,agent-70,agent-71,agent-72,agent-73,agent-74,agent-75,agent-76,agent-77,agent-78,agent-79
1,23,91,54,4,51,16,59,97,36,36,33,54,77,53,90,79,71,88,81,10,60,80,83,77,21,44,9,78,5,50,57,76,43,20,85,92,25,84,28,48,20,29,30,20,32,71,19,18,8,67,64,50,2,44,25,99,63,60,38,90,49,62,51,80,45,81,45,34,28,17,95,23,99,39,59,7,56,41,97,0,56
1,24,91,54,4,51,16,59,97,36,36,33,54,77,53,90,79,71,88,81,10,60,80,83,77,21,44,9,78,5,50,57,76,43,20,85,92,25,84,28,48,20,29,30,20,32,71,19,18,8,67,64,50,2,44,25,99,63,60,38,90,49,62,51,80,45,81,45,34,28,17,95,23,99,39,59,7,56,49,97,0,56
1,25,91,54,4,51,16,59,97,36,36,33,54,77,53,90,79,71,88,81,10,60,80,83,77,21,44,9,78,5,50,57,76,43,20,85,92,25,84,28,48,20,29,30,20,32,71,19,18,8,67,64,50,2,44,25,99,63,60,38,90,49,62,51,80,45,81,45,34,28,17,95,23,99,39,59,7,56,49,97,0,56
1,26,91,54,4,51,16,59,97,36,36,33,54,77,53,90,79,71,88,81,10,60,80,83,77,21,44,9,78,5,50,57,76,43,20,85,92,25,84,28,48,20,29,30,20,32,71,19,18,8,67,64,50,2,44,25,99,63,60,38,90,49,62,51,80,45,81,45,34,28,17,95,23,99,39,59,7,56,49,97,0,56
1,27,91,54,4,51,16,59,97,36,36,33,54,77,53,90,79,71,88,81,10,60,80,83,77,21,44,9,78,5,50,57,76,43,20,85,92,25,84,28,48,20,29,30,20,32,71,19,18,8,67,64,50,2,44,25,99,63,60,38,90,49,62,51,80,45,81,45,34,28,17,95,23,99,39,59,7,56,49,97,0,56
1,28,91,54,4,51,16,59,97,36,36,33,54,77,53,90,79,71,88,81,10,60,80,83,77,21,44,9,78,5,50,57,76,43,20,85,95,25,84,28,48,20,29,30,20,32,71,19,18,8,67,64,50,2,44,25,99,63,60,38,90,49,62,51,80,45,81,45,34,28,17,95,23,94,39,59,7,56,41,97,0,56
1,29,91,54,4,51,16,59,97,36,36,33,54,77,53,90,79,71,88,81,10,60,80,83,77,21,44,9,78,5,50,57,76,43,20,85,95,25,84,28,48,20,29,30,20,32,71,19,18,8,67,64,50,2,44,25,99,63,60,38,90,49,62,51,80,45,81,45,34,28,17,95,27,94,39,59,7,56,41,97,0,56
1,30,91,54,4,51,16,59,97,36,36,33,54,77,53,90,79,71,88,81,10,60,80,83,77,21,44,9,78,5,50,57,76,43,20,85,95,25,84,28,48,20,29,30,20,32,71,19,18,8,67,64,50,2,44,25,99,63,60,38,90,49,62,51,80,45,81,45,34,28,17,95,27,94,39,59,7,56,41,97,0,56
1,31,91,54,4,51,16,59,97,36,36,33,54,77,53,90,79,71,88,81,10,60,80,83,77,21,44,9,78,5,50,57,76,43,20,85,95,25,84,28,48,20,29,30,20,32,71,19,18,8,67,64,50,2,44,25,99,63,60,38,90,49,62,51,80,45,81,45,34,28,17,95,27,94,39,59,7,56,41,97,0,56
1,32,91,54,4,51,16,59,97,36,36,33,54,77,53,90,79,71,88,81,10,60,80,83,77,21,44,9,78,5,50,57,76,43,20,85,95,25,84,28,48,20,29,30,20,32,71,19,18,8,67,64,50,2,44,25,99,63,60,38,90,49,62,51,80,45,81,45,34,28,17,95,27,94,39,59,7,56,41,97,0,56
1,33,91,54,4,51,16,59,97,36,36,33,54,77,53,90,79,71,88,81,10,60,80,83,77,21,44,9,78,5,50,57,76,43,20,85,95,25,84,28,48,20,29,30,20,32,71,19,18,8,67,64,50,2,44,25,97,63,60,38,90,49,62,51,80,45,81,45,34,28,17,95,27,94,39,59,7,56,41,97,0,56
1,34,91,54,4,51,16,59,97,36,36,33,54,77,53,90,79,71,88,81,10,60,80,83,77,21,44,9,78,5,50,57,76,43,20,85,95,25,84,28,48,20,29,30,20,32,71,19,18,8,67,64,50,2,44,25,99,63,60,38,90,49,62,51,80,45,81,45,34,28,17,95,27,94,39,59,7,56,41,97,0,56
1,35,91,54,4,51,16,59,97,36,36,33,54,77,53,90,79,71,88,81,10,60,80,83,77,21,44,9,78,5,50,57,76,43,20,85,95,25,84,28,48,20,29,30,20,32,71,19,18,8,67,64,50,2,44,25,99,63,60,38,90,49,62,51,80,45,81,45,34,28,17,95,23,94,39,59,7,56,41,97,0,56
1,36,91,54,4,51,16,59,97,36,36,33,54,77,53,90,79,71,88,81,10,60,80,83,77,21,44,9,78,5,50,57,76,43,20,85,95,25,84,28,48,20,29,30,20,32,71,19,18,8,67,64,50,2,44,25,99,63,60,38,90,49,62,51,80,45,81,45,34,28,17,95,23,94,39,59,7,56,49,97,0,56
1,37,91,54,4,51,16,59,97,36,36,33,54,77,53,90,79,71,88,81,10,60,80,83,77,21,44,9,78,5,50,57,76,43,20,85,95,25,84,28,48,20,29,30,20,32,71,19,18,8,67,64,50,2,44,25,99,63,60,38,90,49,62,51,80,45,81,45,34,28,17,95,23,94,39,59,7,56,49,97,0,56
1,38,91,54,4,51,16,59,97,36,36,33,54,77,53,90,79,71,88,81,10,60,80,83,77,21,44,9,78,5,50,57,76,43,20,85,95,25,84,28,48,20,29,30,20,32,71,19,18,8,67,64,50,2,44,25,99,63,60,38,90,49,62,51,80,45,81,45,34,28,17,95,23,94,39,59,7,56,49,97,0,56
1,39,91,54,4,51,16,59,97,36,36,33,54,77,53,90,79,71,88,81,10,60,80,83,77,21,44,9,70,5,50,57,76,43,20,85,95,25,84,28,48,20,29,37,20,32,71,19,18,8,67,64,50,2,44,25,99,63,60,38,90,49,62,51,80,45,81,45,34,28,17,95,23,94,39,59,7,56,41,97,0,56
2,0,8,62,53,94,69,75,7,0,75,30,73,35,19,35,64,88,81,93,84,97,40,58,51,35,40,67,53,75,24,94,16,74,50,5,86,38,25,63,52,73,55,59,64,16,41,29,53,97,75,89,92,28,42,8,83,65,19,83,92,8,6,20,2,23,31,71,31,85,13,64,28,72,44,31,14,22,45,64,98,19
2,1,8,62,53,94,69,75,7,0,75,30,73,35,19,35,64,88,81,90,85,94,47,6,1,33,29,69,66,76,27,44,69,75,55,5,86,38,25,63,52,73,55,59,64,16,41,29,53,97,75,85,56,22,45,8,68,62,18,83,92,8,6,20,2,23,31,50,35,81,16,64,28,72,44,36,44,22,45,39,98,79
2,2,33,65,55,90,55,79,43,19,76,2,72,27,32,75,69,86,81,90,85,94,47,6,1,33,29,69,66,76,27,44,69,75,55,9,89,64,24,99,30,19,52,55,65,72,97,0,56,97,77,85,56,22,45,8,68,62,18,61,50,8,6,76,8,82,63,50,35,81,16,47,41,72,41,36,44,65,75,39,95,79
2,3,70,65,55,90,55,79,43,19,76,80,72,34,39,41,66,88,82,90,85,94,47,6,1,33,29,69,72,72,27,4,48,78,56,5,31,10,75,21,39,21,55,55,65,72,97,4,54,93,44,85,56,22,45,8,23,69,15,17,53,6,0,76,8,88,98,50,35,73,14,94,48,72,41,36,64,65,15,48,97,8
2,4,72,65,55,90,55,79,43,19,76,80,72,34,39,41,66,88,82,90,85,91,47,23,11,73,89,69,73,82,23,4,46,78,52,72,30,14,64,22,32,24,55,55,65,72,97,4,54,93,44,85,44,70,47,8,23,61,11,14,50,6,3,76,8,88,98,20,35,74,16,32,68,72,41,36,63,95,15,41,97,9
2,5,72,65,15,93,5,79,43,19,76,20,72,94,9,41,36,88,82,90,85,91,47,23,11,73,89,69,73,82,23,4,46,78,52,76,39,14,61,20,38,24,55,51,2,72,97,34,54,93,44,85,44,70,47,8,23,61,11,14,52,6,0,10,8,88,90,20,35,74,16,75,68,72,81,36,63,95,25,41,97,0
2,6,72,65,15,93,5,79,43,19,76,20,72,94,9,41,36,88,82,54,85,54,77,63,21,77,89,69,73,82,23,4,46,78,52,70,79,94,61,29,38,24,54,51,2,72,97,34,54,93,44,85,4,74,47,8,23,61,11,4,43,6,3,10,8,88,90,0,38,74,16,75,68,72,81,6,63,95,25,41,99,0
2,7,72,75,15,93,5,49,3,81,76,20,72,94,9,41,36,68,82,54,85,54,77,63,21,77,89,69,73,82,23,4,46,78,52,70,79,94,61,29,98,24,54,51,2,22,77,34,94,93,44,85,4,74,47,8,23,61,11,4,43,46,3,60,6,8,40,0,38,74,16,78,63,2,81,6,63,95,25,41,97,0
2,8,72,75,15,93,5,39,3,51,86,60,72,34,9,41,36,68,89,54,89,54,77,33,21,77,89,69,26,42,33,4,46,78,52,70,79,94,61,29,98,24,54,51,2,24,77,34,94,93,44,85,4,74,47,8,23,61,11,4,43,46,3,60,6,8,40,60,38,4,16,78,63,72,81,6,64,95,25,1,96,50
2,9,52,75,15,93,5,39,3,51,86,60,72,34,9,41,36,68,89,54,89,54,77,33,31,77,89,69,26,42,33,4,86,78,52,74,79,94,91,29,98,24,54,51,2,24,77,34,94,93,44,85,6,74,44,8,23,83,91,4,3,40,3,60,6,8,40,60,38,4,46,75,69,72,81,6,64,95,25,71,96,50
2,10,52,75,15,93,5,39,3,51,86,60,72,34,9,41,36,68,89,54,89,54,79,33,31,77,89,69,26,42,33,64,86,78,52,74,79,94,91,29,98,24,54,51,2,24,77,34,94,93,44,87,9,74,44,8,23,83,91,4,3,40,3,60,6,8,40,60,38,4,46,75,69,72,81,9,64,95,25,71,96,50
2,11,52,95,15,53,5,50,23,51,86,60,72,34,9,41,36,68,89,54,89,54,79,31,31,77,89,69,26,42,33,64,86,78,52,34,79,94,91,29,98,24,54,51,6,84,77,34,94,93,44,80,9,74,44,8,23,83,91,7,33,40,3,61,5,8,40,60,38,4,46,79,69,2,81,8,64,95,25,71,97,50
2,12,52,95,15,53,5,50,23,51,86,60,72,34,3,41,56,68,89,54,89,56,79,31,31,27,89,89,26,2,33,64,86,78,52,34,79,94,91,29,98,24,54,51,6,84,77,75,97,93,44,80,9,74,44,58,23,83,91,7,33,40,3,61,5,8,10,60,38,4,46,79,69,2,81,59,64,95,25,71,96,50
2,13,52,95,15,53,5,50,23,51,86,60,72,34,3,41,56,68,89,54,89,56,79,31,31,27,99,89,26,2,33,64,86,78,52,34,79,94,91,29,98,24,54,51,6,84,77,75,97,93,44,80,9,74,44,58,23,83,91,7,33,40,3,61,5,8,10,60,38,4,46,79,69,2,81,59,93,95,25,70,96,50
2,14,52,95,10,53,5,10,23,31,86,60,32,24,3,81,56,68,89,54,89,56,79,31,31,27,99,89,26,2,33,64,86,78,52,34,79,4,91,29,98,24,54,51,16,84,67,75,97,93,14,80,9,74,44,58,23,83,91,7,33,40,3,60,5,8,10,60,38,4,46,79,61,2,81,58,94,95,25,70,99,50
2,15,52,95,10,53,5,10,23,31,46,60,32,24,3,81,56,68,84,54,39,86,39,31,31,27,99,89,26,2,33,64,86,78,52,24,79,4,91,29,98,24,54,1,16,84,67,75,97,93,14,87,9,84,44,58,23,83,91,33,33,40,3,60,5,8,50,60,38,4,46,79,84,2,81,58,94,95,25,70,93,50
2,16,52,95,10,53,5,10,63,31,46,60,32,24,3,81,56,68,84,54,39,86,39,40,31,27,99,89,26,2,33,64,86,78,53,42,79,4,91,29,98,24,54,1,16,4,67,75,97,93,14,87,19,84,44,58,13,53,91,37,33,40,3,60,5,8,50,60,38,4,76,79,84,32,81,59,94,45,5,70,91,50
2,17,52,95,20,53,5,10,63,31,46,60,32,24,73,81,86,28,84,54,39,86,39,40,31,27,99,89,26,92,33,64,86,78,53,42,79,4,91,29,98,24,54,91,16,4,67,75,77,93,14,87,19,84,44,58,13,53,91,27,63,40,3,91,5,8,50,60,38,6,76,89,84,32,81,59,94,45,5,78,93,50
2,18,62,97,20,53,5,10,63,31,56,60,32,54,73,21,86,28,84,54,39,86,39,40,31,27,99,89,26,92,33,64,86,78,53,42,79,4,11,29,98,24,54,91,16,4,67,75,77,43,14,87,19,84,44,58,13,53,91,27,63,40,33,91,5,8,50,60,38,6,76,89,84,32,81,59,94,45,5,78,99,50
2,19,62,97,20,53,5,10,63,31,56,60,32,54,73,21,86,28,84,44,37,86,39,40,31,27,59,29,26,92,33,64,26,78,53,42,79,4,11,29,98,24,54,91,16,4,67,75,77,43,14,57,29,84,44,58,13,53,91,27,63,40,33,91,5,8,50,60,38,6,76,89,84,32,81,59,93,45,5,70,99,50
2,20,62,97,20,53,5,80,63,31,56,90,32,54,73,21,86,28,84,44,37,86,59,40,35,27,59,29,46,92,33,64,26,78,53,42,79,4,11,29,98,24,54,91,16,4,67,75,77,48,14,57,29,84,44,58,13,43,91,27,63,40,33,91,5,8,50,60,38,6,76,89,84,32,81,58,93,45,5,70,99,50
2,21,62,97,20,53,5,80,63,31,56,90,32,54,73,21,86,28,84,44,37,86,59,40,35,27,59,29,46,92,33,63,26,78,53,42,79,4,11,29,98,24,54,91,16,4,67,75,77,48,14,57,29,84,44,58,13,43,91,27,63,10,33,91,5,8,50,60,38,6,76,89,84,32,81,58,94,45,5,78,99,50
2,22,62,97,20,53,5,80,63,31,56,90,32,54,73,21,86,28,84,44,37,86,59,40,35,27,59,29,46,92,33,63,26,78,53,42,79,4,11,29,98,24,54,91,16,4,67,75,77,48,14,57,29,84,44,58,13,43,91,27,63,10,33,91,5,8,50,60,38,6,76,89,84,32,81,58,94,45,5,72,99,50
2,23,62,97,20,53,5,80,63,30,56,90,32,54,73,21,86,28,84,44,37,86,59,40,35,27,59,29,46,92,33,63,26,78,53,42,79,4,11,29,98,24,54,91,16,4,67,75,77,48,14,57,29,84,44,58,13,43,91,27,63,10,33,90,5,8,50,60,38,6,76,89,84,32,81,58,94,45,5,72,99,50
2,24,62,97,20,53,5,80,63,30,56,90,32,54,73,21,86,28,84,44,37,86,59,40,35,27,59,29,46,92,33,63,26,78,53,42,79,4,11,29,98,24,54,91,16,4,67,75,77,48,14,57,29,84,44,58,13,43,91,27,63,10,33,90,5,8,50,60,38,6,76,89,84,32,81,58,94,45,5,72,99,50
2,25,62,97,20,53,5,80,63,30,56,90,32,54,73,21,86,28,84,44,37,86,59,40,35,27,59,29,46,92,33,63,26,78,53,42,79,4,11,29,98,24,54,91,16,4,67,75,77,48,14,57,29,84,44,58,13,43,91,27,63,10,33,90,5,8,50,60,38,6,76,89,84,32,81,58,94,45,5,72,99,50
2,26,62,97,20,53,5,80,63,30,56,90,32,54,73,21,86,28,84,44,37,86,59,40,35,27,59,29,46,92,33,63,26,78,53,42,79,4,11,29,98,24,54,91,16,4,67,75,77,48,14,57,29,84,44,58,13,43,91,27,63,10,33,90,5,8,50,60,38,6,76,89,84,32,81,58,94,45,5,72,99,50
2,27,62,97,20,53,5,80,63,30,56,90,32,54,73,21,86,28,84,44,37,86,59,40,35,27,59,29,46,92,33,63,26,78,53,42,79,4,11,29,98,24,54,91,16,4,67,75,77,48,14,57,29,84,44,58,13,43,91,27,63,10,33,90,5,8,50,60,38,6,76,89,84,32,81,58,94,45,5,72,99,50
2,28,62,97,20,53,5,80,63,30,56,90,32,54,73,21,86,28,84,44,37,86,59,40,35,27,59,29,46,92,33,63,26,78,53,42,79,4,11,29,98,24,54,91,16,4,67,75,77,48,14,57,29,84,44,58,13,43,91,27,63,10,33,90,5,8,50,60,38,6,76,89,84,32,81,58,94,45,5,72,99,50
2,29,62,97,20,53,5,80,63,30,56,90,32,54,73,21,86,28,84,44,37,86,59,40,35,27,59,29,46,92,33,63,26,78,53,42,79,4,11,29,98,24,54,91,16,4,67,75,77,48,14,57,29,84,44,58,13,43,91,27,63,10,33,90,5,8,50,60,38,6,76,89,84,32,81,58,94,45,5,72,99,50
2,30,62,97,20,53,5,80,63,30,56,90,32,54,73,21,86,28,84,44,37,86,59,40,35,27,59,29,46,92,33,63,26,78,52,42,79,4,11,29,98,24,54,91,16,4,67,75,77,48,14,57,29,84,44,58,13,43,91,27,63,10,33,90,5,8,50,60,38,6,76,89,84,32,81,58,93,45,5,72,99,50
2,31,62,97,20,53,5,80,63,30,56,90,32,54,73,21,86,28,84,44,37,86,59,40,35,27,59,29,46,92,33,63,26,78,52,42,79,4,11,29,98,24,54,91,16,4,67,75,77,48,14,57,29,84,44,58,13,43,91,27,63,10,33,90,5,8,50,60,38,6,76,89,84,32,81,58,93,45,5,72,99,50
2,32,62,97,20,53,5,80,63,30,56,90,32,54,73,21,86,28,84,44,37,86,59,40,35,27,59,29,46,92,33,63,26,78,52,42,79,4,11,29,98,24,54,91,16,4,67,75,77,48,14,57,29,84,44,58,13,43,91,27,63,10,33,90,5,8,50,60,38,6,76,89,84,32,81,58,93,45,5,72,99,50
2,33,62,97,20,53,5,80,63,30,56,90,32,54,73,21,86,28,84,44,37,86,59,40,35,27,59,29,46,92,33,63,26,78,52,42,79,4,11,29,98,24,54,91,16,4,67,75,77,48,14,57,29,84,44,58,13,43,91,27,63,10,33,90,5,8,50,60,38,6,76,89,84,32,81,58,93,45,5,72,99,50
2,34,62,97,20,53,5,80,63,30,56,90,32,54,73,21,86,28,84,44,37,86,59,40,35,27,59,29,46,92,33,63,26,78,52,42,79,4,11,29,98,24,54,91,16,4,67,75,77,48,14,57,29,84,44,58,13,43,91,27,63,10,33,90,5,8,50,60,38,6,76,89,84,32,81,58,93,45,5,72,99,50
2,35,62,97,20,53,5,80,63,30,56,90,32,54,73,21,86,28,84,44,37,86,59,40,35,27,59,29,46,92,33,63,26,78,52,42,79,4,11,29,98,24,54,91,16,4,67,75,77,48,14,57,29,84,44,58,13,43,91,27,63,10,33,90,5,8,50,60,38,6,76,89,84,32,81,59,94,45,5,72,99,50
2,36,62,97,20,53,5,80,63,30,56,90,32,54,73,21,86,28,84,44,37,86,59,40,35,27,59,29,46,92,33,63,26,78,52,42,79,4,11,29,98,24,54,91,16,4,67,75,77,48,14,57,29,84,44,58,13,43,91,27,63,10,33,90,5,8,50,60,38,6,76,89,84,32,81,59,93,45,5,72,99,50
2,37,62,97,20,53,5,80,63,30,56,90,32,54,73,21,86,28,84,44,37,86,59,40,35,27,59,29,46,92,33,63,26,78,52,42,79,4,11,29,98,24,54,91,16,4,67,75,77,48,14,57,29,84,44,58,13,43,91,27,63,10,33,90,5,8,50,60,38,6,76,89,84,32,81,59,93,45,5,72,99,50
2,38,62,97,20,53,5,80,63,30,56,90,32,54,73,21,86,28,84,44,37,86,59,40,35,27,59,29,46,92,33,63,26,78,52,42,79,4,11,29,98,24,54,91,16,4,67,75,77,48,14,57,29,84,44,58,13,43,91,27,63,10,33,90,5,8,50,60,38,6,76,89,84,32,81,59,93,45,5,72,99,50
2,39,62,97,20,53,5,80,63,30,56,90,32,54,73,21,86,28,84,44,37,86,59,40,35,27,59,29,46,92,33,63,26,78,52,42,79,4,11,29,98,24,54,91,16,4,67,75,77,48,14,57,29,84,44,58,13,43,91,27,63,10,33,90,5,8,50,60,38,6,76,89,84,32,81,59,93,45,5,72,99,50
3,0,88,19,71,22,83,69,75,62,95,75,90,41,94,85,65,90,75,44,81,92,3,85,28,2,35,60,55,71,9,16,21,37,38,89,59,53,58,51,42,93,70,8,64,30,33,24,53,64,57,94,52,48,23,34,35,16,41,66,88,14,35,6,98,32,23,29,71,6,74,67,0,97,44,13,76,22,55,12,97,47
3,1,88,19,71,22,83,69,75,62,95,75,90,41,94,85,65,90,75,26,83,90,15,81,39,2,5,64,57,52,3,48,26,35,14,89,59,53,58,51,42,93,70,8,64,30,33,24,53,64,57,56,82,85,83,76,33,69,2,66,88,14,35,6,98,32,23,0,50,8,75,67,0,97,44,44,78,22,55,31,97,67
3,2,84,18,79,60,60,50,74,41,31,79,14,44,65,85,39,50,75,26,83,90,15,89,43,2,75,64,57,52,3,48,26,35,14,83,57,5,3,11,43,94,72,2,68,0,33,23,53,66,55,56,82,79,82,76,33,69,2,99,89,11,22,1,92,63,27,0,91,8,75,61,15,94,40,44,78,73,56,31,93,27
3,3,84,18,79,60,60,50,74,41,31,79,14,44,65,85,39,50,75,1,82,95,73,75,45,5,41,64,57,20,6,56,36,35,71,83,57,5,3,11,43,94,72,2,68,0,33,23,53,66,55,42,32,13,84,14,5,46,20,99,89,11,22,1,92,63,27,9,34,8,78,61,15,94,40,64,75,73,56,31,93,27
3,4,84,18,79,60,60,50,74,41,31,77,0,47,92,35,48,50,75,1,82,95,73,75,45,5,41,64,57,20,6,56,36,35,71,83,57,5,3,11,43,94,72,2,68,0,33,20,12,82,55,42,32,13,84,14,5,46,20,99,89,11,22,1,92,98,79,9,34,8,78,61,15,94,41,64,75,73,54,31,93,27
3,5,84,18,79,60,60,50,74,41,31,77,0,47,92,35,48,50,75,87,89,96,77,76,65,5,41,64,57,20,6,56,36,35,71,83,57,5,3,11,43,94,72,2,68,0,33,20,12,82,55,42,32,16,84,14,5,46,20,99,89,11,22,1,92,98,79,39,24,8,78,61,15,94,41,64,75,73,54,1,93,25
3,6,89,18,79,60,60,50,41,38,24,77,6,47,90,35,48,50,75,87,89,96,77,76,65,5,41,64,57,20,6,56,36,35,71,83,57,5,3,11,43,92,76,2,68,20,33,20,16,82,55,42,32,16,84,14,5,46,20,99,89,11,4,1,93,98,79,39,24,8,78,61,89,96,41,64,75,63,54,1,93,25
3,7,89,18,79,60,60,50,41,38,24,77,0,47,95,35,48,50,75,87,89,96,77,76,65,5,41,64,57,20,6,56,36,35,71,83,57,5,3,11,43,92,76,2,68,20,33,20,19,6,55,42,32,16,84,14,5,46,20,99,89,11,4,1,93,98,79,39,24,8,78,61,89,96,86,64,75,63,54,1,93,25
3,8,89,18,79,60,60,50,41,38,24,77,0,47,95,35,48,50,75,87,89,96,77,79,65,5,41,64,57,20,6,56,36,38,1,83,57,79,23,21,43,52,76,2,68,20,33,20,19,6,55,42,32,15,84,14,79,46,77,29,80,11,9,1,93,98,79,39,4,8,78,69,84,96,86,64,45,63,54,1,93,25
3,9,89,18,79,90,12,0,41,78,34,77,0,47,37,35,48,50,75,87,88,96,77,79,65,5,41,64,57,20,46,36,16,32,1,83,57,78,63,21,43,52,76,74,68,20,3,20,19,6,55,2,92,25,4,94,79,46,77,29,87,51,9,1,97,48,79,39,4,8,78,69,84,56,86,63,47,63,94,1,93,25
3,10,89,18,79,90,12,0,41,78,34,77,0,47,37,35,48,50,75,87,88,96,57,4,65,5,41,74,54,20,40,26,63,32,1,83,57,78,63,21,43,52,76,74,68,20,3,20,19,6,55,2,92,25,4,94,79,46,77,29,87,51,9,1,97,48,79,39,64,8,78,69,84,56,86,63,47,63,94,1,93,25
3,11,69,18,79,90,12,0,41,78,34,34,0,47,37,75,0,40,75,87,88,96,57,4,65,5,41,74,54,20,40,26,63,32,1,83,57,28,30,21,73,52,76,74,68,20,3,30,19,6,58,2,92,25,4,94,79,46,77,29,80,51,34,1,97,8,79,39,64,8,78,63,54,56,86,63,47,93,97,1,93,25
3,12,69,98,89,90,0,0,41,78,24,38,0,47,37,75,0,0,5,87,88,96,57,4,65,5,41,94,54,20,40,86,63,32,51,83,57,28,30,21,73,52,76,74,88,60,3,30,19,6,55,2,92,25,4,94,79,86,77,29,80,51,34,1,53,8,72,39,64,8,78,63,54,56,86,64,49,93,97,1,93,25
3,13,69,98,89,90,0,0,41,78,24,58,60,47,57,75,70,30,5,87,88,96,57,4,65,5,41,94,54,20,40,86,63,32,51,83,57,28,30,35,73,52,76,74,88,60,3,30,19,6,55,2,92,25,4,4,29,86,78,29,80,41,34,1,53,8,79,79,64,58,78,63,34,56,86,61,49,93,97,1,93,25
3,14,69,98,89,90,0,0,41,78,24,58,60,47,57,75,70,30,5,97,88,96,57,4,65,5,81,94,54,20,40,86,63,32,51,83,57,28,30,35,73,52,76,74,88,60,3,30,19,6,55,9,92,25,4,4,29,86,68,29,80,41,49,1,53,8,79,79,64,58,78,83,33,56,86,98,7,93,97,1,93,25
3,15,69,98,89,90,0,0,11,78,94,18,60,47,57,75,70,30,5,97,88,96,57,4,65,5,81,94,54,20,40,86,63,32,51,83,57,28,30,35,73,52,36,34,88,60,53,30,19,16,55,9,92,25,4,4,29,86,68,29,80,41,9,1,53,18,70,79,64,58,78,83,33,86,86,98,9,93,97,1,93,25
3,16,69,98,49,90,30,0,11,78,24,18,60,47,57,75,70,30,5,97,88,96,57,4,85,5,81,94,54,20,40,86,63,32,51,83,57,28,30,35,33,52,36,24,88,60,53,30,19,16,5,9,92,5,4,4,29,86,68,29,30,41,9,1,53,58,89,79,64,58,78,83,33,86,86,98,9,93,97,1,93,15
3,17,29,98,49,40,30,0,11,88,24,18,60,47,87,75,70,30,35,97,84,96,57,4,85,5,81,94,54,20,40,6,63,32,51,83,57,28,40,35,33,52,36,44,58,60,53,30,19,16,5,19,92,5,4,4,29,86,68,29,37,71,69,1,53,58,80,79,64,58,78,83,33,86,86,98,9,93,97,71,43,15
3,18,29,98,59,40,22,0,11,88,54,18,60,47,87,75,70,60,35,97,84,96,57,4,85,5,81,97,54,20,40,6,93,32,51,83,57,28,40,35,33,52,36,44,58,60,53,30,29,16,95,19,92,5,4,4,29,26,68,29,37,71,69,61,53,58,89,79,64,58,78,83,33,86,86,98,97,13,77,71,43,15
3,19,29,98,59,40,22,0,11,88,54,88,60,47,87,75,70,60,35,97,84,96,57,4,85,5,81,97,54,20,40,6,93,32,51,83,57,28,40,35,33,52,36,44,58,90,56,30,29,16,95,19,92,5,4,4,29,26,68,29,37,71,69,61,53,58,89,79,64,58,78,83,33,86,86,98,97,13,77,71,48,15
3,20,29,98,59,40,22,0,11,88,54,88,63,47,87,75,70,60,35,57,84,96,67,4,85,5,21,97,54,20,40,6,93,32,51,83,57,28,40,35,33,52,36,44,48,90,56,30,29,16,95,29,92,5,4,4,29,26,68,29,37,71,69,31,53,58,89,79,64,58,78,83,33,86,86,98,97,13,77,71,48,15
3,21,29,98,59,40,22,0,11,88,54,88,63,47,87,75,70,60,35,57,84,96,67,4,85,5,21,97,54,20,10,6,93,32,51,53,57,48,40,35,53,42,36,44,48,90,56,30,29,16,95,29,92,5,4,4,29,26,60,29,37,71,64,31,53,58,89,79,64,58,78,23,33,86,86,98,99,13,77,71,48,15
3,22,29,98,59,40,22,0,11,88,54,88,63,47,87,75,70,60,35,57,84,96,67,4,85,5,21,97,54,20,10,6,93,32,51,53,57,48,40,35,53,42,36,44,48,90,56,30,29,16,95,29,92,5,4,4,29,26,60,29,37,71,64,31,53,58,89,79,64,58,78,23,33,86,86,98,99,13,77,71,48,15
3,23,29,98,59,40,22,0,11,88,54,88,63,47,87,75,70,60,35,57,84,96,67,4,85,5,21,97,54,20,10,6,93,32,51,53,57,48,40,35,53,42,36,44,48,90,56,30,29,16,95,29,92,5,4,4,29,26,60,29,37,71,64,31,53,58,89,79,64,58,78,23,33,86,86,98,99,13,77,71,48,15
3,24,29,98,59,40,22,0,11,88,54,88,63,47,87,75,70,60,35,57,84,96,67,4,85,5,21,97,54,20,10,6,93,32,51,53,57,48,40,35,53,42,36,44,48,90,56,30,29,16,95,29,92,5,4,4,29,26,60,29,37,71,64,31,53,58,89,79,64,58,78,23,33,86,86,98,99,13,77,71,48,15
