Plan ID,Plan Scores,Run-0,Run-1,Run-2,Run-3,Run-4
0,0.0,2,3,3,2,4
1,0.0,2,3,3,5,3
2,0.0,1,2,0,1,3
3,0.0,2,1,2,1,0
4,0.0,2,0,1,1,2
5,0.0,2,1,1,0,0
6,0.0,1,4,2,2,3
7,0.0,2,2,2,3,2
8,0.0,2,1,1,1,0
9,0.0,3,2,4,3,2
10,0.0,2,2,2,1,2
11,0.0,2,3,1,2,3
12,0.0,2,1,1,1,3
13,NaN,0,1,0,2,0
14,0.0,1,1,1,2,2
15,0.0,2,0,3,2,0
16,0.0,1,1,2,1,1
17,0.0,2,3,1,3,2
18,0.0,2,2,3,0,1
19,NaN,0,0,0,0,1
20,0.0,1,1,2,1,2
21,NaN,0,1,1,1,1
22,0.0,4,4,4,1,3
23,0.0,3,1,1,4,3
24,0.0,3,3,0,3,2
25,NaN,0,0,1,0,0
26,NaN,0,1,1,1,0
27,0.0,2,4,4,2,3
28,0.0,2,1,2,2,1
29,0.0,1,0,0,1,1
30,0.0,3,2,3,2,3
31,0.0,2,3,2,3,2
32,0.0,5,6,5,4,8
33,0.0,5,2,2,3,2
34,0.0,3,1,3,3,2
35,0.0,4,2,4,5,3
36,0.0,5,4,1,2,1
37,NaN,0,3,3,3,3
38,NaN,0,2,2,0,0
39,NaN,0,2,2,2,2
40,0.0,4,1,5,2,4
41,0.0,1,1,2,4,2
42,0.0,1,2,1,3,4
43,0.0,5,3,4,2,3
44,0.0,2,2,1,2,2
45,0.0,2,4,3,2,3
46,0.0,2,3,1,1,1
47,0.0,1,2,2,2,1
48,NaN,0,1,2,1,1
49,0.0,6,5,3,5,3
