Run,Iteration,agent-0,agent-1,agent-2,agent-3,agent-4,agent-5,agent-6,agent-7,agent-8,agent-9,agent-10,agent-11,agent-12,agent-13,agent-14,agent-15,agent-16,agent-17,agent-18,agent-19,agent-20,agent-21,agent-22,agent-23,agent-24,agent-25,agent-26,agent-27,agent-28,agent-29,agent-30,agent-31,agent-32,agent-33,agent-34,agent-35,agent-36,agent-37,agent-38,agent-39,agent-40,agent-41,agent-42,agent-43,agent-44,agent-45,agent-46,agent-47,agent-48,agent-49,agent-50,agent-51,agent-52,agent-53,agent-54,agent-55,agent-56,agent-57,agent-58,agent-59,agent-60,agent-61,agent-62,agent-63,agent-64,agent-65,agent-66,agent-67,agent-68,agent-69,agent-70,agent-71,agent-72,agent-73,agent-74,agent-75,agent-76,agent-77,agent-78,agent-79,agent-80,agent-81,agent-82,agent-83,agent-84,agent-85,agent-86,agent-87,agent-88,agent-89,agent-90,agent-91,agent-92,agent-93,agent-94,agent-95,agent-96,agent-97,agent-98,agent-99,agent-100,agent-101,agent-102,agent-103,agent-104,agent-105,agent-106,agent-107,agent-108,agent-109
1,4,18,69,7,86,25,56,5,99,27,45,64,77,84,28,86,32,3,39,34,93,21,23,4,80,63,3,94,15,5,44,35,37,97,85,29,22,71,62,79,88,19,70,43,76,70,85,29,56,46,51,90,45,92,47,9,49,1,68,27,29,67,16,38,3,10,87,94,35,5,42,61,2,85,57,29,22,73,2,30,25,30,12,76,65,85,34,66,40,97,10,80,36,40,82,54,18,4,89,18,79,69,1,1,60,66,69,83,95,21,63
1,5,18,69,7,86,25,56,5,99,27,45,64,77,84,28,86,32,3,39,34,93,21,23,4,80,37,23,18,16,8,43,55,37,90,87,29,22,71,62,79,88,48,70,43,43,70,89,24,56,46,51,90,45,92,47,9,49,1,68,27,29,67,16,38,3,10,87,94,5,6,47,95,1,88,57,29,12,63,3,35,25,30,12,76,65,85,34,66,40,97,41,80,36,40,84,54,18,4,89,18,79,67,1,1,60,66,69,83,95,29,93
1,6,18,69,7,86,25,56,5,94,27,45,79,39,84,68,47,32,3,39,34,93,21,23,4,80,37,23,18,16,8,43,55,37,90,87,29,22,71,62,79,88,48,70,43,43,70,89,24,16,50,51,97,45,58,47,75,49,1,68,27,26,17,14,38,3,10,87,94,5,6,47,95,1,88,57,29,12,63,3,35,5,80,2,75,65,85,30,12,40,97,41,80,36,40,84,54,98,87,89,28,79,67,1,1,50,76,69,83,5,29,90
1,7,18,69,7,86,25,56,5,94,27,45,79,39,84,68,47,18,3,59,34,93,13,3,14,80,37,23,18,16,8,43,55,37,90,87,29,22,71,62,79,88,48,70,43,43,70,89,24,16,50,51,97,45,58,47,75,49,1,68,27,26,17,14,38,23,10,87,90,5,6,23,95,1,88,57,29,12,63,3,35,5,80,2,75,65,85,30,12,50,17,41,36,36,40,84,54,98,87,89,28,67,61,1,1,50,76,60,83,5,25,90
1,8,88,69,7,86,29,16,73,94,27,45,79,39,84,68,47,18,3,59,34,93,13,3,14,80,37,23,18,16,8,43,55,97,18,81,59,42,11,17,79,87,48,55,43,43,70,89,24,16,50,51,97,45,58,47,75,19,51,98,27,26,17,14,38,23,10,87,90,5,6,23,95,1,88,52,29,4,66,3,35,5,80,2,75,65,44,30,12,50,17,41,36,6,40,89,54,98,87,83,28,67,61,1,1,50,26,60,83,15,23,90
1,9,88,69,7,86,29,16,73,94,27,45,79,39,84,68,47,18,3,59,34,93,13,3,14,80,37,23,18,16,8,43,55,87,85,80,59,42,11,12,79,87,48,55,43,33,50,92,44,16,50,51,97,45,58,47,75,19,51,98,27,26,17,14,38,23,10,87,90,5,6,23,95,9,88,52,20,4,66,63,35,5,80,2,75,65,44,30,12,50,17,41,36,0,40,89,54,98,87,83,28,67,61,11,1,50,26,60,83,15,26,90
1,10,88,69,67,86,29,16,73,94,27,45,79,59,81,91,46,18,3,29,10,78,93,3,74,80,37,59,67,16,8,43,16,87,85,80,59,42,11,12,79,87,48,55,43,33,50,92,44,14,50,61,97,45,78,47,70,19,51,98,27,26,17,14,28,23,19,7,90,5,6,3,55,9,88,52,20,4,66,63,35,45,88,72,75,65,44,30,82,50,40,71,36,0,40,89,54,92,87,80,28,61,61,11,1,69,26,30,83,15,26,90
1,11,88,69,67,86,29,16,73,94,87,45,79,59,87,99,48,18,3,29,10,78,93,3,74,80,37,59,67,16,8,43,16,87,85,80,59,42,11,12,79,87,48,55,43,33,50,92,44,14,50,61,97,45,78,47,70,19,51,98,27,11,17,14,28,23,19,7,90,5,6,3,55,9,88,52,20,4,66,63,35,45,88,72,75,65,44,81,82,50,40,71,36,0,40,89,54,92,87,80,48,61,61,11,1,69,54,30,83,15,26,90
1,12,88,69,67,86,29,16,73,94,87,45,79,59,87,99,48,18,3,29,10,78,93,3,74,80,37,59,67,16,8,43,16,87,85,80,59,42,11,12,79,87,38,55,43,18,50,95,44,14,50,61,97,45,78,47,70,19,51,98,27,11,17,14,28,23,19,7,90,5,6,3,55,9,88,52,20,8,96,63,35,45,88,72,75,65,44,81,82,50,40,71,36,0,40,49,54,92,87,80,48,61,61,11,61,69,54,30,83,15,26,90
1,13,88,69,67,86,29,16,73,94,87,45,79,59,87,99,48,98,3,29,10,78,93,43,74,80,37,59,67,16,8,43,16,87,85,80,59,42,11,12,79,87,38,55,48,13,50,95,44,14,38,21,64,45,78,23,30,19,51,98,27,11,17,14,28,23,19,47,90,65,6,3,55,9,88,52,20,8,96,63,38,48,88,72,35,65,44,81,82,52,40,71,36,0,40,49,84,92,87,80,48,1,51,11,61,46,54,30,83,15,26,90
1,14,88,69,67,86,29,16,73,94,87,45,79,59,87,99,48,98,3,29,10,78,63,63,75,80,37,59,67,16,78,43,16,27,85,60,59,42,61,12,79,87,38,5,45,18,50,95,64,14,38,21,64,45,78,23,30,19,51,98,27,11,17,14,28,23,19,48,90,65,6,3,55,9,88,82,40,8,96,23,35,48,88,72,35,65,44,81,82,58,47,71,36,0,40,49,86,92,87,80,48,1,51,11,67,46,54,39,83,15,26,90
1,15,98,69,67,86,29,16,73,94,87,49,79,59,30,99,48,98,3,29,10,79,63,63,75,80,37,59,67,16,78,13,15,27,85,60,59,42,61,12,79,87,38,5,45,18,50,95,64,64,33,21,67,45,28,13,30,19,51,58,27,16,87,14,78,23,19,48,98,65,6,3,55,9,88,82,40,8,96,23,35,98,80,72,35,65,94,81,82,58,40,71,36,0,40,49,86,92,17,80,48,1,51,11,67,43,44,69,83,65,26,90
1,16,98,69,67,86,29,16,13,94,87,49,79,59,30,89,48,98,3,29,10,79,63,53,75,80,37,59,67,16,78,13,95,27,45,60,59,42,61,12,79,87,38,5,45,18,50,95,64,64,33,21,28,45,28,13,30,19,51,58,27,11,87,14,78,23,19,48,98,65,86,3,55,9,88,82,40,8,6,23,35,98,88,72,35,64,94,81,82,58,47,71,36,10,40,49,86,92,17,80,48,1,51,11,67,43,44,59,83,65,26,90
1,17,98,69,67,86,29,16,13,94,87,49,79,59,30,89,48,98,3,29,10,79,63,53,75,85,37,59,67,16,78,13,95,27,45,60,59,42,61,12,79,87,38,5,45,13,10,99,64,64,33,21,28,25,28,53,20,19,51,58,27,11,87,14,78,23,19,47,98,65,86,3,55,9,88,92,40,8,6,23,38,95,90,72,35,62,94,81,82,52,20,31,36,10,45,49,86,92,17,80,48,51,51,11,67,46,44,60,83,65,26,90
1,18,98,69,67,86,29,16,13,94,87,9,79,59,30,89,48,98,93,29,10,79,63,53,75,85,57,59,67,16,78,13,95,27,45,60,59,42,61,12,79,87,38,5,85,18,10,45,64,64,33,21,28,25,28,53,20,19,51,58,27,11,87,14,78,23,19,47,98,95,86,3,15,9,88,92,40,8,56,23,35,98,90,72,35,62,94,81,82,58,27,31,36,10,45,49,88,92,17,80,48,51,51,11,67,13,94,39,83,65,66,90
1,19,98,69,67,86,29,16,13,94,87,9,79,49,37,89,78,98,93,29,10,79,63,53,75,85,57,59,67,16,78,13,95,27,45,10,59,82,61,12,79,87,38,5,85,98,10,45,64,64,33,21,28,25,28,53,20,79,50,58,27,16,77,14,76,23,19,58,98,95,86,3,15,9,88,92,40,34,56,23,35,98,90,62,35,62,94,21,82,58,27,31,36,10,40,49,86,92,17,80,48,51,51,11,47,13,94,50,83,65,62,90
1,20,98,69,67,86,29,16,13,94,87,9,79,49,37,89,78,98,93,19,10,79,3,53,75,90,57,99,57,16,78,13,95,27,45,10,59,82,61,12,79,87,38,5,85,98,10,45,64,64,33,21,28,25,28,53,20,79,50,58,27,16,77,14,76,23,19,57,98,95,86,33,15,9,88,92,40,97,56,23,35,98,90,62,35,62,94,21,82,58,20,31,36,10,40,59,86,92,17,80,48,51,51,11,47,13,94,59,83,65,62,90
1,21,98,87,57,86,29,16,13,94,67,8,89,49,30,89,78,98,93,19,10,79,3,53,75,90,57,99,57,16,78,13,95,27,45,10,59,82,61,12,79,87,38,5,85,98,10,45,64,64,33,21,28,25,28,53,20,79,50,58,27,16,47,14,76,23,19,57,98,95,86,33,15,9,88,92,40,97,56,23,35,98,90,62,35,12,94,21,52,58,20,31,36,10,40,59,86,92,17,80,48,51,51,11,47,13,94,59,83,55,62,90
1,22,98,87,57,86,29,16,13,94,67,8,89,49,30,89,78,98,93,19,50,26,3,53,75,90,57,99,37,16,58,13,95,27,45,10,59,82,61,12,79,87,38,5,85,98,10,45,64,64,33,31,17,15,88,53,60,79,50,58,27,16,7,14,76,23,19,57,10,94,86,33,15,9,88,92,40,97,56,23,35,98,90,62,35,12,74,21,52,58,20,31,36,10,40,59,86,92,17,83,48,51,51,11,47,33,94,39,83,55,62,90
1,23,98,87,57,86,29,16,13,94,67,8,89,49,30,89,78,98,93,19,50,26,3,53,75,5,57,99,87,36,58,33,95,27,45,10,99,82,61,32,76,87,38,25,85,98,15,45,64,44,33,31,17,15,88,33,60,79,50,58,27,16,7,14,76,23,19,57,18,95,86,33,15,9,88,10,60,90,56,23,35,90,90,62,35,12,74,21,52,58,27,31,36,10,40,59,88,92,17,83,48,51,51,31,47,36,94,50,83,55,92,90
1,24,98,87,57,86,29,16,13,94,67,8,89,49,30,89,78,98,93,19,50,26,3,53,75,5,57,99,87,36,58,33,95,27,45,10,99,82,51,32,76,97,38,25,85,98,13,45,64,44,33,31,17,15,88,33,60,79,50,58,27,16,7,14,98,23,19,57,18,95,86,33,15,9,88,10,60,90,56,23,35,90,90,62,35,12,74,21,52,58,27,31,36,10,90,59,88,92,17,80,48,51,51,31,47,36,94,50,83,55,92,90
1,25,98,87,57,86,29,16,13,94,67,8,89,49,30,89,78,98,93,19,50,26,3,53,75,5,87,99,87,36,58,33,95,27,45,10,99,82,51,32,76,97,38,85,85,98,13,45,64,44,33,31,17,15,88,33,10,59,50,58,27,16,7,14,98,23,19,57,18,95,86,33,15,9,88,10,60,90,56,23,35,90,98,62,35,12,74,21,52,58,27,31,36,10,90,59,86,62,17,80,48,51,51,31,47,33,94,60,83,55,92,90
1,26,98,87,57,66,29,16,23,94,67,8,89,49,30,89,78,98,93,19,50,26,3,53,75,5,87,99,87,36,58,33,95,27,45,10,99,82,51,32,76,97,38,85,85,98,23,45,64,44,3,31,17,15,88,33,10,59,50,58,27,16,7,14,98,73,19,57,18,54,86,33,15,9,88,70,60,74,56,23,35,90,98,62,35,12,74,21,52,58,27,31,36,10,90,59,86,62,17,80,48,51,51,31,73,96,94,30,83,55,92,90
1,27,98,87,57,66,29,16,23,94,67,8,89,49,30,89,78,98,93,19,50,26,3,53,75,0,87,99,87,36,58,33,6,27,45,10,99,82,51,32,76,97,38,25,85,88,23,45,64,44,3,31,17,15,88,33,10,59,50,58,27,96,7,14,98,73,19,58,90,54,86,33,15,19,88,70,60,74,26,73,35,90,98,62,35,12,74,21,52,58,77,1,36,10,90,59,86,62,17,80,48,51,51,31,73,93,94,39,83,55,92,90
1,28,98,87,57,66,29,66,23,94,17,8,89,49,30,89,98,98,93,19,50,26,3,53,75,0,87,99,87,36,58,33,6,47,45,10,9,82,51,92,76,97,38,85,85,88,23,45,64,64,3,31,14,15,88,33,10,59,50,58,27,96,7,14,96,73,19,58,90,54,86,33,15,19,88,70,64,74,26,73,38,90,90,62,35,12,74,21,52,58,77,1,36,10,90,59,88,62,17,80,48,51,51,31,73,93,94,39,83,55,92,90
1,29,98,87,57,66,29,66,23,94,17,8,89,49,30,89,98,98,93,19,50,26,73,53,75,5,87,99,87,36,58,33,6,47,45,10,9,82,51,92,76,97,38,85,85,88,23,45,64,64,3,31,14,15,88,33,10,59,50,58,27,96,7,14,96,73,19,58,10,54,86,33,15,19,88,70,64,74,26,73,38,90,90,62,35,12,74,21,52,58,77,1,36,10,90,59,88,62,17,83,48,51,51,31,73,93,94,30,83,55,92,90
1,30,98,87,57,66,29,66,23,94,17,8,89,49,30,89,98,98,93,19,50,26,73,53,75,5,87,99,87,36,58,33,6,47,45,10,9,82,51,92,76,97,38,85,85,88,23,45,64,64,3,31,14,15,88,33,10,59,50,58,27,96,7,14,96,73,19,58,10,54,86,33,15,19,88,70,64,74,26,73,38,90,90,62,35,12,74,21,52,58,77,1,36,10,90,59,88,62,17,83,48,51,51,31,73,93,94,30,83,55,92,90
1,31,98,87,57,66,29,66,23,94,17,8,89,49,30,89,98,98,93,19,50,26,73,53,75,5,87,99,87,36,58,33,6,47,45,10,9,82,51,92,76,97,38,85,85,88,23,45,64,64,3,31,14,15,88,33,10,59,50,58,27,96,7,14,96,73,19,58,10,54,86,33,15,19,88,70,64,74,26,73,38,90,90,62,35,12,74,21,52,58,77,1,36,10,90,59,88,62,17,83,48,51,51,31,73,93,94,30,83,55,92,90
1,32,98,87,57,66,29,66,23,94,17,8,89,49,30,89,98,98,93,19,50,26,73,53,75,5,87,99,87,36,58,33,6,47,45,10,9,82,51,92,76,97,38,85,85,88,23,45,64,64,3,31,14,15,88,33,16,59,50,58,27,96,7,14,96,73,19,58,10,54,86,33,15,19,88,70,64,74,26,73,38,90,90,62,35,12,74,21,52,58,77,1,36,10,90,59,88,64,17,80,48,51,51,31,73,96,94,30,83,55,92,90
1,33,98,80,57,66,29,66,23,94,17,8,89,49,30,89,98,98,93,19,50,26,73,53,75,5,87,99,87,36,58,33,6,47,45,10,9,82,51,92,76,97,38,85,85,88,23,45,64,64,3,31,14,15,88,33,16,59,50,58,27,96,7,14,96,73,19,58,10,54,86,33,15,19,88,70,64,74,26,73,38,90,90,62,35,12,74,21,52,58,77,1,36,10,90,59,88,64,17,80,48,51,51,31,73,96,93,30,83,55,92,90
1,34,98,80,57,66,29,66,23,94,17,8,89,49,30,89,98,98,93,19,50,26,73,53,75,5,87,99,87,36,58,33,6,47,45,10,9,82,51,92,76,97,38,85,85,88,23,45,64,64,3,31,14,15,88,33,16,59,50,58,27,96,7,14,96,73,19,58,10,54,86,33,15,19,88,70,64,74,26,73,38,90,90,62,35,12,74,21,52,58,77,1,36,10,90,59,88,64,17,80,48,51,51,31,73,96,93,30,83,55,92,90
1,35,98,80,57,66,29,66,23,94,17,8,89,49,30,89,98,98,93,19,50,26,73,53,75,5,87,99,87,36,58,33,6,47,45,10,9,82,51,92,76,97,38,85,85,88,23,45,64,64,3,31,14,15,88,33,16,59,50,58,27,96,7,14,96,73,19,58,10,54,86,33,15,19,88,70,64,74,26,73,38,90,90,62,35,12,74,21,52,58,77,1,36,10,90,59,88,64,17,80,48,51,51,31,73,96,93,30,83,55,92,90
1,36,98,80,57,66,29,66,23,94,17,8,89,49,30,89,98,98,93,19,50,26,73,53,75,5,87,99,87,36,58,33,6,47,45,10,9,82,51,92,76,97,38,85,85,88,23,45,64,64,3,31,14,15,88,33,16,59,50,58,27,96,7,14,96,73,19,58,10,54,86,33,15,19,88,70,64,74,26,73,38,90,90,62,35,12,74,21,52,58,77,1,36,10,90,59,88,64,17,80,48,51,51,31,73,93,93,69,83,55,92,90
1,37,98,80,57,66,29,66,23,94,17,8,89,49,30,89,98,98,93,19,50,26,73,53,75,5,87,99,87,36,58,33,6,47,45,10,9,82,51,92,76,97,38,85,85,88,23,45,64,64,3,31,14,15,88,33,16,59,50,58,27,96,7,14,96,73,19,58,10,54,86,33,15,19,88,70,64,74,26,73,38,90,90,62,35,12,74,21,52,58,77,1,36,10,90,59,88,64,17,80,48,51,51,31,73,93,93,69,83,55,92,90
1,38,98,80,57,66,29,66,23,94,17,8,89,49,30,89,98,98,93,19,50,26,73,53,75,5,87,99,87,36,58,33,6,47,45,10,9,82,51,92,76,97,38,85,85,88,23,45,64,64,3,31,14,15,88,33,16,59,50,58,27,96,7,14,96,73,19,58,10,54,86,33,15,19,88,70,64,74,26,73,38,90,90,62,35,12,74,21,52,58,77,1,36,10,90,59,88,64,17,83,48,51,51,31,73,93,93,69,83,55,92,90
1,39,98,80,57,66,29,66,23,94,17,8,89,49,30,89,98,98,93,19,50,26,73,53,74,5,87,99,87,36,58,33,6,47,45,10,9,82,51,92,76,97,38,85,85,88,23,45,64,64,3,31,14,15,88,33,16,59,50,58,27,96,7,14,96,73,19,58,10,54,86,33,15,19,88,70,64,74,26,73,35,90,90,62,35,12,74,21,52,58,70,1,36,10,90,59,86,64,17,83,48,51,51,31,73,93,93,69,83,55,92,90
2,0,85,26,8,69,44,82,68,83,10,35,87,93,62,79,73,80,83,8,36,80,4,78,28,56,92,0,62,51,5,83,8,26,66,8,1,38,7,55,83,0,14,41,81,29,29,24,72,15,64,83,87,20,95,44,93,92,37,84,87,5,86,93,21,94,61,62,97,9,65,43,4,96,41,70,23,5,3,46,75,22,89,12,63,20,14,79,19,82,6,67,95,72,2,86,73,93,54,7,41,58,15,50,31,79,48,44,27,42,16,37
2,1,89,92,7,61,47,46,66,82,18,33,82,52,27,76,74,80,83,8,36,80,4,78,28,56,92,0,62,51,5,83,8,26,66,8,1,38,7,55,83,0,14,41,81,29,29,24,72,21,92,82,88,27,95,47,62,60,30,86,54,1,85,99,62,94,61,62,97,9,65,43,4,96,41,70,23,5,3,46,75,25,26,16,59,25,43,66,40,82,6,67,95,72,2,86,73,90,25,0,42,58,15,50,31,69,34,44,27,47,16,37
2,2,89,92,7,61,47,46,66,89,16,38,84,54,28,76,75,80,83,8,36,80,4,78,28,56,92,0,62,51,5,83,8,27,62,69,5,58,23,70,88,62,13,46,82,10,34,28,33,21,92,82,88,27,95,47,62,60,30,86,54,4,82,97,65,94,61,62,97,9,65,43,4,99,43,70,10,99,7,36,63,25,26,16,59,25,43,61,45,82,6,67,95,35,62,86,76,90,25,0,42,58,15,15,98,69,34,44,89,47,19,37
2,3,89,92,7,61,47,46,66,89,16,38,84,54,28,76,75,88,87,6,73,30,51,78,98,56,97,28,38,9,38,83,8,27,62,69,5,58,23,70,88,62,13,46,82,10,34,28,33,21,92,82,88,27,95,47,62,60,30,86,54,4,82,97,65,49,69,89,9,78,62,49,4,99,43,70,10,99,7,36,63,25,26,16,59,25,43,61,45,84,5,36,6,35,62,86,76,90,25,0,42,56,12,15,98,69,34,41,89,47,19,31
2,4,83,62,1,65,46,27,60,80,19,36,80,3,25,70,75,88,87,6,73,30,51,78,98,56,97,28,38,9,38,83,8,27,62,69,5,58,23,70,88,62,13,46,82,10,34,28,33,21,92,82,88,27,95,47,62,72,53,86,74,7,80,97,91,49,69,89,9,78,62,49,4,99,43,70,10,99,7,36,63,25,26,16,59,27,41,91,45,84,5,36,6,35,62,86,76,90,25,5,42,56,12,15,98,69,14,41,89,40,19,31
2,5,83,62,1,65,46,27,60,80,18,36,80,6,23,72,75,88,87,6,73,30,51,78,98,52,97,25,34,89,32,3,8,29,65,41,5,40,93,53,48,62,13,46,82,10,34,28,33,21,92,82,88,21,96,47,62,72,53,86,74,4,80,97,98,49,69,89,9,18,62,44,24,94,43,79,18,99,7,36,63,25,26,16,59,27,41,91,45,84,5,36,6,55,79,86,76,90,15,5,48,56,93,8,98,19,14,51,85,40,15,31
2,6,83,12,1,65,46,79,90,80,18,36,80,6,27,72,75,88,87,6,73,30,51,78,98,52,97,25,34,89,32,3,8,29,65,41,5,40,93,53,48,62,13,46,82,10,34,28,33,43,32,42,88,26,99,50,32,32,53,86,24,4,80,97,93,49,69,89,9,18,62,44,24,94,43,79,18,99,7,36,63,15,16,16,69,27,21,91,45,84,5,36,6,55,79,86,76,97,15,5,48,56,93,8,98,19,14,51,85,46,15,35
2,7,83,12,1,65,10,79,90,80,88,36,80,6,47,72,79,88,87,6,73,30,51,78,98,52,97,25,34,89,32,3,8,29,69,39,9,44,98,61,48,70,16,48,79,10,34,28,33,42,32,42,88,26,99,50,32,2,83,86,24,3,80,90,93,49,69,89,9,18,62,44,24,95,43,55,8,21,7,36,63,15,76,16,69,27,21,51,45,84,5,36,6,86,77,86,76,98,15,2,48,56,93,48,18,19,14,51,33,46,15,35
2,8,83,12,1,65,10,79,90,80,88,36,80,6,47,72,79,8,87,76,13,0,61,78,68,52,97,25,34,89,32,3,8,29,69,39,9,44,98,61,48,84,16,47,72,50,5,28,53,42,32,42,88,26,99,50,32,2,83,86,24,3,80,90,93,47,79,81,79,18,62,44,24,95,43,55,8,25,7,98,63,15,76,16,69,27,21,51,45,44,5,36,6,86,77,86,66,98,15,2,48,53,93,48,18,19,14,51,32,46,15,38
2,9,83,12,1,65,10,79,90,80,88,36,80,6,47,72,79,8,87,76,13,0,61,78,68,52,97,25,34,89,32,3,8,29,19,38,6,14,88,53,42,84,16,47,72,51,5,28,22,42,32,42,88,26,99,50,32,2,83,86,24,3,80,90,93,47,79,81,79,18,62,44,24,95,23,55,8,25,7,91,63,15,76,16,69,27,21,51,45,44,5,36,6,16,27,86,66,98,15,2,48,53,93,40,48,19,14,51,32,46,15,38
2,10,83,12,1,65,10,59,90,80,88,26,80,66,47,72,79,8,87,76,13,0,61,78,68,52,17,85,4,89,87,73,8,29,19,38,6,14,88,53,42,24,16,47,52,51,5,28,22,42,32,42,88,56,79,50,32,52,83,89,24,14,90,90,93,47,79,81,79,64,60,44,24,95,23,55,8,29,67,91,63,15,76,17,69,27,1,51,33,44,5,16,56,16,27,86,66,98,95,2,48,53,93,40,48,89,94,51,38,46,15,38
2,11,83,12,1,65,10,59,90,80,88,26,80,66,47,72,79,48,87,36,43,70,21,78,2,80,17,85,4,89,82,43,2,29,19,38,6,14,88,53,42,24,16,47,52,51,5,28,22,42,32,42,88,56,79,50,32,52,83,89,24,14,90,90,93,47,79,81,79,62,67,44,24,95,23,55,8,29,67,91,63,15,76,17,69,27,1,51,33,44,0,16,56,16,27,86,66,98,95,2,48,89,92,40,48,89,94,51,38,46,15,35
2,12,83,82,1,66,10,59,90,80,88,26,80,66,47,72,79,48,87,36,43,70,21,78,2,80,17,85,4,89,82,43,2,29,19,38,6,14,88,53,42,24,16,47,52,51,5,28,22,42,72,48,88,56,79,30,32,52,83,89,44,14,90,90,93,47,79,81,79,62,67,44,24,95,23,55,8,29,67,91,63,11,76,17,60,27,9,51,33,44,0,16,56,16,27,86,66,67,95,72,48,89,92,40,48,89,94,51,38,46,15,38
2,13,83,82,1,66,10,59,90,80,88,26,80,66,47,72,79,48,87,36,43,70,21,78,2,80,17,85,4,89,82,43,2,29,19,13,66,14,88,46,42,24,16,47,52,71,65,20,22,42,72,48,88,56,79,30,32,52,83,89,44,14,90,90,93,47,79,81,79,62,67,44,24,95,23,4,8,48,67,91,53,11,76,17,60,27,9,51,33,44,0,16,56,15,57,86,96,67,95,72,48,89,92,40,48,89,94,51,38,46,15,35
2,14,83,82,1,66,10,59,90,80,88,26,80,26,49,32,79,48,87,36,43,70,21,78,2,80,17,85,4,89,82,43,2,29,19,13,66,14,88,46,42,24,16,47,52,71,65,20,22,63,22,48,88,56,79,31,32,52,83,89,44,14,90,90,54,47,79,81,79,62,67,44,24,95,23,4,8,48,67,91,53,11,76,17,30,27,9,51,33,44,0,16,56,15,57,86,96,67,65,72,48,89,92,40,48,89,95,51,38,46,15,35
2,15,83,82,1,66,10,59,90,80,88,26,80,26,49,32,79,48,87,36,63,70,21,68,2,80,67,85,4,19,86,63,2,29,19,13,66,14,48,43,92,24,16,47,52,71,65,20,22,63,22,48,88,56,79,31,32,52,83,89,44,14,90,90,54,47,79,31,19,62,60,44,24,95,13,4,8,48,67,91,53,11,76,17,30,27,9,51,33,44,0,16,56,16,47,86,96,67,65,72,48,89,94,40,48,89,95,51,38,46,15,38
2,16,83,82,81,66,10,59,90,80,98,72,60,26,49,32,79,48,87,26,63,70,21,68,2,80,67,85,14,19,86,53,2,29,19,13,66,14,48,43,92,24,16,47,52,71,65,20,22,63,28,48,88,56,79,33,32,52,83,80,44,14,90,90,54,47,79,31,19,62,60,44,24,95,13,4,8,44,67,81,53,11,76,17,50,27,9,51,33,44,0,16,56,96,47,86,6,27,65,72,18,89,94,90,28,89,95,51,38,46,15,38
2,17,83,82,81,66,10,59,90,80,98,72,60,26,49,32,79,48,87,26,63,70,21,58,52,90,67,85,14,19,87,53,2,29,19,13,66,14,48,43,92,24,16,47,52,31,65,20,20,63,28,48,88,56,79,33,52,52,93,80,44,14,90,90,54,47,79,31,19,62,60,44,24,95,13,4,8,44,67,81,53,11,76,17,50,27,9,51,33,44,0,16,56,96,47,86,6,27,65,72,18,89,94,90,28,89,95,51,38,46,15,35
2,18,83,82,81,66,10,59,90,80,98,72,60,26,49,32,79,48,87,22,63,70,21,58,52,90,67,85,14,19,87,53,2,29,19,13,66,14,48,16,92,24,16,27,12,31,94,20,27,63,28,48,88,56,79,33,52,52,93,80,44,14,90,90,54,47,77,31,19,62,60,84,24,95,53,4,8,40,67,81,53,11,76,17,50,27,9,11,33,44,90,16,56,96,97,86,6,27,65,72,18,89,94,90,28,89,95,51,38,46,15,35
2,19,83,82,81,66,10,59,90,80,98,72,60,26,49,32,79,48,87,22,63,70,21,58,52,90,67,85,14,19,27,53,2,29,19,93,66,14,48,13,92,24,16,27,12,31,95,60,27,63,28,48,88,56,79,33,52,52,93,80,44,14,90,90,54,7,79,31,19,62,60,84,24,95,53,4,38,40,67,81,53,11,76,17,50,27,9,11,33,44,90,16,56,95,97,86,56,27,65,72,18,88,94,40,28,89,95,51,38,46,15,35
2,20,83,72,81,66,70,99,90,80,98,72,10,26,89,32,76,48,87,22,63,70,21,58,52,90,67,85,14,19,27,53,2,29,19,93,66,14,48,13,92,24,16,27,12,31,95,60,27,63,28,78,88,56,79,33,52,42,93,80,44,14,40,90,54,7,79,31,19,62,60,84,24,95,53,4,38,40,67,81,53,11,76,17,50,27,39,17,33,44,90,16,56,95,97,86,56,28,65,72,18,88,94,40,28,89,95,51,38,46,15,35
2,21,83,42,81,66,70,99,90,80,98,72,10,26,89,32,76,58,87,62,63,60,21,58,52,90,67,85,14,19,27,53,2,29,19,98,46,14,48,13,92,24,16,17,12,31,95,60,10,63,88,78,88,56,79,31,52,42,93,80,44,14,40,90,54,7,89,31,19,62,60,84,24,95,53,4,98,40,67,81,53,11,76,17,59,27,39,17,33,54,90,16,56,96,97,86,56,28,5,72,18,89,94,90,28,59,95,51,38,46,15,35
2,22,83,2,81,16,70,99,90,80,98,72,10,26,89,32,76,58,87,62,63,60,31,58,52,90,57,65,14,19,27,53,2,29,19,98,46,14,48,13,92,24,16,17,12,31,95,60,10,63,88,78,98,56,79,31,52,42,93,80,44,34,40,90,54,7,89,31,19,32,80,84,24,95,53,4,98,40,67,81,53,11,76,17,59,27,39,11,33,54,90,56,56,96,97,86,56,14,5,52,18,86,92,90,28,59,95,51,38,46,15,35
2,23,83,2,81,16,70,99,90,80,98,91,10,26,89,32,76,58,87,62,63,60,31,58,52,10,57,65,14,19,27,53,2,29,39,98,46,14,48,33,72,24,36,17,12,31,95,60,10,63,88,78,98,96,29,30,52,42,93,80,44,34,40,10,54,7,89,31,19,82,80,84,24,95,33,24,98,60,57,81,53,11,76,17,59,27,39,11,33,54,90,56,56,95,97,86,56,14,5,52,38,86,94,90,28,59,95,51,38,46,15,38
