Plan ID,Plan Scores,Run-0,Run-1,Run-2,Run-3,Run-4
0,0.0,3,2,2,0,6
1,0.0,4,3,2,4,2
2,0.0,2,0,2,2,1
3,0.0,1,6,2,1,3
4,0.0,2,1,1,2,1
5,NaN,0,2,0,2,2
6,0.0,2,3,3,2,2
7,0.0,2,2,3,2,0
8,0.0,1,0,0,1,0
9,0.0,2,0,4,3,2
10,0.0,2,3,1,1,1
11,0.0,1,3,2,2,3
12,0.0,2,2,3,1,3
13,NaN,0,0,2,1,1
14,0.0,3,1,1,2,1
15,NaN,0,0,3,1,1
16,0.0,4,1,1,2,2
17,0.0,3,3,1,4,3
18,0.0,1,2,1,0,0
19,0.0,1,1,1,2,2
20,0.0,2,3,1,1,1
21,0.0,2,2,0,2,1
22,0.0,2,4,1,3,2
23,0.0,1,0,2,2,2
24,0.0,2,1,3,2,3
25,0.0,2,1,1,0,2
26,NaN,0,0,1,0,1
27,0.0,2,2,3,0,1
28,0.0,1,1,1,1,0
29,NaN,0,0,1,3,1
30,0.0,2,5,5,3,2
31,0.0,1,1,2,4,3
32,0.0,8,9,6,4,4
33,0.0,1,2,1,3,2
34,0.0,3,1,2,3,5
35,0.0,3,4,7,3,4
36,0.0,1,1,2,0,1
37,0.0,4,2,5,6,2
38,0.0,1,2,0,3,1
39,0.0,6,4,1,2,6
40,0.0,1,1,4,3,3
41,0.0,2,0,2,3,2
42,0.0,1,0,1,1,1
43,0.0,4,4,3,2,3
44,0.0,1,4,0,0,3
45,0.0,3,4,3,2,1
46,0.0,2,2,1,2,1
47,0.0,1,0,0,1,2
48,0.0,1,1,2,3,2
49,0.0,4,4,4,3,2
