Run,Iteration,dim-0,dim-1,dim-2,dim-3,dim-4,dim-5,dim-6,dim-7,dim-8,dim-9,dim-10,dim-11,dim-12,dim-13,dim-14,dim-15,dim-16,dim-17,dim-18,dim-19,dim-20,dim-21,dim-22,dim-23,dim-24,dim-25,dim-26,dim-27,dim-28,dim-29,dim-30,dim-31,dim-32,dim-33,dim-34,dim-35,dim-36,dim-37,dim-38,dim-39,dim-40,dim-41,dim-42,dim-43,dim-44,dim-45,dim-46,dim-47,dim-48,dim-49,dim-50,dim-51,dim-52,dim-53,dim-54,dim-55,dim-56,dim-57,dim-58,dim-59,dim-60,dim-61,dim-62,dim-63,dim-64,dim-65,dim-66,dim-67,dim-68,dim-69,dim-70,dim-71,dim-72,dim-73,dim-74,dim-75,dim-76,dim-77,dim-78,dim-79,dim-80,dim-81,dim-82,dim-83,dim-84,dim-85,dim-86,dim-87,dim-88,dim-89
-1,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,190.5938266495904,267.67820174681344,34.031191976895144,157.88565054921128,244.1858453638419,619.5029838197853,406.8995753601023,226.93714673337388,242.2645853212901,137.76077890457447,251.54414343764537,218.40981093453556,166.03756568186407,106.0000195862124,103.29572242668333,166.4896625034374,168.95545287938958,437.9965934279059,265.778276285165,237.5071667307818,396.8237067073006,79.33432448455042,89.84136767822466,227.6063373045726,71.81910111999676,95.63783871088759,730.542664196859,81.15419846596063,85.06233486939804,173.82684776933655,1.0,10.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,3.0,1.0,1.0,10.0,10.0,3.0,10.0,1.0,10.0,1.0,1.0,2.0,1.0,10.0,1.0,2.0,10.0,10.0,10.0,5.0,1.0
0,0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,3.0,0.0,2.0,0.0,150.93018593083613,251.4330513749174,15.0,94.49918749932297,185.44961545457434,530.9051828456576,354.3858842196486,213.12244242617842,176.78793632429503,121.18924236829262,209.94566456304588,145.71134219785807,157.79331903915065,89.51557606753155,76.6080109763476,139.96954425689893,82.0491440826422,419.29904735301153,212.01879257883454,190.9809529631842,382.70521854414733,44.00543505165877,84.73921053551565,154.06883405261408,46.18883187780071,89.2235131991564,727.8226445227097,53.36269584478139,64.1641318741269,137.90891924116283,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0
0,1,2.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,3.0,0.0,1.0,4.0,157.7353300759186,251.4330513749174,15.0,126.06063428355827,205.9454242335014,583.033051430112,367.08909314538124,213.12244242617842,176.78793632429503,121.18924236829262,209.94566456304588,145.71134219785807,157.79331903915065,89.51557606753155,76.6080109763476,139.96954425689893,136.78769512209925,419.29904735301153,236.2814224855774,190.9809529631842,382.70521854414733,44.00543505165877,84.73921053551565,195.03121359518173,46.18883187780071,89.2235131991564,727.8226445227097,53.36269584478139,64.1641318741269,145.26965375921378,3.0,4.0,1.0,3.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0
0,2,2.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,157.7353300759186,251.4330513749174,15.0,126.06063428355827,205.9454242335014,583.033051430112,367.08909314538124,213.12244242617842,210.36778895224757,121.18924236829262,224.7907132385602,194.5291153170604,157.79331903915065,89.51557606753155,76.6080109763476,139.96954425689893,136.78769512209925,419.29904735301153,236.2814224855774,216.60078435585473,382.70521854414733,56.24842555614611,84.73921053551565,195.03121359518173,46.18883187780071,89.2235131991564,727.8226445227097,53.36269584478139,64.1641318741269,150.58461549819845,3.0,4.0,1.0,3.0,3.0,4.0,3.0,5.0,4.0,4.0,5.0,3.0,4.0,5.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,1.0,4.0,5.0,3.0,1.0,1.0
0,3,2.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,167.3924805468716,251.4330513749174,15.0,136.35619057867342,221.39155685710338,598.8361693646086,387.83062901861166,213.12244242617842,210.36778895224757,121.18924236829262,224.7907132385602,195.4097463303072,157.79331903915065,89.51557606753155,76.6080109763476,139.96954425689893,150.67282471437113,419.29904735301153,248.19596783736105,216.60078435585473,382.70521854414733,56.24842555614611,84.73921053551565,207.16491218363822,50.399237610682675,89.2235131991564,727.8226445227097,53.36269584478139,64.1641318741269,153.5584036791075,3.0,6.0,1.0,3.0,3.0,4.0,3.0,5.0,4.0,4.0,5.0,3.0,6.0,5.0,1.0,5.0,3.0,6.0,3.0,3.0,4.0,3.0,6.0,3.0,1.0,4.0,5.0,3.0,1.0,1.0
0,4,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,167.3924805468716,251.4330513749174,15.0,136.35619057867342,221.39155685710338,598.8361693646086,387.83062901861166,213.12244242617842,222.90612405460487,121.18924236829262,224.7907132385602,198.20185983331356,157.79331903915065,89.51557606753155,86.72264310126864,139.96954425689893,150.67282471437113,419.29904735301153,248.19596783736105,219.0394537349847,382.70521854414733,56.24842555614611,84.73921053551565,207.16491218363822,50.399237610682675,89.2235131991564,727.8226445227097,53.36269584478139,67.1102390028402,153.5584036791075,3.0,6.0,1.0,3.0,3.0,4.0,3.0,5.0,3.0,4.0,5.0,6.0,7.0,5.0,1.0,5.0,3.0,6.0,3.0,3.0,4.0,3.0,6.0,3.0,1.0,4.0,7.0,3.0,1.0,1.0
0,5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,167.3924805468716,251.4330513749174,15.0,136.35619057867342,221.39155685710338,598.8361693646086,387.83062901861166,213.12244242617842,225.13581342365947,121.18924236829262,229.84384368202595,202.54913922060973,157.79331903915065,89.51557606753155,86.72264310126864,139.96954425689893,150.67282471437113,419.29904735301153,248.19596783736105,219.0394537349847,382.70521854414733,56.24842555614611,84.73921053551565,207.16491218363822,50.399237610682675,89.2235131991564,727.8226445227097,53.36269584478139,67.1102390028402,153.5584036791075,3.0,6.0,1.0,3.0,3.0,4.0,3.0,5.0,3.0,4.0,5.0,3.0,7.0,5.0,1.0,5.0,3.0,6.0,3.0,7.0,4.0,3.0,6.0,3.0,1.0,4.0,7.0,3.0,1.0,1.0
0,6,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,167.3924805468716,251.4330513749174,15.0,139.85657614404266,225.97058356463702,603.7946168810096,387.83062901861166,213.12244242617842,225.13581342365947,121.18924236829262,238.82602960085075,202.54913922060973,157.79331903915065,89.51557606753155,86.72264310126864,139.96954425689893,150.67282471437113,421.6423886088308,248.19596783736105,219.0394537349847,382.70521854414733,56.24842555614611,84.73921053551565,207.16491218363822,50.399237610682675,89.2235131991564,727.8226445227097,53.36269584478139,67.1102390028402,153.5584036791075,3.0,6.0,1.0,3.0,7.0,4.0,3.0,5.0,3.0,4.0,5.0,3.0,7.0,5.0,1.0,5.0,3.0,6.0,3.0,7.0,4.0,3.0,6.0,3.0,1.0,4.0,7.0,3.0,1.0,1.0
0,7,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,173.01045306386536,251.4330513749174,15.0,139.85657614404266,225.97058356463702,603.7946168810096,387.83062901861166,213.12244242617842,225.13581342365947,121.18924236829262,238.82602960085075,202.54913922060973,157.79331903915065,89.51557606753155,86.72264310126864,155.49251138914414,150.67282471437113,421.6423886088308,248.19596783736105,219.0394537349847,382.70521854414733,56.24842555614611,84.73921053551565,212.35233953944936,50.399237610682675,89.2235131991564,727.8226445227097,53.36269584478139,67.1102390028402,153.5584036791075,3.0,6.0,1.0,3.0,7.0,4.0,8.0,5.0,3.0,4.0,5.0,3.0,7.0,5.0,1.0,5.0,3.0,6.0,3.0,7.0,4.0,3.0,6.0,3.0,1.0,4.0,7.0,3.0,1.0,1.0
0,8,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,173.01045306386536,251.4330513749174,16.636496809190014,139.85657614404266,225.97058356463702,603.7946168810096,387.83062901861166,213.12244242617842,225.13581342365947,121.18924236829262,238.82602960085075,202.54913922060973,157.79331903915065,89.51557606753155,86.72264310126864,155.49251138914414,153.09447340815015,421.6423886088308,248.19596783736105,219.0394537349847,382.70521854414733,56.24842555614611,84.73921053551565,212.35233953944936,57.6444254515628,89.2235131991564,727.8226445227097,53.36269584478139,67.1102390028402,153.5584036791075,3.0,6.0,1.0,3.0,7.0,4.0,8.0,5.0,3.0,4.0,5.0,3.0,7.0,5.0,1.0,5.0,3.0,6.0,3.0,7.0,4.0,3.0,6.0,3.0,1.0,4.0,7.0,3.0,1.0,1.0
