Run,Iteration,agent-0,agent-1,agent-2,agent-3,agent-4,agent-5,agent-6,agent-7,agent-8,agent-9,agent-10,agent-11,agent-12,agent-13,agent-14,agent-15,agent-16,agent-17,agent-18,agent-19,agent-20,agent-21,agent-22,agent-23,agent-24,agent-25,agent-26,agent-27,agent-28,agent-29
0,0,71,67,57,73,8,92,38,10,72,53,84,11,48,94,61,93,24,26,59,82,91,75,54,85,21,87,15,51,91,31
0,1,71,61,0,66,78,79,40,17,52,53,67,61,43,93,61,93,13,21,9,62,99,75,53,51,29,20,11,51,96,33
0,2,31,66,10,97,68,82,50,10,2,23,74,33,43,94,1,93,16,25,29,92,99,45,53,5,25,27,16,59,96,73
0,3,91,89,10,97,38,89,60,10,2,23,74,33,43,94,1,94,43,25,29,92,99,45,53,27,20,27,16,59,96,73
0,4,91,89,28,97,38,89,60,17,2,83,44,33,43,94,1,94,46,25,29,52,99,45,53,27,20,23,16,59,96,73
0,5,91,89,28,97,38,89,90,17,22,83,44,53,42,96,1,94,46,25,89,52,99,25,54,27,30,24,88,57,96,73
0,6,21,89,20,97,38,89,90,17,22,83,44,53,42,96,1,99,44,25,89,52,99,25,54,21,30,33,88,55,96,73
0,7,21,89,40,97,38,89,90,17,92,13,94,53,42,96,31,99,44,25,89,52,94,35,44,21,30,33,18,55,58,73
0,8,21,89,40,97,98,89,90,17,92,13,94,53,42,96,31,99,44,25,89,52,94,35,44,97,35,33,18,55,58,73
0,9,21,89,40,97,98,89,90,17,92,13,94,53,42,26,31,99,44,25,89,52,94,35,44,97,35,33,18,55,28,73
0,10,21,89,40,97,98,89,90,17,62,13,94,53,42,26,11,99,94,25,89,52,94,35,44,91,30,33,18,55,28,73
0,11,21,89,40,97,98,89,90,17,62,13,94,93,42,26,11,99,94,25,89,32,94,35,44,91,80,35,18,55,29,73
0,12,61,89,40,97,98,89,90,17,62,13,94,93,42,26,11,99,96,25,89,32,94,35,18,97,80,35,18,55,8,43
0,13,61,80,98,97,28,89,70,17,62,13,24,93,44,26,41,50,96,25,89,22,94,35,13,91,70,34,18,55,8,43
0,14,61,80,98,97,58,89,70,17,62,13,24,91,44,26,41,50,96,20,89,12,94,5,13,91,60,34,18,53,8,43
0,15,61,20,98,97,58,82,70,17,62,3,24,91,44,26,41,59,96,20,89,42,94,5,13,91,60,33,18,53,8,43
0,16,61,20,98,97,58,82,70,19,62,3,24,91,44,26,41,59,96,20,89,42,94,5,13,91,60,33,18,55,8,43
0,17,61,20,98,97,58,82,70,19,62,3,24,91,44,26,41,59,96,20,89,42,94,5,13,91,60,33,18,53,8,43
0,18,61,20,98,97,58,82,70,19,62,3,24,91,44,26,41,59,96,20,89,42,94,5,13,91,60,33,18,53,8,43
0,19,61,20,98,97,58,82,70,19,62,3,24,91,44,26,41,59,96,20,89,42,94,5,13,91,60,33,18,53,8,43
0,20,61,20,98,97,58,82,70,19,62,3,24,91,44,26,41,51,96,20,89,42,94,5,13,91,60,33,18,57,8,43
0,21,61,20,98,97,58,82,70,17,62,3,24,91,44,26,41,51,96,20,89,42,94,5,13,91,60,33,18,55,8,43
0,22,61,20,98,97,58,82,70,17,62,3,24,91,44,26,41,51,96,20,89,42,94,5,13,91,60,33,18,55,8,43
0,23,61,20,94,97,58,82,70,17,62,3,24,91,44,26,41,57,96,20,89,42,94,5,13,91,60,33,18,53,8,43
0,24,61,20,94,97,58,82,70,17,62,3,24,91,44,26,41,57,96,20,89,42,94,5,13,91,60,33,18,53,8,43
0,25,61,20,94,97,58,82,70,17,62,3,24,91,44,26,41,57,96,20,89,42,94,5,13,91,60,33,18,53,8,43
0,26,61,20,94,97,58,82,70,17,62,3,24,91,44,26,41,57,96,20,89,42,94,5,13,91,60,33,18,55,8,43
0,27,61,20,94,97,58,82,70,17,62,3,24,91,44,26,41,57,96,20,89,42,94,5,13,91,60,33,18,55,8,43
0,28,61,20,90,97,58,82,70,17,62,3,24,91,44,26,41,57,96,20,89,42,94,5,13,91,60,33,18,57,8,43
0,29,61,20,90,97,58,82,70,17,62,3,24,91,44,26,41,58,96,20,89,42,94,5,13,91,60,33,18,53,8,43
0,30,61,20,90,97,58,82,70,17,62,3,24,91,44,26,41,58,96,20,89,42,94,5,13,91,60,33,18,53,8,43
0,31,61,20,90,97,58,82,70,17,62,3,24,91,44,26,41,58,96,20,89,42,94,5,13,91,60,33,18,55,8,43
0,32,61,20,98,97,58,82,70,17,62,3,24,91,42,26,41,59,96,20,89,42,94,5,13,91,60,33,18,53,8,43
0,33,61,20,94,97,58,82,70,17,62,3,24,91,42,26,41,59,96,20,89,42,94,5,13,91,60,33,18,53,8,43
0,34,61,20,94,97,58,82,70,17,62,3,24,91,42,26,41,59,96,20,89,42,94,5,13,91,60,33,18,53,8,43
