Run,Iteration,agent-0,agent-1,agent-2,agent-3,agent-4,agent-5,agent-6,agent-7,agent-8,agent-9,agent-10,agent-11,agent-12,agent-13,agent-14,agent-15,agent-16,agent-17,agent-18,agent-19,agent-20,agent-21,agent-22,agent-23,agent-24,agent-25,agent-26,agent-27,agent-28,agent-29,agent-30,agent-31,agent-32,agent-33,agent-34,agent-35,agent-36,agent-37,agent-38,agent-39,agent-40,agent-41,agent-42,agent-43,agent-44,agent-45,agent-46,agent-47,agent-48,agent-49,agent-50,agent-51,agent-52,agent-53,agent-54,agent-55,agent-56,agent-57,agent-58,agent-59,agent-60,agent-61,agent-62,agent-63,agent-64,agent-65,agent-66,agent-67,agent-68,agent-69,agent-70,agent-71,agent-72,agent-73,agent-74,agent-75,agent-76,agent-77,agent-78,agent-79,agent-80,agent-81,agent-82,agent-83,agent-84,agent-85,agent-86,agent-87,agent-88,agent-89,agent-90,agent-91,agent-92,agent-93,agent-94,agent-95,agent-96,agent-97,agent-98,agent-99,agent-100,agent-101,agent-102,agent-103,agent-104,agent-105,agent-106,agent-107,agent-108,agent-109,agent-110,agent-111,agent-112,agent-113,agent-114,agent-115,agent-116,agent-117,agent-118,agent-119,agent-120,agent-121,agent-122,agent-123,agent-124,agent-125,agent-126,agent-127,agent-128,agent-129,agent-130,agent-131,agent-132,agent-133,agent-134,agent-135,agent-136,agent-137,agent-138,agent-139,agent-140,agent-141,agent-142,agent-143,agent-144,agent-145,agent-146,agent-147,agent-148,agent-149,agent-150,agent-151,agent-152,agent-153,agent-154,agent-155,agent-156,agent-157,agent-158,agent-159
0,30,51,8,40,28,40,48,45,97,85,25,95,90,35,57,0,88,20,34,62,83,24,16,68,53,85,94,13,51,11,56,65,61,33,38,50,58,84,11,65,4,86,94,32,38,46,60,77,58,83,43,74,99,71,94,68,33,50,19,37,86,72,24,65,58,22,40,66,46,31,91,29,20,35,92,91,61,20,51,43,56,80,13,95,21,53,98,96,42,74,6,6,58,28,10,42,63,5,68,62,57,48,15,13,65,55,82,72,46,16,16,54,40,5,51,39,84,79,33,65,25,82,69,80,52,69,83,47,25,3,34,30,13,58,88,78,41,17,71,11,51,18,9,70,70,12,19,72,55,77,83,73,17,31,13,31,38,98,96,63,2
0,31,51,8,40,8,43,48,45,97,25,25,95,90,35,57,0,88,20,34,62,83,24,16,68,53,85,94,13,51,11,56,65,61,33,38,50,58,84,81,65,4,86,94,2,38,46,60,77,58,83,43,74,99,71,94,68,33,50,99,37,86,72,24,65,58,22,40,66,46,31,91,29,27,35,92,91,61,20,51,43,56,84,13,95,22,53,98,96,42,74,6,6,58,28,10,42,63,5,68,64,57,48,15,13,65,58,82,78,46,16,16,54,40,5,51,39,84,29,33,65,25,2,69,80,52,69,83,47,25,3,39,30,13,58,88,78,44,17,75,11,51,18,9,70,70,12,19,72,55,77,83,73,10,31,13,31,36,92,96,63,2
0,32,51,8,40,8,43,48,45,97,25,25,95,10,35,57,0,87,20,34,62,83,24,16,68,53,85,94,13,51,11,50,65,61,20,38,50,58,84,81,65,4,86,94,2,38,46,60,77,58,83,43,74,99,71,94,68,33,50,99,37,86,72,24,65,58,22,40,96,46,31,91,29,27,35,92,91,60,70,51,43,56,84,13,95,22,53,98,96,42,74,6,6,58,28,10,42,63,5,68,64,57,48,15,13,65,58,82,78,46,16,16,54,40,5,51,39,84,29,33,65,25,2,69,80,52,69,83,47,25,3,39,30,13,58,88,78,44,17,73,11,59,18,9,70,70,12,19,72,55,77,84,73,10,31,13,31,36,68,96,63,2
0,33,51,8,40,8,43,48,45,97,25,25,95,10,35,57,0,87,20,34,62,83,24,16,68,53,85,94,13,51,11,50,65,61,20,38,50,58,84,81,35,4,86,94,2,38,56,60,77,58,83,43,74,99,71,94,68,30,50,99,37,86,72,24,65,58,22,40,96,46,31,91,29,27,35,92,91,60,70,51,43,56,84,13,95,22,53,98,96,42,74,6,6,58,28,10,42,63,5,68,62,57,40,15,13,65,58,82,78,46,16,16,54,40,5,51,39,84,29,33,65,25,2,69,80,52,69,83,97,25,3,35,30,13,58,88,78,44,17,73,11,59,18,9,70,70,12,19,82,55,77,84,73,10,31,13,31,36,68,56,61,2
0,34,51,8,40,8,43,48,45,97,25,25,95,10,35,57,9,87,20,34,62,83,24,16,68,53,85,94,43,51,11,50,65,11,20,38,50,58,84,81,35,4,86,94,2,38,56,60,77,58,83,43,74,99,71,94,68,30,50,99,37,86,72,24,65,58,22,40,96,46,31,91,29,27,35,92,91,60,70,51,43,56,84,13,95,22,53,98,96,42,83,6,6,58,28,19,41,65,5,68,62,57,40,15,13,65,58,82,78,46,16,16,54,40,5,51,39,84,29,33,65,25,2,69,80,52,69,83,97,25,3,35,30,13,58,88,78,44,17,73,11,59,18,9,70,70,19,19,82,55,77,84,73,10,31,13,31,36,68,56,61,2
0,35,51,18,46,8,40,48,45,97,25,25,95,10,35,57,9,87,20,34,62,83,24,16,68,53,85,94,43,51,11,50,65,11,20,38,50,58,84,81,35,4,86,94,2,38,56,60,77,58,83,23,74,99,71,94,68,30,54,99,37,86,72,44,65,58,22,40,96,46,31,91,29,20,15,92,91,60,70,51,43,56,84,19,95,22,53,98,96,48,83,6,6,58,28,19,41,65,5,68,62,57,40,15,13,65,58,82,72,46,16,16,54,40,5,51,39,88,29,33,65,25,2,89,80,32,69,83,97,25,3,35,30,13,58,80,68,44,17,73,11,59,18,9,70,70,19,19,82,55,77,83,73,17,31,13,31,38,62,56,63,2
0,36,51,18,46,8,43,88,25,97,25,25,95,10,35,57,9,87,20,34,62,83,24,16,68,53,85,44,43,51,11,50,65,11,20,38,50,58,84,81,35,4,86,94,2,38,56,60,77,58,83,23,74,99,71,94,68,30,54,99,37,86,72,44,65,58,22,40,96,46,31,91,29,20,15,92,91,60,70,51,43,56,84,19,95,24,53,98,56,48,84,46,6,58,28,19,41,65,5,68,62,57,40,15,13,65,58,82,72,46,16,16,54,40,5,51,39,68,29,33,65,25,2,89,80,32,69,83,97,23,3,35,30,13,58,80,68,44,17,74,11,59,18,9,61,70,12,19,82,55,77,13,73,10,31,13,31,38,68,56,63,2
0,37,51,18,46,8,43,88,25,97,25,25,95,10,35,57,9,87,20,64,92,82,44,16,68,53,85,44,43,51,11,50,65,11,20,38,50,58,84,81,35,4,86,94,2,38,56,60,77,58,83,23,74,99,71,94,68,30,54,99,37,86,72,44,65,58,22,40,96,46,31,91,29,20,15,92,91,60,70,51,43,56,84,19,95,22,53,98,56,48,84,40,6,58,28,19,41,65,5,68,62,57,40,15,13,65,58,82,72,46,16,16,54,40,5,51,39,68,29,33,65,25,2,89,60,32,69,83,97,23,3,35,30,13,58,80,68,44,17,74,11,59,18,9,61,70,19,19,82,55,77,13,73,10,31,13,31,38,92,56,63,52
0,38,71,18,46,8,43,88,25,97,25,25,95,10,35,57,9,87,20,64,92,82,44,16,68,53,85,44,63,51,11,50,65,11,20,8,50,58,84,11,35,4,86,94,72,38,56,60,77,58,83,23,74,99,71,94,68,30,54,99,37,86,72,44,65,58,22,90,96,46,31,91,29,20,15,52,91,60,70,51,43,6,84,19,95,22,53,98,56,48,84,40,6,58,28,19,11,65,5,68,62,57,48,15,13,65,58,82,72,46,16,16,54,40,35,51,34,68,29,53,65,25,2,9,60,32,69,83,97,25,3,37,90,13,58,80,68,44,17,74,11,59,18,9,61,70,12,13,82,55,77,14,73,10,31,13,51,36,98,56,61,52
0,39,71,18,46,8,43,88,25,97,25,25,95,10,35,57,9,87,20,64,99,82,44,16,68,53,85,44,63,51,11,50,65,11,20,8,50,58,84,11,35,4,86,94,72,38,56,60,77,58,83,23,74,99,71,94,68,30,54,99,37,86,72,44,65,58,22,90,96,46,31,91,29,20,15,52,91,60,70,51,43,6,84,19,95,22,53,98,56,48,84,68,6,58,78,19,11,65,5,68,62,57,48,15,13,65,58,82,72,46,16,16,54,40,35,51,34,68,29,53,65,25,2,9,60,32,69,83,97,25,3,37,90,13,58,80,68,44,17,74,11,51,88,9,61,50,19,13,82,55,77,14,73,10,31,13,51,38,92,56,61,52
1,0,51,16,40,80,37,72,50,51,98,87,26,29,21,0,93,64,88,37,0,8,10,22,80,71,33,63,29,18,30,22,77,67,83,33,10,23,98,74,49,75,61,75,76,62,40,40,47,46,33,39,18,51,6,76,84,78,28,66,22,90,58,97,26,96,24,72,62,37,44,3,92,91,91,94,29,35,18,30,91,55,36,62,52,34,32,6,58,69,45,58,95,6,18,74,99,79,7,3,55,35,57,23,55,81,23,60,17,21,94,18,36,25,47,54,93,33,50,38,26,94,7,21,54,59,75,81,92,18,57,23,15,83,26,21,60,88,64,96,94,93,95,60,12,92,96,70,92,17,51,70,51,17,6,0,92,50,84,21,39,84
1,1,15,39,18,83,36,86,56,53,99,24,43,23,29,8,92,20,87,30,8,66,43,26,82,73,35,83,24,23,36,54,80,94,89,33,10,23,98,74,49,75,61,75,76,62,40,40,47,46,33,39,18,51,6,76,84,78,28,66,22,90,58,97,26,96,24,74,69,33,52,46,90,98,95,91,95,31,17,37,90,58,37,66,59,33,36,3,56,6,47,54,98,3,17,55,91,70,2,3,55,35,57,23,55,81,23,60,17,21,94,18,36,25,47,23,95,25,55,42,29,71,4,79,38,73,52,83,81,6,88,23,15,83,26,21,60,88,64,96,98,60,42,60,13,94,29,70,92,17,51,70,59,10,3,0,92,53,97,21,48,87
1,2,77,39,18,83,36,86,56,53,99,24,43,23,29,8,92,20,87,30,8,66,43,26,82,73,35,83,24,23,36,54,80,94,89,33,10,23,98,74,49,75,61,75,76,62,40,40,47,46,33,1,10,10,8,78,10,92,26,45,85,98,56,50,20,88,69,73,15,31,71,48,18,95,93,95,92,36,15,36,92,82,31,66,59,33,36,3,56,6,47,54,98,3,17,55,91,70,2,3,55,35,57,23,55,81,23,87,29,82,87,75,87,26,21,60,91,26,55,74,28,78,6,79,38,73,52,83,81,6,88,23,15,83,26,97,68,73,57,99,94,79,89,60,13,94,29,70,92,69,39,58,87,10,3,0,93,54,97,30,47,87
1,3,73,24,79,86,39,30,55,56,94,65,44,26,29,75,29,85,11,30,8,66,43,26,82,73,35,83,24,23,36,54,80,94,89,33,10,23,98,74,49,75,61,75,76,62,40,40,47,46,33,1,10,10,8,78,10,92,26,45,85,98,56,50,20,88,69,73,15,31,71,48,18,95,93,90,98,32,12,31,99,56,33,61,50,32,35,3,52,52,46,54,98,3,17,55,91,70,2,3,55,35,57,23,55,81,23,87,29,82,87,75,87,26,21,60,91,26,55,74,27,43,2,54,88,68,46,83,81,6,88,23,15,83,26,97,68,73,57,99,94,9,88,60,16,94,29,70,92,69,39,58,87,86,3,0,93,55,90,30,17,89
1,4,73,24,79,86,39,30,55,56,94,65,44,26,29,75,29,85,11,30,8,66,43,26,82,73,35,83,24,23,36,54,80,94,89,33,10,23,98,74,49,75,61,78,63,94,47,48,50,67,33,21,15,10,1,71,57,72,24,45,85,98,56,50,20,88,69,73,15,31,71,48,18,95,93,90,98,32,12,31,99,56,33,61,50,32,35,3,52,52,46,54,98,3,17,55,91,70,2,3,55,35,57,6,20,86,29,88,28,36,88,75,87,26,21,60,91,26,55,74,27,43,2,54,88,68,46,83,81,6,88,23,15,21,29,98,69,73,57,99,94,9,88,60,16,94,29,70,99,63,39,58,87,86,3,96,93,55,90,34,17,89
1,5,73,24,79,86,39,30,55,56,94,65,44,26,29,75,29,85,11,50,88,32,43,98,81,53,34,2,29,93,36,54,12,95,89,33,10,23,98,74,49,75,61,78,63,94,47,48,50,67,33,21,15,10,1,71,57,72,24,45,85,98,56,50,20,88,69,73,15,31,71,48,18,95,93,90,98,32,12,31,99,56,33,61,50,32,35,3,52,52,46,39,99,52,41,55,96,71,2,3,55,35,57,6,20,86,29,88,28,36,88,75,87,26,21,60,91,26,55,74,27,43,2,54,88,68,46,80,71,94,41,23,15,21,29,98,69,73,57,99,94,9,88,60,16,94,43,70,99,63,39,58,87,86,8,96,93,55,24,34,10,89
1,6,73,24,79,86,39,30,55,56,94,65,44,26,29,75,29,85,11,50,88,32,43,98,81,53,34,2,29,93,36,54,12,95,89,33,10,23,98,74,49,75,61,78,63,94,47,48,50,67,33,21,15,10,1,71,57,72,24,45,85,98,56,50,20,88,69,73,15,31,71,86,48,95,95,93,98,32,17,31,70,56,32,61,50,32,35,3,52,52,46,39,99,52,41,55,96,71,2,3,55,35,57,6,20,86,29,88,28,36,88,75,87,26,21,60,91,88,25,72,27,41,2,54,88,68,46,80,71,94,41,23,15,21,29,98,69,73,57,99,98,59,82,60,16,94,43,70,99,63,39,52,87,86,8,96,93,65,24,34,17,89
1,7,73,24,79,86,39,30,55,56,94,65,44,26,29,75,29,85,11,50,88,32,43,98,81,53,34,2,29,93,36,54,12,95,89,59,13,23,98,74,49,75,61,78,63,94,47,48,50,50,33,21,15,10,1,71,57,72,24,45,85,98,56,50,20,88,69,73,15,31,71,86,48,95,95,93,98,32,17,31,70,56,32,61,50,32,35,3,52,52,46,39,99,52,41,55,96,71,2,92,55,35,57,6,20,86,25,88,28,36,88,75,87,26,21,60,91,88,25,72,27,41,2,54,88,68,46,80,71,94,41,21,15,21,29,98,69,73,57,99,98,59,82,60,16,94,43,34,99,63,39,52,87,86,8,46,93,65,24,34,17,89
1,8,73,24,79,86,39,30,55,56,94,65,44,26,29,75,29,85,11,50,88,32,43,98,81,53,34,2,29,93,36,54,12,95,89,59,13,34,60,28,69,35,41,78,63,94,43,48,50,50,33,21,12,10,1,71,57,72,24,43,15,96,56,50,20,88,69,73,15,31,71,86,48,95,95,93,98,32,17,31,70,56,32,61,50,32,35,3,52,52,46,39,99,52,41,55,96,71,2,92,55,35,28,6,20,86,25,87,28,36,88,25,5,26,21,60,91,88,25,72,27,41,2,54,88,68,46,80,71,94,41,26,15,25,29,98,69,77,57,99,98,59,82,60,16,94,43,22,99,69,78,52,87,86,8,47,93,65,24,34,17,39
1,9,73,24,79,86,39,30,55,56,94,65,44,26,29,75,29,85,11,50,88,32,43,98,81,53,34,2,29,93,36,54,12,95,89,59,13,34,60,28,69,35,41,78,63,94,43,48,50,50,33,21,12,10,1,71,57,72,24,43,15,96,56,50,20,88,69,73,15,31,71,86,48,95,95,93,98,32,10,31,70,56,32,61,50,32,35,3,52,52,46,39,99,52,41,55,96,71,2,92,55,35,28,6,20,86,25,87,28,36,88,25,5,26,21,60,91,88,25,72,27,41,2,54,88,68,46,80,71,94,41,26,15,25,29,98,69,77,57,99,98,50,82,60,16,94,43,22,99,69,78,52,86,86,8,47,93,65,24,34,67,34
1,10,73,24,63,13,39,30,55,56,94,65,44,26,29,75,29,85,11,50,88,22,3,98,61,83,34,52,29,93,36,54,2,35,82,59,13,34,60,28,69,35,41,78,63,94,43,48,50,50,33,21,12,0,1,88,57,92,24,43,15,96,56,70,20,78,39,73,15,31,71,86,48,95,95,93,98,32,10,31,70,56,32,60,50,32,35,3,52,52,46,29,99,52,1,45,96,21,2,92,55,35,28,6,20,86,25,87,48,66,68,25,55,46,91,60,91,88,25,72,27,41,2,93,88,68,46,0,71,94,21,26,15,25,29,98,76,43,55,99,98,50,82,60,16,24,40,22,99,63,78,52,86,86,8,47,93,65,4,34,67,34
1,11,73,24,63,13,39,30,55,56,94,65,44,26,29,75,29,85,11,50,88,22,3,98,61,83,34,52,29,93,36,54,2,35,82,59,13,63,8,94,89,85,41,78,83,90,43,98,81,50,33,41,12,0,1,88,57,92,24,43,15,96,26,30,20,78,39,80,25,31,71,86,48,95,13,93,98,32,10,31,70,56,32,60,50,32,35,3,52,52,46,29,99,52,1,45,96,21,2,61,55,39,18,8,40,86,24,87,48,66,61,25,55,46,91,60,98,88,25,72,27,41,2,93,88,68,46,0,71,94,21,29,15,35,24,18,76,43,55,99,28,50,82,60,16,24,40,20,99,69,78,2,86,86,8,47,93,65,4,34,67,34
1,12,33,24,63,13,39,30,55,56,94,54,50,26,29,75,29,85,11,50,88,22,3,98,61,83,34,52,29,93,36,54,2,35,82,59,13,63,8,94,89,85,41,78,83,90,43,98,81,50,33,41,12,0,1,88,57,92,24,43,15,96,26,30,20,78,39,80,25,31,71,86,48,95,13,93,98,32,10,31,70,56,32,60,50,32,35,11,52,52,46,29,99,52,1,45,96,21,2,61,55,39,18,8,40,86,24,87,48,66,61,25,55,46,91,60,98,88,25,6,27,41,2,93,88,10,46,0,71,94,21,29,15,35,24,18,76,43,55,99,28,50,82,60,16,24,40,20,99,69,78,3,86,86,8,47,93,65,4,34,67,34
1,13,33,44,63,13,60,10,55,56,94,59,52,26,25,15,29,5,21,10,88,12,93,11,1,83,38,52,29,93,36,54,2,35,82,59,13,63,8,94,89,85,41,78,83,90,43,98,81,50,33,41,12,0,1,88,57,92,24,43,15,96,26,30,20,78,39,80,25,31,71,86,48,95,13,93,98,32,10,31,70,56,32,61,50,32,35,11,52,92,26,99,99,37,71,45,96,21,2,61,55,39,18,8,40,86,24,87,48,66,61,25,55,46,91,60,98,88,25,6,27,41,2,4,12,10,66,4,21,94,21,29,15,35,24,18,76,43,55,99,28,50,82,60,16,4,40,20,99,69,78,3,86,86,8,47,93,65,44,34,67,34
1,14,33,44,62,13,60,10,56,56,94,59,52,26,25,15,29,1,31,10,88,12,93,11,1,83,38,52,19,93,36,4,42,45,82,59,13,63,8,94,89,85,41,78,83,90,43,98,81,50,33,41,12,0,1,88,57,92,24,43,15,96,26,30,20,78,39,83,25,31,25,86,48,95,13,93,98,32,10,31,70,56,32,61,50,35,35,11,52,92,26,99,99,37,71,45,96,41,52,61,55,39,18,8,40,86,24,87,48,66,61,25,55,46,91,50,91,88,25,6,27,31,2,83,12,10,60,4,21,94,11,29,15,35,24,18,76,43,55,9,28,50,82,60,16,34,40,20,99,69,78,3,86,86,8,47,93,65,48,34,27,34
1,15,33,44,62,13,60,10,56,56,94,59,52,26,25,15,29,1,31,10,88,12,93,11,1,83,38,52,19,93,36,4,42,45,82,59,13,63,8,94,89,85,41,78,83,90,43,98,81,50,33,41,12,0,8,88,57,92,24,33,15,96,26,30,20,28,99,83,25,31,25,86,48,95,13,93,98,32,10,31,70,56,32,61,50,35,35,11,52,92,26,99,99,37,71,45,96,41,52,61,55,39,18,8,40,86,24,87,88,66,71,25,55,46,31,50,91,88,25,6,27,31,2,83,12,10,60,4,21,94,11,29,15,35,24,13,76,43,27,9,28,50,82,60,16,34,40,20,99,69,78,3,86,86,8,47,93,65,48,54,27,34
1,16,33,44,62,13,60,60,16,58,94,59,92,26,5,15,9,1,31,10,84,12,93,11,51,83,38,52,19,83,38,4,42,45,86,59,13,94,8,14,39,45,11,79,83,90,13,98,27,50,33,41,12,0,8,88,57,92,24,33,15,96,26,30,20,28,99,83,25,33,21,96,48,95,43,93,98,32,10,31,70,56,32,61,50,35,35,11,52,32,26,99,99,37,71,45,96,41,52,61,55,35,18,48,41,86,24,87,88,66,71,25,55,46,31,50,91,58,3,6,27,31,2,83,72,10,64,24,21,94,11,29,15,35,24,13,76,43,27,9,58,50,82,60,16,34,40,22,99,69,78,3,86,66,8,27,93,65,48,54,23,34
1,17,33,64,61,33,60,60,16,58,94,79,62,26,5,45,9,11,31,10,84,12,93,11,51,83,38,52,19,83,38,4,42,45,86,59,13,94,8,14,39,45,11,79,83,90,13,98,27,50,33,41,12,0,8,88,57,92,24,33,15,96,26,30,20,28,99,80,28,93,21,96,48,95,43,93,88,32,10,31,6,36,32,60,50,35,35,11,52,32,26,99,99,37,61,45,96,41,52,61,55,35,18,48,41,86,24,87,88,66,71,25,55,46,31,30,98,58,3,96,67,31,2,84,72,80,65,24,61,94,71,29,15,35,24,13,76,43,27,9,58,50,53,60,16,34,50,22,99,69,78,3,86,66,88,27,93,65,48,54,93,74
1,18,33,64,61,33,60,60,16,58,94,79,62,26,5,45,9,11,31,10,84,12,93,11,51,83,38,52,19,83,38,4,42,45,86,50,13,3,38,14,39,45,31,79,83,90,13,98,27,50,33,41,12,0,8,88,47,92,24,35,15,96,96,40,40,28,99,80,28,93,21,96,48,95,43,93,88,32,10,31,6,36,32,60,50,35,35,11,52,32,26,99,99,37,61,45,96,41,52,62,58,53,17,48,41,86,24,87,88,66,71,25,55,6,31,30,98,58,3,96,67,31,2,84,72,80,65,24,61,94,71,26,15,35,24,13,76,37,27,9,58,50,53,60,16,34,50,62,99,53,78,3,86,66,88,26,93,65,48,54,93,74
1,19,33,64,61,33,60,60,16,58,94,79,62,26,5,45,9,11,31,20,89,12,93,15,31,83,38,52,19,83,38,4,62,45,86,50,13,3,38,14,39,45,31,79,13,19,13,68,27,10,33,41,12,0,8,88,47,92,24,35,15,66,96,40,40,28,99,80,28,93,21,96,48,95,43,93,88,32,10,31,6,36,32,60,50,35,35,11,52,32,26,99,99,32,61,45,96,41,52,62,58,53,17,40,40,86,25,87,88,66,71,25,55,6,31,30,98,58,3,96,67,31,2,84,72,80,65,20,61,94,71,26,15,35,24,13,76,37,27,9,58,50,53,60,16,54,50,62,99,53,78,3,86,66,88,16,93,65,44,54,93,74
1,20,33,64,61,33,60,60,16,58,94,79,62,26,5,45,9,11,31,20,89,12,93,15,31,83,38,52,19,83,38,4,62,45,86,50,13,3,38,14,39,45,31,79,13,19,13,68,27,10,33,41,12,0,8,88,47,92,24,35,15,66,96,40,40,28,99,80,28,94,21,96,28,95,43,53,87,32,14,31,6,36,32,60,50,35,35,11,52,32,26,99,99,32,61,45,96,41,52,62,58,53,17,40,40,86,25,87,88,66,71,25,55,6,31,30,81,52,33,99,67,31,2,84,72,80,65,20,61,94,71,26,15,35,24,13,76,37,27,19,58,50,53,60,16,54,50,62,99,53,78,82,86,66,88,16,93,65,44,54,93,74
1,21,33,94,99,33,62,20,16,58,94,39,62,16,5,95,9,11,31,20,89,12,93,15,31,3,34,52,19,83,38,4,62,45,86,50,13,3,38,14,39,45,31,79,13,19,13,68,27,10,33,41,12,0,8,88,47,92,24,35,15,66,96,40,40,28,99,80,28,94,21,96,28,95,43,56,87,32,14,31,6,36,52,61,50,32,35,11,52,12,26,99,99,37,61,45,96,41,52,62,58,53,17,40,40,86,25,87,88,66,71,25,55,6,31,30,81,52,33,99,67,31,72,84,72,0,10,20,61,54,71,26,15,35,24,13,76,37,27,19,58,50,53,60,16,54,52,62,99,53,78,82,86,66,88,16,93,65,44,54,93,74
1,22,33,94,99,33,62,20,16,58,94,39,62,16,5,95,9,11,31,20,89,12,93,15,31,3,34,52,19,83,38,4,62,45,86,48,13,3,38,8,39,15,21,59,13,19,13,68,20,10,33,41,12,0,8,88,47,92,24,35,15,66,96,40,40,28,99,80,28,94,21,96,28,95,43,56,87,32,14,31,6,36,52,61,50,32,35,11,52,12,26,99,99,37,61,45,96,41,52,62,58,55,97,48,70,16,25,87,88,66,71,25,25,6,31,30,81,52,33,99,67,31,72,84,72,0,10,20,61,54,71,80,15,36,24,13,76,31,27,19,58,50,53,60,16,54,52,64,99,53,78,82,86,66,88,16,93,65,44,54,93,94
1,23,33,94,99,33,22,20,16,58,94,39,62,16,5,95,9,18,31,20,89,12,73,75,31,3,34,52,19,83,38,4,62,45,82,48,13,3,38,8,39,15,21,59,13,19,13,68,20,10,33,41,12,0,8,88,47,92,24,35,15,66,96,40,40,28,99,80,28,94,21,96,28,95,43,55,77,32,14,31,6,36,2,61,50,32,35,11,52,12,26,99,99,37,61,45,96,41,62,62,58,55,97,48,70,16,25,87,88,66,71,25,25,6,31,30,81,52,33,99,67,31,72,84,72,0,10,60,1,54,1,80,15,36,24,13,76,31,27,19,58,20,53,60,16,54,50,64,99,53,78,82,6,66,88,16,93,65,48,54,99,94
1,24,33,94,99,33,22,20,16,58,94,39,62,16,5,95,9,18,31,20,89,12,73,75,31,3,34,52,19,83,38,4,62,45,82,40,13,3,38,8,39,15,21,51,3,19,13,68,17,10,33,41,12,70,8,81,49,92,24,35,15,66,96,40,40,38,99,80,28,94,21,96,28,95,43,55,77,32,14,31,6,36,2,61,50,32,35,11,52,12,26,99,99,37,61,45,96,41,62,42,58,55,97,40,70,16,25,87,38,69,71,65,25,6,31,30,81,52,33,99,67,31,72,84,72,0,10,60,1,54,1,80,85,38,24,13,36,31,75,19,58,20,53,60,16,54,50,62,99,53,78,82,6,66,88,16,93,65,48,54,99,94
1,25,33,94,99,33,22,20,16,58,94,39,62,16,5,95,9,18,31,20,89,12,73,75,31,3,34,52,19,83,38,4,62,45,82,40,13,3,38,8,39,15,71,51,3,19,13,68,17,10,33,41,12,70,8,44,49,92,24,35,45,66,96,40,40,38,99,80,28,94,21,96,28,95,43,55,77,32,14,31,6,36,2,61,50,32,35,11,52,12,26,99,99,37,61,45,96,41,62,42,58,55,98,40,70,16,25,87,38,69,71,65,25,6,31,30,81,52,33,99,67,31,72,84,72,0,10,60,1,54,1,87,85,38,24,13,36,31,75,19,58,20,53,60,16,54,50,62,99,59,78,82,6,66,88,17,93,65,48,54,99,94
1,26,33,94,99,33,22,20,16,58,94,92,62,16,5,65,55,18,31,20,89,12,73,85,31,3,34,52,19,83,38,4,62,45,82,40,13,3,38,8,39,15,71,51,3,19,13,68,17,10,33,41,12,70,8,44,49,92,24,35,45,66,96,40,40,38,99,80,28,94,21,96,28,95,43,55,77,32,14,31,6,36,2,61,50,32,35,11,52,12,26,99,99,37,91,45,96,11,62,42,58,55,98,40,70,16,25,87,38,69,71,65,25,6,31,30,81,52,33,99,67,31,72,84,42,90,30,60,1,54,1,87,85,38,24,13,36,31,75,19,58,20,53,60,16,54,52,62,99,59,78,82,6,66,88,17,93,65,42,54,99,94
1,27,33,94,99,33,22,20,16,58,94,92,62,16,5,65,55,18,31,20,89,12,73,85,31,3,34,52,19,83,38,4,62,45,82,40,13,84,38,8,39,15,71,51,3,19,13,68,11,10,33,41,12,70,8,44,49,92,24,33,45,66,96,40,40,38,19,50,28,94,21,96,28,95,73,55,77,32,14,31,6,36,2,61,50,32,35,11,52,12,26,99,99,37,91,45,96,11,62,42,58,55,98,40,70,16,25,87,38,69,71,65,25,6,31,85,81,52,37,99,67,31,72,84,42,90,30,60,1,54,1,88,85,38,54,13,46,31,75,29,68,20,53,60,16,54,52,64,39,59,78,87,6,66,88,17,93,65,42,54,99,94
1,28,33,94,99,33,22,20,16,58,94,92,62,16,5,65,55,18,31,20,89,12,73,85,31,3,34,52,19,83,38,4,62,45,82,40,13,84,38,8,39,15,71,51,3,19,13,68,11,10,33,41,12,70,8,44,49,92,24,33,45,66,96,40,40,38,19,50,28,94,25,96,28,95,73,55,77,32,14,31,6,46,2,61,50,32,35,11,52,12,26,99,99,37,91,45,96,11,62,42,58,55,98,40,70,16,25,87,38,69,71,65,25,6,31,85,81,52,37,89,67,31,72,84,42,90,30,60,1,54,1,88,85,38,54,13,46,31,75,29,68,20,53,60,16,54,52,64,39,59,78,83,6,66,88,17,93,65,42,54,99,94
1,29,33,94,92,43,22,20,16,58,94,92,62,16,5,65,59,18,41,20,84,12,73,85,31,3,34,52,19,83,38,4,62,45,82,40,13,84,38,8,39,15,71,51,3,19,13,68,11,10,33,41,12,70,8,44,49,92,24,33,45,66,96,40,40,68,19,50,28,94,25,96,28,95,73,55,77,32,14,31,6,46,2,60,60,32,35,11,52,12,26,99,99,37,91,25,96,11,62,42,58,55,98,40,70,16,25,87,38,69,71,65,25,76,51,85,81,52,37,89,67,31,72,83,48,40,24,60,1,54,1,88,85,38,54,13,46,31,75,29,68,20,53,60,16,54,53,64,39,59,78,83,6,66,68,17,53,65,72,54,98,94
