Run,Iteration,agent-0,agent-1,agent-2,agent-3,agent-4,agent-5,agent-6,agent-7,agent-8,agent-9,agent-10,agent-11,agent-12,agent-13,agent-14,agent-15,agent-16,agent-17,agent-18,agent-19,agent-20,agent-21,agent-22,agent-23,agent-24,agent-25,agent-26,agent-27,agent-28,agent-29,agent-30,agent-31,agent-32,agent-33,agent-34,agent-35,agent-36,agent-37,agent-38,agent-39,agent-40,agent-41,agent-42,agent-43,agent-44,agent-45,agent-46,agent-47,agent-48,agent-49
3,4,52,4,49,65,26,2,7,42,55,66,84,39,68,53,13,11,88,10,78,31,76,33,7,47,85,81,53,3,76,31,11,40,94,60,93,35,81,89,31,48,75,55,18,97,2,48,37,83,46,57
3,5,82,14,47,66,21,2,7,42,55,66,84,89,68,53,53,98,88,10,28,31,76,33,7,32,85,81,53,3,76,31,11,40,89,30,53,35,81,82,31,48,75,59,18,97,2,48,37,88,41,47
3,6,82,14,47,66,20,2,7,42,15,66,84,89,63,53,53,91,88,10,28,31,6,33,7,34,81,81,36,3,76,31,41,40,89,30,53,31,81,81,21,48,73,50,17,77,2,48,37,80,41,47
3,7,82,14,47,66,20,2,7,42,15,66,84,89,63,53,53,91,88,10,28,31,6,33,7,32,81,81,36,3,76,31,41,40,89,30,53,31,81,89,21,48,73,50,17,77,2,48,37,88,41,47
3,8,82,14,47,66,20,2,7,42,15,46,84,69,63,53,1,91,88,10,28,31,6,33,7,32,81,81,36,3,76,1,41,40,89,30,53,31,81,89,21,48,75,50,17,77,2,48,37,88,51,47
3,9,82,14,57,66,20,2,7,42,75,46,84,69,63,53,1,91,88,10,28,31,46,33,7,32,81,81,33,3,76,1,41,40,89,30,43,31,81,89,21,48,75,59,12,75,2,48,27,88,51,47
3,10,82,14,57,66,20,2,7,42,75,46,84,69,63,53,1,91,88,10,28,31,46,33,7,32,81,81,33,3,56,1,43,40,89,30,43,31,81,89,21,28,75,50,17,75,2,18,28,88,51,47
3,11,92,74,57,66,20,2,87,42,85,46,24,69,63,13,1,61,88,10,28,31,26,33,7,32,91,21,33,3,56,1,43,40,11,30,43,36,81,81,91,28,73,50,12,77,52,18,28,80,51,97
3,12,92,24,57,66,70,2,87,42,85,46,24,69,63,13,6,61,88,10,28,80,26,33,7,32,91,21,36,3,56,1,93,80,21,30,43,31,81,81,51,28,73,50,17,77,52,18,28,80,51,97
3,13,2,24,57,66,70,2,87,92,85,46,24,69,63,13,81,61,88,10,28,80,26,33,47,32,91,21,36,3,56,1,93,80,31,30,43,31,81,81,51,28,73,50,12,75,52,18,28,80,51,97
3,14,2,24,27,66,70,2,87,92,85,46,24,29,61,13,76,61,88,10,28,71,26,33,47,32,91,21,33,3,56,1,93,80,31,40,43,36,81,89,81,28,33,50,12,77,52,18,28,80,51,97
3,15,2,24,27,66,70,2,67,92,85,46,24,29,3,13,76,61,88,10,28,71,26,33,47,32,91,21,83,3,56,1,93,80,1,40,43,36,81,89,81,28,33,59,12,77,52,18,28,80,51,97
3,16,72,24,27,16,70,2,67,92,85,46,24,29,3,13,76,61,88,10,28,71,26,33,47,32,91,21,83,3,56,1,93,80,1,40,43,36,81,89,81,28,33,59,12,17,52,58,28,83,51,97
3,17,72,24,7,16,70,2,67,92,85,46,24,29,3,13,76,61,88,10,28,71,26,33,47,32,91,21,83,3,56,1,93,80,1,40,43,31,41,89,81,28,33,59,12,17,52,58,28,88,51,97
3,18,72,24,7,16,70,2,67,92,85,46,24,29,3,13,76,61,38,10,48,71,26,33,47,32,91,21,83,3,56,1,93,80,1,40,43,31,41,89,81,28,35,59,12,15,52,58,28,80,51,97
3,19,72,24,7,16,70,22,77,92,85,46,24,29,3,13,76,61,38,10,48,60,26,33,47,32,93,21,83,3,56,51,93,80,1,40,43,36,41,81,81,28,33,59,12,15,52,58,28,80,51,97
3,20,72,24,7,16,70,22,77,92,85,46,24,29,3,13,76,67,38,10,48,60,26,33,47,32,93,21,83,3,56,51,93,80,1,40,13,36,41,81,81,28,33,55,17,15,52,58,28,80,51,97
3,21,72,24,7,16,70,22,77,92,85,46,24,29,3,13,76,67,38,10,48,60,26,33,47,82,93,21,86,3,56,51,93,80,1,40,13,36,41,81,81,28,33,55,17,15,52,58,28,88,51,97
3,22,72,24,7,16,70,22,77,92,85,46,24,29,3,13,76,67,38,10,48,60,26,33,47,82,93,21,86,3,56,51,96,80,1,40,13,36,41,81,81,28,33,55,17,15,52,58,28,88,51,97
3,23,72,24,7,16,70,22,77,92,85,46,24,29,3,13,76,67,38,10,48,60,26,33,47,82,93,21,86,3,56,51,96,80,1,40,13,36,41,81,81,28,33,55,17,15,52,58,28,88,51,97
3,24,72,24,7,16,70,22,77,92,85,46,24,29,3,13,76,67,38,10,48,60,26,33,47,82,93,21,86,3,56,51,96,80,1,40,13,36,41,81,81,28,33,55,17,15,52,58,28,88,51,97
3,25,72,24,7,16,70,22,77,92,85,46,24,29,3,13,76,67,38,10,48,60,26,33,47,82,93,21,86,3,56,51,96,80,1,40,13,36,41,81,81,28,33,55,14,15,52,58,28,88,51,97
3,26,72,24,7,16,70,22,77,92,85,46,24,29,3,13,76,67,38,10,48,60,26,33,47,82,93,21,86,3,56,51,96,80,1,40,13,36,41,81,81,28,33,55,14,15,52,58,28,80,51,97
3,27,72,24,7,16,70,22,77,92,85,46,24,29,3,13,76,67,38,10,48,60,26,33,47,82,93,21,86,3,56,51,96,80,1,40,13,36,41,81,81,28,33,55,14,15,52,58,28,88,51,97
3,28,72,24,7,16,70,22,77,92,85,46,24,29,3,13,76,67,38,10,48,60,26,33,47,82,93,21,86,3,56,51,96,80,1,40,13,36,41,81,81,28,33,55,14,15,52,58,28,88,51,97
3,29,72,24,7,16,70,22,77,92,85,46,24,29,3,13,76,67,38,10,48,60,26,33,47,82,93,21,83,3,56,51,96,80,1,40,13,36,41,81,81,28,33,55,14,15,52,58,28,88,51,97
3,30,72,24,7,16,70,22,77,92,85,46,24,29,3,13,76,67,38,10,48,60,26,33,47,82,93,21,83,3,56,51,96,80,1,40,13,36,41,81,81,28,33,55,14,15,52,58,28,84,51,97
3,31,72,24,7,16,70,22,77,92,85,46,24,29,3,13,76,67,38,10,48,60,26,33,47,82,93,21,83,3,56,51,96,80,1,40,13,36,41,81,81,28,33,55,17,15,52,58,28,84,51,97
3,32,72,24,7,16,70,22,77,92,85,46,24,29,3,13,76,67,38,10,48,60,26,33,47,82,93,21,83,3,56,51,96,80,1,40,13,36,41,81,81,28,33,55,17,15,52,58,28,84,51,97
3,33,72,24,7,16,70,22,77,92,85,46,24,29,3,13,76,67,38,10,48,60,26,33,47,82,93,21,83,3,56,51,96,80,1,40,13,36,41,81,81,28,33,55,17,15,52,58,28,84,51,97
3,34,72,24,7,16,70,22,77,92,85,46,24,29,3,13,76,67,38,10,48,60,26,33,47,82,93,21,83,3,56,51,96,80,1,40,13,36,41,81,81,28,33,55,17,15,52,58,28,84,51,97
3,35,72,24,7,16,70,22,77,92,85,46,24,29,3,13,76,67,38,10,48,60,26,33,47,82,93,21,83,3,56,51,96,80,1,40,13,36,41,81,81,28,35,59,17,15,52,58,28,88,51,97
3,36,72,24,7,16,70,22,77,92,85,46,24,29,3,13,76,67,38,10,48,60,26,33,47,82,93,21,83,3,56,51,96,80,1,40,13,36,41,81,81,28,35,59,17,15,52,58,28,88,51,97
3,37,72,24,7,16,70,22,77,92,85,46,24,29,3,13,76,67,38,10,48,60,26,33,47,82,93,21,83,3,56,51,96,80,1,40,13,36,41,81,81,28,35,59,17,15,52,58,28,88,51,97
3,38,72,24,7,16,70,22,77,92,85,46,24,29,3,13,76,67,38,10,48,60,26,33,47,82,93,21,83,3,56,51,96,80,1,40,13,36,41,81,81,28,35,59,17,15,52,58,28,88,51,97
3,39,72,24,7,16,70,22,77,92,85,46,24,29,3,13,76,67,38,10,48,60,26,33,47,82,93,21,83,3,56,51,96,80,1,40,13,36,41,81,81,28,35,59,17,15,52,58,28,88,51,97
4,0,17,90,29,87,65,78,38,57,51,9,79,56,77,95,3,67,5,61,34,89,36,24,77,6,60,99,20,91,25,81,15,71,66,98,11,86,19,78,66,17,2,18,80,20,39,6,87,58,83,48
4,1,63,10,69,23,64,78,32,97,53,4,79,51,88,93,0,23,5,69,39,20,58,52,51,86,60,93,22,91,25,6,16,73,79,89,16,85,30,72,96,87,12,42,81,56,78,2,84,71,80,48
4,2,16,20,69,57,0,48,38,17,52,29,76,51,88,93,0,23,5,69,39,23,1,16,45,76,67,93,21,23,5,93,18,73,79,89,16,81,85,71,86,32,42,42,81,63,19,2,84,31,80,68
4,3,16,20,69,59,0,41,32,17,52,24,9,51,36,23,3,93,73,99,33,23,1,16,45,76,67,93,21,16,95,93,14,43,89,84,16,81,85,71,86,37,42,52,88,63,19,2,84,31,80,68
4,4,29,70,56,59,0,41,32,17,52,24,9,51,36,23,3,93,73,99,33,23,46,16,91,16,64,93,31,16,95,93,14,43,89,84,16,81,78,1,86,37,42,52,88,47,16,2,84,41,80,68
4,5,29,70,56,59,0,41,32,17,52,24,9,50,37,23,72,73,83,41,33,23,46,16,91,16,64,93,31,16,95,93,14,31,80,5,13,81,78,1,86,37,42,52,88,47,16,2,87,41,82,63
4,6,29,70,56,93,10,41,32,7,53,74,89,50,37,23,20,73,83,49,33,23,46,16,91,16,64,93,31,56,55,48,12,31,80,5,13,81,78,1,86,57,32,52,88,47,16,2,87,41,82,63
4,7,29,70,56,93,10,41,32,7,56,74,89,50,37,23,20,73,83,89,33,31,82,46,91,16,64,93,31,56,55,48,12,31,86,5,13,81,48,1,86,57,32,82,88,47,16,2,87,48,89,61
4,8,9,70,33,93,10,41,32,7,56,74,89,50,37,23,20,73,83,89,33,31,82,46,91,66,64,95,31,56,55,48,12,31,86,5,13,81,48,1,6,57,32,82,88,47,46,2,87,41,89,63
4,9,9,70,33,33,10,51,22,7,56,74,89,50,37,23,20,53,83,89,33,31,82,46,91,66,64,95,31,56,15,48,12,1,86,5,13,81,48,1,6,47,32,82,88,47,46,5,87,41,81,63
4,10,9,70,33,33,10,51,22,7,56,74,69,50,37,23,26,53,83,89,33,31,82,46,91,46,64,75,30,6,15,48,12,1,86,5,13,81,58,1,46,47,32,82,88,47,46,5,84,41,82,61
4,11,9,70,33,33,10,51,22,7,56,74,69,50,27,23,26,43,83,89,33,31,82,46,91,46,64,75,30,6,75,48,12,1,86,5,13,81,58,1,46,47,32,82,88,47,46,5,84,41,82,61
4,12,9,70,33,33,70,51,22,7,56,54,69,50,27,23,26,43,83,89,33,31,20,46,91,46,64,75,30,6,75,48,17,1,86,5,13,81,58,1,26,47,32,82,88,40,46,5,84,26,81,63
4,13,9,70,33,33,70,51,92,87,12,54,69,50,27,23,26,43,93,19,33,31,20,46,67,46,64,75,30,6,85,18,14,1,86,4,13,81,52,1,26,47,32,92,88,40,46,5,24,26,82,61
4,14,9,70,36,33,70,51,92,87,12,54,69,50,27,23,26,43,93,24,33,36,20,46,67,46,64,75,80,6,85,18,14,1,86,8,13,81,52,57,26,47,32,92,88,80,96,5,24,26,88,61
4,15,49,70,36,33,20,51,52,87,12,54,69,50,27,73,26,43,93,24,33,36,20,96,67,46,64,75,80,6,85,18,14,1,86,8,13,81,51,57,26,97,32,92,88,80,96,5,24,26,88,61
4,16,49,70,36,43,20,51,52,87,18,54,29,50,27,73,26,43,93,39,33,36,20,96,67,46,64,75,80,76,85,18,17,1,86,8,13,81,21,57,26,97,32,2,88,80,96,5,24,21,81,1
4,17,49,30,83,43,20,51,82,67,18,54,29,50,27,70,26,43,93,9,33,36,21,96,67,46,14,75,70,76,85,18,17,1,81,8,10,81,21,57,26,97,32,2,88,80,96,5,24,21,81,1
4,18,49,30,86,43,20,51,82,67,18,54,29,50,27,70,26,43,93,9,33,36,21,96,61,46,14,15,70,76,85,18,17,1,81,8,10,41,1,57,26,97,32,2,88,80,96,5,24,28,81,3
4,19,49,30,86,43,20,51,82,67,18,54,29,50,27,70,46,43,93,9,33,36,21,96,61,46,14,15,70,76,85,58,14,1,81,8,10,41,1,57,26,97,32,72,88,80,96,2,24,28,82,3
4,20,49,30,86,43,20,51,82,77,18,54,29,50,27,70,46,43,93,9,33,36,21,96,61,46,14,15,70,76,85,58,14,51,81,8,10,41,1,57,26,97,32,72,38,80,96,22,24,28,81,3
4,21,49,30,86,43,20,51,82,77,18,54,29,50,27,70,46,13,93,9,33,36,21,96,61,46,14,15,60,76,85,58,14,51,81,8,13,41,1,57,26,97,32,72,38,80,96,22,24,28,81,3
4,22,49,30,86,43,20,51,82,77,18,54,29,50,27,70,46,13,93,9,33,36,21,96,61,46,14,15,60,76,85,58,17,51,81,8,13,41,1,57,26,97,82,72,38,80,96,22,24,28,88,3
4,23,47,30,86,43,20,51,82,77,18,54,29,50,27,70,46,13,93,9,33,31,21,96,61,46,14,15,61,76,85,58,17,51,81,8,13,41,1,57,26,97,82,72,38,80,96,22,24,28,88,3
4,24,47,30,86,43,20,51,82,77,18,54,29,50,27,70,46,13,93,9,33,36,21,96,61,46,14,15,61,76,85,58,17,51,81,8,13,41,1,57,26,97,82,72,38,80,96,22,24,28,88,3
4,25,47,30,86,43,20,51,82,77,18,54,29,50,27,70,46,13,93,9,33,36,21,96,61,46,14,15,61,76,85,58,17,51,81,8,13,41,1,57,26,97,82,72,38,80,96,22,24,28,88,1
4,26,47,30,86,43,20,51,82,77,18,54,29,50,27,70,46,13,93,9,33,36,21,96,61,46,14,15,61,76,85,58,17,51,81,8,13,41,1,57,26,97,82,72,38,80,96,25,24,28,88,1
4,27,47,30,86,43,20,51,82,77,18,54,29,50,27,70,46,13,93,9,33,36,21,96,61,46,14,15,61,76,85,58,17,51,81,8,13,41,1,57,26,97,82,72,38,80,96,25,24,28,88,3
4,28,47,30,86,43,20,51,82,77,18,54,29,50,27,70,46,13,93,9,33,36,21,96,61,46,14,15,61,76,85,58,17,51,81,8,13,41,1,57,26,97,82,72,38,80,96,22,24,28,81,3
4,29,47,30,86,43,20,51,82,77,18,54,29,50,27,70,46,13,93,9,33,36,21,96,61,46,14,15,60,76,85,58,17,51,81,8,13,41,1,57,26,97,82,72,38,80,96,22,24,28,88,1
4,30,47,30,86,43,20,51,82,77,18,54,29,50,27,70,48,13,93,9,33,36,21,96,61,46,14,15,60,76,85,58,17,51,81,8,10,41,1,57,26,97,82,72,38,80,96,22,24,28,88,3
4,31,47,30,86,43,20,51,82,77,18,54,29,50,27,70,48,13,93,9,33,36,21,96,61,46,14,15,60,76,85,58,17,51,81,1,10,41,1,57,26,97,82,72,38,80,96,22,24,28,89,1
4,32,47,30,86,43,20,51,82,77,18,54,29,50,27,70,48,13,93,9,33,36,21,96,61,46,14,15,60,76,85,58,17,51,81,1,10,41,1,57,26,97,82,72,38,80,96,22,24,28,81,1
4,33,47,30,86,43,20,51,82,77,18,54,29,50,27,70,48,13,93,9,33,36,21,96,61,46,14,15,60,76,85,58,17,51,81,1,10,41,1,57,26,97,82,72,38,80,96,22,24,28,82,1
4,34,47,30,86,43,20,51,82,77,18,54,29,50,27,70,48,13,93,9,33,36,21,96,61,46,14,15,60,76,85,58,17,51,81,1,10,41,1,57,26,97,82,72,38,80,96,22,24,28,82,1
4,35,47,30,86,43,20,51,82,77,18,54,29,50,27,70,48,13,93,9,33,36,21,96,61,46,14,15,60,76,85,58,17,51,81,1,10,41,1,57,26,97,82,72,38,80,96,22,24,28,82,3
4,36,47,30,86,43,20,51,82,77,18,54,29,50,27,70,48,13,93,9,33,36,21,96,61,46,14,15,60,76,85,58,17,51,81,1,10,41,1,57,26,97,82,72,38,80,96,22,24,28,82,1
4,37,47,30,86,43,20,51,82,77,18,54,29,50,27,70,48,13,93,9,33,36,21,96,61,46,14,15,60,76,85,58,17,51,81,1,10,41,1,57,26,97,82,72,38,80,96,22,24,28,82,1
4,38,47,30,86,43,20,51,82,77,18,54,29,50,27,70,48,13,93,9,33,36,21,96,61,46,14,15,60,76,85,58,17,51,81,1,10,41,1,57,26,97,82,72,38,80,96,22,24,28,82,3
4,39,47,30,86,43,20,51,82,77,18,54,29,50,27,70,48,13,93,9,33,36,21,96,61,46,14,15,60,76,85,58,17,51,81,1,10,41,1,57,26,97,82,72,38,80,96,22,24,28,82,3
