Unfairness weight,Local cost weight,Global cost weight
0.0,0.6000000000000001,0.3999999999999999
0.0,0.6000000000000001,0.3999999999999999
0.0,0.6000000000000001,0.3999999999999999
0.0,0.6000000000000001,0.3999999999999999
0.0,0.6000000000000001,0.3999999999999999
0.0,0.6000000000000001,0.3999999999999999
0.0,0.6000000000000001,0.3999999999999999
0.0,0.6000000000000001,0.3999999999999999
0.0,0.6000000000000001,0.3999999999999999
0.0,0.6000000000000001,0.3999999999999999
0.0,0.6000000000000001,0.3999999999999999
0.0,0.6000000000000001,0.3999999999999999
0.0,0.6000000000000001,0.3999999999999999
0.0,0.6000000000000001,0.3999999999999999
0.0,0.6000000000000001,0.3999999999999999
0.0,0.6000000000000001,0.3999999999999999
0.0,0.6000000000000001,0.3999999999999999
0.0,0.6000000000000001,0.3999999999999999
0.0,0.6000000000000001,0.3999999999999999
0.0,0.6000000000000001,0.3999999999999999
0.0,0.6000000000000001,0.3999999999999999
0.0,0.6000000000000001,0.3999999999999999
0.0,0.6000000000000001,0.3999999999999999
0.0,0.6000000000000001,0.3999999999999999
0.0,0.6000000000000001,0.3999999999999999
0.0,0.6000000000000001,0.3999999999999999
0.0,0.6000000000000001,0.3999999999999999
0.0,0.6000000000000001,0.3999999999999999
0.0,0.6000000000000001,0.3999999999999999
0.0,0.6000000000000001,0.3999999999999999
0.0,0.6000000000000001,0.3999999999999999
0.0,0.6000000000000001,0.3999999999999999
0.0,0.6000000000000001,0.3999999999999999
0.0,0.6000000000000001,0.3999999999999999
0.0,0.6000000000000001,0.3999999999999999
0.0,0.6000000000000001,0.3999999999999999
0.0,0.6000000000000001,0.3999999999999999
0.0,0.6000000000000001,0.3999999999999999
0.0,0.6000000000000001,0.3999999999999999
0.0,0.6000000000000001,0.3999999999999999

