Plan ID,Plan Scores,Run-0,Run-1,Run-2,Run-3,Run-4
0,0.0,1,3,1,2,1
1,0.0,4,2,3,4,3
2,NaN,0,1,2,3,2
3,0.0,2,1,1,0,2
4,NaN,0,1,1,1,2
5,0.0,2,2,1,1,1
6,0.0,1,0,1,1,0
7,0.0,1,1,0,0,1
8,0.0,1,1,2,1,2
9,0.0,3,3,3,2,1
10,0.0,2,3,3,1,2
11,0.0,2,1,2,3,3
12,0.0,4,3,5,5,2
13,0.0,3,2,3,5,3
14,0.0,2,2,1,1,3
15,0.0,3,2,2,1,1
16,0.0,4,5,2,2,5
17,0.0,1,1,0,0,3
18,NaN,0,2,2,1,1
19,0.0,3,3,4,5,1
20,NaN,0,1,1,0,0
21,0.0,1,1,1,0,0
22,0.0,2,3,2,4,3
23,0.0,4,1,2,2,1
24,0.0,2,0,0,1,1
25,NaN,0,0,0,0,0
26,NaN,0,1,1,1,1
27,NaN,0,0,1,1,0
28,0.0,2,2,0,1,2
29,NaN,0,2,3,1,3
30,0.0,3,0,3,3,4
31,0.0,1,1,3,2,1
32,0.0,6,2,5,4,4
33,0.0,2,6,2,2,2
34,0.0,2,5,2,4,3
35,0.0,4,4,4,5,3
36,0.0,4,3,2,1,1
37,0.0,3,1,0,2,4
38,0.0,2,5,5,4,5
39,0.0,3,3,4,3,3
40,0.0,2,2,3,1,1
41,0.0,1,2,2,2,2
42,0.0,4,1,2,4,2
43,0.0,2,3,4,5,3
44,0.0,5,4,1,3,3
45,0.0,1,2,1,0,3
46,0.0,1,3,3,3,4
47,NaN,0,0,2,0,1
48,0.0,1,1,1,1,0
49,0.0,3,2,1,1,1
