Plan ID,Plan Scores,Run-0,Run-1,Run-2,Run-3,Run-4
0,0.0,1,1,1,2,3
1,0.0,1,0,1,0,1
2,NaN,0,1,0,0,0
3,0.0,1,3,0,2,2
4,0.0,2,1,2,1,0
5,NaN,0,0,0,0,1
6,0.0,1,1,3,1,1
7,0.0,1,2,0,1,1
8,0.0,1,1,1,1,1
9,NaN,0,0,1,1,0
10,0.0,1,1,0,1,1
11,0.0,3,2,4,5,2
12,0.0,1,2,0,1,2
13,0.0,1,0,0,0,1
14,NaN,0,0,1,1,0
15,0.0,2,2,1,0,0
16,0.0,1,0,1,0,0
17,0.0,1,1,1,1,3
18,0.0,1,1,1,1,0
19,NaN,0,0,1,0,0
20,NaN,0,0,0,2,1
21,0.0,2,2,0,2,2
22,0.0,1,2,1,1,0
23,0.0,3,2,2,2,2
24,NaN,0,1,1,0,0
25,0.0,1,1,1,1,2
26,0.0,2,1,2,2,2
27,0.0,2,1,2,2,2
28,NaN,0,1,0,0,1
29,NaN,0,0,0,0,0
30,NaN,0,3,0,0,1
31,0.0,1,1,0,0,1
32,0.0,2,0,1,0,0
33,NaN,0,0,0,1,1
34,0.0,2,1,2,1,1
35,0.0,1,1,2,1,1
36,0.0,2,1,0,2,1
37,0.0,1,1,2,2,0
38,0.0,1,0,2,1,1
39,NaN,0,2,3,1,2
40,0.0,2,2,3,0,1
41,0.0,2,0,2,0,0
42,0.0,1,1,2,2,0
43,0.0,2,2,0,1,2
44,NaN,0,1,1,2,1
45,0.0,1,3,1,0,1
46,0.0,2,1,1,1,2
47,0.0,1,0,0,3,2
48,NaN,0,2,1,2,1
49,NaN,0,0,1,1,2
50,NaN,0,0,1,0,1
51,0.0,1,1,1,0,0
52,0.0,3,0,0,0,0
53,NaN,0,1,1,1,3
54,0.0,1,1,0,2,0
55,NaN,0,1,0,1,3
56,0.0,1,0,0,0,0
57,NaN,0,2,2,1,0
58,0.0,2,1,3,2,0
59,0.0,1,1,0,1,1
60,NaN,0,1,0,2,2
61,NaN,0,0,1,0,0
62,0.0,1,0,0,0,0
63,0.0,1,0,3,3,0
64,0.0,1,2,1,2,1
65,0.0,1,0,0,1,2
66,0.0,2,1,2,0,1
67,0.0,1,1,0,2,0
68,0.0,2,1,2,2,1
69,0.0,1,0,1,1,0
70,0.0,1,0,1,0,1
71,0.0,2,0,0,1,1
72,0.0,1,4,6,2,4
73,0.0,2,2,0,0,1
74,0.0,2,2,1,4,1
75,0.0,2,4,2,1,1
76,NaN,0,2,0,0,0
77,NaN,0,1,0,0,1
78,NaN,0,0,1,1,0
79,0.0,2,1,1,0,5
80,0.0,1,0,0,2,0
81,NaN,0,0,1,0,0
82,NaN,0,0,1,1,1
83,NaN,0,0,1,0,2
84,NaN,0,1,0,0,0
85,0.0,3,2,1,3,2
86,NaN,0,0,1,1,0
87,0.0,1,2,1,1,0
88,NaN,0,0,0,1,0
89,0.0,1,0,1,0,1
90,0.0,1,1,1,1,1
91,0.0,2,2,2,2,3
92,NaN,0,2,0,0,2
93,0.0,1,0,0,1,0
94,0.0,1,1,1,0,0
95,NaN,0,0,1,2,1
96,0.0,1,2,0,1,0
97,0.0,1,2,0,2,0
98,0.0,2,2,2,0,2
99,0.0,3,1,4,0,3
