Plan ID,Plan Scores,Run-0,Run-1,Run-2,Run-3,Run-4
0,NaN,0,1,2,0,0
1,NaN,0,1,0,1,0
2,0.0,1,1,2,1,1
3,0.0,2,0,1,0,2
4,0.0,1,0,0,1,0
5,NaN,0,0,0,2,0
6,NaN,0,0,0,0,0
7,NaN,0,1,0,0,3
8,NaN,0,0,0,0,0
9,NaN,0,1,1,0,0
10,NaN,0,0,0,2,0
11,NaN,0,1,1,0,0
12,0.0,1,0,0,0,0
13,0.0,1,0,0,0,1
14,0.0,1,0,0,0,1
15,NaN,0,1,0,1,1
16,0.0,1,0,1,0,0
17,NaN,0,1,0,0,0
18,NaN,0,0,0,0,0
19,0.0,1,0,0,1,0
20,NaN,0,0,0,0,0
21,0.0,1,1,1,1,0
22,NaN,0,0,0,0,0
23,NaN,0,0,0,1,1
24,NaN,0,0,0,1,0
25,0.0,1,1,1,0,2
26,NaN,0,1,0,0,0
27,NaN,0,0,1,0,1
28,0.0,1,0,0,1,0
29,NaN,0,1,0,1,1
30,NaN,0,0,0,0,0
31,NaN,0,0,0,0,0
32,0.0,1,0,0,0,0
33,NaN,0,1,0,0,1
34,0.0,1,1,0,0,0
35,NaN,0,1,1,0,0
36,NaN,0,0,1,0,0
37,NaN,0,0,2,1,1
38,NaN,0,0,1,0,0
39,NaN,0,0,0,0,0
40,NaN,0,1,1,0,1
41,NaN,0,0,0,0,0
42,NaN,0,0,0,0,0
43,NaN,0,1,0,0,0
44,NaN,0,0,0,0,0
45,NaN,0,0,0,0,0
46,NaN,0,0,0,0,0
47,NaN,0,0,0,0,0
48,NaN,0,0,0,0,0
49,NaN,0,0,0,0,0
50,NaN,0,0,0,1,0
51,NaN,0,0,0,0,0
52,NaN,0,0,0,0,0
53,NaN,0,0,0,0,0
54,0.0,1,0,0,0,0
55,0.0,1,0,0,1,1
56,NaN,0,0,0,0,0
57,NaN,0,0,0,0,0
58,NaN,0,0,1,0,1
59,NaN,0,1,0,1,0
60,NaN,0,0,0,0,0
61,0.0,1,0,2,1,1
62,NaN,0,0,0,0,0
63,NaN,0,0,0,0,0
64,NaN,0,0,0,0,0
65,NaN,0,0,0,0,0
66,NaN,0,0,0,0,0
67,NaN,0,0,0,1,0
68,NaN,0,0,0,0,0
69,NaN,0,1,0,0,0
70,0.0,1,1,0,0,0
71,0.0,1,0,0,0,0
72,NaN,0,0,0,0,0
73,NaN,0,0,1,1,0
74,NaN,0,0,0,0,1
75,0.0,1,1,0,0,2
76,0.0,1,1,0,0,0
77,NaN,0,0,1,0,0
78,NaN,0,0,0,0,0
79,0.0,1,1,0,1,0
80,NaN,0,1,1,2,0
81,NaN,0,0,0,0,1
82,0.0,1,1,0,0,0
83,NaN,0,0,1,0,1
84,NaN,0,1,0,1,0
85,0.0,1,0,0,0,0
86,NaN,0,0,0,0,0
87,NaN,0,0,1,0,0
88,NaN,0,0,0,1,1
89,NaN,0,0,1,0,0
90,NaN,0,0,0,0,0
