Plan ID,Plan Scores,Run-0,Run-1,Run-2,Run-3,Run-4
0,0.0,1,0,0,0,0
1,0.0,2,1,0,0,1
2,NaN,0,1,2,3,2
3,0.0,1,0,1,0,0
4,0.0,1,1,0,0,0
5,0.0,2,3,1,0,1
6,NaN,0,2,0,1,0
7,0.0,1,1,2,0,0
8,NaN,0,0,1,1,0
9,NaN,0,0,0,0,0
10,NaN,0,0,0,0,0
11,NaN,0,0,0,0,0
12,NaN,0,0,1,3,3
13,0.0,1,0,1,1,1
14,NaN,0,1,1,2,1
15,0.0,2,1,1,1,0
16,0.0,3,5,3,3,4
17,0.0,1,0,0,0,0
18,NaN,0,0,2,1,2
19,0.0,1,0,0,1,2
20,0.0,2,0,1,0,1
21,NaN,0,1,2,1,1
22,NaN,0,0,1,0,0
23,0.0,1,1,0,1,0
24,NaN,0,1,0,0,2
25,NaN,0,1,0,0,0
26,0.0,1,1,2,1,0
27,NaN,0,0,0,2,0
28,0.0,1,1,0,1,0
29,0.0,1,2,1,1,2
30,NaN,0,0,0,1,0
31,0.0,1,0,0,2,1
32,NaN,0,0,1,0,0
33,0.0,3,2,1,1,1
34,0.0,3,0,1,0,0
35,0.0,1,1,1,0,1
36,NaN,0,0,1,1,1
37,0.0,1,1,1,0,2
38,NaN,0,0,1,0,1
39,NaN,0,3,1,2,1
40,0.0,2,2,2,1,1
41,0.0,1,0,2,0,2
42,NaN,0,4,3,1,1
43,NaN,0,1,1,1,0
44,NaN,0,1,1,3,1
45,0.0,2,2,1,2,0
46,NaN,0,1,1,2,0
47,0.0,2,2,0,2,4
48,0.0,4,3,3,3,2
49,0.0,1,3,2,1,2
50,NaN,0,0,1,0,0
51,0.0,3,1,1,3,2
52,0.0,1,0,1,0,1
53,NaN,0,1,0,0,0
54,0.0,2,2,3,1,3
55,NaN,0,0,1,0,1
56,0.0,3,0,0,1,1
57,0.0,1,1,1,2,2
58,NaN,0,0,0,0,0
59,0.0,2,1,0,1,1
60,0.0,1,1,0,0,2
61,0.0,2,0,1,2,0
62,NaN,0,0,1,2,1
63,0.0,1,0,0,1,0
64,0.0,1,2,2,3,1
65,0.0,2,1,2,1,0
66,0.0,2,0,0,0,3
67,0.0,1,1,0,0,0
68,NaN,0,0,1,0,0
69,0.0,1,3,2,1,0
70,NaN,0,2,1,2,3
71,0.0,3,1,1,2,2
72,0.0,1,0,1,2,2
73,NaN,0,1,1,1,0
74,NaN,0,1,0,1,0
75,0.0,1,1,2,0,3
76,NaN,0,1,1,3,1
77,0.0,2,1,3,0,0
78,NaN,0,2,1,0,0
79,0.0,2,2,1,0,2
80,0.0,1,1,0,0,1
81,0.0,2,0,3,2,0
82,0.0,1,1,0,2,0
83,0.0,3,2,3,3,1
84,0.0,1,1,0,1,0
85,0.0,1,1,1,1,2
86,0.0,1,2,2,0,2
87,0.0,1,1,1,2,1
88,NaN,0,0,2,0,1
89,NaN,0,1,0,0,1
90,0.0,2,0,0,2,1
91,NaN,0,0,2,3,4
92,0.0,1,3,1,1,2
93,0.0,1,0,2,0,0
94,0.0,3,2,0,1,1
95,0.0,1,2,1,1,2
96,0.0,1,0,0,0,1
97,0.0,3,1,2,1,0
98,0.0,2,3,2,4,4
99,NaN,0,3,2,0,1
