Plan ID,Plan Scores,Run-0,Run-1,Run-2,Run-3,Run-4
0,0.0,2,0,0,2,2
1,0.0,3,2,5,2,3
2,0.0,2,2,2,2,1
3,0.0,1,1,0,0,0
4,NaN,0,2,2,1,1
5,0.0,1,1,1,1,1
6,0.0,1,2,1,3,3
7,0.0,3,3,3,3,2
8,NaN,0,1,0,1,0
9,0.0,3,2,2,1,3
10,0.0,1,4,2,2,2
11,0.0,3,2,2,2,2
12,0.0,2,3,2,2,2
13,0.0,1,0,1,1,1
14,0.0,1,0,1,2,0
15,0.0,2,2,0,2,3
16,0.0,1,0,2,0,3
17,0.0,1,2,3,1,0
18,0.0,2,1,1,1,1
19,NaN,0,0,0,0,0
20,0.0,1,2,1,1,4
21,0.0,1,1,1,1,2
22,0.0,2,2,3,1,1
23,0.0,1,3,4,1,2
24,0.0,3,1,1,4,1
25,0.0,1,0,2,0,0
26,0.0,2,2,1,3,0
27,0.0,4,2,2,3,3
28,0.0,1,1,2,2,2
29,0.0,1,3,0,1,2
30,0.0,2,1,1,1,2
31,0.0,2,5,3,2,5
32,0.0,6,5,5,7,4
33,NaN,0,3,1,4,1
34,0.0,3,1,2,1,2
35,0.0,2,0,3,3,2
36,0.0,3,3,4,3,4
37,0.0,2,3,2,3,1
38,0.0,1,1,2,0,1
39,0.0,4,3,1,1,2
40,0.0,7,4,1,2,2
41,0.0,3,4,2,3,2
42,0.0,1,0,1,4,4
43,0.0,4,4,8,4,3
44,0.0,2,3,2,3,3
45,0.0,1,3,6,3,2
46,0.0,2,0,2,3,2
47,0.0,1,1,0,2,1
48,0.0,3,3,3,3,4
49,0.0,4,6,4,2,6
