Run,Iteration,agent-0,agent-1,agent-2,agent-3,agent-4,agent-5,agent-6,agent-7,agent-8,agent-9,agent-10,agent-11,agent-12,agent-13,agent-14,agent-15,agent-16,agent-17,agent-18,agent-19,agent-20,agent-21,agent-22,agent-23,agent-24,agent-25,agent-26,agent-27,agent-28,agent-29,agent-30,agent-31,agent-32,agent-33,agent-34,agent-35,agent-36,agent-37,agent-38,agent-39,agent-40,agent-41,agent-42,agent-43,agent-44,agent-45,agent-46,agent-47,agent-48,agent-49,agent-50,agent-51,agent-52,agent-53,agent-54,agent-55,agent-56,agent-57,agent-58,agent-59,agent-60,agent-61,agent-62,agent-63,agent-64,agent-65,agent-66,agent-67,agent-68,agent-69,agent-70,agent-71,agent-72,agent-73,agent-74,agent-75,agent-76,agent-77,agent-78,agent-79,agent-80,agent-81,agent-82,agent-83,agent-84,agent-85,agent-86,agent-87,agent-88,agent-89,agent-90,agent-91,agent-92,agent-93,agent-94,agent-95,agent-96,agent-97,agent-98,agent-99,agent-100,agent-101,agent-102,agent-103,agent-104,agent-105,agent-106,agent-107,agent-108,agent-109,agent-110,agent-111,agent-112,agent-113,agent-114,agent-115,agent-116,agent-117,agent-118,agent-119
0,11,72,2,98,11,59,38,17,51,65,45,88,12,37,29,36,52,38,29,81,29,0,62,92,99,92,92,87,48,68,65,14,56,20,22,55,58,67,47,94,94,70,49,76,33,22,30,27,54,85,10,49,72,16,88,92,38,3,49,24,39,55,8,28,86,65,77,67,66,7,77,63,18,6,82,36,98,80,11,37,85,28,84,96,34,45,63,97,15,72,13,42,72,80,42,82,97,52,74,2,75,95,73,53,37,29,90,42,70,83,68,94,87,36,70,9,46,94,39,74,26
0,12,92,2,98,11,59,38,17,51,65,45,88,82,37,29,34,52,38,29,81,29,10,82,92,9,6,92,87,48,68,65,14,56,20,22,55,58,67,47,94,94,70,49,76,33,22,30,27,54,85,10,49,72,16,88,92,38,3,79,24,30,55,8,28,86,65,77,67,86,7,77,33,66,6,82,36,98,80,11,37,85,28,84,96,34,45,63,97,15,72,13,42,72,80,75,2,97,54,74,2,75,95,73,53,37,29,90,42,70,83,68,94,87,36,70,9,46,94,39,74,26
0,13,92,2,98,11,59,8,87,51,85,65,88,82,37,29,34,52,38,29,81,29,10,82,92,9,6,92,87,48,68,65,14,56,20,72,55,58,67,47,94,54,70,49,76,33,22,30,27,54,85,20,99,83,16,90,92,38,53,79,24,30,55,58,28,86,55,77,67,86,7,77,33,66,6,42,36,98,80,11,57,87,28,84,96,34,45,63,97,41,2,13,42,72,20,72,2,97,54,54,2,75,95,73,53,77,29,90,42,70,83,68,94,87,61,70,9,46,14,39,74,26
0,14,92,2,98,11,59,8,87,51,85,65,88,82,37,29,34,52,38,29,81,29,10,82,92,9,6,92,87,48,68,65,14,56,20,72,55,58,67,47,94,54,70,79,28,63,27,30,27,59,85,20,99,83,96,90,92,38,13,79,24,30,55,58,28,86,55,77,67,86,7,77,33,66,6,42,36,98,80,11,57,87,28,84,96,34,5,93,47,41,2,13,42,72,20,72,2,97,54,54,2,75,95,83,53,77,99,90,42,70,83,68,94,27,69,70,9,46,14,39,77,26
0,15,92,2,48,81,19,8,87,41,85,65,88,2,37,29,34,52,58,29,61,29,10,82,92,9,6,92,87,48,68,65,14,56,20,72,55,58,67,47,94,54,70,79,28,63,27,30,27,59,85,20,99,83,96,90,92,38,13,79,24,30,45,58,28,86,55,77,47,26,9,70,23,8,6,42,36,98,80,11,57,87,28,84,96,34,5,93,47,41,2,13,42,72,20,15,22,97,14,54,2,75,95,83,53,77,99,40,42,40,86,68,94,27,69,70,0,46,14,29,77,26
0,16,92,2,48,81,19,8,87,41,85,65,88,2,37,29,34,52,58,29,61,29,10,82,92,9,6,82,87,48,62,15,44,56,20,72,55,58,67,47,4,54,70,79,28,63,27,30,27,59,85,20,99,83,96,90,92,38,13,79,24,30,45,58,28,86,55,77,47,26,9,70,23,8,6,42,66,98,90,94,57,87,68,84,96,34,5,93,47,41,2,13,42,72,20,15,22,97,14,54,3,75,55,83,53,77,99,40,42,40,86,64,94,27,69,70,0,46,14,29,77,26
0,17,92,2,48,81,19,8,87,41,85,65,88,2,37,29,34,52,58,29,61,29,10,82,92,9,6,82,87,48,62,15,44,56,20,72,55,58,67,47,4,54,70,79,86,63,42,0,89,59,85,20,39,22,96,90,92,38,13,79,24,30,45,58,28,86,55,77,47,26,9,70,23,8,6,42,66,98,90,94,57,87,68,84,96,34,5,93,47,41,2,13,42,72,20,15,22,97,14,54,3,75,55,80,53,77,99,40,42,40,86,64,94,27,61,70,0,46,14,29,77,96
0,18,92,2,48,81,19,8,87,41,45,65,88,92,37,29,34,52,58,20,61,29,10,82,92,9,8,82,87,48,62,15,44,56,20,72,55,58,67,47,4,54,70,79,86,63,42,0,89,59,85,20,39,22,96,90,92,38,13,79,24,30,45,58,28,86,5,77,47,26,9,77,23,8,6,42,66,98,90,94,57,87,68,84,96,34,5,93,47,41,2,63,42,72,20,95,22,97,14,54,3,75,55,80,53,77,99,30,42,40,83,64,94,27,61,70,9,46,14,29,77,96
0,19,92,2,48,81,19,8,87,41,45,65,88,92,37,29,34,52,58,20,69,29,60,82,92,9,8,82,87,48,62,15,44,56,20,72,55,58,67,47,4,54,70,79,86,63,42,0,89,59,85,20,39,22,96,90,92,38,13,79,24,30,45,58,28,86,5,77,47,26,9,70,23,8,6,42,66,98,90,94,57,87,68,84,96,34,5,93,47,41,2,63,42,72,20,95,22,97,14,54,3,75,55,80,53,77,99,30,42,40,86,64,94,27,61,70,0,46,14,29,77,96
0,20,92,2,48,81,19,8,77,41,45,65,88,92,37,29,34,52,58,20,69,29,60,82,92,9,8,82,7,48,62,15,44,56,20,72,25,58,67,47,4,54,70,79,86,63,42,0,89,59,85,64,39,22,96,90,92,38,13,79,24,30,45,58,28,86,5,77,57,26,9,70,23,8,6,42,66,98,90,94,57,25,68,84,96,34,5,97,47,41,2,63,42,72,20,95,22,97,14,54,3,75,55,80,53,77,99,30,42,40,86,74,94,17,42,70,0,66,14,29,74,96
0,21,92,2,48,81,19,18,77,41,45,65,88,92,37,29,34,52,58,27,69,49,60,82,42,9,8,82,7,48,65,15,44,56,0,72,25,58,67,47,4,54,70,39,86,63,42,0,89,59,85,64,39,23,96,90,92,38,93,79,24,30,45,58,28,86,5,77,57,26,9,70,23,8,6,42,66,98,90,94,57,25,68,84,96,34,15,97,47,41,2,63,42,72,20,92,22,97,14,54,3,5,35,80,53,77,99,30,82,40,83,74,94,17,42,70,0,66,14,59,74,96
0,22,92,2,48,81,19,18,77,91,45,65,88,92,37,29,34,51,58,87,69,49,60,82,42,9,8,82,27,48,65,15,44,56,0,72,25,58,67,47,4,54,70,39,86,63,42,50,29,59,85,64,39,23,96,90,92,38,93,39,24,30,45,58,28,86,5,77,57,26,9,70,23,8,6,42,66,98,90,94,57,25,68,84,96,34,15,97,47,41,2,63,42,72,20,92,62,97,14,54,0,5,35,80,53,77,99,30,82,40,86,74,94,17,42,70,0,66,14,59,77,96
0,23,92,2,48,81,19,18,77,91,45,65,78,92,37,29,34,51,58,77,69,49,50,82,42,9,8,82,27,48,65,15,44,56,0,72,25,58,67,47,14,54,70,39,86,63,42,50,29,59,85,64,39,23,96,90,92,38,93,39,24,30,45,58,28,86,5,77,57,26,9,70,23,8,6,42,66,98,90,94,57,25,68,84,96,34,15,97,47,41,2,63,42,72,20,95,62,97,14,54,0,5,35,80,53,77,99,30,82,40,86,74,94,17,42,70,9,66,14,59,77,96
0,24,92,2,48,81,19,18,37,91,45,65,78,92,37,29,34,51,58,77,69,49,50,82,42,9,8,82,27,48,65,15,44,56,0,72,25,58,67,47,14,54,70,39,86,63,42,50,29,59,85,64,39,23,96,90,92,38,93,39,24,30,45,58,68,86,5,77,57,26,9,70,23,8,6,42,66,98,90,94,57,25,68,84,96,34,15,97,47,41,2,63,42,72,20,95,62,97,14,54,0,5,35,80,23,77,99,50,82,40,86,74,94,17,42,70,9,66,14,59,77,96
0,25,92,2,48,81,19,18,37,91,45,65,78,92,37,29,34,51,58,77,69,49,50,82,42,9,6,82,27,48,65,15,44,56,0,72,25,58,67,47,14,54,70,39,86,63,42,50,29,59,85,64,39,23,96,90,92,38,93,39,24,30,45,58,68,86,5,77,57,26,9,70,23,8,6,42,66,98,90,94,57,25,68,84,96,34,15,97,47,41,2,63,42,72,20,95,62,97,14,54,0,5,35,80,23,77,99,50,82,40,83,74,94,17,42,70,0,66,14,59,77,96
0,26,92,2,48,81,19,18,37,91,45,65,78,92,37,29,34,51,58,77,69,49,50,82,42,9,6,82,27,48,65,15,44,56,0,72,25,58,67,47,14,54,70,39,86,63,42,50,29,59,85,64,39,23,96,90,92,38,93,39,24,30,45,58,68,86,5,77,57,26,9,70,23,8,6,42,66,98,90,94,57,25,68,84,96,34,15,97,47,41,2,63,42,72,20,95,62,97,14,54,0,5,35,80,23,77,99,50,82,40,83,74,94,17,42,70,0,66,14,59,77,96
0,27,92,2,48,81,19,18,37,91,45,65,78,92,37,29,34,51,58,77,69,49,50,82,42,9,6,82,27,48,65,15,44,56,0,72,25,58,67,47,14,54,70,39,86,63,42,50,29,59,85,64,39,23,96,90,92,38,93,39,24,30,45,58,68,86,5,77,57,26,9,70,23,8,6,42,66,98,90,94,57,25,68,84,96,34,15,97,47,41,2,63,42,72,20,95,62,97,14,54,0,5,35,80,23,77,99,50,82,40,83,74,94,17,42,70,0,66,14,59,77,96
0,28,92,2,48,81,19,18,37,91,45,65,78,92,37,29,34,51,58,77,69,49,50,82,42,9,6,82,27,48,65,15,44,56,0,72,25,58,67,47,14,54,70,39,86,63,42,50,29,59,85,64,39,23,96,90,92,38,93,39,24,30,45,58,68,86,5,77,57,26,9,70,23,8,6,42,66,98,90,94,57,25,68,84,96,34,15,97,47,41,2,63,42,72,20,95,62,97,14,54,0,5,35,80,23,77,99,50,82,40,83,74,94,17,42,70,0,66,14,59,77,96
0,29,92,2,48,81,19,18,37,91,45,65,78,92,37,29,34,51,58,77,69,49,50,82,42,9,6,82,27,48,65,15,44,56,0,72,25,58,67,47,14,54,70,39,86,63,42,50,29,59,85,64,39,23,96,90,92,38,93,39,24,30,45,58,68,86,5,77,57,26,9,70,23,8,6,42,66,98,90,94,57,25,68,84,96,34,15,97,47,41,2,63,42,72,20,95,62,97,14,54,0,5,35,80,23,77,99,50,82,40,86,74,94,17,42,70,9,66,14,59,77,96
0,30,92,2,48,81,19,18,37,91,45,65,78,92,37,29,34,51,58,77,69,49,50,82,42,9,6,82,27,48,65,15,44,56,0,72,25,58,67,47,14,54,70,39,86,63,42,50,29,59,85,64,39,23,96,90,92,38,93,39,24,30,45,58,68,86,5,77,57,26,9,70,23,8,6,42,66,98,90,94,57,25,68,84,96,34,15,97,47,41,2,63,42,72,20,95,62,97,14,54,0,5,35,80,23,77,99,50,82,40,86,74,94,17,42,70,9,66,14,59,77,96
0,31,92,2,48,81,19,18,37,91,45,65,78,92,37,29,34,51,58,77,69,49,50,82,42,9,6,82,27,48,65,15,44,56,0,72,25,58,67,47,14,54,70,39,86,63,42,50,29,59,85,64,39,23,96,90,92,38,93,39,24,30,45,58,68,86,5,77,57,26,9,70,23,8,6,42,66,98,90,94,57,25,68,84,96,34,15,97,47,41,2,63,42,72,20,95,62,97,14,54,0,5,35,80,23,77,99,50,82,40,86,74,94,17,42,70,9,66,14,59,74,96
0,32,92,2,48,81,19,18,37,91,45,65,78,92,37,29,34,51,58,77,69,49,50,82,42,9,6,82,27,48,65,15,44,56,0,72,25,58,67,47,14,54,70,39,86,63,42,50,29,59,85,64,39,23,96,90,92,38,93,39,24,30,45,58,68,86,5,77,57,26,9,70,23,6,6,42,66,98,90,94,57,25,68,84,96,34,15,97,47,41,2,63,42,72,20,95,62,97,14,54,0,5,35,80,23,77,99,50,82,40,83,74,94,17,42,70,0,66,14,59,74,96
0,33,92,2,48,81,19,18,37,91,45,65,78,92,37,29,34,51,58,77,69,49,50,82,42,9,6,82,27,48,65,15,44,56,0,72,25,58,67,47,14,54,70,39,86,63,42,50,29,59,85,64,39,23,96,90,92,38,93,39,24,30,45,58,68,86,5,77,57,26,9,70,23,6,6,42,66,98,90,94,57,25,68,84,96,34,15,97,47,41,2,63,42,72,20,95,62,97,14,54,0,5,35,80,23,77,99,50,82,40,83,74,94,17,42,70,0,66,14,59,77,96
0,34,92,2,48,81,19,18,37,91,45,65,78,92,37,29,34,51,58,70,69,49,50,82,42,9,8,82,27,48,65,15,44,56,0,72,25,58,67,47,14,54,70,39,86,63,42,50,29,59,85,64,39,23,96,90,92,38,93,39,24,30,45,58,68,86,5,77,57,26,9,70,23,6,6,42,66,98,90,94,57,25,68,84,96,34,15,97,47,41,2,63,42,72,20,95,62,97,14,54,0,5,35,80,23,77,99,50,82,40,86,74,94,17,42,70,0,66,14,59,77,96
0,35,92,2,48,81,19,18,37,91,45,65,78,92,37,29,34,51,58,70,69,49,50,82,42,9,8,82,27,48,65,15,44,56,0,72,25,58,67,47,14,54,70,39,86,63,42,50,29,59,85,64,39,23,96,90,92,38,93,39,24,30,45,58,68,86,5,77,57,26,9,70,23,6,6,42,66,98,90,94,57,25,68,84,96,34,15,97,47,41,2,63,42,72,20,95,62,97,14,54,0,5,35,80,23,77,99,50,82,40,86,74,94,17,42,70,0,66,14,59,77,96
0,36,92,2,48,81,19,18,37,91,45,65,78,92,37,29,34,51,58,70,69,49,50,82,42,9,8,82,27,48,65,15,44,56,0,72,25,58,67,47,14,54,70,39,86,63,42,50,29,59,85,64,39,23,96,90,92,38,93,39,24,30,45,58,68,86,5,77,57,26,9,70,23,6,6,42,66,98,90,94,57,25,68,84,96,34,15,97,47,41,2,63,42,72,20,95,62,97,14,54,0,5,35,80,23,77,99,50,82,40,86,74,94,17,42,70,0,66,14,59,74,96
0,37,92,2,48,81,19,18,37,91,45,65,78,92,37,29,34,51,58,70,69,49,50,82,42,9,8,82,27,48,65,15,44,56,0,72,25,58,67,47,14,54,70,39,86,63,42,50,29,59,85,64,39,23,96,90,92,38,93,39,24,30,45,58,68,86,5,77,57,26,9,70,23,6,6,42,66,98,90,94,57,25,68,84,96,34,15,97,47,41,2,63,42,72,20,95,62,97,14,54,0,5,35,80,23,77,99,50,82,40,83,74,94,17,42,70,9,66,14,59,77,96
0,38,92,2,48,81,19,18,37,91,45,65,78,92,37,29,34,51,58,70,69,49,50,82,42,9,8,82,27,48,65,15,44,56,0,72,25,58,67,47,14,54,70,39,86,63,42,50,29,59,85,64,39,23,96,90,92,38,93,39,24,30,45,58,68,86,5,77,57,26,9,70,23,6,6,42,66,98,90,94,57,25,68,84,96,34,15,97,47,41,2,63,42,72,20,95,62,97,14,54,0,5,35,80,23,77,99,50,82,40,83,74,94,17,42,70,9,66,14,59,77,96
0,39,92,2,48,81,19,18,37,91,45,65,78,92,37,29,34,51,58,70,69,49,50,82,42,9,8,82,27,48,65,15,44,56,0,72,25,58,67,47,14,54,70,39,86,63,47,50,29,59,85,64,39,23,96,90,92,38,93,39,24,30,45,58,68,86,5,77,57,26,9,70,23,6,6,42,66,98,90,94,57,25,68,84,94,34,15,97,47,41,2,63,42,72,20,95,62,97,14,54,0,5,35,80,23,77,99,50,82,40,83,74,94,17,42,70,9,66,14,59,74,96
1,0,21,22,70,85,81,70,85,77,0,39,84,79,24,83,53,57,78,97,25,36,78,71,83,23,17,63,75,9,69,14,77,58,88,97,93,64,9,84,41,97,34,32,55,92,48,12,74,55,27,99,99,76,4,66,62,90,53,86,2,68,39,40,30,12,19,70,35,31,60,21,47,70,43,0,50,72,62,86,34,77,91,50,74,53,39,37,86,2,62,65,38,60,56,72,50,9,27,66,91,36,85,40,91,40,3,19,78,43,31,2,51,51,36,22,95,20,62,48,86,82
1,1,25,28,78,87,87,78,84,36,6,30,82,28,79,88,1,68,75,41,29,38,13,72,88,22,78,63,75,9,69,14,77,58,88,97,93,64,9,84,41,97,34,32,55,92,48,12,74,55,27,99,99,76,4,66,62,90,53,54,0,64,7,6,17,25,17,52,35,21,63,21,40,3,28,0,50,72,62,86,34,77,91,50,74,53,39,37,86,2,62,96,70,60,78,72,57,16,25,66,91,36,85,40,91,40,3,76,70,49,60,2,51,51,36,20,94,20,62,13,86,23
1,2,29,23,72,82,80,71,86,38,3,30,82,28,79,88,1,68,75,41,29,38,13,72,88,22,78,79,70,46,66,5,71,50,89,99,99,63,63,86,42,45,74,32,55,92,48,12,74,55,27,99,99,76,4,66,62,90,53,58,0,63,8,4,44,44,13,52,35,21,63,21,40,3,28,0,61,94,11,87,46,31,90,50,74,53,39,37,86,2,62,97,59,7,78,72,57,16,25,90,17,83,87,40,91,40,3,56,79,49,60,5,36,51,36,20,94,22,62,13,6,27
1,3,29,23,72,82,80,71,86,38,3,30,82,28,79,88,1,68,75,41,29,38,13,72,88,22,78,79,70,46,66,5,71,50,89,96,96,65,66,88,49,44,70,37,67,95,45,37,0,51,71,96,39,76,4,65,70,96,52,58,0,63,8,4,44,44,13,52,35,21,63,21,40,3,28,0,61,94,11,86,45,36,96,59,72,54,39,84,86,27,62,97,59,7,78,72,57,16,25,90,17,83,86,43,90,99,93,56,79,49,60,5,39,80,31,20,94,22,19,13,3,7
1,4,29,23,72,82,80,71,86,38,3,30,82,28,79,88,1,68,75,41,29,38,13,72,88,22,78,79,78,14,62,74,73,51,89,91,91,68,66,80,49,46,65,37,67,95,45,37,0,51,71,96,39,76,4,65,70,96,52,58,0,63,8,4,44,44,13,52,35,21,63,21,40,3,28,0,61,44,22,33,40,21,91,59,72,54,39,84,86,27,62,97,59,7,78,72,57,16,25,57,15,88,87,43,90,99,93,56,79,49,60,5,32,80,31,20,94,22,19,13,9,7
1,5,29,23,72,82,80,71,86,38,3,30,19,68,19,84,17,37,75,25,23,34,97,74,84,22,78,79,78,14,62,74,73,51,89,91,91,68,66,85,44,41,63,37,67,95,45,37,0,51,71,96,37,76,34,62,78,96,52,58,0,63,8,4,44,44,13,80,33,91,61,11,48,16,28,0,61,44,22,33,40,21,98,59,72,54,39,89,86,68,62,97,59,7,78,79,67,46,6,57,15,88,87,43,90,39,98,56,79,49,20,5,32,80,34,20,94,22,13,34,4,17
1,6,29,23,72,82,80,71,86,38,3,30,19,68,19,84,17,37,75,25,23,34,97,74,84,22,78,79,78,14,62,74,73,51,89,91,91,68,66,85,44,41,63,57,17,0,45,31,80,51,31,96,38,76,34,98,74,96,52,58,0,63,8,4,44,44,13,80,33,91,61,11,48,16,28,0,61,44,22,33,40,21,98,53,26,34,38,80,86,69,69,97,59,7,78,79,67,46,6,57,15,88,87,43,0,39,86,56,79,49,20,5,32,80,34,20,94,22,19,34,94,97
1,7,29,23,72,82,80,11,76,56,4,30,19,68,19,84,17,37,75,52,23,34,3,73,87,22,65,79,78,14,62,74,73,51,89,91,91,68,66,85,44,41,63,57,17,0,45,31,80,51,31,96,38,76,34,98,74,96,52,43,80,73,77,4,44,72,15,80,33,91,61,11,47,86,38,0,61,44,22,33,40,21,98,53,26,34,38,80,86,69,69,97,54,7,98,79,67,96,56,57,15,88,87,43,0,39,86,86,49,49,20,5,32,80,34,99,94,22,19,35,94,97
1,8,29,23,72,82,80,11,76,56,4,38,19,68,69,84,17,37,75,52,23,34,9,73,84,24,67,79,78,14,62,74,73,51,89,91,91,68,66,85,44,41,63,57,17,0,45,31,80,51,31,96,38,76,34,98,74,96,52,43,80,73,77,4,44,72,15,83,33,91,61,11,55,86,38,0,61,44,22,33,40,21,98,53,26,34,38,80,86,69,69,97,54,7,98,70,67,96,56,57,15,88,87,43,0,39,86,86,49,49,29,5,32,80,34,99,94,22,19,35,94,90
1,9,29,23,72,82,80,11,76,56,4,38,19,68,69,84,17,37,75,52,23,34,9,73,84,24,67,79,78,14,62,74,73,54,87,91,91,68,66,75,42,21,83,57,17,0,45,31,80,51,31,96,38,76,34,98,74,96,52,43,80,73,77,4,44,72,15,83,33,91,61,11,55,86,38,0,61,44,24,33,40,41,98,53,26,34,38,80,86,69,69,97,54,7,98,70,67,96,56,57,19,88,84,43,0,39,86,86,49,49,29,5,90,80,34,99,94,22,19,35,90,90
1,10,29,23,72,82,80,11,76,56,4,38,19,68,69,84,17,37,75,52,23,34,9,73,84,24,67,9,79,88,62,74,73,54,87,91,91,68,66,75,42,21,83,57,17,0,45,31,80,51,31,96,38,76,34,98,84,96,52,43,80,73,77,4,44,72,15,83,33,91,61,11,55,86,38,60,1,44,24,33,40,41,98,53,26,34,38,80,86,82,69,97,54,7,98,70,67,96,56,57,19,88,84,43,0,39,86,86,49,49,29,5,90,80,34,99,94,22,49,35,90,90
1,11,29,93,72,83,0,81,76,56,2,38,19,68,69,74,47,7,9,52,23,34,9,25,84,24,67,9,79,88,62,74,73,54,87,91,91,68,66,75,42,21,83,57,17,0,45,31,80,51,31,96,38,76,34,98,84,96,52,73,80,93,77,34,54,2,13,83,33,6,61,11,55,86,38,60,1,44,24,33,40,41,98,53,26,34,38,80,86,82,69,97,24,57,98,70,67,96,56,57,19,88,84,43,0,39,86,26,45,49,29,5,90,80,34,99,94,22,49,35,90,40
