Run,Iteration,agent-0,agent-1,agent-2,agent-3,agent-4,agent-5,agent-6,agent-7,agent-8,agent-9,agent-10,agent-11,agent-12,agent-13,agent-14,agent-15,agent-16,agent-17,agent-18,agent-19,agent-20,agent-21,agent-22,agent-23,agent-24,agent-25,agent-26,agent-27,agent-28,agent-29,agent-30,agent-31,agent-32,agent-33,agent-34,agent-35,agent-36,agent-37,agent-38,agent-39,agent-40,agent-41,agent-42,agent-43,agent-44,agent-45,agent-46,agent-47,agent-48,agent-49,agent-50,agent-51,agent-52,agent-53,agent-54,agent-55,agent-56,agent-57,agent-58,agent-59,agent-60,agent-61,agent-62,agent-63,agent-64,agent-65,agent-66,agent-67,agent-68,agent-69,agent-70,agent-71,agent-72,agent-73,agent-74,agent-75,agent-76,agent-77,agent-78,agent-79,agent-80,agent-81,agent-82,agent-83,agent-84,agent-85,agent-86,agent-87,agent-88,agent-89,agent-90,agent-91,agent-92,agent-93,agent-94,agent-95,agent-96,agent-97,agent-98,agent-99,agent-100,agent-101,agent-102,agent-103,agent-104,agent-105,agent-106,agent-107,agent-108,agent-109,agent-110,agent-111,agent-112,agent-113,agent-114,agent-115,agent-116,agent-117,agent-118,agent-119,agent-120,agent-121,agent-122,agent-123,agent-124,agent-125,agent-126,agent-127,agent-128,agent-129
0,34,16,57,22,88,3,17,31,3,6,19,55,32,7,22,94,9,42,75,67,27,49,14,51,68,28,52,83,10,37,86,16,34,6,83,59,56,35,10,79,94,83,34,18,4,91,62,51,64,84,38,13,3,5,25,60,87,79,78,26,84,81,20,74,46,5,98,6,43,64,42,86,88,82,53,10,55,34,58,90,90,59,34,99,71,75,2,78,20,1,74,93,38,16,4,46,3,49,12,12,87,72,32,31,84,59,74,39,2,37,46,17,26,46,9,15,12,13,47,58,6,94,41,45,60,22,37,60,11,13,47
0,35,16,57,22,88,3,17,31,3,6,19,55,32,7,22,94,9,42,75,67,27,49,14,51,68,28,52,83,10,37,86,16,34,6,83,59,56,35,10,79,94,83,34,18,4,91,62,51,64,84,38,13,3,5,25,60,87,79,78,26,84,81,20,74,46,5,98,6,43,64,42,86,88,82,53,10,55,34,58,90,90,59,34,99,71,75,2,78,20,1,74,93,38,16,4,46,3,49,12,12,87,72,32,31,84,59,74,39,2,37,46,17,26,46,9,15,12,13,47,58,6,94,41,45,60,22,37,60,11,13,47
0,36,16,57,22,88,3,17,31,3,6,19,55,32,7,22,94,9,42,75,67,27,49,14,51,68,28,52,83,10,37,86,16,34,6,83,59,56,35,10,79,94,83,34,18,4,91,62,51,64,84,38,13,3,5,25,60,87,79,78,26,84,81,20,74,46,5,98,6,43,64,42,86,88,82,53,10,55,34,58,90,90,59,34,99,71,75,2,78,20,1,74,93,38,16,4,46,3,49,12,12,87,72,32,31,84,59,74,39,2,37,46,17,26,46,9,15,12,13,47,58,6,94,41,45,60,22,37,60,11,13,47
0,37,16,57,22,88,3,17,31,3,6,19,55,32,7,22,94,9,42,75,67,27,49,14,51,68,28,52,83,10,37,86,16,34,6,83,59,56,35,10,79,94,83,34,18,4,91,62,51,64,84,38,13,3,5,25,60,87,79,78,26,84,81,20,74,46,5,98,6,43,64,42,86,88,82,53,10,55,34,58,90,90,59,34,99,71,75,2,78,20,1,74,93,38,16,4,46,3,49,12,12,87,72,32,31,84,59,74,39,2,37,46,17,26,46,9,15,12,13,47,58,6,94,41,45,60,22,37,60,11,13,47
0,38,16,57,22,88,3,17,31,3,6,19,55,32,7,22,94,9,42,75,67,27,49,14,51,68,28,52,83,10,37,86,16,34,6,83,59,56,35,10,79,94,83,34,18,4,91,62,51,64,84,38,13,3,5,25,60,87,79,78,26,84,81,20,74,46,5,98,6,43,64,42,86,88,82,53,10,55,34,58,90,90,59,34,99,71,75,2,78,20,1,74,93,38,16,4,46,3,49,12,12,87,72,32,31,84,59,74,39,2,37,46,17,26,46,9,15,12,13,47,58,6,94,41,45,60,22,37,60,13,13,47
0,39,16,57,22,88,3,17,31,3,6,19,55,32,7,22,94,9,42,75,67,27,49,14,51,68,28,52,83,10,37,86,16,34,6,83,59,56,35,10,79,94,83,34,18,4,91,62,51,64,84,38,13,3,5,25,60,87,79,78,26,84,81,20,74,46,5,98,6,43,64,42,86,88,82,53,10,55,34,58,90,90,59,34,99,71,75,2,78,20,1,74,93,38,16,4,46,3,49,12,12,87,72,32,31,84,59,74,39,2,37,46,17,26,46,9,15,12,13,47,58,6,94,41,45,60,22,37,60,13,13,47
1,0,65,88,84,8,42,22,74,47,67,66,73,3,69,84,3,23,66,59,45,62,37,9,51,66,67,70,16,35,62,5,34,83,36,76,12,93,40,15,55,70,62,76,39,25,38,60,67,45,17,58,87,80,28,98,28,17,44,45,83,35,1,84,54,95,14,91,42,87,66,76,91,8,38,13,85,54,4,32,23,82,52,53,27,83,94,19,84,90,54,33,63,93,42,56,93,28,72,15,39,88,55,99,1,4,0,83,65,9,76,78,87,94,90,15,92,62,44,1,25,47,22,87,70,2,9,50,37,40,61,28
1,1,65,88,84,88,52,28,98,43,58,68,78,4,61,0,2,21,60,51,50,6,36,5,54,28,64,16,15,32,68,80,92,88,33,73,57,93,40,15,55,70,62,76,39,25,38,60,67,45,17,58,87,80,28,98,28,17,44,45,83,35,1,84,54,95,14,91,42,3,64,73,0,51,31,18,82,1,2,69,22,83,34,51,26,83,94,19,84,90,54,33,63,93,42,56,93,28,72,15,39,46,59,93,57,85,53,80,69,9,76,78,87,94,90,15,92,63,75,4,29,47,22,87,70,5,40,50,37,48,61,22
1,2,53,82,85,88,52,28,98,43,58,68,78,4,61,0,2,21,60,51,50,6,36,5,54,28,64,16,15,32,68,80,92,88,33,73,57,98,46,14,50,76,62,78,33,54,33,33,61,53,11,53,89,82,20,56,23,34,2,49,82,69,23,86,50,81,79,97,84,3,64,73,0,51,31,18,82,1,2,69,22,83,34,51,26,84,9,12,4,96,9,99,20,50,49,76,79,24,76,10,37,46,59,93,57,85,53,80,69,41,79,84,80,31,37,34,91,63,75,4,29,15,67,7,25,5,40,69,54,48,60,86
1,3,53,82,85,61,30,22,51,47,64,61,21,2,94,12,6,27,46,56,5,6,36,5,54,28,64,16,15,32,68,80,92,88,33,73,57,98,46,14,50,76,62,78,33,54,33,33,61,53,11,53,89,82,20,56,23,34,2,49,82,69,23,86,50,81,79,97,84,5,62,64,34,13,38,14,86,1,2,69,22,83,34,51,26,84,9,12,4,96,9,99,20,50,49,76,79,24,76,10,37,28,56,99,41,85,53,80,69,41,79,84,80,31,37,34,91,63,5,4,29,15,67,7,25,9,40,69,54,69,60,86
1,4,96,90,88,67,86,20,57,49,87,61,47,2,94,12,6,27,46,56,5,6,36,5,54,28,64,16,15,2,63,90,12,86,30,70,30,98,46,14,50,76,62,78,33,54,33,33,61,53,11,53,89,82,20,56,23,34,2,49,82,80,20,81,57,14,64,54,68,8,64,64,35,13,38,14,86,1,2,69,22,87,73,60,33,84,9,12,4,96,9,99,20,50,49,76,79,80,71,15,37,64,53,99,41,85,53,85,60,41,79,84,80,31,37,51,90,63,5,4,29,15,67,7,51,9,61,69,54,69,60,82
1,5,96,90,88,67,86,20,57,49,87,61,47,2,94,12,6,27,46,56,5,79,36,80,34,11,66,86,18,2,60,90,12,86,31,70,37,98,46,14,50,76,62,78,33,54,33,33,61,53,11,53,89,82,20,56,23,34,2,49,82,80,20,81,57,14,64,54,68,8,64,64,35,13,38,14,86,81,0,19,22,86,74,67,36,84,9,12,4,96,9,99,20,50,49,76,79,80,71,15,37,64,53,99,41,35,33,85,60,41,79,84,80,31,37,51,90,63,5,4,29,15,67,7,51,9,61,69,54,69,60,82
1,6,90,90,80,67,86,20,57,49,87,61,47,2,94,12,6,27,46,56,5,79,36,80,34,11,66,86,18,2,60,90,12,86,31,70,37,98,46,14,50,76,62,78,33,54,33,33,61,53,11,53,89,81,20,56,23,98,9,19,86,47,19,91,57,18,35,57,35,8,64,64,35,13,38,14,86,81,0,19,22,86,74,67,36,84,9,12,4,96,9,99,20,14,44,86,39,89,71,16,37,64,53,99,41,35,33,85,60,41,79,84,80,63,70,52,90,63,5,4,29,15,67,15,31,9,61,69,24,69,62,87
1,7,90,95,82,67,86,20,57,49,87,61,47,2,94,12,6,27,46,56,5,79,36,80,34,11,66,86,18,2,60,90,12,86,31,70,37,94,48,14,50,56,12,43,33,54,33,33,61,53,11,53,89,81,20,59,23,98,3,19,86,47,19,91,57,18,35,57,38,8,64,64,35,13,38,14,86,81,0,19,22,86,74,67,36,82,59,82,64,96,9,99,20,44,64,86,39,86,71,16,37,64,53,99,41,35,33,85,60,11,48,84,80,63,70,52,90,63,5,4,29,35,67,15,31,9,61,69,24,69,62,82
1,8,90,95,82,67,77,20,57,49,61,41,37,2,94,32,6,7,36,12,85,79,36,80,34,11,66,86,18,8,60,20,18,86,31,70,37,94,48,14,50,56,12,43,33,69,33,33,61,13,11,73,51,81,20,59,23,98,3,19,86,47,19,91,57,18,35,57,38,8,64,93,75,13,38,34,83,81,0,19,22,86,27,67,36,82,59,82,64,96,99,49,9,44,64,86,39,86,71,16,37,64,53,49,21,35,33,75,60,11,48,34,88,63,70,52,90,63,63,4,29,35,57,15,31,6,61,19,24,69,68,82
1,9,90,95,82,67,77,20,57,49,61,41,37,2,94,32,6,7,36,12,85,79,34,81,34,11,66,86,18,1,60,20,15,86,31,70,37,94,48,14,50,56,12,43,33,69,33,33,61,13,11,73,51,81,20,59,23,98,3,19,86,47,19,91,57,18,35,57,38,8,64,93,75,13,38,34,83,65,0,19,22,86,27,67,36,82,59,82,64,96,99,49,9,44,64,86,39,86,71,16,37,64,53,49,21,37,33,72,60,11,48,34,88,63,70,52,90,63,63,4,29,35,57,15,31,6,61,19,24,69,68,82
1,10,90,95,82,67,77,20,57,49,61,41,37,2,94,32,6,7,36,12,85,79,34,81,34,11,66,86,18,1,60,20,15,86,31,70,37,94,48,14,50,56,12,43,33,69,33,33,61,13,11,73,51,81,26,29,73,28,53,19,36,47,89,21,57,18,35,57,38,8,64,93,75,13,38,34,83,65,0,19,22,86,27,67,36,82,59,82,64,96,99,49,9,44,45,66,39,99,71,16,37,64,53,49,21,37,33,72,60,11,48,34,88,48,70,2,90,63,63,4,29,35,57,44,63,6,61,19,63,69,60,2
1,11,20,95,82,67,77,20,57,49,61,41,37,2,94,32,6,7,36,12,85,79,34,81,74,41,66,96,18,1,60,20,15,85,31,70,37,94,48,14,30,56,12,43,34,9,33,33,61,13,11,73,1,81,20,29,73,68,53,19,36,47,89,61,57,18,45,57,38,8,64,93,75,13,38,34,83,65,0,19,22,86,67,18,96,82,59,82,64,92,99,49,9,24,45,66,39,99,71,56,97,64,53,49,21,42,83,2,60,11,48,34,88,73,70,0,70,63,63,4,29,35,57,44,63,6,81,19,64,69,60,2
1,12,20,95,82,67,77,20,57,49,61,41,37,9,94,72,86,7,76,72,35,79,34,81,74,41,66,96,18,1,60,20,15,85,31,70,37,94,48,14,30,56,12,43,34,9,33,33,61,13,11,73,1,81,20,29,73,68,53,19,36,47,89,61,57,18,45,57,38,8,64,93,75,13,38,34,87,65,0,19,22,86,67,18,96,82,59,82,64,92,99,49,9,24,45,66,39,99,71,56,97,64,53,49,21,42,83,2,60,11,48,34,88,73,70,0,70,63,61,4,29,35,57,44,63,6,81,19,64,69,60,2
1,13,21,95,82,67,77,20,57,49,61,41,37,9,94,72,86,7,76,72,35,79,34,81,74,41,66,96,18,1,60,20,15,85,31,70,37,91,68,14,30,46,22,43,34,9,33,33,61,13,11,73,41,81,20,29,73,68,53,19,36,47,89,61,57,58,45,47,38,8,64,93,75,13,38,34,87,65,0,19,22,86,67,18,96,82,59,82,62,92,79,49,9,24,45,66,39,99,71,57,37,64,53,49,21,42,83,2,60,51,48,34,88,73,0,0,70,63,61,4,29,35,8,46,63,6,81,19,64,69,60,2
1,14,11,90,82,67,27,20,37,49,61,41,67,19,94,52,86,67,76,93,35,59,34,71,74,41,6,41,18,81,80,60,15,16,31,70,67,91,68,14,30,46,22,42,34,9,33,33,61,13,11,73,41,81,20,29,73,68,53,19,36,27,89,61,57,58,45,17,38,38,64,93,40,73,38,34,87,61,5,19,82,86,67,18,76,82,59,82,12,92,79,49,59,74,45,66,39,99,71,57,37,14,3,79,21,42,83,2,60,51,48,34,88,73,0,0,70,73,61,34,29,35,8,44,63,6,81,17,63,69,60,2
1,15,11,90,82,67,27,20,37,49,61,41,67,19,94,52,86,67,76,93,35,59,34,71,74,41,6,41,18,86,80,60,45,16,31,0,64,91,68,14,30,46,22,42,34,9,33,33,61,13,11,73,41,81,20,29,73,68,53,19,36,27,89,61,57,58,45,17,38,38,64,93,40,73,38,34,87,61,5,19,82,6,7,18,46,82,59,82,12,92,79,49,59,74,45,66,39,99,71,57,37,14,3,79,21,42,83,2,60,51,48,34,88,73,0,0,70,73,61,34,29,35,8,44,63,6,81,17,63,69,60,2
1,16,11,90,2,67,27,10,37,49,61,41,67,19,94,52,96,67,76,62,75,59,34,71,84,91,6,41,18,86,80,60,45,16,31,0,64,91,68,14,30,46,22,42,34,9,33,33,61,13,11,73,41,71,20,29,73,88,53,19,36,27,89,71,57,58,47,37,8,38,64,93,50,73,38,34,87,41,0,19,82,6,7,18,46,82,59,82,12,92,79,49,59,34,65,66,34,99,71,66,37,14,33,79,21,92,23,2,60,51,48,34,88,73,0,0,70,73,61,34,29,35,8,46,13,6,81,17,83,69,60,2
1,17,80,90,2,67,66,10,37,49,51,41,17,19,94,52,96,67,16,62,75,59,34,71,84,91,6,41,18,86,80,60,45,16,31,0,64,91,68,14,40,46,22,47,34,9,33,33,61,13,11,73,41,71,20,29,73,88,53,9,46,27,89,71,57,58,47,37,8,38,4,54,20,73,38,34,87,41,0,19,82,6,7,18,46,82,59,82,14,66,69,89,59,34,65,46,57,99,71,66,37,14,33,89,21,92,23,2,60,51,88,34,88,73,0,0,70,73,61,34,29,32,8,44,13,6,81,77,83,9,60,2
1,18,80,90,2,67,66,10,37,49,51,41,17,19,94,52,96,67,16,62,75,59,34,71,84,91,6,41,18,86,80,60,45,16,31,0,64,91,68,14,40,46,22,47,34,9,33,33,61,33,11,79,41,71,20,29,73,88,53,9,46,27,89,71,57,58,47,37,8,38,4,54,20,73,38,34,87,41,0,19,82,6,7,18,46,82,59,82,14,66,69,89,59,34,65,46,57,99,71,66,37,90,33,89,21,92,23,2,60,51,88,34,88,73,0,0,70,53,61,34,29,32,8,44,13,6,81,77,83,9,60,2
1,19,81,90,2,67,66,10,37,49,51,41,17,19,94,52,36,67,16,62,75,59,34,71,84,91,56,41,18,86,80,60,45,16,31,0,64,91,68,14,40,66,29,47,34,9,33,33,11,33,11,79,41,71,20,29,73,88,53,9,46,27,89,71,57,58,47,37,58,38,4,53,20,73,38,34,87,41,5,19,82,6,7,18,46,82,79,82,94,26,69,89,59,34,65,46,57,99,71,66,97,90,33,89,21,92,93,32,60,51,88,34,88,78,8,0,0,53,61,34,99,32,8,46,13,6,81,77,84,9,60,2
1,20,81,90,2,67,66,10,37,49,51,41,17,19,94,52,36,67,16,62,75,59,34,71,84,91,56,41,18,86,80,60,45,16,31,0,64,91,68,14,40,66,22,47,34,9,33,33,11,33,11,79,41,71,20,29,73,88,53,9,46,27,89,71,57,58,47,37,58,38,4,53,20,73,38,34,87,41,5,19,82,6,7,18,46,82,79,52,94,26,69,89,59,34,65,46,57,99,71,66,97,90,33,89,21,92,93,32,60,51,88,34,88,78,8,0,0,53,61,34,99,32,2,46,13,6,81,77,84,9,60,2
1,21,81,90,2,67,66,10,37,49,51,41,17,19,94,52,36,67,16,62,75,59,34,11,84,91,56,41,18,86,80,10,45,16,31,0,64,91,68,14,40,66,22,47,34,9,33,33,11,33,11,79,41,71,20,29,73,88,53,29,46,27,89,71,57,58,47,37,18,38,4,54,20,73,38,34,87,45,0,19,82,6,7,18,16,82,79,52,94,26,69,89,59,34,65,46,57,99,71,66,7,10,83,89,21,92,93,32,60,51,88,34,88,78,8,0,0,53,61,34,99,32,2,46,13,6,81,77,83,9,60,2
1,22,81,90,2,67,66,10,37,49,51,41,17,19,94,52,36,67,16,62,75,59,34,11,84,91,56,41,18,86,80,10,45,16,31,0,64,91,68,14,40,66,22,47,34,9,23,93,11,33,11,79,41,71,20,29,73,88,53,29,46,27,89,71,57,58,47,37,18,38,4,54,20,73,38,34,87,45,0,19,82,6,7,18,16,82,79,52,22,26,69,89,49,34,65,46,57,49,71,66,7,10,83,9,21,92,93,32,60,51,88,34,88,78,8,0,0,53,61,34,99,32,2,46,13,6,81,77,84,9,30,2
1,23,81,15,2,67,66,10,37,49,51,41,17,19,94,52,36,97,16,62,75,59,34,11,84,91,56,41,18,86,80,10,45,16,31,0,64,91,68,14,40,66,22,47,34,9,23,93,11,33,11,79,41,71,20,29,73,88,53,29,46,27,89,71,57,58,47,37,18,38,4,54,20,73,38,34,87,45,0,19,82,6,7,18,16,82,79,52,22,26,69,89,49,4,34,46,57,49,71,66,7,10,83,9,21,92,93,32,60,51,88,34,88,73,8,0,0,53,61,34,99,32,2,46,13,6,81,77,84,9,30,2
1,24,81,15,2,67,66,10,37,49,51,41,17,19,94,52,36,97,16,62,75,59,34,11,84,91,56,41,18,96,80,10,45,16,31,0,64,91,68,14,40,66,22,47,34,9,23,93,11,33,11,79,41,71,20,29,73,88,53,29,46,27,89,71,57,58,47,37,18,38,4,54,20,73,38,34,87,45,0,19,82,6,7,18,16,82,79,52,32,26,69,89,49,4,34,46,57,49,71,66,7,10,83,9,21,92,93,32,60,51,88,34,88,78,8,0,0,53,61,34,99,32,2,44,13,6,81,77,84,9,30,2
1,25,81,15,2,67,66,10,37,49,51,41,17,19,94,52,46,97,16,33,75,59,54,11,84,91,56,41,11,96,80,10,45,16,31,0,64,91,68,14,40,66,22,47,34,9,23,93,11,33,11,79,41,71,20,29,73,88,53,29,46,27,89,71,57,58,47,37,18,38,4,54,20,73,38,34,83,45,0,19,82,6,7,18,16,82,79,52,32,26,69,89,49,4,34,46,57,49,71,66,7,10,83,9,91,12,93,32,60,51,88,34,88,78,8,0,0,53,61,34,99,32,2,44,13,6,81,77,83,9,30,2
1,26,81,15,2,67,66,10,27,49,51,41,17,19,94,62,46,97,16,33,75,59,54,11,84,91,56,41,11,96,80,10,45,16,31,0,64,91,68,14,40,66,22,47,34,9,23,93,11,33,11,79,41,71,20,29,73,88,53,29,26,27,89,71,57,58,45,37,18,38,4,54,20,73,38,34,83,45,0,19,82,6,7,18,16,82,79,52,32,26,69,89,49,4,45,46,57,49,51,76,7,10,83,9,91,12,93,32,60,51,88,34,88,78,8,0,0,53,61,34,99,32,2,44,13,6,81,77,83,9,30,2
1,27,81,15,2,67,9,10,27,49,51,41,17,19,94,62,46,97,16,33,75,59,54,11,84,91,56,41,11,96,80,10,45,16,31,0,64,91,68,14,40,66,22,47,34,9,23,93,11,33,11,79,41,71,20,29,73,88,53,29,26,27,89,71,57,58,45,37,18,38,4,54,20,73,38,34,83,71,5,18,82,6,7,18,16,82,79,52,32,26,69,89,49,4,45,46,57,49,51,76,7,10,83,9,91,12,93,32,60,51,88,34,88,78,8,0,0,53,61,34,99,32,2,44,13,6,81,77,83,9,30,2
1,28,81,15,2,67,9,10,27,49,51,41,17,19,94,62,46,97,16,33,75,59,54,11,84,91,56,41,11,91,80,10,45,16,31,0,64,91,68,14,40,66,22,47,34,9,23,93,11,33,11,79,41,71,20,29,73,88,53,29,26,27,89,71,57,58,45,37,18,38,4,54,20,73,38,34,83,71,5,18,82,6,7,18,15,82,79,52,32,26,69,89,49,4,45,46,57,49,51,76,7,10,83,9,91,12,93,32,60,51,88,34,88,78,8,0,0,53,61,34,94,32,2,44,13,6,84,77,83,9,30,2
1,29,81,15,2,67,9,10,27,49,51,41,17,19,94,62,46,97,16,33,75,59,54,11,84,91,56,41,11,91,80,10,45,16,31,0,64,91,68,14,40,66,22,47,34,9,23,93,11,33,11,79,41,71,20,29,73,88,53,29,26,27,89,71,57,58,45,37,18,38,4,54,20,73,38,34,83,71,5,18,82,6,7,18,15,82,79,52,32,26,69,89,49,4,45,46,57,49,51,76,7,10,83,9,91,12,93,32,60,51,88,34,88,78,8,0,0,53,61,34,94,32,2,44,13,6,84,77,83,9,30,2
1,30,81,15,2,67,9,10,27,49,51,41,17,19,94,62,46,97,16,33,75,59,54,11,84,91,56,41,11,91,80,10,45,16,31,0,64,91,68,14,40,66,22,47,34,9,23,93,11,33,11,79,41,75,20,29,73,88,53,29,26,27,89,71,57,58,45,37,18,38,4,54,20,73,38,34,83,71,5,18,82,6,7,18,15,82,79,52,32,26,69,89,49,4,64,46,52,49,51,76,7,10,83,9,91,12,93,32,60,51,88,34,88,78,8,0,0,53,61,34,94,32,2,46,13,6,84,77,83,9,30,2
1,31,81,15,2,67,9,10,27,49,51,41,17,19,94,62,46,97,16,33,75,59,54,11,84,91,56,41,11,91,80,10,45,16,31,0,64,91,68,14,40,66,22,47,34,9,23,93,11,33,11,79,41,75,20,29,73,88,53,29,26,27,89,71,57,58,45,37,18,38,4,54,20,73,38,34,83,71,5,18,82,6,7,18,15,82,79,52,32,26,69,89,49,4,64,46,52,49,51,76,7,10,83,9,91,12,93,32,60,51,88,34,88,78,8,0,0,53,61,34,94,32,2,46,13,6,84,77,83,9,30,2
1,32,81,15,2,67,9,10,27,49,51,41,17,19,94,62,46,97,16,33,75,59,54,11,84,91,56,41,11,91,80,10,45,16,31,0,64,91,68,14,40,66,22,47,34,9,23,93,11,33,11,79,41,75,20,29,73,88,53,29,26,27,89,71,57,58,45,37,18,38,4,54,20,73,38,34,83,71,5,18,82,6,7,18,15,82,79,52,32,26,69,89,49,4,64,46,52,49,51,76,7,10,83,9,91,12,93,32,60,51,88,34,88,78,8,0,0,53,61,34,94,32,2,46,13,6,84,77,83,9,30,2
1,33,81,15,2,67,8,10,27,49,51,41,17,19,94,62,46,97,16,33,75,59,54,11,84,91,56,41,11,91,80,10,45,16,31,0,64,91,68,14,40,66,22,47,34,9,23,93,11,33,11,79,41,75,20,29,73,88,53,29,26,27,89,71,57,58,45,37,18,38,4,54,20,73,38,34,83,71,5,18,82,6,7,18,15,82,79,52,32,26,69,89,49,4,64,46,52,49,51,76,7,10,83,9,91,12,93,32,60,51,88,34,88,78,8,0,0,53,61,34,94,32,2,46,13,6,84,77,83,9,30,2
1,34,81,15,2,67,8,10,27,49,51,41,17,19,94,62,46,97,16,33,75,59,54,11,84,91,56,41,11,91,80,10,45,16,31,0,64,91,68,14,40,66,22,47,34,9,23,93,11,33,11,79,41,75,20,29,73,88,53,29,26,27,89,71,57,58,45,37,18,38,4,54,20,73,38,34,83,71,5,18,82,6,7,18,15,82,79,52,32,26,69,89,49,4,64,46,52,49,51,76,7,10,83,9,91,12,93,32,60,51,88,34,88,78,8,0,0,53,61,34,90,32,2,46,13,6,81,77,83,9,30,2
1,35,81,15,2,67,8,10,27,49,51,41,17,19,94,62,46,97,16,33,75,59,54,11,84,91,56,41,11,91,80,10,45,16,31,0,64,91,68,14,40,66,22,47,34,9,23,93,11,33,11,79,41,75,20,29,73,88,53,29,26,27,89,71,57,58,45,37,18,38,4,54,20,73,38,34,83,71,5,18,82,6,7,18,15,82,79,52,32,26,69,89,49,4,64,46,52,49,51,76,7,10,83,9,91,12,93,32,60,51,88,34,88,78,8,0,0,53,61,34,90,32,2,44,13,6,81,77,84,9,30,2
1,36,81,15,2,67,8,10,27,49,51,41,17,19,94,62,46,97,16,33,75,59,54,11,84,91,56,41,11,91,80,10,45,16,31,0,64,91,68,14,40,66,22,47,34,9,23,93,11,33,11,79,41,75,20,29,73,88,53,29,26,27,89,71,57,58,45,37,18,38,4,54,20,73,38,34,83,71,5,18,82,6,7,18,15,82,79,52,32,26,69,89,49,4,64,46,52,49,51,76,7,10,83,9,91,12,93,32,60,51,88,34,88,78,8,0,0,53,61,34,90,32,2,44,13,6,84,77,84,9,30,2
1,37,81,15,2,67,8,10,27,49,51,41,17,19,94,62,46,97,16,33,75,59,54,11,84,91,56,41,11,91,80,10,45,15,31,0,64,91,68,14,40,66,22,47,34,9,23,93,11,33,11,79,41,75,20,29,73,88,53,29,26,27,89,71,57,58,45,37,18,38,4,54,20,73,38,34,83,71,5,18,82,6,7,18,16,82,79,52,32,26,69,89,49,4,64,46,52,49,51,76,7,10,83,9,91,12,93,32,60,51,88,34,88,78,8,0,0,53,61,34,90,32,2,44,13,6,84,77,84,9,30,2
1,38,81,15,2,67,8,10,27,49,51,41,17,19,94,62,46,97,16,33,75,59,54,11,84,91,56,41,11,91,80,10,45,15,31,0,64,91,68,14,40,66,22,47,34,9,23,93,11,33,11,79,41,75,20,29,73,88,53,29,26,27,89,71,57,59,45,37,18,38,4,54,20,73,38,34,83,71,5,18,82,6,7,18,16,82,79,52,32,26,69,89,49,4,64,46,52,49,51,76,7,10,83,9,91,12,93,32,60,51,88,34,88,78,8,0,6,53,61,34,90,32,2,44,13,6,84,77,84,9,38,2
1,39,81,15,2,67,9,10,28,49,51,41,17,19,94,62,46,97,16,33,75,59,54,11,84,91,56,41,11,91,80,10,45,15,31,0,64,91,68,14,40,66,22,47,34,9,23,93,11,33,11,79,41,75,20,29,73,88,53,29,26,27,89,71,57,59,45,37,18,38,4,54,20,73,38,34,83,71,5,18,82,6,7,18,16,82,79,52,32,26,69,89,49,4,64,46,52,49,51,76,7,10,83,9,91,12,93,32,60,51,88,34,88,78,8,0,6,53,61,34,90,32,2,44,13,6,84,77,84,9,38,2
2,0,60,1,73,18,38,89,40,67,62,65,87,52,80,9,8,30,98,13,73,21,22,91,5,83,70,52,87,96,9,66,20,76,33,33,93,35,22,15,53,19,63,62,44,36,39,1,96,8,2,61,66,96,65,80,95,74,25,56,91,67,0,15,83,14,72,84,38,8,81,27,28,70,42,17,96,36,40,83,67,88,44,96,58,4,51,69,84,58,51,7,95,88,16,70,85,67,7,84,94,1,30,70,80,86,96,99,28,9,51,91,45,42,19,47,59,35,75,23,42,5,54,13,92,84,55,78,24,63,22,57
2,1,67,5,28,18,38,89,40,67,62,65,87,52,80,9,8,30,98,13,73,21,22,91,5,83,70,52,87,96,9,66,20,76,33,33,93,30,14,29,59,10,27,28,73,33,93,6,5,9,34,69,65,94,68,83,18,75,59,55,88,64,6,12,87,74,95,8,37,8,81,27,28,70,42,17,96,36,40,83,67,88,44,96,58,7,8,67,83,21,55,83,83,83,35,14,84,68,5,0,94,1,30,70,80,86,96,99,28,44,51,68,99,89,51,48,54,35,75,23,42,2,57,14,94,84,55,75,28,63,26,67
2,2,39,23,84,18,38,89,40,67,62,65,87,52,80,9,8,30,98,13,73,96,26,52,30,79,77,60,86,22,15,60,21,70,21,39,92,30,14,29,59,10,27,28,73,33,93,6,5,9,34,69,65,93,67,80,32,76,56,50,59,65,1,18,9,73,98,2,79,8,81,27,28,70,42,17,96,38,44,84,64,27,9,79,51,7,8,67,83,21,55,83,83,84,35,26,80,65,2,6,97,1,30,70,80,87,7,97,25,44,51,68,99,87,73,49,50,35,75,25,33,2,57,13,91,84,51,75,28,62,21,65
2,3,39,23,84,10,37,11,5,68,70,52,89,73,0,76,61,96,96,13,23,53,20,51,46,79,67,64,88,85,15,61,24,78,25,30,91,30,14,29,59,10,27,28,73,33,93,6,5,9,34,69,65,93,67,80,32,76,56,50,59,65,1,18,9,73,98,2,79,18,85,29,38,41,49,17,38,33,45,81,62,26,2,74,55,7,8,67,83,21,55,83,83,84,35,26,80,65,2,6,97,46,33,52,84,88,59,97,27,44,51,68,99,87,73,49,50,37,55,20,30,2,57,13,91,86,51,75,28,64,21,1
