Run,Iteration,agent-0,agent-1,agent-2,agent-3,agent-4,agent-5,agent-6,agent-7,agent-8,agent-9,agent-10,agent-11,agent-12,agent-13,agent-14,agent-15,agent-16,agent-17,agent-18,agent-19,agent-20,agent-21,agent-22,agent-23,agent-24,agent-25,agent-26,agent-27,agent-28,agent-29,agent-30,agent-31,agent-32,agent-33,agent-34,agent-35,agent-36,agent-37,agent-38,agent-39,agent-40,agent-41,agent-42,agent-43,agent-44,agent-45,agent-46,agent-47,agent-48,agent-49,agent-50,agent-51,agent-52,agent-53,agent-54,agent-55,agent-56,agent-57,agent-58,agent-59
2,25,49,66,42,25,89,8,2,83,25,73,43,65,41,18,72,54,24,57,32,7,43,46,57,11,88,74,89,97,61,6,46,0,63,77,8,49,29,42,96,51,4,50,33,86,77,81,60,44,65,30,63,83,13,9,87,57,75,71,60,40
2,26,49,66,42,25,89,8,2,83,25,73,43,65,41,18,72,54,24,57,32,7,43,46,57,11,88,74,89,97,61,6,46,70,63,77,8,49,29,42,96,51,4,50,33,86,77,81,60,44,65,30,63,83,13,9,87,57,75,71,60,40
2,27,49,66,42,25,89,8,2,83,25,73,43,65,41,18,72,54,24,57,32,7,43,46,57,11,88,74,89,97,61,6,46,70,63,77,8,49,29,42,96,51,4,50,33,86,77,81,60,44,65,30,63,83,13,9,87,57,75,71,60,40
2,28,49,66,42,25,89,8,2,83,25,73,43,65,41,18,72,54,24,57,32,7,43,46,57,11,88,74,89,97,61,6,46,70,63,77,8,49,29,42,96,51,4,50,33,86,77,81,60,44,65,30,63,83,13,9,87,57,75,71,60,40
2,29,49,66,42,25,89,8,2,83,25,73,43,65,41,18,72,54,24,57,32,7,43,46,57,11,88,74,89,97,61,6,46,70,63,77,8,49,29,42,96,51,4,50,33,86,77,81,60,44,65,30,63,83,13,9,87,57,75,71,60,40
2,30,49,66,42,25,89,8,2,83,25,71,43,65,41,18,72,54,24,57,32,7,43,46,57,11,88,74,89,97,61,6,46,70,63,77,8,49,29,42,96,51,4,50,33,86,77,81,60,44,65,30,63,85,13,9,87,57,75,71,60,40
2,31,49,66,42,25,89,8,2,83,25,71,43,65,41,18,72,54,24,57,32,7,43,46,57,11,88,74,89,97,61,6,46,70,63,77,8,49,29,42,96,51,4,50,33,86,77,81,60,44,65,30,63,85,13,9,87,57,75,71,60,40
2,32,49,66,42,25,89,8,2,83,25,71,43,65,41,18,72,54,24,57,32,7,43,46,57,11,88,74,89,97,61,6,46,70,63,77,8,49,29,42,96,51,4,50,33,86,77,81,60,44,65,30,63,85,13,9,87,57,75,71,60,40
2,33,49,66,42,25,89,8,2,83,25,71,43,65,41,18,72,54,24,57,32,7,43,46,57,11,88,74,89,97,61,6,46,70,63,77,8,49,29,42,96,51,4,50,33,86,77,81,60,44,65,30,63,85,13,9,87,57,75,71,60,40
2,34,49,66,42,25,89,8,2,83,25,71,43,65,41,18,72,54,24,57,32,7,43,46,57,11,88,74,89,97,61,6,46,70,63,77,8,49,29,42,96,51,4,50,33,86,77,81,60,44,65,30,63,85,13,9,87,57,75,71,60,40
2,35,49,66,42,25,89,8,2,83,25,71,43,65,41,18,72,54,24,57,32,7,43,46,57,11,88,74,89,97,61,6,46,70,63,77,8,49,29,42,96,51,4,50,33,86,77,81,60,44,65,30,63,85,13,9,87,57,75,71,60,40
2,36,49,66,42,25,89,8,2,83,25,71,43,65,41,18,72,54,24,57,32,7,43,46,57,11,88,74,89,97,61,6,46,70,63,77,8,49,29,42,96,51,4,50,33,86,77,81,60,44,65,30,63,85,13,9,87,57,75,71,60,40
2,37,49,66,42,25,89,8,2,83,25,71,43,65,41,18,72,54,24,57,32,7,43,46,57,11,88,74,89,97,61,6,46,70,63,77,8,49,29,42,96,51,4,50,33,86,77,81,60,44,65,30,63,85,13,9,87,57,75,71,60,40
2,38,49,66,42,25,89,8,2,83,25,71,43,65,41,18,72,54,24,57,32,7,43,46,57,11,88,74,89,97,61,6,46,70,63,77,8,49,29,42,96,51,4,50,33,88,77,81,60,44,65,30,63,85,13,9,87,57,75,71,60,40
2,39,49,66,42,25,89,8,2,83,25,71,43,65,41,18,72,54,24,57,32,7,43,46,57,11,28,74,89,97,61,6,46,70,63,77,8,49,29,42,96,51,4,50,33,86,77,81,60,44,65,30,63,83,13,9,87,57,75,71,60,40
3,0,37,68,7,66,17,33,77,2,80,85,5,83,9,47,9,3,87,79,28,96,25,86,12,53,55,22,54,75,85,85,67,16,40,78,67,58,65,88,59,11,24,84,35,56,25,52,54,58,22,68,31,61,82,16,87,32,74,64,43,47
3,1,37,67,6,65,67,37,77,2,81,85,35,85,1,97,21,11,23,66,25,42,25,85,45,50,53,88,56,25,75,85,62,6,33,13,62,81,83,65,81,68,24,67,5,51,25,52,54,88,23,72,22,81,10,81,83,52,79,64,47,25
3,2,37,67,6,65,67,37,77,2,81,85,35,85,1,33,75,77,59,65,25,66,22,80,0,13,54,61,52,42,15,85,62,6,33,13,62,81,83,98,79,16,22,44,62,82,5,52,54,88,23,11,11,40,61,81,83,10,70,64,46,22
3,3,77,65,6,97,47,30,88,2,81,85,60,85,5,33,75,77,59,65,25,66,22,80,0,13,54,61,52,42,15,75,62,38,68,83,61,32,53,98,79,16,22,44,62,82,5,57,53,21,23,11,11,40,61,0,43,10,70,69,46,60
3,4,77,60,76,97,47,30,27,2,81,85,60,85,5,28,86,76,69,90,25,52,12,80,0,13,54,61,52,42,15,75,84,39,68,83,65,32,53,18,61,69,29,44,62,82,5,56,53,48,23,81,95,40,61,51,42,40,70,66,46,30
3,5,77,60,76,97,47,30,27,2,81,85,60,85,5,23,86,76,99,92,25,72,12,85,41,13,54,52,51,52,25,75,84,39,68,83,65,32,53,18,68,9,61,8,62,9,55,56,53,48,23,85,97,40,41,51,42,40,70,66,46,35
3,6,17,60,75,87,7,36,93,9,81,15,90,88,3,17,86,76,99,92,25,70,12,85,0,11,54,52,51,52,25,75,84,55,48,83,65,72,23,18,18,76,89,8,82,9,55,56,53,8,3,85,97,40,41,41,42,40,73,66,46,35
3,7,17,60,75,87,7,36,93,9,81,15,90,88,3,17,86,76,99,92,25,70,12,82,4,70,54,52,50,62,25,75,84,55,48,83,65,72,23,18,18,76,89,8,27,49,15,56,53,8,3,85,97,40,41,41,42,40,76,66,46,35
3,8,15,60,75,87,7,36,43,9,81,15,40,88,3,17,86,76,99,92,5,72,12,82,4,70,54,52,50,62,25,75,88,59,38,43,65,72,23,18,18,6,59,8,27,49,15,56,53,8,3,85,97,40,41,41,42,40,76,63,44,35
3,9,15,64,75,87,7,36,43,9,81,15,40,88,3,7,86,66,39,92,5,72,12,82,4,70,54,52,50,62,25,75,88,59,35,43,65,72,23,18,94,6,59,8,27,49,15,56,53,8,3,84,97,40,41,41,42,40,76,63,49,75
3,10,15,64,73,87,7,36,13,39,81,15,40,88,3,7,86,63,39,92,5,72,12,82,64,70,54,52,60,62,25,75,88,59,35,43,65,72,23,18,94,6,59,8,27,49,15,56,57,8,7,87,97,40,1,41,41,40,66,63,49,75
3,11,15,64,73,87,77,26,13,39,81,17,40,88,3,7,86,63,39,92,5,72,42,82,64,70,54,61,60,62,25,25,86,59,65,43,65,72,23,18,94,69,59,8,27,49,15,56,57,8,4,87,57,40,1,41,41,40,66,63,49,75
3,12,15,64,73,87,77,26,63,39,81,17,40,88,3,7,86,63,39,97,5,72,42,82,64,70,54,61,60,32,45,25,86,59,65,43,65,72,23,18,94,76,59,8,27,49,75,56,57,8,4,87,57,40,1,41,41,40,66,63,46,75
3,13,15,64,73,87,77,26,63,39,81,17,40,88,3,7,86,63,39,97,5,72,42,82,64,70,54,62,60,32,45,25,86,59,65,43,65,72,23,18,94,76,59,8,27,49,75,56,57,8,4,87,57,40,1,41,41,40,66,63,49,75
3,14,15,64,73,87,77,26,63,39,81,17,40,88,3,7,86,63,39,97,5,72,42,82,64,70,54,62,60,32,45,25,86,59,65,43,65,72,23,18,94,76,59,8,27,49,75,56,57,8,4,87,57,40,1,41,41,40,66,63,49,75
3,15,15,64,73,87,77,26,63,39,81,17,40,88,3,7,86,63,39,97,5,72,42,82,64,70,54,62,60,32,45,25,86,59,65,43,65,72,23,18,94,76,59,8,27,49,75,56,57,8,4,87,57,40,1,41,41,40,66,63,44,75
3,16,15,64,73,87,77,26,63,39,81,17,40,88,3,7,86,63,39,97,5,72,42,82,64,70,54,62,60,32,45,25,86,59,65,43,65,72,23,18,94,76,59,8,27,49,75,56,57,8,4,87,57,40,1,41,41,40,66,63,44,75
3,17,15,64,73,87,77,26,63,39,81,17,40,88,3,7,86,63,39,97,5,72,42,82,64,70,54,62,60,32,45,25,86,59,65,43,65,72,23,18,94,76,59,8,27,49,75,56,57,8,4,87,57,40,1,41,41,40,66,63,49,75
3,18,15,64,73,87,77,26,63,39,81,17,40,88,3,7,86,63,39,97,5,72,42,82,64,70,54,62,60,32,45,25,86,59,65,43,65,72,23,18,94,76,59,8,27,49,75,56,57,8,4,87,57,40,1,41,41,40,66,63,49,75
3,19,15,64,73,87,77,26,63,39,81,17,40,88,3,7,86,63,39,97,5,72,42,82,64,70,54,62,60,32,45,25,86,59,65,43,65,72,23,18,94,76,59,8,27,49,75,56,57,8,4,87,57,40,1,41,41,40,66,63,44,75
3,20,15,64,73,87,77,26,63,39,81,17,40,88,3,7,86,63,39,97,5,72,42,82,64,70,54,62,60,32,45,25,86,59,65,43,65,72,23,18,94,76,59,8,27,49,75,56,57,8,4,87,57,40,1,41,41,40,66,63,44,75
3,21,15,64,73,87,77,26,63,39,81,17,40,88,3,7,86,63,39,97,5,72,42,82,64,70,54,62,60,32,45,25,86,59,65,43,65,72,23,18,94,76,59,8,27,49,75,56,57,8,4,87,57,40,1,41,41,40,66,63,44,75
3,22,15,64,73,87,77,26,63,39,81,17,40,88,3,7,86,63,39,97,5,72,42,82,64,70,54,62,60,32,45,25,86,59,65,43,65,72,23,18,94,76,59,8,27,49,75,56,57,8,4,87,57,40,1,41,41,40,66,63,44,75
3,23,15,64,73,87,77,26,63,39,81,17,40,88,3,7,86,63,39,97,5,72,42,82,64,70,54,62,60,32,45,25,86,59,65,43,65,72,23,18,94,76,59,8,27,49,75,56,57,8,4,87,57,40,1,41,41,40,66,63,44,75
3,24,15,64,73,87,77,26,63,39,81,17,40,88,3,7,86,63,39,97,5,72,42,82,64,70,54,62,60,32,45,25,86,59,65,43,65,72,23,18,94,76,59,8,27,49,75,56,57,8,4,87,57,40,1,41,41,40,66,63,44,75
3,25,15,64,73,87,77,26,63,39,81,17,40,88,3,7,86,63,39,97,5,72,42,82,64,70,54,62,60,32,45,25,86,59,65,43,65,72,23,18,94,66,58,8,27,49,75,56,53,8,4,87,57,40,1,41,41,40,66,63,44,75
3,26,15,64,73,87,77,26,63,39,81,17,40,88,3,7,86,63,39,97,5,72,42,82,64,70,54,62,60,32,45,25,86,59,65,43,65,72,23,18,94,66,58,8,27,49,75,56,53,8,4,87,57,40,1,41,41,40,66,63,44,75
3,27,15,64,73,87,77,26,63,39,81,17,40,88,3,7,86,63,39,97,5,72,42,82,64,70,54,62,60,32,45,25,86,59,65,43,65,72,23,18,94,66,58,8,27,49,75,56,53,8,4,87,57,40,1,41,41,40,66,63,46,75
3,28,15,64,73,87,77,26,63,39,81,17,40,88,3,7,86,63,39,97,5,72,42,82,64,70,54,62,60,32,45,25,86,59,65,43,65,72,23,18,94,66,58,8,27,49,75,56,53,8,4,87,57,40,1,41,41,40,66,63,49,75
3,29,15,64,73,87,77,26,63,39,81,17,40,88,3,7,86,63,39,97,5,72,42,82,64,70,54,62,60,32,45,25,86,59,65,43,65,72,23,18,94,66,58,8,27,49,75,56,53,8,4,87,57,40,1,41,41,40,66,63,46,75
3,30,15,64,73,87,77,26,63,39,81,17,40,88,3,7,86,63,39,97,5,72,42,82,64,70,54,62,60,32,45,25,86,59,65,43,65,72,23,18,94,66,58,8,27,49,75,56,53,8,4,87,57,40,1,41,41,40,66,63,49,75
3,31,15,64,73,87,77,26,63,39,81,17,40,88,3,7,86,63,39,97,5,72,42,82,64,70,54,22,60,32,45,25,86,59,65,43,65,72,23,18,94,9,58,8,22,42,75,56,57,8,4,87,57,40,1,41,41,40,66,63,44,75
3,32,15,64,73,87,77,26,63,39,81,17,40,88,3,7,86,63,39,97,5,72,42,82,64,70,54,22,60,32,45,25,86,55,65,43,65,72,23,18,94,9,58,8,22,42,75,56,57,8,4,87,57,40,1,41,41,40,66,63,44,75
3,33,15,64,73,87,77,26,63,39,81,17,40,88,3,7,86,63,39,97,5,72,42,82,64,70,54,22,60,32,45,25,86,55,65,43,65,72,23,18,94,9,58,8,22,42,75,56,53,8,4,87,57,40,1,41,41,40,66,63,49,75
3,34,15,64,73,87,77,26,63,39,81,17,40,88,3,7,86,63,39,97,5,72,42,82,64,70,54,22,60,32,45,25,86,55,65,43,65,72,23,18,94,9,58,8,22,42,75,57,53,8,4,87,57,40,1,41,41,40,66,63,44,75
3,35,15,64,73,87,77,26,63,39,81,17,40,88,3,7,86,63,39,97,5,72,42,82,64,70,54,22,60,32,45,25,86,55,65,43,65,72,23,18,94,9,58,8,22,42,75,57,53,8,4,87,57,40,1,41,41,40,66,63,44,75
3,36,15,64,73,87,77,26,63,39,81,17,40,88,3,7,86,63,39,97,5,72,42,82,64,70,54,22,60,32,45,25,86,55,65,43,65,72,23,18,94,9,58,8,22,42,75,57,53,8,4,87,57,40,1,41,41,40,66,63,44,75
3,37,15,64,73,87,77,26,63,39,81,17,40,88,3,7,86,63,39,97,5,72,42,82,64,70,54,22,60,32,45,25,86,55,65,43,65,72,23,18,94,9,58,8,22,42,75,57,53,8,4,87,57,40,1,41,41,40,66,63,49,75
3,38,15,64,73,87,77,26,63,39,81,17,40,88,3,7,86,63,39,97,5,72,42,82,64,70,54,22,60,32,45,25,86,55,65,43,65,72,23,18,94,9,58,8,22,42,75,57,53,8,4,87,57,40,1,41,41,40,66,63,46,75
3,39,15,64,73,87,77,26,63,39,81,17,40,88,3,7,86,63,39,97,5,72,42,82,64,70,54,22,60,32,45,25,86,55,65,43,65,72,23,18,94,9,58,8,22,42,75,57,53,8,4,87,57,40,1,41,41,40,66,63,46,75
4,0,56,25,37,69,75,5,88,25,37,77,5,87,76,28,87,27,64,83,85,89,47,71,96,55,9,85,4,78,54,42,85,54,67,16,60,12,58,88,85,58,55,17,33,47,52,31,22,46,61,81,69,74,35,5,51,53,68,68,67,6
4,1,52,25,37,36,25,21,87,25,2,67,30,67,18,26,23,27,64,85,85,69,99,12,46,85,5,85,45,78,54,5,77,57,63,81,68,9,81,81,80,21,50,66,32,48,53,25,29,49,73,81,71,79,4,2,11,50,61,68,57,81
4,2,52,25,37,36,25,21,87,25,2,67,30,67,18,23,57,27,64,84,85,99,83,66,64,74,5,86,29,89,54,5,77,57,63,81,68,9,81,86,9,32,58,46,34,49,51,25,29,49,73,62,26,78,65,2,11,10,61,68,28,77
4,3,86,95,74,48,85,87,86,22,17,67,30,67,18,23,57,27,64,84,85,99,83,11,52,73,5,86,29,89,54,5,67,57,69,3,99,9,81,86,9,32,58,46,36,49,51,45,20,69,73,62,26,76,65,9,76,10,61,60,88,77
4,4,86,95,74,48,85,87,46,22,19,97,60,17,87,23,57,27,64,84,85,99,83,11,52,73,5,86,29,89,54,5,67,57,69,51,98,31,45,86,9,32,58,46,36,49,51,45,20,49,23,62,26,76,65,9,71,10,61,60,88,71
4,5,9,55,74,48,55,87,46,22,19,97,60,17,87,29,77,68,64,82,84,19,23,72,72,65,3,46,69,29,53,5,67,57,88,51,98,31,45,86,79,74,57,46,38,49,51,95,20,49,23,70,81,76,85,8,71,10,61,60,88,71
4,6,1,55,74,48,55,85,41,12,47,97,96,7,81,29,77,68,64,82,84,19,23,72,72,65,3,46,69,29,53,4,27,57,88,51,88,51,8,86,79,74,57,46,38,49,51,95,20,39,23,70,81,76,85,3,61,10,61,64,88,76
4,7,1,55,74,48,55,85,41,12,47,97,96,7,81,7,97,86,64,89,87,19,13,72,72,91,3,46,69,29,53,4,27,57,88,51,88,51,8,80,79,74,52,46,38,49,51,95,20,39,23,40,83,76,85,3,61,72,61,64,68,76
4,8,1,15,14,48,62,85,41,12,46,97,46,7,81,7,97,86,64,89,87,19,13,72,72,90,3,16,39,49,53,4,27,56,81,41,88,51,8,80,79,74,52,6,38,49,51,95,0,39,23,40,83,76,85,8,71,72,61,64,58,76
4,9,1,15,14,48,62,85,41,12,46,97,46,7,81,7,97,86,64,89,87,19,13,3,72,98,3,16,39,19,53,4,27,56,81,41,88,51,8,80,79,74,52,6,38,49,51,95,0,39,23,40,83,76,25,8,71,72,61,64,88,76
4,10,41,15,14,48,62,85,41,12,46,97,46,7,41,1,37,56,64,89,87,19,13,3,72,98,3,16,39,19,53,14,27,56,81,41,88,51,8,80,79,74,52,6,38,49,51,95,0,39,23,0,83,76,25,8,61,74,61,64,68,76
4,11,41,15,14,48,62,85,41,12,46,97,46,7,41,1,37,56,64,89,87,19,3,7,72,98,3,16,79,19,53,14,27,66,81,41,88,51,8,80,79,74,52,76,38,49,51,95,9,39,23,0,83,66,25,34,61,74,61,64,28,76
4,12,41,15,14,48,62,85,41,42,46,97,46,7,41,1,37,56,64,89,87,19,3,7,72,98,3,16,79,19,53,64,27,66,81,41,88,51,8,80,29,74,52,76,38,49,51,55,9,69,23,0,88,66,25,34,61,72,61,64,28,76
4,13,41,75,14,48,32,85,41,42,46,97,46,7,41,7,37,59,64,89,89,19,3,7,72,98,3,16,79,69,53,64,47,67,81,41,88,51,8,80,29,75,52,76,28,49,51,55,0,49,23,0,88,66,25,38,61,74,61,64,28,76
4,14,41,75,14,48,32,85,41,42,46,97,46,7,41,7,37,59,64,89,89,19,3,7,72,98,3,16,79,69,53,64,47,67,81,41,88,51,8,80,29,75,52,76,28,49,51,55,0,49,23,0,88,66,25,38,61,74,61,64,28,76
4,15,41,75,14,48,32,85,41,42,46,97,46,7,41,7,37,59,64,89,89,19,3,7,72,98,3,16,79,69,53,64,47,67,81,41,88,51,8,80,29,74,52,76,28,49,51,55,0,49,23,0,88,66,25,38,61,74,61,64,68,76
4,16,41,75,14,48,32,85,41,42,46,97,46,7,41,7,37,59,64,89,89,19,3,7,72,98,3,16,79,69,53,64,47,67,81,41,88,51,8,80,29,74,52,76,28,49,51,55,0,49,23,0,88,66,25,38,61,74,61,64,58,76
4,17,41,75,14,48,32,85,41,42,46,97,46,7,41,7,37,59,64,89,89,19,3,7,72,98,3,16,79,69,53,64,47,67,81,41,88,51,8,80,29,74,52,76,28,49,51,55,0,49,23,0,88,66,25,38,61,74,61,64,58,76
4,18,41,75,14,48,32,85,41,42,46,97,46,7,41,7,37,59,64,89,89,19,3,7,72,98,3,16,79,69,53,64,47,67,81,41,88,51,8,80,29,74,52,76,28,49,51,55,0,49,23,0,88,66,25,38,61,74,61,64,58,76
4,19,41,75,14,48,32,85,41,42,46,97,46,7,41,7,37,59,64,89,89,19,3,7,72,98,3,16,79,69,53,64,47,67,81,41,88,51,8,88,29,74,52,76,28,49,51,55,0,49,23,0,88,66,25,38,61,72,61,64,88,76
4,20,41,75,14,48,32,85,41,42,46,97,46,7,41,7,37,59,64,89,89,19,3,7,72,98,3,16,79,69,53,64,47,67,81,41,88,51,8,88,29,74,52,76,28,49,51,55,0,49,23,0,88,66,25,38,61,72,61,64,88,76
4,21,41,75,14,48,32,85,41,42,46,97,46,7,41,7,37,59,64,89,89,19,3,7,72,98,3,16,79,69,53,64,47,67,81,41,88,51,8,82,29,74,52,76,28,49,51,55,0,49,23,0,88,66,25,38,61,74,61,64,68,76
4,22,41,75,14,48,32,85,41,42,46,97,46,7,41,4,37,59,64,89,89,19,3,7,72,98,3,16,79,69,53,64,47,67,81,41,88,51,8,88,29,74,52,76,28,49,51,55,0,49,23,0,88,66,25,38,61,74,61,64,68,76
4,23,41,75,14,48,32,85,41,42,46,97,46,7,41,4,37,59,64,89,89,19,3,7,72,98,3,16,79,69,53,64,47,67,81,41,88,51,8,88,29,74,52,76,28,49,51,55,0,39,23,0,88,66,25,38,61,74,61,64,68,76
4,24,41,75,14,48,32,85,41,42,46,97,46,7,41,4,37,59,64,89,89,19,3,7,72,98,3,16,79,69,53,64,47,67,81,41,88,51,8,88,29,74,52,76,28,49,51,55,0,39,23,0,88,66,25,38,61,74,61,64,68,76
4,25,41,75,14,48,32,85,41,42,46,97,46,7,41,4,37,59,64,89,89,19,3,7,72,98,3,16,79,69,53,64,47,67,81,41,88,51,8,88,29,74,52,76,28,49,51,55,0,39,23,0,88,66,25,38,61,74,61,64,68,76
4,26,41,75,14,48,32,85,41,42,46,97,46,7,41,4,37,59,64,89,89,19,3,7,72,98,3,16,79,69,53,64,47,67,81,41,88,51,8,88,29,74,52,76,28,49,51,55,0,39,23,0,88,66,25,38,61,74,61,64,68,76
4,27,41,75,14,48,32,85,41,42,46,97,46,7,41,4,37,59,64,89,89,19,3,7,72,98,3,16,79,69,53,64,47,67,81,41,88,51,8,88,29,74,52,76,28,49,51,55,0,39,23,0,88,66,25,34,61,74,61,64,68,76
4,28,41,75,14,48,32,85,41,42,46,97,46,7,41,4,37,59,64,89,89,19,3,7,72,98,3,16,79,69,53,64,47,67,81,41,88,51,8,88,29,74,52,76,28,49,51,55,0,39,23,0,88,66,25,34,61,74,61,64,58,76
4,29,41,75,14,48,32,85,41,42,46,97,46,7,41,4,37,59,64,89,89,19,3,7,72,98,3,16,79,69,53,64,47,67,81,41,88,51,8,88,29,74,52,76,28,49,51,55,0,39,23,0,88,66,25,34,61,74,61,64,58,76
4,30,41,75,14,48,32,85,41,42,46,97,46,7,41,4,37,59,64,89,89,19,3,7,72,98,3,16,79,69,53,64,47,67,81,41,88,51,8,88,29,74,52,76,28,49,51,55,0,39,23,0,88,66,25,34,61,72,61,64,88,76
4,31,41,75,14,48,32,85,41,42,46,97,46,7,41,4,37,59,64,89,89,19,3,7,72,98,3,16,79,69,53,64,47,67,81,41,88,51,8,88,29,74,52,76,28,49,51,55,0,39,23,0,88,66,25,34,61,72,61,64,88,76
4,32,41,75,14,48,32,85,41,42,46,97,46,7,41,4,37,59,64,89,89,19,3,7,72,98,3,16,79,69,53,64,47,67,81,41,88,51,8,88,29,74,52,76,28,49,51,55,0,39,23,0,88,66,25,34,61,74,61,64,88,76
4,33,41,75,14,48,32,85,41,42,46,97,46,7,41,1,37,59,64,89,89,19,3,17,72,98,3,16,79,69,53,64,47,67,81,41,88,51,8,82,29,74,52,76,28,49,51,55,0,39,23,0,88,66,25,34,61,72,61,64,68,76
4,34,41,75,14,48,32,85,41,42,46,97,46,7,41,1,37,59,64,89,89,19,3,17,72,98,3,16,79,69,53,64,47,67,81,41,88,51,8,82,29,74,52,76,28,49,51,55,0,39,23,0,88,66,25,34,61,74,61,64,58,76
4,35,41,75,14,48,32,85,41,42,46,97,46,7,41,1,37,59,64,89,89,19,3,17,72,98,3,16,79,69,53,64,47,67,81,41,88,51,8,82,29,74,52,76,28,49,51,55,0,39,23,0,88,66,25,34,61,74,61,64,58,76
4,36,41,75,14,48,32,85,41,42,46,97,46,7,41,1,37,59,64,89,89,19,3,17,72,98,3,16,79,69,53,64,47,67,81,41,88,51,8,82,29,74,52,76,28,49,51,55,0,49,23,0,88,66,25,34,61,74,61,64,58,76
4,37,41,75,14,48,32,85,41,42,46,97,46,7,41,1,37,59,64,89,89,19,3,17,72,98,3,16,79,69,53,64,47,67,81,41,88,51,8,82,29,74,52,76,28,49,51,55,0,69,23,0,88,66,25,34,61,74,61,64,58,76
4,38,41,75,14,48,32,85,41,42,46,97,46,7,41,1,37,59,64,89,89,19,3,17,72,98,3,16,79,69,53,64,47,67,81,41,88,51,8,82,29,74,52,76,28,49,51,55,0,69,23,0,88,66,25,34,61,74,61,64,58,76
4,39,41,75,14,48,32,85,41,42,46,97,46,7,41,1,37,59,64,89,89,19,3,17,72,98,3,16,79,69,53,64,47,67,81,41,88,51,8,82,29,74,52,76,28,49,51,55,0,69,23,0,88,66,25,34,61,74,61,64,88,76
