Run,Iteration,agent-0,agent-1,agent-2,agent-3,agent-4,agent-5,agent-6,agent-7,agent-8,agent-9,agent-10,agent-11,agent-12,agent-13,agent-14,agent-15,agent-16,agent-17,agent-18,agent-19,agent-20,agent-21,agent-22,agent-23,agent-24,agent-25,agent-26,agent-27,agent-28,agent-29,agent-30,agent-31,agent-32,agent-33,agent-34,agent-35,agent-36,agent-37,agent-38,agent-39,agent-40,agent-41,agent-42,agent-43,agent-44,agent-45,agent-46,agent-47,agent-48,agent-49,agent-50,agent-51,agent-52,agent-53,agent-54,agent-55,agent-56,agent-57,agent-58,agent-59,agent-60,agent-61,agent-62,agent-63,agent-64,agent-65,agent-66,agent-67,agent-68,agent-69,agent-70,agent-71,agent-72,agent-73,agent-74,agent-75,agent-76,agent-77,agent-78,agent-79,agent-80,agent-81,agent-82,agent-83,agent-84,agent-85,agent-86,agent-87,agent-88,agent-89
1,26,39,46,84,18,95,35,29,43,25,25,21,9,23,39,29,66,68,35,99,43,47,52,2,58,88,64,14,74,43,19,95,77,48,74,99,9,98,72,93,55,81,84,45,1,83,72,49,32,94,40,86,22,72,61,9,5,58,21,7,30,98,55,76,98,55,91,69,81,61,59,16,15,49,47,68,21,84,94,44,85,85,28,79,82,29,51,76,84,10,96
1,27,39,46,84,18,95,35,29,43,25,25,21,9,23,39,29,66,68,35,99,43,47,52,2,58,88,64,14,74,43,19,95,77,48,74,99,9,98,72,93,55,81,84,45,1,83,72,49,32,94,40,86,22,72,61,9,5,58,21,7,30,98,55,76,98,55,91,69,81,61,59,16,15,49,47,68,21,84,94,44,85,85,28,79,82,29,51,76,85,10,96
1,28,39,46,84,18,95,35,29,43,25,25,21,9,23,39,29,66,68,35,99,43,47,52,2,58,88,64,14,74,43,19,95,77,48,74,99,9,98,72,93,55,81,84,45,1,83,72,49,32,94,40,86,22,72,61,9,5,58,21,7,30,98,55,76,98,55,91,69,81,61,59,16,15,49,47,68,21,84,94,44,85,85,28,79,82,29,51,76,85,10,90
1,29,39,46,84,18,95,35,29,43,25,25,21,9,23,39,29,66,68,35,99,43,47,52,2,56,88,64,14,74,43,19,95,77,48,74,99,9,98,72,93,55,81,84,45,1,83,72,49,32,94,40,86,22,72,61,9,5,58,21,7,30,98,55,76,98,55,91,69,81,61,59,16,15,49,47,68,21,84,94,44,85,85,24,79,82,29,51,76,85,10,90
1,30,39,46,84,18,95,35,29,43,25,25,21,9,23,39,29,66,68,35,99,43,47,52,2,56,88,64,14,74,43,19,95,77,48,74,99,9,98,72,93,55,81,84,45,1,83,72,49,32,94,40,86,22,72,61,9,5,58,21,7,30,98,55,76,98,55,91,69,81,61,59,16,15,49,47,68,21,84,94,44,85,85,24,79,82,29,51,76,85,10,90
1,31,39,46,84,18,95,35,29,43,25,25,21,9,23,39,29,66,68,35,99,43,47,52,2,56,88,64,14,74,43,19,95,77,48,74,99,9,98,72,93,55,81,84,45,1,83,72,49,32,94,40,86,22,72,61,9,5,58,21,7,30,98,55,76,98,55,91,69,81,61,59,16,15,49,47,68,21,84,94,44,85,85,24,79,82,29,51,76,84,10,90
1,32,39,46,84,18,95,35,29,43,25,25,21,9,23,39,29,66,68,35,99,43,47,52,2,56,88,64,14,74,43,19,95,77,48,74,99,9,98,72,93,55,81,84,45,1,83,72,49,32,94,40,86,22,72,61,9,5,58,21,7,30,98,55,76,98,55,91,69,81,61,59,16,15,49,47,68,21,84,94,44,85,85,24,79,82,29,51,76,84,10,90
1,33,39,46,84,18,95,35,29,43,25,25,21,9,23,39,29,66,68,35,99,43,47,52,2,56,88,64,14,74,43,19,95,77,48,74,99,9,98,72,93,55,81,84,45,1,83,72,49,32,94,40,86,22,72,61,9,5,58,21,7,30,98,55,76,98,55,91,69,81,61,59,16,15,49,47,68,21,84,94,44,85,85,24,79,82,29,51,76,84,10,96
1,34,39,46,84,18,95,35,29,43,25,25,21,9,23,39,29,66,68,35,99,43,47,52,2,56,88,64,14,74,43,19,95,77,48,74,99,9,98,72,93,55,81,84,45,1,83,72,49,32,94,40,86,22,72,61,9,5,58,21,7,30,98,55,76,98,55,91,69,81,61,59,16,15,49,47,68,21,84,92,44,85,85,24,79,82,29,51,76,84,10,96
1,35,39,46,84,18,95,35,29,43,25,25,21,9,23,39,29,66,68,35,99,43,47,52,2,56,88,64,14,74,43,19,95,77,48,74,99,9,98,72,93,55,81,84,45,1,83,72,49,32,94,40,86,22,72,61,9,5,58,21,7,30,98,55,76,98,55,91,69,81,61,59,16,15,49,47,68,21,84,92,44,85,85,24,79,82,29,51,76,84,10,96
1,36,39,46,84,18,95,35,29,43,25,25,21,9,23,39,29,66,68,35,99,43,47,52,2,56,88,64,14,74,43,19,95,77,48,74,99,9,98,72,93,55,81,84,45,1,83,72,49,32,94,40,86,22,72,61,9,5,58,21,7,30,98,55,76,98,55,91,69,81,61,59,16,15,49,47,68,21,84,92,44,85,85,24,79,82,29,51,76,85,10,90
1,37,39,46,84,18,95,35,29,43,25,25,21,9,23,39,29,66,68,35,99,43,47,52,2,56,88,64,14,74,43,19,95,77,48,74,99,9,98,72,93,55,81,84,45,1,83,72,49,32,94,40,86,22,72,61,9,5,58,21,7,30,98,55,76,98,55,91,69,81,61,59,16,15,49,47,68,21,84,92,44,85,85,24,79,82,29,51,76,85,10,90
1,38,39,46,84,18,95,35,29,43,25,25,21,9,23,39,29,66,68,35,99,43,47,52,2,56,88,64,14,74,43,19,95,77,48,74,99,9,98,72,93,55,81,84,45,1,83,72,49,32,94,40,86,22,72,61,9,5,58,21,7,30,98,55,76,98,55,91,69,81,61,59,16,15,49,47,68,21,84,92,44,85,85,24,79,82,29,51,76,84,10,90
1,39,39,46,84,18,95,35,29,43,25,25,21,9,23,39,29,66,68,35,99,43,47,52,2,56,88,64,14,74,43,19,95,77,48,74,99,9,98,72,93,55,81,84,45,1,83,72,49,32,94,40,86,22,72,61,9,5,58,21,7,30,98,55,76,98,55,91,69,81,61,59,16,15,49,47,68,21,84,92,44,85,85,28,79,82,29,51,76,84,10,96
2,0,71,14,18,48,94,79,99,70,81,74,25,66,2,0,26,92,26,53,28,13,32,13,20,9,4,24,55,28,48,32,37,87,68,89,46,69,33,1,58,53,60,13,9,54,49,24,34,81,94,19,28,72,63,65,21,74,63,84,66,38,42,79,49,5,74,99,52,76,97,93,49,72,78,79,97,35,30,54,92,51,85,69,17,37,49,87,87,64,17,44
2,1,49,17,65,52,92,76,97,78,85,66,29,66,10,92,23,32,27,73,25,19,38,18,74,8,0,22,58,28,48,32,37,87,68,89,46,69,33,1,58,53,60,13,9,34,79,28,39,33,36,46,25,77,64,67,99,79,57,89,64,38,42,79,49,5,74,99,52,40,82,3,44,76,30,70,70,35,30,54,92,1,83,69,78,37,49,82,86,64,17,45
2,2,74,15,22,54,96,76,90,73,85,9,24,66,10,92,23,32,27,73,25,19,38,18,74,8,0,22,58,28,41,32,35,88,30,17,46,19,33,3,56,28,67,13,9,25,19,29,36,9,33,28,95,77,64,67,99,79,57,89,64,92,78,79,39,80,65,98,52,40,83,23,83,76,30,70,70,33,45,56,13,5,7,69,78,79,43,80,86,1,11,45
2,3,42,13,5,44,91,76,92,74,85,4,28,6,60,29,23,20,29,26,20,6,37,17,83,98,7,39,59,28,41,32,35,88,30,17,46,19,33,3,56,28,67,13,9,28,10,24,37,54,26,68,95,78,14,63,99,74,36,82,64,92,78,79,39,80,65,98,52,36,80,23,84,59,80,5,10,33,45,56,13,2,4,66,88,79,43,80,81,1,4,47
2,4,43,10,2,44,83,76,90,71,87,6,22,6,60,29,23,20,29,26,20,6,37,17,83,98,7,39,59,25,45,43,38,88,31,96,73,19,33,3,56,28,67,13,9,28,39,29,36,53,26,65,75,78,14,63,99,74,36,82,64,53,62,62,99,80,65,98,52,37,72,73,94,59,80,5,10,33,11,56,13,23,4,66,88,29,43,80,81,51,70,37
2,5,43,10,2,44,83,76,90,71,87,6,22,6,60,29,23,20,29,26,20,6,37,17,83,98,7,39,59,24,43,53,18,88,34,2,76,39,43,9,36,98,3,13,29,28,39,29,36,53,26,65,75,78,14,63,99,74,36,82,64,52,83,64,19,50,51,92,2,37,72,73,94,59,80,5,10,33,11,57,43,23,4,66,88,49,43,80,81,51,70,37
2,6,43,10,2,44,83,76,90,71,87,6,22,9,89,29,34,20,23,26,70,6,37,17,83,98,7,39,59,24,43,53,18,88,34,2,76,39,43,9,36,98,3,13,29,28,39,29,36,53,26,65,75,70,74,61,43,74,36,82,64,52,83,64,19,50,51,92,2,37,72,73,94,40,40,5,10,33,11,57,43,23,4,64,88,49,43,80,51,51,98,37
2,7,43,10,35,44,83,36,92,72,27,26,20,9,89,29,34,20,23,26,70,36,37,77,30,98,3,99,59,24,43,53,18,88,34,2,76,39,43,9,36,98,3,13,29,27,39,26,37,61,76,85,65,70,74,61,43,78,85,85,63,52,83,64,19,50,51,92,2,37,72,33,95,40,40,55,80,33,11,57,43,21,4,64,81,49,43,80,58,51,98,37
2,8,43,10,35,44,83,36,92,72,27,26,20,9,89,29,34,10,23,26,70,96,37,72,63,78,75,99,59,24,43,53,18,88,34,2,76,39,43,9,36,98,3,13,29,27,39,26,37,61,76,85,65,70,74,61,46,17,85,80,68,52,83,64,19,50,51,92,2,37,72,33,95,40,48,95,80,33,11,57,43,21,4,64,81,49,43,80,58,51,95,37
2,9,43,10,35,44,83,36,92,72,27,26,20,9,89,29,34,10,23,26,70,96,37,72,63,78,75,99,59,24,43,55,18,32,14,2,96,42,53,9,36,78,3,13,29,27,39,26,37,61,76,85,65,70,74,61,46,17,85,80,68,52,86,17,9,50,51,92,2,37,72,33,95,40,48,95,80,33,11,57,43,21,4,64,81,49,43,80,58,51,95,37
2,10,43,10,35,44,83,36,92,72,27,26,20,9,39,59,34,10,23,26,70,96,37,72,63,78,75,99,59,24,43,55,18,32,14,2,96,42,53,9,36,78,3,13,29,27,39,26,37,61,76,85,65,20,4,61,46,47,86,80,68,52,86,17,9,50,51,92,2,37,72,33,95,40,40,95,80,33,11,57,43,21,4,64,41,49,43,80,58,51,45,37
2,11,53,10,73,44,83,36,92,71,47,26,20,9,39,59,34,10,24,26,70,96,37,72,63,48,73,99,59,24,43,55,18,32,14,2,96,42,53,9,36,78,3,13,29,27,39,26,36,61,56,85,65,20,4,61,46,47,86,80,68,52,86,17,9,50,51,92,2,37,72,33,95,45,40,95,80,33,11,57,43,21,24,64,41,49,43,81,58,51,48,37
2,12,53,10,73,44,83,36,92,71,47,26,20,9,39,59,34,10,24,26,70,96,37,72,63,48,73,99,59,24,43,55,18,32,14,2,96,42,53,9,36,78,8,13,29,27,39,26,36,61,56,85,65,20,4,61,46,47,86,80,68,52,86,17,9,50,51,92,72,37,72,33,95,45,40,95,80,33,11,57,43,21,24,64,41,49,43,81,58,51,48,37
2,13,53,10,73,44,83,36,92,71,47,26,20,9,39,59,34,10,24,26,70,96,37,72,63,48,43,99,59,74,43,5,18,32,14,42,96,42,53,9,96,78,8,13,29,27,39,26,36,61,56,85,65,20,54,61,86,47,86,81,68,52,86,17,9,10,23,92,72,37,72,33,95,47,40,95,80,33,11,27,63,21,24,64,41,49,43,85,58,51,48,37
2,14,53,80,73,44,83,36,92,71,47,26,20,9,39,59,34,10,31,26,70,96,37,72,62,48,86,99,59,74,43,5,18,38,54,42,96,42,53,9,96,79,8,13,29,27,39,26,36,61,56,88,65,20,94,61,86,47,86,80,68,52,96,16,9,10,23,92,72,37,72,33,95,47,40,95,80,33,11,27,93,21,24,64,41,49,43,81,58,51,45,37
2,15,53,80,73,44,83,36,92,71,47,26,20,9,39,59,34,10,31,26,70,96,37,72,62,48,85,99,59,74,43,5,18,38,54,42,96,42,53,9,96,79,8,13,29,28,39,26,36,61,56,88,65,20,94,61,86,47,88,81,68,52,96,16,9,10,23,92,72,57,72,33,95,47,40,95,80,33,11,27,93,21,24,64,56,49,43,85,58,51,45,37
2,16,53,80,73,44,83,36,92,71,47,26,20,9,39,59,34,10,31,26,70,96,35,72,62,48,85,99,59,74,43,5,18,5,54,42,96,42,53,9,96,79,8,13,29,28,39,26,36,61,56,88,65,20,94,61,86,47,88,81,68,42,96,16,9,10,23,92,72,57,72,33,95,47,40,95,80,93,11,27,93,21,24,64,56,42,43,85,58,51,45,37
2,17,53,80,73,49,83,36,92,71,47,26,20,19,39,59,84,10,31,26,70,96,35,72,62,48,85,99,59,74,43,5,18,5,54,42,96,42,53,9,96,79,8,13,29,28,39,26,36,23,56,85,65,20,94,61,86,47,88,81,68,42,96,16,9,10,23,92,72,57,72,33,95,87,40,95,80,93,11,27,93,21,24,64,56,42,43,85,58,51,45,37
2,18,53,80,73,49,83,36,92,71,47,26,20,19,39,59,84,10,31,26,70,96,35,72,62,48,85,99,59,74,43,5,88,5,54,42,96,42,83,9,96,79,8,13,29,28,39,26,37,23,56,85,65,20,94,61,86,47,18,81,68,42,96,16,9,10,23,92,72,57,72,33,95,87,40,96,80,93,11,57,93,21,24,64,56,42,43,81,50,51,45,7
2,19,53,80,73,49,83,36,92,71,47,26,20,19,39,59,84,10,31,26,70,96,35,72,62,48,85,99,59,74,43,5,88,5,54,42,96,42,83,9,96,79,8,83,29,28,39,26,37,23,56,85,65,20,94,61,86,47,17,81,68,42,96,16,9,10,23,92,72,57,72,33,95,87,40,94,80,93,11,27,43,21,24,64,56,42,43,81,58,51,45,7
2,20,53,80,73,49,83,36,92,71,47,36,20,19,39,59,84,10,31,26,70,96,35,72,60,48,85,99,59,74,43,5,88,5,54,42,96,2,93,9,96,79,8,83,29,28,39,26,37,21,56,85,15,20,94,61,86,47,18,81,68,42,96,16,9,10,23,92,72,57,72,33,95,87,40,94,80,93,61,27,43,21,24,64,96,49,43,81,58,51,48,7
2,21,53,70,73,49,83,36,92,71,47,46,20,19,39,59,84,10,31,26,90,96,35,72,60,48,85,99,59,74,43,5,88,5,54,42,96,2,3,9,96,79,8,83,29,28,39,26,37,21,56,85,15,20,94,61,86,87,18,81,68,42,96,16,9,10,23,92,72,57,72,33,95,87,40,94,80,93,61,27,13,21,64,64,96,42,43,81,58,51,45,7
2,22,53,70,73,59,83,36,92,71,47,46,20,19,39,59,84,10,31,26,90,96,35,72,60,28,86,99,59,74,43,5,88,5,54,42,96,2,3,9,96,79,8,83,29,48,39,26,37,21,56,85,15,20,94,61,86,87,18,81,68,42,96,16,9,10,23,92,72,57,72,43,95,87,40,94,80,93,61,27,13,21,64,64,96,49,43,81,50,51,48,7
2,23,53,70,73,59,83,36,92,71,47,46,20,79,39,59,84,10,31,26,90,96,35,72,60,28,86,99,59,74,43,5,88,5,54,42,96,2,3,9,96,79,8,83,29,48,39,26,37,21,56,88,15,20,24,61,86,87,18,81,68,42,96,16,69,10,23,92,72,57,72,43,95,87,40,94,80,93,61,27,13,21,64,64,96,42,43,81,58,51,45,7
2,24,53,70,73,59,83,36,92,71,47,46,20,79,39,59,84,10,31,26,90,96,35,72,60,28,86,99,59,74,43,5,88,5,54,42,96,2,3,9,96,79,8,83,29,48,39,26,37,21,56,88,15,20,24,61,86,87,18,81,68,42,96,17,69,10,23,92,72,57,72,43,95,87,40,94,80,93,61,27,13,21,64,64,96,49,43,81,58,51,48,7
2,25,53,70,73,59,83,36,92,71,47,46,20,79,39,59,84,10,31,26,90,96,35,72,60,28,86,99,59,74,43,5,88,5,54,42,96,2,3,9,96,79,8,83,29,48,39,26,37,21,56,88,15,20,24,61,86,87,18,81,68,42,96,17,69,10,23,92,72,57,72,43,95,87,40,94,80,93,61,27,13,21,64,64,96,49,43,81,58,51,48,7
2,26,53,70,73,59,83,36,92,71,47,46,20,79,39,59,84,10,31,26,90,96,35,72,60,28,86,99,59,74,43,5,88,5,54,42,96,2,3,9,96,79,8,83,29,48,39,26,37,21,56,88,15,20,24,61,86,87,18,81,68,42,96,17,69,10,23,92,72,57,72,43,95,87,40,94,80,93,61,27,13,21,64,64,96,49,43,81,58,51,48,7
2,27,53,70,73,59,83,36,92,71,47,46,20,79,39,59,84,10,31,26,90,96,35,72,60,28,86,99,59,74,43,5,88,5,54,42,96,2,3,9,96,79,8,83,29,48,39,26,37,21,56,88,15,20,24,61,86,87,18,81,68,42,96,17,69,10,23,92,72,57,72,43,95,87,40,94,80,93,61,27,13,21,64,64,96,49,43,81,58,51,48,7
2,28,53,70,73,59,83,36,92,71,47,46,20,79,39,59,84,10,31,26,90,96,35,72,60,28,86,99,59,74,43,5,88,5,54,42,96,2,3,9,96,79,8,83,29,48,39,26,37,21,56,88,15,20,24,61,86,87,18,81,68,42,96,17,69,10,23,92,72,57,72,43,95,87,40,94,80,93,61,27,13,21,64,64,96,49,43,81,58,51,45,7
2,29,53,70,73,59,83,36,92,71,47,46,20,79,39,59,84,10,31,26,90,96,35,72,60,28,86,99,59,74,43,5,88,3,54,42,96,2,3,9,96,79,8,83,29,48,39,26,37,21,56,88,15,20,24,61,86,87,18,81,68,42,96,14,69,10,23,92,72,57,72,43,95,87,40,94,80,93,61,27,13,21,64,64,96,42,43,81,58,51,45,7
2,30,53,70,73,59,83,36,92,71,47,46,20,79,39,59,84,10,31,26,90,96,35,72,60,28,86,99,59,74,43,5,82,3,54,42,96,2,3,9,96,79,8,83,29,48,39,26,37,21,56,88,15,20,24,61,86,87,18,81,68,42,96,14,69,10,23,92,72,57,72,43,95,87,40,94,80,93,61,27,13,21,64,64,96,49,43,81,58,51,45,7
2,31,53,70,73,59,83,36,92,71,47,46,20,79,39,59,84,10,31,26,90,96,35,72,60,28,86,99,59,74,43,5,82,3,54,42,96,2,3,9,96,79,8,83,29,48,39,26,37,21,56,88,15,20,24,61,86,87,18,81,68,42,96,14,69,10,23,92,72,57,72,43,95,87,40,94,80,93,61,27,13,21,64,64,96,49,43,81,58,51,45,7
2,32,53,70,73,59,83,36,92,71,47,46,20,79,39,59,84,10,31,26,90,96,35,72,60,28,86,99,59,74,43,5,82,3,54,42,96,2,3,9,96,79,8,83,29,48,39,26,37,21,56,85,15,20,24,61,86,87,18,81,68,42,96,18,69,10,23,92,72,57,72,43,95,87,40,94,80,93,61,27,13,21,64,64,96,49,43,81,50,51,48,7
2,33,53,70,73,59,83,36,92,71,47,46,20,79,39,59,84,10,31,26,90,96,35,72,60,28,86,99,59,74,43,5,82,3,54,42,96,2,3,9,96,79,8,83,29,48,39,26,37,21,56,85,15,20,24,61,86,87,18,81,68,42,96,18,69,10,23,92,72,57,72,43,95,87,40,94,80,93,61,27,13,21,64,64,96,49,43,81,50,51,45,7
2,34,53,70,73,59,83,36,92,71,47,46,20,79,39,59,84,10,31,26,90,96,35,72,60,28,86,99,59,74,43,5,82,3,54,42,96,2,3,9,96,79,8,83,29,48,39,26,37,21,56,85,15,20,24,61,86,87,18,81,68,42,96,18,69,10,23,92,72,57,72,43,95,87,40,94,80,93,61,27,13,21,64,64,96,42,43,81,50,51,45,7
2,35,53,70,73,59,83,36,92,71,47,46,20,79,39,59,84,10,31,26,90,96,35,72,60,28,86,99,59,74,43,5,82,3,54,42,96,2,3,9,96,79,8,83,29,48,39,26,37,21,56,85,15,20,24,61,86,87,18,81,68,42,96,18,69,10,23,92,72,57,72,43,95,87,40,94,80,93,61,27,13,21,64,64,96,42,43,81,50,51,45,7
2,36,53,70,73,59,83,36,92,71,47,46,20,79,39,59,84,10,31,26,90,96,35,72,60,28,86,99,59,74,43,5,82,3,54,42,96,2,3,9,96,79,8,83,29,48,39,26,37,21,56,85,15,20,24,61,86,87,18,81,68,42,96,18,69,10,23,92,72,57,72,43,95,87,44,94,80,93,61,27,13,21,64,64,96,42,43,81,58,51,48,7
2,37,53,70,73,59,83,36,92,71,47,46,20,79,39,59,84,10,31,26,90,96,35,72,60,28,86,99,59,74,43,5,82,3,54,42,96,2,3,9,96,79,8,83,29,48,39,26,37,21,56,85,15,20,24,61,86,87,18,81,68,42,96,18,69,10,23,92,72,57,72,43,95,87,44,94,80,93,61,27,13,21,64,64,96,42,43,81,58,51,48,7
2,38,53,70,73,59,83,36,92,71,47,46,20,79,39,59,84,10,31,26,90,96,35,72,60,28,86,99,59,74,43,5,82,3,54,42,96,2,3,9,96,79,8,83,29,48,39,26,37,21,56,85,15,20,24,61,86,87,18,81,68,42,96,18,69,10,23,92,72,57,72,43,95,87,44,94,80,93,61,27,13,21,64,64,96,42,43,81,58,51,45,7
2,39,53,70,73,59,83,36,92,71,47,46,20,79,39,59,84,10,31,26,90,96,35,72,60,28,86,99,59,74,43,5,82,3,54,42,96,2,3,9,96,79,8,83,29,48,39,26,37,21,56,85,15,20,24,61,86,87,18,81,68,42,96,17,69,10,23,92,72,57,72,43,95,87,44,94,80,93,61,27,13,21,64,64,96,49,43,81,58,51,45,7
3,0,28,4,9,49,21,99,94,5,66,81,24,74,55,74,13,32,24,76,66,32,61,64,42,55,2,19,81,49,6,49,48,33,78,90,48,39,84,93,92,16,79,29,69,72,1,33,92,89,97,61,53,74,34,50,75,81,71,40,13,39,65,12,55,86,48,31,70,13,37,19,21,28,63,78,87,55,60,65,18,99,34,27,58,87,23,65,46,14,23,23
3,1,25,0,5,79,99,97,96,25,69,31,1,79,3,77,18,32,22,40,66,33,63,26,52,59,10,40,83,49,6,49,48,33,78,90,48,39,84,93,92,16,79,29,69,1,4,37,32,82,70,54,35,66,39,37,75,85,44,44,44,39,65,12,55,86,48,31,70,17,52,17,29,76,63,38,88,55,60,65,18,94,51,28,52,87,23,26,46,14,26,27
3,2,95,4,8,16,92,93,95,81,64,5,23,79,3,77,18,32,22,40,66,33,63,26,52,59,10,40,83,47,6,39,84,33,1,33,44,97,85,23,82,76,76,29,72,14,2,33,39,88,69,65,24,66,39,37,75,85,44,44,44,31,5,79,57,86,47,32,74,16,7,11,26,76,63,38,88,5,60,64,28,91,49,28,52,15,27,36,46,11,29,28
3,3,98,1,99,19,90,93,95,54,65,52,58,79,3,77,18,32,22,40,66,33,63,26,52,59,10,40,83,47,6,39,84,33,1,33,44,97,85,23,82,76,76,29,72,91,6,37,20,80,11,56,29,66,39,37,75,85,44,44,44,31,5,79,57,86,47,32,74,14,74,14,28,76,63,38,88,5,60,64,28,92,14,28,52,15,27,36,46,11,24,28
3,4,98,1,99,19,90,93,95,54,65,52,58,79,4,78,19,33,39,31,6,44,66,4,62,56,66,68,7,47,6,39,84,33,1,33,44,97,85,23,82,76,76,29,72,91,6,37,20,80,11,56,29,6,37,13,5,85,72,42,67,31,5,79,57,86,47,32,74,14,74,14,28,82,10,80,81,5,60,64,28,92,14,23,57,15,27,36,77,11,24,28
3,5,98,1,99,19,90,93,95,54,65,52,58,79,4,78,19,33,39,31,6,44,66,4,62,56,66,68,7,43,55,97,94,33,27,26,50,97,85,78,78,7,77,29,72,91,6,37,20,80,11,56,29,6,37,13,5,85,72,42,67,68,91,87,57,86,47,36,74,14,74,14,28,82,10,80,81,25,3,68,7,92,14,23,57,5,27,36,77,67,24,28
3,6,98,1,99,33,43,92,85,56,63,52,41,71,27,78,77,38,33,38,7,44,66,4,62,56,66,68,7,43,55,97,94,33,27,26,50,97,85,78,78,7,77,29,72,91,6,37,20,80,81,50,26,26,37,13,55,85,72,42,67,68,91,87,57,86,47,36,74,14,74,16,28,90,71,80,81,25,3,68,7,92,14,23,57,5,27,39,76,67,77,28
3,7,98,1,99,30,46,93,85,56,67,61,40,71,27,78,77,38,33,38,7,44,66,4,62,56,66,68,7,43,55,97,94,33,27,26,50,97,85,78,78,7,77,29,72,91,6,37,20,80,81,65,29,26,37,13,55,85,72,42,67,68,91,87,57,86,47,36,74,14,74,16,28,90,71,80,81,25,3,68,7,92,14,23,57,5,27,36,76,67,74,38
3,8,68,1,99,30,46,92,85,56,67,61,40,71,27,78,77,38,33,38,7,59,60,50,82,56,66,68,7,43,55,97,94,33,27,26,50,97,85,78,78,7,77,29,72,51,6,42,0,80,81,65,29,26,37,13,55,26,42,42,67,68,91,87,57,86,47,36,74,18,49,16,28,90,71,40,81,25,3,68,7,92,14,23,67,5,27,33,76,67,76,38
3,9,68,1,99,30,46,92,85,56,67,61,40,71,27,78,77,38,33,38,7,59,60,50,82,56,66,68,7,43,55,97,94,33,27,26,50,56,85,78,71,31,30,29,42,51,6,42,0,80,81,65,29,26,37,13,55,26,42,42,67,68,91,87,57,56,47,35,72,18,49,16,28,90,71,40,81,25,3,62,77,92,14,23,67,5,27,33,76,97,76,38
3,10,68,1,99,30,46,92,85,56,67,61,45,12,27,78,77,38,93,35,7,59,60,50,82,56,37,88,7,43,55,97,94,33,27,26,50,56,85,78,71,31,30,29,42,51,6,57,1,81,81,65,27,26,37,73,95,29,42,32,49,68,91,87,57,56,47,35,72,18,49,16,26,60,71,44,31,25,3,62,77,92,14,23,67,5,27,13,96,97,77,38
3,11,68,1,99,30,46,92,85,56,67,60,45,12,27,78,77,38,93,35,7,59,60,50,82,56,37,88,7,43,55,97,94,33,27,26,50,56,85,78,71,31,30,29,42,51,6,57,1,81,81,5,27,26,37,73,95,29,42,32,49,68,91,87,57,56,47,35,72,18,49,13,20,60,71,44,31,25,3,62,77,92,14,23,67,5,27,13,96,97,76,38
3,12,68,1,99,30,46,92,85,56,67,60,45,12,27,78,77,38,93,35,7,59,60,50,82,56,37,88,7,43,25,0,95,33,27,26,50,56,85,38,74,31,30,29,42,51,6,57,1,81,81,5,27,26,37,73,95,29,42,32,49,14,81,87,57,56,47,35,72,18,49,13,20,60,71,44,31,25,3,62,77,92,14,23,67,5,77,13,96,47,76,38
3,13,68,71,79,30,46,92,87,16,67,60,45,42,27,28,77,38,93,35,7,9,60,50,82,26,37,88,27,43,25,0,95,33,27,26,50,56,85,38,74,31,30,29,42,21,6,57,14,81,81,5,27,26,37,73,95,49,42,32,69,14,81,87,57,56,47,35,72,18,49,13,20,62,1,45,31,25,3,62,77,92,14,23,97,5,77,13,94,47,77,38
3,14,68,71,79,30,46,92,87,16,67,60,45,42,27,28,75,38,93,35,7,9,60,50,82,23,37,88,27,43,25,0,95,33,27,26,50,56,85,38,74,31,30,29,42,21,6,57,14,81,81,5,27,26,37,73,95,49,42,32,69,14,81,87,57,56,47,35,72,18,49,13,20,62,51,45,31,25,3,62,77,92,14,23,97,5,77,13,90,47,76,38
3,15,68,71,79,30,46,92,87,16,67,60,45,42,27,28,75,38,93,35,7,9,60,50,82,23,37,88,27,43,25,0,95,13,57,56,40,56,85,38,74,91,30,29,42,21,6,57,14,81,81,5,27,26,37,73,95,49,42,32,69,14,81,48,57,56,47,35,72,18,49,13,20,62,51,45,31,27,3,62,75,92,14,23,97,45,77,13,90,47,76,38
3,16,68,41,49,30,86,92,87,16,67,60,45,42,27,28,75,38,93,35,7,9,60,50,82,23,37,88,27,43,25,0,95,13,57,56,40,56,85,38,74,91,30,29,42,21,6,57,14,81,81,75,27,26,37,73,95,49,53,32,69,14,81,48,57,56,43,35,72,18,49,83,20,62,51,45,31,27,3,62,75,92,14,23,97,45,77,53,90,47,76,38
3,17,68,41,49,30,86,92,87,16,67,60,45,42,27,28,75,38,93,35,7,9,60,50,82,23,37,88,27,43,25,0,95,13,57,56,40,56,85,36,74,91,37,36,42,21,6,57,14,81,81,75,27,26,37,73,95,49,53,32,69,14,81,48,57,56,43,35,72,18,49,83,20,62,51,45,31,27,3,62,77,92,14,23,97,45,77,53,90,47,76,38
3,18,68,81,49,30,86,92,87,16,67,60,45,42,27,28,75,96,93,54,7,9,60,50,92,21,31,88,27,43,25,0,95,13,57,56,40,56,85,36,74,91,37,36,42,21,6,57,14,81,81,75,27,26,37,73,95,49,58,32,69,14,81,48,57,56,43,35,72,18,49,83,20,62,91,45,1,27,3,62,77,92,14,23,97,45,77,53,90,47,76,38
