Run,Iteration,agent-0,agent-1,agent-2,agent-3,agent-4,agent-5,agent-6,agent-7,agent-8,agent-9,agent-10,agent-11,agent-12,agent-13,agent-14,agent-15,agent-16,agent-17,agent-18,agent-19,agent-20,agent-21,agent-22,agent-23,agent-24,agent-25,agent-26,agent-27,agent-28,agent-29,agent-30,agent-31,agent-32,agent-33,agent-34,agent-35,agent-36,agent-37,agent-38,agent-39,agent-40,agent-41,agent-42,agent-43,agent-44,agent-45,agent-46,agent-47,agent-48,agent-49,agent-50,agent-51,agent-52,agent-53,agent-54,agent-55,agent-56,agent-57,agent-58,agent-59,agent-60,agent-61,agent-62,agent-63,agent-64,agent-65,agent-66,agent-67,agent-68,agent-69
2,4,92,54,56,75,79,29,73,26,49,80,55,87,90,90,62,37,56,5,46,38,89,54,78,44,22,38,64,9,85,18,88,39,29,45,31,65,29,81,21,57,47,68,88,73,77,90,84,32,41,83,30,76,40,87,44,57,61,21,62,41,11,7,51,26,50,22,7,79,89,40
2,5,92,54,56,75,79,29,73,26,22,84,78,67,90,91,59,67,56,6,46,38,89,56,78,44,22,38,64,9,85,18,88,39,29,45,31,65,29,81,21,50,77,68,48,43,17,90,44,32,41,83,30,76,40,87,44,57,61,21,95,41,11,7,51,36,19,22,7,79,89,40
2,6,98,52,46,85,89,59,88,26,22,84,7,27,70,91,22,67,56,6,46,38,89,56,78,44,22,38,64,9,85,18,88,89,29,5,32,67,29,81,27,57,77,8,78,43,17,90,44,32,41,83,30,79,70,28,64,57,61,21,95,41,11,3,51,36,19,22,7,79,89,43
2,7,92,52,46,85,89,59,88,26,22,84,7,27,70,91,22,67,56,6,46,38,89,56,78,44,22,38,64,9,85,18,88,89,29,5,32,65,29,81,27,57,77,8,78,43,17,90,44,32,41,83,30,76,70,67,64,57,61,21,95,41,11,5,51,36,19,22,57,79,89,43
2,8,92,52,46,85,89,59,88,26,22,84,7,27,70,91,22,67,6,66,26,68,89,96,78,44,22,38,64,9,85,57,88,89,29,5,32,60,29,15,27,17,77,38,78,43,67,90,44,32,41,83,29,76,70,27,64,57,61,31,95,41,11,5,51,36,19,12,57,79,89,43
2,9,92,52,46,85,89,59,88,6,22,86,7,27,70,91,22,27,6,66,26,68,89,96,77,44,2,28,64,49,85,38,88,89,29,5,32,60,29,15,27,17,77,38,78,43,67,90,44,39,41,93,28,76,70,27,64,57,61,1,95,48,15,5,51,36,19,12,57,79,69,49
2,10,92,52,36,85,89,59,28,6,22,81,7,27,70,91,2,27,6,66,96,68,89,96,77,44,2,24,61,49,85,38,88,82,29,5,32,60,79,15,27,17,77,38,78,43,67,96,44,39,41,93,28,76,70,67,34,57,61,21,95,80,15,5,41,36,19,14,57,79,69,49
2,11,92,52,36,85,89,59,28,6,22,81,7,27,70,91,2,27,6,66,96,68,89,96,77,44,2,24,61,89,85,88,88,82,29,5,32,60,79,18,3,17,77,38,78,43,67,96,44,59,41,93,28,76,70,67,34,57,61,21,95,80,5,9,41,36,19,12,57,79,69,49
2,12,92,52,36,85,89,59,28,6,22,81,7,27,20,81,2,77,36,66,96,68,89,96,77,44,2,24,61,19,85,68,88,82,29,5,32,60,79,18,3,47,77,38,78,43,7,91,43,59,41,93,24,76,70,67,14,57,61,21,95,80,1,9,41,36,99,12,57,79,69,49
2,13,92,52,36,85,89,59,28,6,22,81,7,27,20,81,2,77,36,66,96,68,89,96,77,44,2,24,61,19,85,68,88,82,29,5,32,60,79,18,3,47,77,38,78,43,7,91,43,59,41,93,24,76,70,67,14,57,61,21,95,80,1,8,41,36,99,12,57,79,69,49
2,14,92,52,36,85,89,59,28,6,22,81,7,27,20,81,2,77,36,66,96,68,89,96,77,44,2,24,61,19,85,68,88,82,29,5,32,60,79,18,3,47,77,28,78,43,7,91,43,59,41,93,24,76,70,67,14,57,61,21,77,80,1,8,41,36,99,14,57,79,69,49
2,15,92,2,26,85,89,59,28,6,22,81,7,27,20,81,2,77,36,66,96,68,89,96,77,44,2,24,61,19,85,68,88,82,29,5,32,60,89,18,3,47,77,28,78,43,7,91,43,89,41,93,24,76,70,27,14,57,61,21,77,80,1,8,41,36,99,14,57,79,69,49
2,16,92,2,26,85,89,59,28,6,22,81,7,47,20,81,2,77,36,66,96,68,89,96,77,44,2,24,61,19,85,8,8,82,29,5,32,60,89,18,3,47,77,28,78,43,7,91,45,89,41,93,27,76,70,27,14,57,61,31,72,80,5,8,41,36,94,14,57,79,69,49
2,17,92,2,26,85,89,59,28,6,22,81,7,47,20,81,2,77,36,66,86,68,89,96,77,44,2,24,61,19,85,8,8,82,29,5,32,60,89,18,3,47,77,28,78,43,7,91,49,89,41,93,27,76,70,27,14,57,61,21,72,80,5,8,41,36,74,14,57,79,69,49
2,18,92,2,26,85,89,59,28,6,22,81,7,47,20,81,2,77,36,66,86,68,89,96,77,44,2,24,61,19,85,8,8,82,29,5,32,60,89,18,3,47,77,28,78,43,7,91,49,89,41,93,27,76,70,27,14,57,61,21,72,80,5,8,41,36,74,14,57,79,69,49
2,19,92,2,26,85,89,59,28,6,22,81,7,47,20,81,2,77,36,66,86,68,89,96,77,44,2,24,61,19,85,8,8,82,29,5,32,60,89,18,3,47,77,28,78,43,7,91,49,89,41,93,27,76,70,27,14,57,61,21,72,80,5,8,41,36,74,14,57,79,69,49
2,20,92,2,26,85,89,59,28,6,22,81,7,47,20,81,2,77,36,66,86,68,89,96,77,44,2,24,61,19,85,8,8,82,29,5,32,60,89,18,3,47,77,28,78,43,7,91,49,89,41,93,27,76,70,27,14,57,61,21,72,80,5,8,41,36,74,14,57,79,69,49
2,21,92,2,26,85,89,59,28,6,22,81,7,47,20,81,2,77,36,66,86,68,89,96,77,44,2,24,61,19,85,8,8,82,29,5,32,60,89,18,3,47,77,28,78,43,7,91,49,89,41,93,27,76,70,27,14,57,61,21,72,80,5,8,41,36,74,14,57,79,69,49
2,22,92,2,26,85,89,59,28,6,22,81,7,47,20,81,2,77,36,66,86,68,89,96,77,44,2,24,61,19,85,8,8,82,29,5,32,60,89,18,3,47,77,28,78,43,7,91,49,89,41,93,27,76,70,27,14,57,61,21,72,80,5,8,41,36,74,14,57,79,69,49
2,23,92,2,26,85,89,59,28,26,22,81,7,47,20,81,2,77,36,66,86,68,89,96,77,44,2,24,61,19,85,8,8,82,29,5,32,60,89,18,3,47,77,28,78,43,7,91,49,89,41,93,27,76,70,27,14,57,61,21,72,80,5,8,41,36,74,14,57,79,69,49
2,24,92,2,26,85,89,59,28,26,22,81,7,47,20,81,2,77,36,66,86,68,89,96,77,44,2,24,61,19,85,8,8,82,29,5,32,60,89,18,3,47,77,28,78,43,7,91,49,89,41,93,27,76,70,27,14,57,61,21,72,80,5,8,41,36,74,14,57,79,69,49
2,25,92,2,26,85,89,59,28,26,22,81,7,47,20,81,2,77,36,66,86,68,89,96,77,44,2,24,61,19,85,8,8,82,29,5,32,60,89,18,3,47,77,28,78,43,7,91,49,89,41,93,27,76,70,27,14,57,61,21,72,80,5,8,41,36,74,14,57,79,69,49
2,26,92,2,26,85,89,59,28,26,22,81,7,47,20,81,2,77,36,66,86,68,89,96,77,44,2,24,61,19,85,8,8,82,29,5,32,60,89,18,3,47,77,28,78,43,7,91,49,89,41,93,27,76,70,27,14,57,61,21,72,80,5,8,41,36,74,14,57,79,69,49
2,27,92,2,26,85,89,59,28,26,22,81,7,47,20,81,2,77,36,66,86,68,89,96,77,44,2,24,61,19,85,8,8,82,29,5,32,60,89,18,3,47,77,28,78,43,7,91,49,89,41,93,27,76,70,27,14,57,61,21,72,80,5,8,41,36,74,14,57,79,69,49
2,28,92,2,26,85,89,59,28,26,22,81,7,47,20,81,2,77,36,66,86,68,89,96,77,44,2,24,61,19,85,8,88,82,29,5,32,60,89,18,3,47,77,28,78,43,7,91,49,39,41,93,28,76,70,27,14,57,61,21,72,80,5,8,41,36,74,14,57,79,69,49
2,29,92,2,26,85,89,59,28,26,22,81,7,47,20,81,2,77,36,66,86,68,89,96,77,44,2,24,61,19,85,8,88,82,29,5,32,60,89,18,3,47,77,28,78,43,7,91,49,39,41,93,28,76,70,27,14,57,61,21,72,80,5,8,41,36,74,14,57,79,69,49
2,30,92,2,26,85,89,59,28,26,22,81,7,47,20,81,2,77,36,66,86,68,89,96,77,44,2,24,61,19,85,8,88,82,29,5,32,60,89,18,3,47,77,28,78,43,7,91,49,39,41,93,28,76,70,27,14,57,61,21,72,80,5,8,41,36,74,14,57,79,69,49
2,31,92,2,26,85,89,59,28,26,22,81,7,47,20,81,2,77,36,66,86,68,89,96,77,44,2,24,61,19,85,8,88,82,29,5,32,60,89,18,3,47,77,28,78,43,7,91,49,39,41,93,28,76,70,27,14,57,61,21,72,80,5,8,41,36,74,14,57,79,69,49
2,32,92,2,26,85,89,59,28,26,22,81,7,47,20,81,2,77,36,66,86,68,89,96,77,44,2,24,61,19,85,8,88,82,29,5,32,60,89,18,3,47,77,28,78,43,7,91,49,39,41,93,28,76,70,27,14,57,61,21,72,80,5,8,41,36,74,12,57,79,69,49
2,33,92,2,26,85,89,59,28,26,22,81,7,47,20,81,2,77,36,66,86,68,89,96,77,44,2,24,61,19,85,8,88,82,29,5,32,60,89,18,3,47,77,28,78,43,7,91,49,39,41,93,28,76,70,27,14,57,61,21,72,80,5,8,41,36,74,14,57,79,69,49
2,34,92,2,26,85,89,59,28,26,22,81,7,47,20,81,2,77,36,66,86,68,89,96,77,44,2,24,61,19,85,8,88,82,29,5,32,60,89,18,3,47,77,28,78,43,7,91,49,39,41,93,28,76,70,27,14,57,61,21,72,80,5,8,41,36,74,14,57,79,69,49
2,35,92,2,26,85,89,59,28,26,22,81,7,47,20,81,2,77,36,66,86,68,89,96,77,44,2,24,61,19,85,8,88,82,29,5,32,60,89,18,3,47,77,28,78,43,7,91,49,39,41,93,28,76,70,27,14,57,61,21,72,80,5,8,41,36,74,14,57,79,69,49
2,36,92,2,26,85,89,59,28,26,22,81,7,47,20,81,2,77,36,66,86,68,89,96,77,44,2,24,61,19,85,8,88,82,29,5,32,60,89,18,3,47,77,28,78,43,7,91,49,39,41,93,28,76,70,27,14,57,61,21,72,80,5,8,41,36,74,14,57,79,69,49
2,37,92,2,26,85,89,59,28,26,22,81,7,47,20,81,2,77,36,66,86,68,89,96,77,44,2,24,61,19,85,8,88,82,29,5,32,60,89,18,3,47,77,28,78,43,7,91,49,39,41,93,28,76,70,27,14,57,61,21,72,80,5,8,41,36,74,14,57,79,69,49
2,38,92,2,26,85,89,59,28,26,22,81,7,47,20,81,2,77,36,66,86,68,89,96,77,44,2,24,61,19,85,8,88,82,29,5,32,60,89,18,3,47,77,28,78,43,7,91,49,39,41,93,28,76,70,27,14,57,61,21,72,80,5,8,41,36,74,14,57,79,69,49
2,39,92,2,26,85,89,59,28,26,22,81,7,47,20,81,2,77,36,66,86,68,89,96,77,44,2,24,61,19,85,8,88,82,29,5,32,60,89,18,3,47,77,28,78,43,7,91,49,39,41,93,28,76,70,27,14,57,61,21,72,80,5,8,41,36,74,14,57,79,69,49
3,0,2,18,7,82,55,40,84,23,77,42,44,73,13,76,78,23,69,35,20,10,54,35,47,89,26,66,21,95,7,65,42,97,73,31,49,86,9,34,29,24,38,4,0,29,81,99,75,79,87,15,39,22,54,49,59,99,49,70,32,92,27,32,27,5,2,80,9,87,10,75
3,1,55,11,83,86,57,48,85,23,77,42,44,73,13,76,78,23,69,35,20,10,54,35,47,41,89,66,53,97,23,66,42,94,77,88,45,89,7,99,27,24,38,4,0,29,81,99,75,89,89,95,34,29,53,42,54,99,49,70,32,98,77,33,55,5,2,40,51,87,10,55
3,2,55,11,83,86,57,48,85,73,57,42,44,73,13,74,78,32,20,25,54,90,88,63,62,30,89,6,59,91,23,67,44,94,77,88,45,89,7,99,27,88,85,36,8,29,86,97,78,9,86,21,35,29,53,42,54,99,69,90,45,98,73,33,55,71,22,40,51,84,18,55
3,3,55,31,27,48,56,74,89,73,57,42,44,73,13,74,78,32,20,25,54,90,88,63,62,82,82,16,35,92,73,60,44,99,45,41,43,89,7,49,35,88,85,36,8,29,86,97,78,69,83,49,34,20,53,22,57,99,69,90,45,91,74,66,3,71,22,90,44,84,65,45
3,4,55,31,27,48,56,74,89,73,57,42,44,73,13,74,78,76,40,17,11,31,87,78,68,82,82,16,35,92,73,60,44,99,45,41,43,89,7,49,35,88,85,36,8,69,87,28,78,69,83,49,34,20,53,22,57,99,69,10,48,91,74,66,3,71,26,90,44,84,65,45
3,5,67,51,26,48,56,59,81,73,57,36,43,73,11,74,68,76,40,17,31,31,87,78,67,82,82,16,35,92,73,60,44,98,7,45,44,89,4,29,5,88,59,66,8,69,86,28,78,69,83,49,34,29,53,22,52,9,59,10,45,91,74,60,43,83,4,90,44,44,65,65
3,6,67,51,23,48,56,59,81,73,57,36,43,73,11,74,68,76,40,17,31,31,87,78,67,22,88,16,35,92,83,63,44,99,4,70,44,89,7,29,5,88,59,66,8,69,86,28,78,29,83,89,34,20,53,22,52,9,59,10,45,94,4,66,73,83,4,70,44,44,25,65
3,7,67,51,23,48,56,59,81,43,57,36,43,83,11,74,8,86,41,17,31,31,87,78,67,22,82,46,85,92,83,63,44,99,5,70,44,89,7,29,5,78,59,66,28,99,86,28,78,29,84,89,34,27,53,22,52,52,19,50,45,91,4,66,73,93,4,70,44,44,25,65
3,8,67,51,23,48,56,59,81,43,17,36,43,83,11,74,8,86,48,67,31,61,87,8,27,22,82,46,85,92,83,63,44,99,5,70,44,89,7,29,5,78,59,66,28,99,86,11,78,29,84,89,34,27,53,22,52,52,19,50,9,91,4,66,73,93,4,70,44,44,25,35
3,9,67,56,23,78,6,59,81,43,17,36,43,88,11,74,38,86,48,67,31,61,87,8,27,22,12,36,85,92,83,63,44,99,51,70,44,89,67,79,5,78,59,66,48,99,86,11,78,29,84,69,24,27,53,2,92,52,19,50,9,91,4,66,73,93,4,70,24,44,28,35
3,10,27,47,23,78,6,59,81,46,17,36,43,28,15,74,38,86,48,67,31,61,87,8,7,22,12,36,85,92,83,63,44,99,54,70,81,89,67,79,35,78,89,66,48,99,86,11,78,29,84,69,24,27,53,2,92,52,19,80,9,91,4,66,73,93,4,70,95,44,28,35
3,11,27,47,23,78,6,59,81,46,47,36,43,28,5,74,38,86,41,7,31,61,87,8,7,22,12,36,85,92,83,63,44,99,54,70,81,89,67,79,35,78,89,66,88,99,86,11,78,29,84,69,24,27,53,2,92,52,99,80,9,91,4,66,73,93,24,70,95,44,28,35
3,12,77,47,23,78,36,59,81,46,47,36,43,28,5,74,38,86,41,7,31,61,87,8,7,22,12,36,85,92,83,63,44,89,54,70,81,89,67,79,25,78,89,66,88,99,86,11,78,29,84,69,24,7,53,2,92,52,99,60,9,91,4,66,73,93,4,20,95,44,25,15
3,13,77,47,23,78,36,59,81,46,47,36,43,28,5,74,28,86,46,7,31,61,87,8,7,22,12,36,85,92,83,63,44,89,54,70,81,89,67,79,25,78,89,66,18,79,86,11,78,29,84,69,24,7,53,2,92,52,99,60,9,91,4,66,73,93,4,20,95,44,25,15
3,14,77,47,23,78,36,9,1,46,47,36,43,28,5,74,28,86,46,7,31,61,87,8,7,22,12,26,85,92,80,63,44,89,54,70,81,89,67,89,35,78,89,66,18,79,86,11,78,29,83,69,24,7,53,2,92,52,99,60,9,91,4,66,73,93,4,20,95,44,48,15
3,15,77,47,23,78,36,9,1,46,47,36,40,28,5,74,28,86,46,7,31,61,87,8,7,22,12,26,85,92,80,63,44,89,54,70,81,89,67,83,35,78,89,66,18,79,86,11,78,29,83,69,24,7,53,2,92,52,79,0,9,91,4,66,73,93,24,20,85,44,45,15
3,16,77,47,23,78,36,9,1,46,47,36,40,28,5,74,28,86,46,7,31,61,87,8,7,22,12,26,85,92,80,63,44,89,54,70,81,89,67,83,35,78,89,66,18,79,86,11,78,29,83,69,24,7,53,2,92,52,79,0,9,91,4,66,73,93,24,20,85,44,48,15
3,17,77,47,23,78,36,9,1,42,47,36,40,28,5,74,28,86,46,7,31,61,87,8,7,22,12,26,85,92,80,63,44,89,54,70,81,89,67,83,35,78,89,66,18,79,86,11,78,29,83,69,24,7,53,2,92,52,79,0,9,91,4,66,73,93,4,20,85,44,45,15
3,18,77,47,23,78,36,9,1,42,47,36,40,28,5,74,28,86,46,7,31,61,87,8,7,22,12,26,85,92,80,63,44,89,54,70,81,89,67,83,35,78,89,66,18,79,86,11,78,29,83,69,24,7,53,2,92,52,79,0,9,91,4,66,73,93,24,20,85,44,48,15
3,19,77,47,23,78,36,9,1,42,47,36,40,28,5,74,28,86,46,7,31,61,87,8,7,22,12,26,85,92,80,63,44,89,54,70,81,89,67,83,35,78,89,66,18,79,86,11,78,29,83,69,24,7,53,2,92,52,79,0,9,91,4,66,73,93,24,20,85,44,48,15
3,20,77,47,23,78,36,9,1,42,47,36,40,28,5,74,28,86,46,7,31,61,87,8,7,22,12,26,85,92,80,63,44,89,54,70,81,89,67,83,35,78,89,66,18,79,86,11,78,29,83,69,24,7,53,2,92,52,79,0,9,91,4,66,73,93,24,20,85,44,45,15
3,21,77,47,23,78,36,9,1,42,47,36,40,28,5,74,28,86,46,7,31,61,87,8,7,22,12,26,85,92,80,63,44,89,54,70,81,89,67,83,35,78,89,66,18,79,86,11,78,29,83,69,24,7,53,2,92,52,79,0,9,91,4,66,73,93,24,20,85,44,45,15
3,22,77,47,23,78,36,8,1,42,47,36,40,28,5,74,28,86,46,7,31,61,87,8,7,22,12,26,85,92,80,63,44,89,54,70,81,89,67,83,35,78,89,66,18,79,86,11,78,29,83,69,24,7,53,2,92,52,79,0,9,91,4,66,73,93,24,20,85,44,48,15
3,23,77,47,23,78,36,8,1,42,47,36,40,28,5,74,28,86,46,7,31,61,87,8,7,22,12,26,85,92,80,63,44,89,54,70,81,89,67,83,35,78,89,66,18,79,86,11,78,29,83,69,24,7,53,2,92,52,79,0,9,91,4,66,73,93,24,20,85,44,45,15
3,24,77,47,23,78,36,8,1,42,47,36,40,28,5,74,28,86,46,7,31,61,87,8,7,22,12,26,85,92,80,63,44,89,54,70,81,89,67,83,35,78,89,66,18,79,86,11,78,29,83,69,24,7,53,2,92,52,79,0,9,91,4,66,73,93,24,20,85,44,45,15
3,25,77,47,23,78,36,8,1,42,47,36,40,28,5,74,28,86,46,7,31,61,87,8,7,22,12,26,85,92,80,63,44,89,54,70,81,89,67,83,35,78,89,66,18,79,86,11,78,29,83,69,24,7,53,2,92,52,79,0,9,91,4,66,73,93,24,20,85,44,45,15
3,26,77,47,23,78,36,8,1,42,47,36,40,28,5,74,28,86,46,7,31,61,87,8,7,22,12,26,85,92,80,63,44,89,54,70,81,89,67,83,35,78,89,66,18,79,86,11,78,29,83,69,24,7,53,2,92,52,79,0,9,91,4,66,73,93,24,20,85,44,45,15
3,27,77,47,23,78,36,8,1,42,47,36,40,28,5,74,28,86,46,7,31,61,87,8,7,22,12,26,85,92,80,63,44,89,54,70,81,89,67,83,35,78,89,66,18,79,86,11,78,29,83,69,24,7,53,2,92,52,79,0,9,91,4,66,73,93,24,20,85,44,45,15
3,28,77,47,23,78,36,8,1,42,47,36,40,28,5,74,28,86,46,7,31,61,87,8,7,22,12,26,85,92,80,63,44,89,54,70,81,89,67,83,35,78,89,66,18,79,86,11,78,29,83,69,24,7,53,2,92,52,79,0,9,91,4,66,73,93,24,20,85,44,45,15
3,29,77,47,23,78,36,8,1,42,47,36,40,28,5,74,28,86,46,7,31,61,87,8,7,22,12,26,85,92,80,63,44,89,54,70,81,89,67,83,35,78,89,66,18,79,86,11,78,29,83,69,24,7,53,2,92,52,79,0,9,91,4,66,73,93,24,20,85,44,45,15
3,30,77,47,23,78,36,8,1,42,47,36,40,28,5,74,28,86,46,7,31,61,87,8,7,22,12,26,85,92,80,63,44,89,54,70,81,89,67,83,35,78,89,66,18,79,86,11,78,29,83,69,24,7,53,2,92,52,79,0,9,91,4,66,73,93,24,20,85,44,48,15
3,31,77,47,23,78,36,8,1,42,47,36,40,28,5,74,28,86,46,7,31,61,87,8,7,22,12,26,85,92,80,63,44,89,54,70,81,89,67,83,35,78,59,66,18,79,86,11,78,29,83,69,24,7,53,2,92,52,79,0,9,91,4,66,73,93,24,20,85,44,45,15
3,32,77,47,23,78,36,8,1,42,47,36,40,28,5,74,28,86,46,7,31,61,87,8,7,22,12,26,85,92,80,63,44,89,54,70,81,89,67,83,35,78,59,66,18,79,86,11,78,29,83,69,24,7,53,2,92,52,79,0,9,91,4,66,73,93,24,20,85,44,45,15
3,33,77,47,23,78,36,8,1,42,47,36,40,28,5,74,28,86,46,7,31,61,87,8,7,22,12,26,85,92,80,63,44,89,54,70,81,89,67,83,35,78,59,66,18,79,86,11,78,29,83,69,24,7,53,2,92,52,79,0,9,91,4,66,73,93,24,20,85,44,45,15
3,34,77,47,23,78,36,8,1,42,47,36,40,28,5,74,28,86,46,7,31,61,87,8,7,22,12,26,85,92,80,63,44,89,54,70,81,89,67,83,35,78,59,66,18,79,86,11,78,29,83,69,24,7,53,2,92,52,79,0,9,91,4,66,73,93,4,20,85,44,48,15
3,35,77,47,23,78,36,8,1,42,47,36,40,28,5,74,28,86,46,7,31,61,87,8,7,22,12,26,85,92,80,63,44,89,54,70,81,89,67,83,35,78,59,66,18,79,86,11,78,29,83,69,24,7,53,2,92,52,79,0,9,91,4,66,73,93,4,20,85,44,45,15
3,36,77,47,23,78,36,8,1,42,47,36,40,28,5,74,28,86,46,7,31,61,87,8,7,22,12,26,85,92,80,63,44,89,54,70,81,89,67,83,35,78,59,66,18,79,86,11,78,29,83,69,24,7,53,2,92,52,79,0,9,91,4,66,73,93,4,20,85,44,48,15
3,37,77,47,23,78,36,8,1,42,47,36,40,28,5,74,28,86,46,7,31,61,87,8,7,22,12,26,85,92,80,63,44,89,54,70,81,89,67,83,35,78,59,66,18,79,86,11,78,29,83,69,24,7,53,2,92,52,79,0,9,91,4,66,73,93,4,20,85,44,48,15
3,38,77,47,23,78,36,8,1,42,47,36,40,28,5,74,28,86,46,7,31,61,57,8,7,22,12,26,85,92,80,63,44,89,54,70,81,89,67,83,35,78,89,66,18,79,86,11,78,29,86,69,24,7,53,2,92,52,79,0,9,91,4,66,73,93,4,20,85,44,48,15
3,39,77,47,23,78,36,8,1,42,47,36,40,28,5,74,28,86,46,7,31,61,57,8,7,22,12,26,85,92,80,63,44,89,54,70,81,89,67,83,25,78,89,66,18,79,86,11,78,29,86,69,24,7,53,2,92,52,79,0,9,91,4,66,73,93,4,20,85,44,48,15
4,0,35,32,42,80,49,11,24,29,21,5,42,80,74,34,23,95,28,9,78,50,4,33,61,92,79,42,27,83,81,80,7,79,33,70,88,35,65,69,2,59,97,46,99,72,82,17,23,42,13,66,0,2,86,15,79,3,6,47,35,76,93,78,10,24,28,39,49,86,26,57
4,1,97,35,42,80,45,18,26,29,21,5,42,80,74,34,23,95,28,9,78,50,4,33,61,99,75,48,81,31,89,66,23,78,34,91,89,11,66,88,55,59,97,46,99,72,82,17,23,78,13,66,8,5,85,25,80,3,6,47,35,77,91,78,97,24,28,49,63,86,26,53
4,2,27,63,22,34,43,32,89,58,53,9,42,40,54,19,77,98,26,56,76,50,5,31,60,99,75,48,81,31,89,66,23,72,38,98,83,66,61,40,59,55,96,27,99,77,81,82,73,78,13,66,8,7,86,35,0,89,36,44,45,77,91,78,38,68,38,49,33,84,26,53
4,3,27,63,22,34,43,32,89,6,39,85,44,90,54,44,73,96,23,49,73,56,2,37,62,99,75,48,81,31,89,66,23,72,38,98,83,66,61,40,59,54,65,71,29,79,40,87,10,78,13,66,8,7,86,35,0,29,36,41,45,77,91,78,38,64,74,49,33,84,26,53
4,4,27,63,22,34,43,32,89,6,39,85,44,90,54,44,73,96,23,49,73,56,2,37,62,91,45,48,81,24,83,16,73,73,37,10,84,66,61,40,59,54,65,71,29,79,40,87,10,67,13,56,8,82,81,35,0,29,36,41,45,9,91,68,38,64,74,49,53,84,26,53
4,5,17,63,22,89,44,52,72,6,39,85,44,90,54,44,73,96,23,49,73,56,2,37,62,91,45,48,81,24,83,16,73,74,37,10,83,76,61,47,39,54,65,71,29,79,40,87,10,67,13,56,8,85,86,85,30,29,36,41,45,9,91,68,37,64,74,49,13,84,26,53
4,6,17,63,22,89,44,52,72,44,89,87,44,99,50,20,0,96,23,49,73,56,2,37,62,91,45,48,81,24,83,16,73,74,37,10,83,76,61,47,39,54,29,51,59,79,40,87,10,67,13,56,8,85,86,85,30,29,66,41,45,9,91,68,37,98,74,49,13,44,26,53
4,7,17,63,22,89,44,52,72,76,89,92,44,99,50,20,0,96,23,49,73,56,2,37,62,91,65,38,81,24,83,36,83,77,27,50,86,76,61,47,69,54,29,51,59,79,40,87,10,57,11,46,28,84,86,85,20,29,66,41,45,9,91,8,67,98,74,79,13,44,26,53
4,8,17,63,22,89,44,52,72,76,89,92,44,99,50,20,0,96,25,49,83,6,62,37,52,91,65,38,81,24,83,36,83,77,27,50,86,76,61,47,69,54,29,51,59,79,75,27,41,57,11,46,28,84,86,85,20,29,66,46,5,9,91,8,67,98,84,79,13,44,26,57
4,9,67,63,2,89,48,52,72,76,89,92,44,99,50,20,0,96,25,49,83,6,62,37,52,91,35,37,11,24,83,36,83,77,27,50,86,6,69,47,69,54,29,51,59,79,75,27,41,27,11,46,28,84,86,63,20,29,66,46,5,59,91,8,67,98,84,79,13,44,6,57
4,10,67,63,2,89,48,52,72,78,89,92,44,79,10,76,0,96,25,49,83,6,62,37,52,91,35,37,11,24,83,36,83,77,27,50,86,6,69,47,69,94,19,51,59,79,75,27,41,27,11,46,28,84,86,63,20,29,63,46,5,59,91,8,67,98,84,79,13,44,6,57
4,11,67,63,2,89,84,42,72,78,89,92,44,79,10,76,0,96,25,90,23,6,62,37,52,91,35,37,11,24,87,36,83,77,27,30,86,6,69,47,29,94,19,51,59,79,75,27,41,7,11,36,48,84,86,63,20,29,63,46,5,58,91,38,67,98,84,74,13,44,26,57
4,12,7,63,2,89,88,42,72,78,89,92,44,79,10,76,0,96,25,90,23,6,62,37,52,91,35,37,11,24,87,36,83,77,27,80,86,6,69,47,49,94,19,51,59,79,75,27,41,7,5,36,88,84,86,63,20,29,63,46,5,50,91,38,67,98,84,74,93,44,6,57
4,13,7,63,2,59,88,42,79,78,89,92,44,79,40,76,0,86,5,99,23,36,62,37,52,91,35,37,11,24,87,36,83,77,27,60,86,6,69,47,79,94,19,51,59,79,75,27,41,7,5,36,88,84,86,63,20,29,63,40,5,50,91,38,67,98,84,74,93,44,6,57
4,14,7,63,2,59,88,42,79,78,89,92,44,29,40,76,0,86,5,99,23,36,62,37,52,91,15,37,11,24,87,36,83,77,27,60,86,6,69,47,79,94,19,51,59,79,75,27,41,7,5,36,18,84,86,63,20,29,63,40,5,50,91,38,67,78,84,74,93,44,6,57
4,15,7,63,2,59,88,42,79,78,89,92,44,29,40,86,0,86,5,99,23,36,62,37,52,91,15,37,11,24,87,36,83,77,27,60,86,6,69,47,79,94,19,1,59,79,75,27,41,7,5,26,18,84,86,63,20,29,63,40,5,50,91,28,67,78,84,74,93,44,6,57
4,16,7,63,2,59,88,42,79,78,89,92,44,29,40,86,0,86,5,99,23,36,62,37,51,91,15,37,11,24,87,36,83,77,27,0,83,6,69,47,79,94,19,1,59,79,75,47,40,7,5,26,18,84,86,63,20,29,63,40,5,50,91,28,67,78,84,74,93,44,6,57
4,17,7,63,2,59,88,42,79,78,89,92,44,29,40,86,0,86,5,80,28,36,62,37,51,91,15,37,11,24,87,36,83,77,27,0,83,6,69,47,79,94,19,1,59,79,74,47,40,7,5,26,18,84,86,63,20,29,63,40,5,50,91,28,67,78,84,74,73,44,26,57
