Run,Iteration,agent-0,agent-1,agent-2,agent-3,agent-4,agent-5,agent-6,agent-7,agent-8,agent-9,agent-10,agent-11,agent-12,agent-13,agent-14,agent-15,agent-16,agent-17,agent-18,agent-19,agent-20,agent-21,agent-22,agent-23,agent-24,agent-25,agent-26,agent-27,agent-28,agent-29,agent-30,agent-31,agent-32,agent-33,agent-34,agent-35,agent-36,agent-37,agent-38,agent-39
3,31,22,4,44,23,33,26,94,76,70,31,34,19,68,65,15,56,36,47,0,90,92,32,89,7,68,54,98,90,93,98,15,9,52,21,99,77,42,74,66,63
3,32,22,4,44,23,33,26,94,76,70,31,34,19,68,65,15,56,36,47,0,90,92,32,89,7,68,54,98,90,93,98,15,9,52,21,99,77,42,74,66,63
3,33,22,4,44,23,33,26,94,76,70,38,34,19,68,65,15,54,36,47,0,90,92,32,89,7,68,54,98,90,97,98,15,9,52,21,99,77,42,74,66,63
3,34,22,4,44,23,33,26,94,76,70,38,34,19,68,65,15,54,36,47,5,90,92,32,89,7,68,54,98,90,97,98,15,9,52,21,99,77,42,74,66,63
3,35,22,4,44,23,33,26,94,76,70,38,34,19,68,65,15,54,36,47,5,90,92,32,89,7,68,54,98,90,93,98,15,9,52,21,99,77,42,74,66,63
3,36,22,4,44,23,33,26,94,76,70,38,34,10,68,65,15,54,36,47,5,90,92,32,89,7,68,54,98,90,93,98,15,9,52,21,99,77,42,72,66,63
3,37,22,4,44,23,33,26,94,76,70,38,34,10,68,65,15,54,36,47,5,90,92,32,89,7,68,54,98,90,93,98,15,9,52,21,99,77,42,72,66,63
3,38,22,4,44,23,33,26,94,76,70,38,34,10,68,65,15,54,36,47,5,90,92,32,89,7,68,54,98,90,93,98,15,9,52,21,99,77,42,72,66,63
3,39,22,4,44,23,33,26,94,76,70,38,34,10,68,65,15,54,36,43,0,90,92,32,89,7,68,54,98,90,93,98,15,9,52,21,99,77,42,74,66,63
4,0,61,32,34,64,69,99,9,5,45,62,94,98,41,4,31,71,19,14,9,98,63,37,24,88,38,40,93,76,52,56,20,88,11,33,6,3,15,80,79,59
4,1,51,52,39,49,9,97,4,3,25,62,94,98,18,6,37,79,87,18,1,94,61,32,60,88,10,1,84,76,52,41,24,54,98,33,86,73,58,89,79,79
4,2,51,82,34,34,16,98,79,7,95,62,94,98,83,52,91,77,39,18,1,94,61,37,94,82,80,90,5,76,52,41,24,99,35,38,86,73,95,80,79,73
4,3,31,62,33,24,49,98,79,7,95,62,94,98,21,81,18,77,34,48,1,44,62,38,5,82,80,71,4,70,68,71,26,93,35,31,46,33,95,80,79,83
4,4,31,62,33,24,26,98,79,7,12,62,94,98,21,81,18,77,34,48,1,44,62,37,7,82,60,71,4,70,68,71,26,97,35,31,46,33,95,80,76,83
4,5,31,62,33,24,26,98,79,7,12,42,91,98,61,88,58,77,54,58,1,44,62,37,7,57,60,71,4,78,68,71,26,96,35,31,66,33,95,80,76,83
4,6,31,62,33,74,36,98,79,7,12,32,91,98,61,98,58,74,44,58,1,44,62,57,47,57,60,61,73,70,66,71,26,47,35,31,16,33,95,30,72,83
4,7,31,62,33,74,36,98,59,7,12,32,91,98,93,18,78,74,44,58,1,55,1,57,47,57,60,61,73,70,66,71,56,45,35,31,36,93,95,30,56,83
4,8,31,62,33,74,36,98,59,7,12,32,91,99,93,18,78,74,44,58,8,55,1,78,47,57,90,61,45,70,66,61,56,42,65,38,36,93,98,70,59,83
4,9,31,62,33,74,36,98,59,7,12,32,91,99,93,21,78,74,44,76,98,15,0,78,47,57,90,61,45,70,66,61,56,42,65,38,26,93,98,0,29,83
4,10,31,62,33,8,76,98,59,7,12,32,91,99,93,21,78,78,90,76,98,15,0,68,47,57,90,61,45,78,68,61,56,42,65,38,26,23,98,90,9,83
4,11,31,22,33,8,76,98,59,7,12,32,91,99,93,21,78,78,90,31,98,15,0,68,47,57,90,61,45,78,68,61,56,42,65,38,26,23,95,90,9,83
4,12,31,22,33,8,76,98,59,7,12,32,91,99,93,21,78,78,90,31,98,15,0,68,47,57,90,61,45,78,68,61,56,42,65,38,26,23,95,19,9,83
4,13,31,22,33,8,76,98,59,7,12,32,91,99,93,21,78,78,90,31,98,15,0,68,47,57,90,61,45,78,68,61,56,42,69,38,26,23,98,19,9,83
4,14,31,22,33,8,76,98,59,7,12,32,91,99,93,21,78,78,90,31,98,15,0,68,47,57,90,61,45,78,68,61,56,42,69,38,26,23,98,19,9,83
4,15,31,22,33,8,76,98,59,7,12,32,91,99,93,21,78,78,90,31,98,15,0,68,47,57,90,61,45,78,68,61,56,42,69,38,26,23,98,19,9,83
4,16,31,22,33,8,76,98,59,7,12,32,91,99,93,21,78,78,90,31,98,15,0,68,47,57,90,61,45,78,68,61,56,42,69,38,26,23,98,19,9,83
4,17,31,22,33,8,76,98,59,7,12,32,91,99,93,21,78,78,90,31,98,15,0,68,47,57,90,61,45,78,68,61,56,42,69,31,26,23,98,19,9,83
4,18,31,22,33,8,76,98,59,7,12,32,91,99,93,21,78,78,90,31,98,15,0,68,47,57,90,61,45,78,68,61,56,42,69,31,26,23,98,19,9,83
4,19,31,22,33,8,76,98,59,7,12,32,91,99,93,21,78,78,90,31,98,15,4,68,47,57,90,61,45,78,68,61,56,42,69,31,26,23,95,19,9,83
4,20,31,22,33,8,76,98,59,7,12,32,91,99,93,21,78,78,90,31,98,15,4,68,47,57,90,61,45,78,68,61,56,42,69,31,26,23,95,19,9,83
4,21,31,22,33,8,76,98,59,7,12,32,91,99,93,21,78,78,90,31,98,15,4,68,47,57,90,61,45,78,68,61,56,42,69,31,26,23,95,19,9,83
4,22,31,22,33,8,76,98,59,7,12,32,91,99,93,21,78,78,90,31,98,15,2,68,47,57,90,61,45,78,68,61,56,42,69,31,26,23,92,19,9,83
4,23,31,22,33,8,76,98,59,7,12,32,91,99,93,21,78,78,90,31,98,15,2,68,47,57,90,61,45,78,68,61,56,42,69,31,26,23,92,19,9,83
4,24,31,22,33,8,76,98,59,7,12,34,91,99,97,21,78,78,90,31,98,15,2,68,47,57,90,61,42,78,66,61,56,42,69,38,26,23,92,10,9,83
4,25,31,22,33,8,76,98,59,7,12,34,91,99,97,21,78,78,90,31,98,15,2,68,47,57,90,61,42,78,66,61,56,42,69,38,26,23,92,19,9,83
4,26,31,22,33,8,76,98,59,7,12,34,91,99,97,21,78,78,90,31,98,15,2,68,47,57,90,61,42,78,66,61,56,42,69,38,26,23,92,19,9,83
4,27,31,22,33,8,76,98,59,7,12,34,90,99,97,21,78,78,90,31,98,15,2,68,47,57,90,61,43,78,66,61,56,42,69,31,26,23,92,19,9,83
4,28,31,22,33,8,76,98,59,7,12,34,90,99,97,21,78,78,90,31,98,15,2,68,47,57,90,61,43,78,66,61,56,42,69,31,26,23,92,19,9,83
4,29,31,22,33,8,76,98,59,7,12,34,90,99,97,21,78,78,90,36,98,15,0,68,47,57,90,61,43,78,66,61,54,42,69,31,26,23,92,19,9,83
4,30,31,22,33,8,76,98,59,7,12,34,90,99,97,21,78,78,90,31,98,15,0,68,47,57,90,61,43,78,66,61,54,42,69,31,26,23,92,19,9,83
4,31,31,22,33,8,76,98,59,7,12,32,90,99,97,21,78,78,90,31,98,15,0,68,47,57,90,61,42,78,66,61,54,42,69,38,26,23,92,10,9,83
4,32,31,22,33,8,76,98,59,7,12,32,90,99,97,21,78,78,90,31,98,15,0,68,47,57,90,61,42,78,66,61,54,42,69,38,26,23,92,10,9,83
4,33,31,22,33,8,76,98,59,7,12,32,90,99,97,21,78,78,90,31,98,15,0,68,47,57,90,61,42,78,66,61,54,42,69,38,26,23,92,10,9,83
4,34,31,22,33,8,76,98,59,7,12,32,90,99,97,21,78,78,90,31,98,15,0,68,47,57,90,61,42,78,66,61,54,42,69,38,26,23,92,19,9,83
4,35,31,22,33,8,76,98,59,7,12,32,90,99,97,21,78,78,90,31,98,15,0,68,47,57,90,61,42,78,66,61,54,42,69,38,26,23,92,19,9,83
4,36,31,22,33,8,76,98,59,7,12,32,90,99,97,21,78,78,90,31,98,15,0,68,47,57,90,61,42,78,66,61,54,42,69,38,26,23,92,19,9,83
4,37,31,22,33,8,76,98,59,7,12,32,90,99,97,21,78,78,90,31,98,15,0,68,47,57,90,61,42,78,66,61,54,42,69,38,26,23,92,19,9,83
4,38,31,22,33,8,76,98,59,7,12,32,90,99,97,21,78,78,90,31,98,15,0,68,47,57,90,61,42,78,66,61,54,42,69,38,26,23,92,19,9,83
4,39,31,22,33,8,76,98,59,7,12,32,90,99,97,21,78,78,90,31,98,15,0,68,47,57,90,61,42,78,66,61,54,42,69,38,26,23,92,19,9,83
