Plan ID,Plan Scores,Run-0,Run-1,Run-2,Run-3,Run-4
0,0.0,1,0,1,2,2
1,0.0,2,0,1,0,0
2,NaN,0,0,1,0,1
3,0.0,3,3,3,3,4
4,0.0,1,2,2,0,1
5,NaN,0,1,0,0,1
6,NaN,0,2,2,1,2
7,0.0,2,1,1,1,1
8,0.0,2,1,0,1,0
9,0.0,1,2,1,0,1
10,NaN,0,1,0,1,0
11,0.0,1,1,2,3,1
12,0.0,1,1,0,0,1
13,0.0,2,0,0,2,2
14,NaN,0,0,0,0,0
15,0.0,2,0,0,2,1
16,NaN,0,1,0,0,0
17,0.0,1,2,4,3,1
18,NaN,0,0,1,0,0
19,0.0,1,2,1,1,1
20,0.0,1,1,1,1,1
21,0.0,1,2,2,1,1
22,NaN,0,1,0,1,0
23,0.0,1,1,2,1,2
24,0.0,2,1,1,0,1
25,0.0,1,3,1,1,2
26,0.0,2,1,1,1,1
27,0.0,1,1,1,0,1
28,NaN,0,0,2,0,1
29,0.0,1,0,0,1,0
30,NaN,0,1,1,0,0
31,NaN,0,3,0,1,1
32,0.0,1,0,0,0,0
33,NaN,0,0,0,0,0
34,0.0,3,2,4,2,1
35,0.0,1,0,1,2,1
36,0.0,1,1,1,5,2
37,0.0,1,2,3,2,2
38,0.0,2,1,0,1,1
39,0.0,2,0,0,1,3
40,0.0,1,1,3,2,1
41,0.0,1,0,1,2,0
42,0.0,1,1,0,2,0
43,0.0,1,5,1,1,4
44,NaN,0,3,0,0,0
45,0.0,1,0,1,1,1
46,0.0,1,0,2,1,1
47,NaN,0,0,2,0,1
48,NaN,0,0,2,0,2
49,0.0,3,1,2,2,0
50,NaN,0,1,0,1,2
51,0.0,2,1,0,1,0
52,NaN,0,1,1,1,1
53,0.0,1,0,1,0,1
54,0.0,2,1,0,1,0
55,NaN,0,1,0,0,0
56,NaN,0,0,0,1,1
57,NaN,0,1,1,1,2
58,0.0,3,2,2,1,1
59,0.0,3,1,1,2,2
60,0.0,2,2,1,1,4
61,0.0,1,0,0,0,1
62,NaN,0,0,0,1,0
63,0.0,1,1,1,2,0
64,0.0,2,2,2,1,1
65,0.0,1,1,0,2,1
66,0.0,1,2,3,0,2
67,NaN,0,2,0,1,0
68,NaN,0,1,1,1,0
69,NaN,0,0,0,0,0
70,0.0,1,0,1,4,1
71,0.0,1,1,0,0,1
72,0.0,3,3,3,2,2
73,0.0,1,1,1,0,0
74,0.0,3,1,3,2,1
75,0.0,1,2,1,2,1
76,NaN,0,1,0,0,0
77,0.0,2,1,2,2,2
78,NaN,0,0,2,0,1
79,0.0,2,1,1,1,4
80,NaN,0,0,0,2,0
81,NaN,0,0,0,1,0
82,NaN,0,1,1,0,0
83,NaN,0,0,0,0,0
84,0.0,2,1,1,0,0
85,0.0,2,1,1,1,2
86,0.0,1,0,1,0,1
87,0.0,2,1,0,1,1
88,NaN,0,0,0,0,0
89,NaN,0,0,1,0,1
90,0.0,1,2,1,2,1
91,0.0,1,1,0,1,2
92,NaN,0,3,3,1,2
93,0.0,1,0,0,0,2
94,NaN,0,0,1,1,0
95,NaN,0,1,1,1,3
96,0.0,1,0,0,0,0
97,0.0,1,0,0,1,0
98,0.0,2,3,3,2,2
99,0.0,3,3,3,3,0
