Run,Iteration,agent-0,agent-1,agent-2,agent-3,agent-4,agent-5,agent-6,agent-7,agent-8,agent-9,agent-10,agent-11,agent-12,agent-13,agent-14,agent-15,agent-16,agent-17,agent-18,agent-19,agent-20,agent-21,agent-22,agent-23,agent-24,agent-25,agent-26,agent-27,agent-28,agent-29,agent-30,agent-31,agent-32,agent-33,agent-34,agent-35,agent-36,agent-37,agent-38,agent-39,agent-40,agent-41,agent-42,agent-43,agent-44,agent-45,agent-46,agent-47,agent-48,agent-49,agent-50,agent-51,agent-52,agent-53,agent-54,agent-55,agent-56,agent-57,agent-58,agent-59,agent-60,agent-61,agent-62,agent-63,agent-64,agent-65,agent-66,agent-67,agent-68,agent-69,agent-70,agent-71,agent-72,agent-73,agent-74,agent-75,agent-76,agent-77,agent-78,agent-79,agent-80,agent-81,agent-82,agent-83,agent-84,agent-85,agent-86,agent-87,agent-88,agent-89,agent-90,agent-91,agent-92,agent-93,agent-94,agent-95,agent-96,agent-97,agent-98,agent-99,agent-100,agent-101,agent-102,agent-103,agent-104,agent-105,agent-106,agent-107,agent-108,agent-109,agent-110,agent-111,agent-112,agent-113,agent-114,agent-115,agent-116,agent-117,agent-118,agent-119,agent-120,agent-121,agent-122,agent-123,agent-124,agent-125,agent-126,agent-127,agent-128,agent-129,agent-130,agent-131,agent-132,agent-133,agent-134,agent-135,agent-136,agent-137,agent-138,agent-139,agent-140,agent-141,agent-142,agent-143,agent-144,agent-145,agent-146,agent-147,agent-148,agent-149,agent-150,agent-151,agent-152,agent-153,agent-154,agent-155,agent-156,agent-157,agent-158,agent-159,agent-160,agent-161,agent-162,agent-163,agent-164,agent-165,agent-166,agent-167,agent-168,agent-169,agent-170,agent-171,agent-172,agent-173,agent-174,agent-175,agent-176,agent-177,agent-178,agent-179
0,30,55,67,35,3,75,41,43,68,64,29,14,23,76,32,23,30,38,34,43,30,47,96,61,85,90,2,8,7,79,6,93,28,3,89,87,79,58,59,34,26,39,35,20,89,50,93,54,72,56,52,84,82,86,26,36,45,56,79,55,96,83,89,75,66,43,66,74,45,55,12,39,99,43,6,55,83,61,83,24,47,91,41,17,32,14,19,12,97,25,75,58,95,67,58,56,89,21,70,11,64,34,36,91,58,40,38,30,40,67,3,26,87,79,65,43,31,95,98,67,73,99,88,87,10,35,60,18,77,84,7,3,95,37,38,12,55,59,62,18,46,52,44,18,56,40,96,19,91,82,52,4,17,34,7,49,77,5,13,78,7,48,69,72,85,12,33,23,51,19,82,58,55,12,61,22,14,6,49,74,81
0,31,55,67,35,3,75,41,43,68,64,29,14,23,76,32,23,30,38,34,43,30,47,96,61,85,90,2,8,7,79,6,93,28,3,89,87,79,58,59,34,26,39,35,20,89,50,93,54,72,56,52,84,82,86,51,36,45,51,79,51,96,89,89,75,66,7,46,74,42,42,12,39,99,43,6,55,83,61,83,24,47,91,41,17,32,14,19,12,97,25,75,58,95,67,58,56,89,21,70,11,64,34,36,91,58,40,38,30,40,67,3,26,87,79,65,43,31,95,98,61,33,19,88,87,30,35,60,18,77,84,7,3,95,37,38,12,55,59,62,18,46,52,44,18,56,40,96,19,91,82,2,6,14,34,7,49,77,5,13,78,7,48,69,72,85,12,33,23,51,19,82,58,55,12,68,22,14,6,49,74,1
0,32,55,67,35,3,75,41,43,68,64,29,14,23,76,32,23,30,38,34,43,30,47,96,61,85,90,2,8,7,79,6,93,28,3,89,87,79,58,59,34,26,39,35,20,89,50,93,54,72,56,52,84,82,86,51,36,45,51,79,51,96,89,89,75,66,7,46,74,42,42,16,34,99,43,6,55,83,61,83,24,17,1,90,67,32,14,19,12,97,25,75,58,95,67,58,56,89,21,70,11,64,34,36,91,58,40,38,30,40,67,3,26,87,79,65,43,31,95,98,61,33,19,88,87,30,35,40,18,77,84,7,3,91,37,38,12,55,59,62,18,46,52,44,18,56,40,96,19,91,82,2,6,14,34,6,49,77,85,13,78,7,48,69,72,85,12,33,23,51,9,82,58,55,12,68,22,14,6,49,74,1
0,33,55,67,35,3,75,41,43,68,95,29,4,33,76,32,23,30,38,34,43,30,47,96,61,85,90,2,8,7,79,6,93,28,3,89,87,79,58,59,34,26,39,35,20,89,50,93,54,72,56,52,84,82,86,51,36,45,51,79,51,96,89,89,75,66,7,46,74,42,42,16,34,99,43,6,55,83,61,83,24,17,1,90,67,32,14,19,12,97,25,75,58,95,67,58,55,85,11,70,11,64,34,36,91,58,40,38,30,40,67,3,26,87,79,65,43,31,95,98,61,33,19,88,87,30,35,40,18,77,84,7,3,91,37,38,12,55,59,62,18,46,52,44,18,56,40,96,19,91,82,2,6,14,34,6,49,77,85,13,78,64,48,69,72,85,12,33,23,51,9,82,58,55,12,68,22,14,6,49,74,1
0,34,55,67,35,3,75,61,43,68,95,29,4,33,76,32,23,30,38,35,83,30,47,96,61,85,90,2,8,7,79,6,93,28,3,89,87,79,58,59,34,26,39,35,50,89,50,93,54,72,56,52,84,82,86,51,36,45,51,79,51,96,89,89,75,66,7,46,74,42,42,16,34,99,43,6,55,83,61,83,24,17,1,90,67,32,14,19,12,97,25,75,58,95,67,54,55,85,11,70,11,64,34,36,91,58,40,38,30,40,67,3,26,87,79,65,43,31,95,98,61,33,19,88,87,30,35,40,18,77,84,7,3,91,37,38,12,25,59,62,18,46,52,44,18,56,40,96,89,91,82,2,6,14,34,6,49,77,85,13,78,64,48,69,72,20,12,33,23,51,9,82,58,55,10,68,22,14,46,49,71,1
0,35,55,67,35,3,75,61,43,68,95,29,4,33,76,32,23,30,38,35,83,30,47,96,61,85,90,52,8,5,36,6,93,28,3,89,87,9,56,59,34,26,39,35,50,89,50,93,54,72,56,52,84,82,86,55,36,45,51,79,55,96,89,89,75,56,7,46,74,48,62,16,34,99,43,6,55,83,61,83,21,17,1,90,67,32,14,19,12,97,25,75,58,95,67,54,55,85,11,70,11,64,34,32,91,48,10,78,30,40,67,3,26,87,79,65,43,31,95,88,61,33,59,86,87,30,35,40,18,77,84,7,3,91,37,38,12,25,59,62,18,46,52,44,18,96,40,96,89,91,82,2,6,11,44,6,47,77,85,13,78,64,48,66,73,20,12,33,28,51,9,82,58,55,10,91,22,14,46,49,74,1
0,36,55,67,35,3,75,61,43,68,95,29,4,33,76,32,23,30,38,35,83,30,47,96,61,85,90,52,8,5,36,6,93,28,3,89,87,9,56,59,34,26,39,35,50,89,50,93,54,72,56,52,84,82,86,55,36,45,51,89,55,96,89,89,5,57,7,46,74,48,62,16,34,99,43,6,55,83,61,83,21,17,1,90,67,32,11,19,12,97,25,75,58,95,67,54,55,85,11,70,11,64,34,32,91,48,10,78,30,40,67,3,26,87,79,65,43,31,95,88,61,33,59,86,77,20,35,40,18,77,84,7,53,91,65,38,12,25,59,62,18,46,52,44,18,96,40,96,89,91,82,2,8,12,44,6,47,77,85,13,78,64,48,66,73,20,12,33,23,51,79,82,58,55,10,91,22,14,46,49,74,1
0,37,55,67,35,3,75,61,40,68,4,29,4,33,76,32,23,30,38,34,83,90,47,96,61,85,90,52,8,5,36,6,93,28,3,89,87,9,56,59,34,26,39,75,50,89,55,93,93,72,56,52,84,82,86,55,36,45,51,89,55,96,89,89,5,57,7,46,74,48,62,16,34,99,43,6,55,83,41,83,21,17,1,90,67,32,11,19,22,97,25,75,58,95,67,58,25,85,11,70,11,74,34,32,91,48,10,78,30,40,67,3,26,87,29,65,43,34,95,88,61,33,59,86,77,20,35,40,18,76,84,7,53,91,65,38,12,25,59,62,18,46,50,44,18,96,40,96,89,91,86,2,8,12,44,6,47,77,85,13,78,64,48,66,73,20,32,33,23,51,79,82,58,55,18,91,22,14,46,49,71,1
0,38,55,87,35,3,95,61,40,68,4,29,4,33,76,32,23,38,38,34,83,90,47,96,61,85,90,52,8,5,36,86,3,28,3,89,87,9,56,59,34,26,39,75,50,89,55,93,93,72,56,52,84,0,86,55,36,45,51,89,55,96,89,89,5,57,7,46,74,48,62,16,34,99,43,6,55,83,41,83,21,17,1,90,67,32,11,19,22,97,25,75,58,95,61,58,25,85,11,70,11,74,34,32,91,48,10,78,37,40,67,3,26,87,29,65,43,33,96,88,61,33,59,86,77,20,35,40,18,76,84,7,53,91,65,38,12,25,59,62,18,46,50,44,18,96,42,96,89,91,82,2,8,12,44,6,47,77,85,13,78,64,48,66,73,20,32,33,23,51,79,82,58,55,15,91,22,14,46,49,71,1
0,39,55,87,35,3,95,61,40,68,4,29,4,33,76,32,23,38,38,34,83,90,47,96,61,85,90,52,8,7,88,86,3,28,3,89,87,9,56,59,34,26,39,75,50,29,55,93,93,72,56,52,84,0,86,55,36,45,51,89,55,96,79,89,5,57,7,46,74,48,62,16,34,99,43,6,55,83,41,83,24,17,1,90,67,32,11,19,22,97,25,75,58,95,61,58,25,85,11,70,19,74,34,32,91,48,10,88,37,40,67,3,26,87,29,65,43,33,96,88,61,33,59,86,77,20,35,40,18,76,84,7,53,91,65,38,12,25,59,62,18,46,50,44,18,96,42,96,89,91,82,2,21,12,44,6,47,77,85,13,78,64,48,66,73,20,32,33,23,51,79,82,58,55,48,98,82,14,46,49,71,1
1,0,24,35,75,8,71,67,70,20,67,65,40,42,48,57,3,80,72,9,29,8,62,9,80,32,0,98,89,64,85,56,82,70,44,6,7,79,17,23,11,61,23,87,97,75,66,17,53,95,2,19,85,65,7,69,96,34,68,54,16,38,31,4,97,7,97,45,61,22,93,93,91,29,65,0,34,50,9,77,65,25,93,24,81,37,35,38,45,9,81,42,30,92,23,49,51,45,10,34,32,2,90,33,90,31,76,74,79,9,78,8,93,19,77,56,65,57,75,52,87,66,22,71,35,10,88,80,88,18,54,54,87,23,61,94,56,14,52,91,98,37,31,38,61,46,66,21,66,18,21,53,67,40,53,18,65,43,43,84,77,86,70,23,23,36,29,27,10,81,84,37,50,36,8,66,1,25,96,23,71,9
1,1,96,39,73,2,70,93,72,51,64,67,49,44,43,54,71,81,54,1,26,9,60,5,85,39,78,93,5,64,6,53,84,75,73,0,2,74,76,66,13,57,47,43,92,77,90,16,52,96,0,19,89,69,5,69,96,34,68,54,16,38,31,4,97,7,97,45,61,22,93,93,91,29,65,0,34,50,9,77,65,25,93,24,81,37,35,34,47,41,41,47,23,97,26,14,68,42,11,58,36,42,55,38,45,57,40,60,70,2,77,19,99,72,73,55,66,50,37,52,87,66,22,71,35,10,88,80,88,18,54,54,87,23,61,93,62,15,66,93,52,24,94,9,80,40,65,24,30,12,87,53,67,40,53,18,65,43,43,89,91,31,74,28,21,34,21,27,10,81,84,35,54,37,5,66,1,20,58,23,79,53
1,2,96,39,73,2,70,11,79,58,0,64,45,47,47,23,76,89,30,8,24,5,66,5,85,39,78,93,5,64,6,53,84,75,73,0,2,74,76,66,13,57,47,43,92,77,90,16,52,96,0,19,89,69,5,69,96,34,68,54,16,38,31,4,97,7,97,45,61,22,93,93,91,29,65,0,34,50,9,77,65,25,93,24,81,37,35,34,47,41,41,47,23,97,26,18,32,48,13,9,34,46,3,38,45,57,40,60,70,2,77,19,99,72,73,55,66,50,37,52,87,66,22,71,35,10,88,80,88,18,54,54,87,23,61,93,62,15,66,55,80,72,8,9,80,40,65,24,30,12,87,53,67,40,53,18,65,43,43,89,91,46,79,28,21,34,21,27,10,81,84,35,52,37,5,66,1,25,58,23,75,58
1,3,96,39,73,2,70,11,79,58,0,64,45,47,47,23,76,89,30,8,24,5,66,5,85,39,78,93,5,64,6,53,84,75,73,0,2,74,76,66,13,57,47,43,92,77,90,16,52,96,0,19,89,69,5,81,0,33,60,54,18,67,42,27,44,15,97,70,78,26,46,97,37,11,12,9,57,53,80,75,63,25,66,96,10,90,33,34,47,41,41,47,23,97,26,18,32,48,13,9,34,46,3,38,45,57,40,60,70,2,77,19,99,72,73,55,66,50,37,38,87,34,27,82,39,14,86,83,89,81,57,96,83,26,62,93,62,15,66,55,80,72,8,9,80,40,65,24,30,12,87,52,25,65,83,18,66,40,32,89,91,46,79,28,21,34,21,76,10,89,42,35,52,37,5,13,99,25,58,26,75,48
1,4,84,39,70,1,78,11,79,58,0,64,45,43,47,23,76,89,30,8,24,5,66,5,85,39,78,93,5,64,6,53,84,75,73,0,2,74,76,66,13,57,47,43,92,77,90,16,52,96,0,19,89,69,5,81,0,33,60,54,18,67,42,27,44,15,97,70,78,26,46,97,37,11,12,9,57,53,80,75,63,25,66,96,10,90,33,39,44,40,17,77,69,90,26,18,32,64,15,9,34,46,3,38,45,57,40,60,70,2,77,19,99,72,73,55,66,50,37,38,87,34,27,82,39,14,86,83,89,81,57,96,83,26,62,99,66,17,16,55,80,72,8,9,80,40,65,24,30,12,87,52,25,65,83,18,66,40,32,84,95,6,79,28,21,34,21,76,10,89,42,35,55,37,5,13,99,20,58,26,75,43
1,5,84,39,70,1,78,11,79,58,0,64,45,43,47,23,76,89,30,8,24,5,66,5,85,39,78,93,5,64,6,53,84,75,73,0,2,74,76,66,13,57,47,43,92,77,90,16,52,96,0,19,89,69,5,84,8,69,69,88,39,69,68,27,44,15,97,70,78,26,46,97,37,11,12,9,57,53,80,75,63,25,66,96,10,90,33,39,44,40,17,77,69,90,26,18,32,64,15,9,34,46,3,38,45,57,40,60,70,2,77,19,99,72,73,55,66,50,37,39,83,37,27,82,39,14,86,83,89,81,57,96,83,26,62,99,66,17,16,55,80,72,8,9,80,40,65,24,30,12,87,59,23,65,83,18,66,40,32,84,95,6,79,28,21,34,21,70,10,89,42,35,55,37,5,12,99,20,58,29,75,43
1,6,84,39,70,1,78,11,79,58,0,64,45,43,47,23,76,89,30,8,24,5,66,5,85,39,78,93,5,64,6,53,84,75,73,0,2,74,76,66,13,57,47,43,92,77,90,18,21,94,0,30,42,69,8,84,8,69,69,88,39,69,68,27,44,15,97,70,78,26,46,18,98,18,30,9,17,53,80,75,63,25,66,96,10,90,33,39,44,40,17,77,69,90,26,18,32,64,15,9,34,46,3,38,45,57,40,60,70,2,77,19,99,72,73,59,56,84,12,39,83,37,27,82,39,14,86,83,89,92,55,96,83,26,62,99,66,17,16,55,80,72,8,9,80,40,65,24,30,75,12,59,23,65,83,18,67,40,32,84,95,6,79,28,21,34,26,70,10,89,42,35,55,37,5,12,99,20,58,29,35,48
1,7,84,39,70,1,78,11,79,58,0,64,45,43,47,23,76,82,36,8,24,5,66,5,85,39,78,93,5,64,6,53,84,75,73,0,2,74,76,66,13,57,47,43,49,18,39,18,21,94,0,30,42,69,8,84,8,69,69,88,39,69,68,27,44,15,97,70,78,26,46,18,98,18,30,9,17,53,80,75,63,25,66,96,10,90,33,39,44,40,17,77,69,90,26,18,32,64,15,9,36,46,3,38,45,57,40,60,70,2,77,19,99,88,4,59,56,84,12,39,83,37,27,82,39,14,86,83,89,92,55,96,83,26,62,99,66,17,16,55,80,72,8,9,80,40,65,24,30,75,12,59,23,65,83,18,67,40,32,84,95,6,79,28,21,34,26,70,10,89,42,35,51,37,5,12,99,29,58,29,33,48
1,8,84,39,70,1,78,11,79,58,0,64,45,43,47,23,20,81,36,8,24,5,66,5,85,39,78,93,48,81,65,53,84,75,73,0,2,74,76,66,13,57,47,43,49,18,39,18,21,94,0,30,42,69,8,84,8,69,69,88,39,69,68,27,44,15,97,70,78,26,46,18,98,18,30,9,17,53,80,75,63,25,66,96,10,90,33,39,44,40,17,77,69,90,26,18,32,64,15,19,36,46,3,38,45,96,60,60,70,2,77,19,99,88,4,59,56,84,12,39,83,37,27,82,39,14,86,83,89,92,55,96,83,26,62,99,66,17,16,55,80,72,8,9,80,40,65,24,30,75,12,59,23,65,83,18,67,40,32,84,95,6,79,25,21,34,26,70,10,89,42,35,50,47,5,12,99,29,58,29,33,48
1,9,84,39,70,90,73,11,79,58,0,64,45,43,47,23,20,81,36,8,24,5,66,5,85,39,78,93,48,81,65,53,84,75,73,0,2,74,76,6,13,57,77,43,49,18,39,18,20,94,0,14,52,62,8,84,8,69,69,88,39,69,68,27,44,15,97,70,78,26,46,18,98,18,30,9,17,53,80,75,63,25,66,96,10,90,33,39,44,40,17,77,69,90,26,18,32,64,15,19,36,46,3,38,45,96,60,60,70,2,77,69,90,88,4,59,86,84,19,39,83,37,27,82,39,14,86,83,89,92,55,96,83,26,62,99,66,17,16,55,80,72,8,9,80,40,65,34,30,75,12,59,23,65,83,18,67,40,32,84,95,6,79,25,21,34,26,70,10,89,42,35,50,47,5,12,99,29,58,29,33,48
1,10,84,39,70,90,73,11,79,58,0,64,45,43,47,23,20,81,36,8,24,5,66,5,85,39,78,93,48,81,65,53,84,75,73,0,2,74,76,5,14,57,77,43,49,18,39,18,20,94,0,14,52,62,8,84,8,69,69,88,39,69,68,27,44,15,97,70,78,26,46,18,98,18,30,9,17,53,80,75,63,25,66,96,10,90,33,39,44,40,17,77,69,90,26,18,32,64,15,19,36,46,3,38,45,96,60,60,70,2,77,66,90,88,4,59,86,84,19,39,83,37,27,82,39,14,86,83,89,92,55,96,83,26,62,99,66,17,16,55,80,72,8,9,80,40,65,34,30,75,12,59,23,65,83,18,67,40,32,84,95,6,79,25,21,34,26,70,10,89,42,35,50,47,4,12,99,29,58,29,33,48
1,11,84,39,70,90,73,11,79,58,0,64,45,43,47,23,20,81,36,8,24,5,66,85,85,39,84,93,48,84,69,73,80,15,23,20,2,74,46,5,14,57,77,33,49,18,39,18,20,94,0,14,52,62,8,84,8,69,69,88,39,69,68,27,44,15,97,70,78,26,46,18,98,18,30,9,17,53,80,75,63,25,66,96,10,90,33,39,44,40,17,77,69,90,26,18,32,64,15,19,36,46,3,39,45,96,65,90,60,1,87,66,90,88,4,59,86,84,19,39,83,37,27,82,39,14,86,83,89,92,55,96,83,26,62,99,66,17,16,55,80,72,8,95,80,40,5,34,31,75,12,59,23,65,83,18,67,40,32,84,95,6,79,25,9,34,26,70,10,89,42,35,50,45,4,12,99,29,18,29,33,98
1,12,84,39,70,90,73,11,79,58,0,64,45,43,47,23,20,81,36,8,24,5,66,85,85,39,84,93,48,84,69,73,80,15,23,20,2,74,46,5,14,57,77,33,49,18,39,18,20,94,0,14,52,62,8,84,8,69,92,80,31,8,68,27,44,15,97,60,18,26,46,18,98,18,30,9,17,53,80,75,63,25,66,96,10,90,33,39,44,40,17,77,69,90,26,18,32,64,15,19,36,46,3,39,45,96,65,90,60,1,87,66,90,88,4,59,86,84,19,99,83,44,27,82,39,14,89,83,89,92,55,96,83,26,62,99,66,17,16,55,80,72,8,95,80,40,5,34,31,75,12,49,26,65,83,18,67,40,32,84,95,6,79,25,9,34,26,60,17,89,42,35,50,45,4,12,99,29,18,29,33,98
1,13,89,39,74,90,73,11,79,58,0,64,45,43,47,23,20,81,36,8,24,69,67,81,85,39,22,93,48,84,69,73,80,15,23,20,2,74,46,5,14,57,77,33,49,18,39,18,20,94,0,14,52,62,8,84,8,69,92,80,31,8,68,27,44,15,97,60,18,26,46,18,98,18,30,9,17,53,80,75,63,25,66,96,10,90,33,39,44,40,17,15,74,91,26,18,32,64,15,19,36,46,63,39,5,96,65,90,60,1,87,66,90,88,4,59,86,84,19,99,83,44,27,82,39,14,89,83,89,92,55,96,83,26,62,99,66,17,16,55,80,72,28,98,80,40,5,34,31,75,12,49,26,65,83,18,67,40,32,84,25,6,79,65,9,34,26,60,17,89,42,87,53,55,4,12,99,29,18,29,83,98
1,14,89,39,74,90,73,11,79,58,0,64,45,43,47,23,20,81,36,8,24,69,67,81,85,39,22,93,48,84,69,73,80,15,23,20,2,74,46,5,14,57,77,33,49,18,39,18,20,94,0,14,52,62,8,84,8,69,92,80,31,8,68,27,44,15,97,60,18,26,46,18,98,18,30,9,17,53,80,75,63,25,66,46,20,3,67,39,44,40,17,15,74,91,26,18,32,64,15,19,36,46,63,39,5,96,65,90,60,1,87,66,90,88,4,59,86,84,19,99,83,44,27,82,39,14,89,83,89,92,55,96,83,51,62,99,66,17,16,55,80,72,28,98,80,40,5,34,31,75,12,49,26,65,83,18,67,40,6,84,25,6,79,65,9,34,26,60,17,89,58,87,53,55,4,12,45,29,18,29,83,98
1,15,89,39,74,90,73,8,78,68,10,64,45,43,41,23,20,81,36,8,24,69,67,81,85,39,22,93,48,84,69,73,80,15,23,20,2,74,46,5,14,57,77,33,49,18,39,18,20,94,0,14,52,62,8,84,8,69,92,80,31,8,68,27,44,15,97,60,18,26,46,18,98,18,30,9,17,53,80,78,1,25,66,46,20,3,67,39,44,40,17,15,74,91,26,85,43,60,18,19,36,46,63,39,5,96,65,90,60,1,87,66,90,88,4,59,86,84,19,99,83,44,27,82,39,14,89,83,89,92,55,96,83,51,62,99,66,17,16,50,40,72,28,98,80,40,5,34,31,75,12,49,26,65,83,18,67,20,6,84,25,22,79,65,9,34,26,60,17,89,53,87,50,55,4,12,42,29,18,29,83,98
1,16,89,39,74,90,73,8,78,68,10,64,45,43,41,23,20,81,36,8,24,69,67,81,85,39,22,93,48,84,69,23,80,12,23,20,2,74,46,5,14,57,77,33,49,18,39,18,20,94,0,14,52,62,8,84,8,69,92,80,31,8,68,27,44,15,97,60,18,26,46,18,98,18,30,9,17,53,80,78,1,25,66,46,20,3,67,39,9,90,17,15,74,91,26,85,43,60,18,19,36,46,63,39,5,96,65,94,65,1,87,66,90,88,4,59,86,84,19,99,83,44,27,82,39,14,89,83,89,92,55,96,83,51,62,79,76,17,16,50,40,72,28,98,80,43,5,34,31,75,12,49,26,65,83,18,67,20,6,84,25,22,79,65,91,34,26,60,17,89,53,87,50,56,4,12,42,29,18,29,83,98
1,17,89,39,74,90,73,48,78,68,10,64,45,43,41,13,63,11,36,8,71,69,67,81,85,39,22,93,48,84,69,23,80,12,23,20,2,74,46,35,14,47,77,39,49,98,39,18,20,94,0,14,52,62,8,84,8,69,92,80,31,8,68,27,44,15,97,60,18,26,46,18,98,18,30,9,17,53,80,78,1,25,66,46,20,3,67,39,9,90,17,15,74,91,26,12,43,60,18,19,36,96,63,39,5,96,65,94,65,1,87,66,90,98,3,59,86,84,19,99,83,44,27,82,39,14,89,83,89,92,55,96,83,51,62,79,76,17,16,50,40,52,68,98,80,43,5,39,29,75,12,49,26,65,83,18,67,20,6,84,25,26,79,65,91,34,26,60,17,89,53,87,53,56,4,12,42,29,18,29,83,98
1,18,89,39,74,90,73,48,78,68,10,64,45,43,41,13,63,11,36,8,71,69,67,81,35,39,22,93,48,84,69,23,80,12,13,70,2,74,46,35,14,47,77,39,49,98,39,18,20,94,0,14,52,62,8,84,8,69,92,80,31,8,68,27,44,15,97,60,18,26,46,18,98,18,30,9,17,53,80,78,1,25,66,46,20,3,67,39,9,90,17,15,74,91,26,12,43,60,18,19,36,96,63,30,5,16,65,4,65,2,57,66,90,98,3,59,86,84,10,99,83,44,27,82,39,14,89,83,89,92,55,96,83,51,62,79,76,17,16,50,40,52,68,98,90,43,5,39,29,75,15,49,26,65,83,18,67,20,6,84,25,26,79,65,91,34,66,60,17,89,53,87,53,55,7,12,42,29,18,29,3,98
1,19,89,39,74,73,73,48,78,68,10,64,45,43,81,13,63,11,96,8,71,69,67,81,35,39,22,93,48,84,69,23,80,12,13,70,2,74,46,35,14,47,77,39,49,98,39,18,20,94,0,14,52,62,8,74,8,7,92,80,31,8,68,47,44,78,97,60,8,96,36,65,98,98,72,19,87,53,48,78,1,25,66,46,20,3,67,39,9,90,17,15,74,91,26,12,43,61,19,19,36,96,63,30,5,16,65,4,65,2,57,66,90,98,3,59,86,84,10,99,83,44,27,22,39,34,85,73,89,34,55,96,83,51,62,79,76,12,46,50,40,52,68,98,90,43,5,39,29,75,15,49,26,64,73,18,67,20,6,84,25,22,49,65,91,34,66,60,17,89,53,87,50,55,7,12,41,29,18,9,3,38
1,20,89,39,74,73,73,48,78,68,10,64,45,43,81,13,63,11,96,8,71,69,67,81,35,39,22,93,48,84,69,23,80,12,13,70,2,74,46,35,14,47,77,39,49,98,39,88,40,34,0,14,52,65,18,74,8,7,92,80,31,8,68,47,44,78,97,60,8,96,36,65,98,98,72,19,87,53,48,78,1,25,66,46,20,3,67,39,9,90,17,15,74,91,26,12,43,61,19,19,36,96,63,30,5,16,65,4,65,2,57,66,90,98,3,59,88,64,62,99,83,44,27,22,39,34,85,73,89,34,55,96,83,51,62,79,76,12,46,50,40,52,68,98,90,43,5,39,29,55,99,49,26,64,73,18,67,20,6,84,25,22,49,65,91,34,37,60,17,89,53,87,50,55,4,12,41,29,48,9,3,38
1,21,89,39,74,73,73,48,78,8,70,64,45,49,81,13,80,12,96,8,71,69,67,81,35,39,22,93,48,84,69,23,80,12,13,70,2,74,46,35,14,47,77,39,49,98,39,88,40,34,0,14,52,65,18,74,8,7,92,80,31,8,68,47,44,78,97,60,8,96,36,65,98,98,72,19,87,53,48,78,1,25,66,46,20,3,67,39,9,90,17,15,74,91,26,11,11,17,18,99,36,94,27,30,5,16,65,4,65,2,57,66,90,98,3,59,88,64,62,99,83,44,27,22,39,34,85,73,89,34,55,96,83,51,62,79,76,12,46,56,40,52,68,98,90,43,5,39,29,55,99,49,26,64,73,18,67,20,6,84,25,23,49,65,91,34,37,60,17,89,53,87,53,55,4,12,41,26,48,9,3,38
1,22,89,39,74,73,73,48,78,8,70,64,95,49,81,14,80,12,96,8,71,69,67,81,35,39,22,93,48,84,69,23,80,12,13,70,2,74,46,34,64,47,3,39,49,98,39,88,40,34,0,14,52,65,18,74,8,7,92,80,31,8,68,47,44,78,97,60,8,96,36,65,98,98,72,19,87,53,48,78,1,25,66,46,20,3,67,32,29,90,17,15,74,91,26,11,11,12,19,99,36,94,27,30,5,16,65,4,65,2,57,97,10,98,3,59,88,64,62,99,83,44,27,22,39,34,85,73,89,34,55,96,83,51,62,79,76,12,46,56,40,52,68,98,90,43,5,38,29,55,99,49,26,64,73,18,67,20,6,14,25,23,49,65,91,34,37,60,17,89,53,7,53,55,4,12,41,26,48,9,3,38
1,23,86,39,74,50,73,48,78,8,70,64,95,39,81,14,80,12,96,8,71,69,67,11,5,39,12,93,53,29,68,23,80,12,13,70,2,74,46,37,64,87,3,66,79,98,49,88,40,34,70,14,72,65,18,74,8,7,92,80,31,8,68,47,44,78,97,60,8,96,36,65,98,98,72,19,87,53,48,78,1,25,66,46,20,3,67,32,29,10,17,17,59,91,26,83,12,12,19,99,36,94,27,38,5,16,63,4,65,2,57,96,10,8,13,55,88,64,62,99,83,44,27,22,39,34,85,73,89,34,55,96,83,51,62,79,76,12,46,56,40,52,68,98,90,43,5,38,29,55,99,49,26,64,73,18,67,20,6,14,45,26,49,85,91,34,37,60,17,89,53,7,56,56,4,12,41,26,48,9,53,38
1,24,86,39,74,50,73,48,78,8,70,64,95,39,81,14,80,12,96,8,71,69,67,11,5,39,12,93,53,29,68,23,80,12,13,70,2,74,46,37,64,87,3,66,79,98,49,88,40,34,70,14,72,65,18,77,28,17,2,80,31,9,8,74,9,55,97,60,8,16,36,65,98,98,72,19,87,53,48,78,1,25,66,46,20,3,67,32,29,10,17,17,59,91,26,83,12,12,19,99,36,94,27,38,5,16,63,4,65,2,57,96,10,8,13,55,88,64,62,49,83,44,67,68,39,34,89,73,89,34,55,96,83,51,62,79,76,12,46,56,40,52,68,98,90,43,5,38,29,55,99,49,26,5,33,18,67,20,6,14,45,26,49,85,91,34,37,88,17,89,53,7,56,56,4,52,41,26,48,9,53,38
