Run,Iteration,agent-0,agent-1,agent-2,agent-3,agent-4,agent-5,agent-6,agent-7,agent-8,agent-9,agent-10,agent-11,agent-12,agent-13,agent-14,agent-15,agent-16,agent-17,agent-18,agent-19,agent-20,agent-21,agent-22,agent-23,agent-24,agent-25,agent-26,agent-27,agent-28,agent-29,agent-30,agent-31,agent-32,agent-33,agent-34,agent-35,agent-36,agent-37,agent-38,agent-39,agent-40,agent-41,agent-42,agent-43,agent-44,agent-45,agent-46,agent-47,agent-48,agent-49,agent-50,agent-51,agent-52,agent-53,agent-54,agent-55,agent-56,agent-57,agent-58,agent-59,agent-60,agent-61,agent-62,agent-63,agent-64,agent-65,agent-66,agent-67,agent-68,agent-69,agent-70,agent-71,agent-72,agent-73,agent-74,agent-75,agent-76,agent-77,agent-78,agent-79,agent-80,agent-81,agent-82,agent-83,agent-84,agent-85,agent-86,agent-87,agent-88,agent-89,agent-90,agent-91,agent-92,agent-93,agent-94,agent-95,agent-96,agent-97,agent-98,agent-99,agent-100,agent-101,agent-102,agent-103,agent-104,agent-105,agent-106,agent-107,agent-108,agent-109,agent-110,agent-111,agent-112,agent-113,agent-114,agent-115,agent-116,agent-117,agent-118,agent-119,agent-120,agent-121,agent-122,agent-123,agent-124,agent-125,agent-126,agent-127,agent-128,agent-129,agent-130,agent-131,agent-132,agent-133,agent-134,agent-135,agent-136,agent-137,agent-138,agent-139,agent-140,agent-141,agent-142,agent-143,agent-144,agent-145,agent-146,agent-147,agent-148,agent-149
0,30,40,93,76,25,70,64,8,60,52,48,37,30,11,27,64,70,62,67,43,28,52,73,34,73,37,75,4,69,57,92,15,73,43,78,21,44,72,10,5,81,75,9,22,38,46,23,72,14,79,94,67,50,58,65,81,31,54,18,77,74,40,93,50,81,72,90,83,72,91,7,65,67,45,29,13,45,40,21,77,7,36,14,70,19,61,57,24,82,66,92,28,16,70,70,13,36,4,56,61,90,22,55,39,38,29,65,40,46,3,71,39,74,14,6,78,38,30,2,18,56,31,43,59,57,97,33,35,60,49,33,34,42,95,63,65,35,82,98,96,54,88,85,78,54,12,48,37,13,91,8
0,31,40,93,76,25,70,64,8,60,12,48,37,33,11,27,64,70,62,67,43,28,52,73,34,73,37,75,4,69,57,92,15,73,43,78,21,44,72,10,5,81,75,9,26,38,76,23,72,14,79,94,67,50,58,65,81,31,54,18,77,74,40,93,50,81,12,90,83,72,91,7,65,67,45,29,13,45,40,21,77,7,76,14,70,19,61,48,24,82,66,92,28,16,70,70,13,36,4,56,61,90,22,51,39,48,29,65,40,41,3,71,39,74,14,6,78,38,30,2,18,56,31,43,59,57,97,33,35,87,49,33,34,42,95,63,65,35,82,98,96,54,24,85,78,54,12,48,38,13,91,8
0,32,40,93,76,25,70,64,8,60,12,48,37,33,11,27,64,70,62,67,43,28,52,73,34,73,37,27,4,60,57,92,15,73,43,78,21,44,72,10,5,81,75,9,26,38,76,23,72,14,79,94,67,50,58,35,81,31,54,18,77,74,40,93,70,81,12,90,83,72,91,7,65,67,45,29,13,45,40,21,77,7,76,14,70,19,61,48,24,88,66,12,28,66,70,70,13,36,4,56,61,90,22,51,39,48,29,65,50,41,3,71,39,74,14,6,78,38,30,2,18,56,31,43,59,57,97,33,35,87,49,33,34,42,95,63,65,35,82,98,96,54,24,85,78,54,13,48,38,13,91,8
0,33,40,93,76,25,70,64,8,60,12,48,37,90,11,27,64,70,62,67,43,28,52,73,34,73,37,27,4,60,57,92,15,73,43,78,21,44,72,10,5,81,75,9,26,38,76,23,72,14,79,94,67,50,58,35,81,31,54,18,77,74,40,93,70,81,12,90,83,72,91,7,65,67,45,29,13,45,40,21,77,7,76,14,70,19,61,48,24,88,66,12,28,66,70,70,13,36,4,56,61,90,22,51,39,48,29,65,50,41,3,71,39,74,14,6,78,38,30,2,18,56,31,43,59,57,97,33,35,87,49,33,34,42,95,63,65,35,82,98,96,54,24,85,78,54,13,48,37,13,91,8
0,34,40,93,76,25,70,64,8,60,12,48,37,90,11,27,64,70,62,67,43,28,52,73,34,73,37,27,4,60,57,92,15,73,43,78,21,44,72,10,5,81,75,9,26,38,76,93,72,14,79,94,67,50,58,31,81,31,54,18,77,74,40,93,70,81,12,90,83,72,91,7,95,67,45,29,13,45,40,21,77,7,76,14,70,19,61,48,24,88,66,12,26,66,70,70,13,36,4,56,81,90,22,51,39,48,29,65,50,46,3,71,39,74,14,6,78,38,30,2,18,56,31,43,59,57,97,33,35,87,49,33,34,42,95,63,65,35,82,98,96,54,26,85,78,51,12,48,37,13,91,8
0,35,40,93,76,25,70,64,8,60,12,48,37,90,11,27,64,70,62,67,43,28,52,73,34,73,37,27,4,60,57,92,15,73,43,78,21,44,72,10,5,81,75,9,26,38,76,93,72,14,79,94,67,50,58,31,81,31,54,18,77,74,40,93,70,81,12,90,83,72,91,7,95,67,45,29,13,45,40,21,77,7,76,14,70,19,61,48,24,88,66,12,26,66,70,70,13,36,4,56,81,90,22,51,39,48,29,65,50,46,3,71,39,74,14,6,78,38,30,2,18,56,31,43,59,57,97,33,35,87,49,33,34,42,95,63,65,35,82,98,96,54,26,85,79,51,12,48,34,13,91,8
0,36,40,93,76,25,70,64,8,60,12,48,37,90,11,27,64,70,62,67,43,28,52,73,34,73,37,27,4,60,57,92,15,73,43,78,21,44,72,10,5,81,75,9,26,38,76,93,72,14,79,94,67,50,58,31,81,31,54,18,77,74,40,93,70,81,12,90,83,72,91,7,95,67,45,29,13,45,40,21,77,7,76,14,70,19,61,48,24,88,66,12,26,66,70,70,13,36,4,56,81,90,22,51,39,48,29,65,50,46,3,71,39,74,14,6,78,38,30,2,18,56,31,43,59,57,97,33,35,87,49,33,34,42,95,63,65,35,82,98,96,54,26,85,79,51,12,48,34,13,91,8
0,37,40,93,76,25,70,64,8,60,12,48,37,90,11,27,64,70,62,67,43,28,52,73,34,73,37,27,4,60,57,92,15,73,43,78,21,44,72,10,5,81,75,9,26,38,76,93,72,14,79,94,67,50,58,31,81,31,54,18,77,74,40,93,70,81,12,90,83,72,91,7,95,67,45,29,13,45,40,21,77,7,76,14,70,19,61,48,24,88,66,12,26,66,70,70,13,36,4,56,81,90,22,51,39,48,29,65,54,46,3,71,39,74,14,6,78,38,30,2,18,56,31,43,59,57,97,33,35,87,49,33,34,42,95,63,65,35,82,98,96,54,23,85,78,51,12,48,37,13,91,8
0,38,40,93,76,25,70,64,8,60,12,48,37,90,11,27,64,70,62,67,43,28,52,73,34,73,37,27,4,60,57,92,15,73,43,78,21,44,72,10,5,81,75,9,26,38,76,93,72,14,79,94,67,50,58,31,81,31,54,18,77,74,40,93,70,81,12,90,83,72,91,7,95,67,45,29,13,45,40,21,77,7,76,14,70,19,61,48,24,88,66,12,26,66,70,70,13,36,4,56,81,90,22,51,39,48,29,65,54,46,3,71,39,74,14,6,78,38,30,2,18,56,31,43,59,57,97,33,35,87,49,33,34,42,95,63,65,35,82,98,96,54,23,85,78,51,12,48,37,13,91,8
0,39,40,93,76,25,70,64,8,60,12,48,37,90,11,27,64,70,62,67,43,28,52,73,34,73,37,27,4,60,57,92,15,73,43,78,21,44,72,10,5,81,75,9,26,38,76,93,72,14,79,94,67,50,58,31,81,31,54,18,77,74,40,93,70,81,12,90,83,72,91,7,95,67,45,29,13,45,40,21,77,7,76,14,70,19,61,48,24,88,66,12,26,66,70,70,13,36,4,56,81,90,22,51,39,48,29,65,54,46,3,71,39,74,14,6,78,38,30,2,18,56,31,43,59,57,97,33,35,87,49,33,34,42,95,63,65,35,82,98,96,54,23,85,78,51,12,48,37,13,91,8
1,0,67,9,2,52,70,72,91,13,2,37,91,26,94,74,97,95,25,32,68,2,96,59,56,76,34,21,75,86,30,13,87,1,7,73,83,91,41,27,71,7,86,96,43,86,28,35,7,32,13,75,75,70,87,7,60,70,3,85,92,36,82,72,86,95,63,26,98,20,91,26,35,57,56,0,28,97,11,93,25,16,88,1,95,54,29,98,45,42,88,12,2,53,90,11,86,25,2,45,76,27,13,77,46,85,8,11,56,28,21,78,68,83,28,2,27,50,17,42,62,99,1,58,69,96,1,72,3,34,48,46,74,70,33,3,8,61,59,5,83,2,20,71,61,88,64,97,56,12,79,23
1,1,74,1,65,94,72,26,96,18,57,76,99,29,60,76,99,53,22,37,67,1,55,53,50,76,34,21,75,86,30,13,87,1,7,73,83,91,41,27,71,7,86,96,43,86,28,35,7,32,13,75,75,70,87,7,60,1,17,89,16,87,84,78,45,23,61,22,94,61,23,20,99,56,52,75,29,69,44,99,39,12,47,1,93,18,58,57,44,42,88,12,2,53,90,11,86,25,2,45,76,27,13,77,46,80,48,15,59,22,28,41,24,80,23,4,21,55,25,59,67,99,1,58,69,96,1,72,3,66,41,48,29,87,34,8,6,61,59,5,83,8,25,75,68,88,64,96,59,12,78,53
1,2,78,4,30,94,78,26,95,16,55,73,93,20,11,91,93,79,27,33,65,5,53,51,51,76,34,21,75,86,30,13,87,1,7,73,83,91,41,27,71,47,75,95,72,35,42,33,26,37,42,91,73,72,84,7,92,1,17,89,16,87,84,78,45,23,61,22,94,61,23,20,99,50,54,81,24,64,66,91,32,31,46,5,97,16,52,50,49,42,88,12,2,53,90,11,86,22,76,44,73,21,20,50,44,80,48,15,59,22,28,41,24,83,22,9,26,53,86,58,30,99,1,58,69,46,63,52,5,66,41,48,29,56,39,49,0,61,59,16,5,8,25,73,68,88,23,96,50,42,78,59
1,3,78,4,30,94,78,26,95,18,90,20,96,26,15,99,90,74,21,30,62,4,54,50,53,76,34,21,75,86,30,13,87,1,7,73,83,91,41,27,71,47,75,95,72,35,42,33,26,37,42,91,73,72,84,7,92,1,17,89,16,87,84,78,45,23,61,22,94,61,23,20,99,50,54,81,24,64,66,91,32,37,73,6,97,12,34,47,41,42,88,12,2,53,90,11,86,22,76,44,73,21,20,50,44,80,48,15,59,22,28,41,24,83,22,9,26,52,65,81,36,99,1,58,69,46,63,52,5,66,41,48,29,56,39,44,1,61,59,16,5,8,25,73,67,88,23,96,50,42,78,55
1,4,78,4,30,94,78,26,95,18,90,20,96,26,15,99,90,74,21,30,62,4,54,50,53,75,31,62,79,63,30,12,75,1,7,73,83,91,41,27,71,80,73,96,20,35,42,33,26,37,42,91,73,72,84,7,92,1,17,89,16,87,84,78,45,23,61,22,94,61,23,20,99,50,54,81,24,64,66,91,32,37,73,6,97,12,34,47,41,50,29,18,46,53,90,11,86,28,67,44,73,21,20,50,44,80,48,15,59,22,28,41,24,83,22,9,26,52,65,81,36,84,3,58,69,42,63,52,5,66,41,48,29,56,39,44,1,7,59,11,5,8,25,73,67,8,23,96,50,44,78,55
1,5,18,4,33,44,86,15,8,18,97,25,98,22,18,99,93,74,21,30,62,4,54,50,53,75,31,62,79,63,30,12,75,1,7,73,83,91,41,27,71,80,73,96,20,35,42,33,26,37,42,91,73,72,84,7,92,1,17,89,16,87,84,78,45,23,61,22,94,61,23,20,99,78,54,41,24,14,6,91,82,81,73,3,97,12,34,47,41,50,29,18,46,53,90,11,86,28,67,44,73,21,20,50,44,80,48,15,59,22,28,41,24,81,21,59,22,52,68,81,36,84,3,58,69,42,63,52,5,66,41,48,29,39,31,44,1,7,59,11,5,8,25,79,67,8,23,96,70,44,78,55
1,6,18,4,33,44,86,15,8,18,94,25,98,22,13,99,93,74,21,30,62,4,54,50,53,75,31,62,79,63,30,12,75,1,7,73,83,91,41,27,71,80,73,96,20,35,42,33,26,37,42,91,73,72,84,7,92,5,37,87,16,93,21,78,45,23,61,22,94,61,23,20,99,78,54,41,24,14,6,91,82,84,73,3,97,12,34,47,41,50,29,18,46,53,90,11,86,28,67,44,73,21,20,50,44,80,99,15,59,22,28,41,24,81,21,59,22,52,65,81,36,84,3,58,69,42,63,52,5,3,41,48,29,39,31,39,1,7,59,11,5,39,25,79,63,8,23,96,70,44,78,55
1,7,18,4,33,44,86,15,8,18,94,25,98,22,13,99,93,74,21,30,62,4,54,50,53,75,31,62,79,63,30,12,75,1,5,49,20,91,41,27,71,80,73,96,20,35,42,33,26,37,42,8,93,72,84,7,99,5,37,87,16,93,21,78,45,23,61,22,94,61,23,20,99,78,54,41,24,14,6,91,82,84,73,3,97,12,34,47,41,50,29,18,46,45,44,11,86,28,67,44,73,21,60,50,44,80,99,15,59,22,28,41,24,81,21,59,22,52,65,81,36,84,3,28,69,42,63,54,1,3,41,48,29,39,31,39,1,7,32,11,55,39,25,79,63,5,3,96,70,44,78,55
1,8,18,4,33,44,86,15,8,18,94,25,98,22,13,99,93,74,21,30,62,4,54,50,53,75,31,62,79,63,30,12,75,1,5,49,20,91,41,57,77,80,73,96,20,35,42,33,26,37,52,8,93,72,84,7,99,5,37,87,16,93,21,78,45,23,61,22,94,61,23,20,99,78,54,41,24,14,6,91,82,84,73,3,97,12,34,47,41,20,29,18,56,45,44,27,82,28,67,44,73,31,64,50,44,80,99,15,59,22,28,41,24,81,21,59,22,52,65,81,36,84,3,28,69,42,63,54,0,3,41,48,29,39,31,39,1,4,32,11,56,39,25,79,63,45,3,96,70,44,78,55
1,9,18,4,33,44,86,15,8,18,64,25,88,22,76,95,91,44,21,30,22,4,64,50,53,75,31,68,71,63,30,12,75,1,5,49,20,91,41,57,77,80,73,96,20,35,42,33,26,37,52,8,93,72,84,7,99,5,37,87,16,93,21,78,45,43,81,82,14,61,36,20,29,78,54,41,24,14,6,91,82,84,23,3,97,16,34,10,71,6,29,18,56,45,44,27,82,28,67,44,73,31,64,50,44,80,99,15,59,22,28,11,54,81,21,59,22,52,38,81,46,84,3,28,69,42,63,54,0,3,41,48,69,39,31,39,1,4,32,11,56,39,25,79,17,45,3,6,70,44,78,55
1,10,18,4,33,44,86,15,8,18,64,25,88,22,76,95,91,44,21,30,22,4,64,50,53,75,31,68,71,63,30,12,75,1,5,49,20,91,41,57,77,80,8,36,7,95,82,33,26,37,92,8,93,72,84,7,96,5,37,87,16,93,21,78,45,43,81,82,14,61,36,20,29,78,54,41,24,14,6,91,82,84,23,3,97,16,34,10,71,6,29,18,56,45,44,27,82,98,97,4,75,31,64,50,44,80,99,15,59,22,28,11,54,81,21,59,22,52,38,81,46,84,3,28,69,32,73,14,66,3,41,48,69,39,31,39,1,4,32,61,56,39,25,79,17,45,3,6,70,43,78,55
1,11,18,4,33,44,86,15,8,18,64,25,88,22,76,95,91,44,21,30,22,4,64,50,53,75,31,68,71,63,30,12,75,1,5,49,20,91,41,57,77,80,8,36,7,95,82,33,26,37,95,4,93,72,81,7,96,5,37,87,16,93,21,78,45,43,81,82,14,61,36,20,29,78,54,41,24,14,6,91,82,84,23,3,97,16,34,10,71,6,29,18,56,45,44,27,82,98,97,4,75,31,64,70,44,80,99,15,59,22,28,11,54,81,21,59,22,52,38,81,46,84,3,28,69,32,73,14,66,3,41,48,69,39,31,39,1,4,32,61,55,39,25,79,17,45,3,6,70,43,78,55
1,12,18,4,33,44,86,15,8,18,64,25,88,22,76,95,91,44,21,30,22,4,64,50,53,75,31,68,74,13,30,12,75,91,5,99,20,21,41,87,77,80,8,36,7,95,82,33,26,37,95,4,93,72,81,7,96,5,37,87,16,93,21,78,45,43,81,82,14,61,36,20,29,78,54,41,24,14,6,91,82,84,23,3,97,16,34,10,71,96,29,78,56,45,44,37,82,98,97,4,75,31,64,70,44,80,99,15,59,22,28,11,54,81,21,59,22,52,38,81,46,39,23,88,39,32,73,14,66,3,41,48,69,39,31,39,1,4,32,61,55,39,25,79,17,45,3,6,70,44,78,55
1,13,98,94,53,44,86,5,8,18,64,25,88,22,76,95,91,44,21,30,22,24,64,50,53,75,31,68,74,13,30,12,75,91,5,99,20,21,41,87,77,80,8,36,7,95,82,33,26,37,95,4,93,72,81,7,96,15,87,47,6,43,21,78,29,43,81,82,14,61,36,20,29,78,54,21,64,84,56,91,32,84,23,3,97,86,44,12,71,96,29,78,56,45,44,37,82,98,97,4,75,31,64,70,44,80,69,15,59,22,28,11,54,81,21,59,22,52,38,21,40,39,23,88,39,32,73,14,66,53,45,48,69,29,31,39,71,4,32,61,55,34,25,79,13,45,3,6,70,44,48,55
1,14,98,91,59,44,86,5,8,18,64,45,68,22,76,95,91,44,21,30,25,24,64,50,53,75,31,68,74,13,30,12,75,91,5,99,20,21,41,87,77,80,8,36,7,95,82,33,26,37,95,4,93,72,81,7,96,15,87,97,6,43,31,78,29,43,81,82,45,91,67,20,49,78,54,21,64,84,26,91,32,84,53,3,97,86,44,12,71,96,29,78,56,45,44,37,82,98,97,4,75,31,64,70,44,80,63,15,59,22,28,51,94,61,21,39,22,72,8,1,50,39,23,88,39,32,73,14,66,53,55,88,69,29,1,39,71,4,32,61,55,34,21,79,17,45,3,6,70,44,48,55
1,15,98,91,59,44,86,5,8,18,64,45,68,22,76,95,91,44,21,30,25,24,64,50,53,75,31,68,74,13,30,12,75,91,5,99,20,21,41,87,77,80,8,36,7,95,82,33,26,37,95,4,93,72,81,7,96,15,47,97,6,43,31,78,29,43,81,12,85,95,67,24,49,78,54,21,64,84,26,91,32,84,53,3,97,86,44,12,71,96,29,78,56,45,44,37,82,98,97,4,75,31,64,70,44,80,69,15,59,52,28,51,90,61,21,39,22,72,8,1,50,39,23,88,39,32,73,14,66,53,55,82,69,29,1,39,71,4,32,61,55,34,25,79,17,45,3,6,70,44,48,55
1,16,88,91,59,34,84,5,8,18,64,45,68,22,46,95,91,44,21,30,25,64,34,50,53,75,31,68,74,13,30,12,75,91,5,99,20,21,41,87,77,80,8,36,7,95,82,33,26,37,95,4,54,92,11,7,16,15,47,97,5,43,31,78,29,43,81,12,85,95,67,24,49,98,54,21,44,4,26,91,32,54,53,3,97,66,44,22,71,96,29,78,56,45,44,37,82,98,97,4,75,48,64,50,44,80,69,15,59,52,28,51,90,63,21,39,22,72,8,1,50,39,23,88,39,32,73,4,66,53,55,82,69,29,1,14,71,4,32,61,65,94,21,79,14,45,33,6,70,74,48,35
1,17,88,91,59,34,84,5,8,18,64,45,68,22,46,95,91,44,21,30,25,64,34,50,53,75,31,8,74,13,30,12,5,11,5,69,20,21,21,87,77,70,8,36,7,5,2,33,76,37,95,4,54,92,11,7,16,15,47,97,5,43,31,78,29,43,81,12,85,95,67,24,49,98,54,21,44,4,26,91,32,54,53,3,97,66,44,22,71,30,49,78,76,25,54,41,82,98,37,4,70,48,94,50,44,80,69,15,59,52,28,51,90,63,21,39,22,72,8,1,50,34,13,78,39,62,73,44,36,53,55,82,69,29,1,14,71,4,32,61,65,94,21,79,14,75,33,6,70,74,48,35
1,18,88,51,99,4,84,65,8,68,64,45,68,22,46,95,91,44,21,30,15,84,34,40,53,75,31,8,74,13,30,12,5,11,5,69,20,21,21,87,77,70,8,36,7,5,2,33,76,37,95,4,54,92,11,7,16,15,47,97,5,43,31,78,29,43,81,12,85,95,67,24,49,98,54,21,44,4,86,91,52,24,53,3,97,46,64,62,71,30,49,78,76,25,54,41,82,98,37,4,70,48,94,50,44,80,69,15,59,52,28,51,90,61,71,49,22,72,8,1,50,34,13,78,39,62,73,44,36,53,55,82,69,69,51,14,71,4,32,61,65,94,21,75,4,75,33,6,70,74,48,35
1,19,88,51,99,4,84,65,8,68,64,45,68,22,46,95,91,44,21,30,15,84,34,40,53,75,31,8,74,53,30,52,5,71,5,69,60,21,21,37,77,70,8,36,7,15,52,38,76,37,95,4,34,52,11,7,16,21,57,97,5,43,31,68,29,43,81,12,85,95,67,24,49,98,54,21,44,4,86,91,52,24,53,3,97,46,64,62,71,30,49,77,76,65,1,41,82,8,37,14,70,78,94,70,44,80,29,15,51,52,28,51,90,61,71,49,22,72,8,1,50,59,13,78,39,22,43,44,37,13,55,82,69,69,51,14,71,4,32,61,65,94,21,75,4,15,43,5,70,74,48,35
1,20,88,51,99,4,84,65,8,28,64,45,68,92,6,95,91,24,81,70,15,84,34,48,53,75,31,8,74,53,30,52,5,71,5,69,60,21,21,37,77,70,8,36,7,15,52,38,76,37,95,4,34,52,11,7,16,21,57,97,5,3,31,68,29,73,81,12,35,95,76,4,9,98,54,21,44,4,86,91,52,24,53,3,47,36,64,2,71,30,49,77,76,65,1,41,82,8,37,14,70,78,94,70,44,80,89,15,51,52,38,91,49,61,71,49,22,72,58,91,10,59,13,78,39,22,43,44,37,13,55,82,89,69,51,14,81,4,32,61,65,94,27,75,6,15,43,85,10,74,48,35
1,21,88,71,99,24,64,65,8,28,64,45,28,54,6,95,91,4,81,70,15,14,34,48,53,75,31,8,74,53,30,52,5,71,5,69,60,21,21,37,77,70,8,6,57,15,52,28,76,17,95,4,34,52,11,7,16,21,57,97,45,3,31,68,29,73,81,12,35,95,76,4,9,98,54,21,44,7,85,91,52,24,53,3,47,36,64,2,51,30,49,77,76,65,1,41,82,8,37,14,70,78,94,70,44,80,89,15,51,52,38,31,40,61,71,69,52,72,58,91,10,59,13,78,39,22,43,44,76,23,5,82,89,69,51,15,41,4,32,61,20,94,27,75,6,15,73,35,10,74,48,35
1,22,88,45,79,24,64,65,8,28,64,45,28,54,6,95,91,4,81,70,15,14,34,48,53,75,31,8,14,53,30,52,5,71,15,69,60,71,21,7,77,70,98,6,57,15,52,28,76,17,95,4,44,62,11,7,36,65,57,97,45,3,41,68,29,79,81,72,34,95,56,70,19,98,54,51,14,37,86,91,52,24,53,3,47,36,64,2,51,36,19,77,76,65,1,57,82,8,37,14,70,78,34,70,44,20,89,15,61,52,38,31,40,61,31,69,52,72,58,91,10,54,13,78,39,22,43,44,77,23,5,52,89,69,51,15,41,14,32,61,20,94,27,75,6,65,73,35,10,74,48,35
1,23,88,45,79,24,64,65,8,98,84,55,28,54,6,35,91,4,81,70,15,14,34,45,53,75,31,8,14,53,30,52,5,71,15,69,60,71,21,77,77,70,98,6,57,15,52,28,76,97,95,4,44,62,11,7,71,65,57,97,45,3,91,98,78,79,81,72,34,95,56,70,19,98,54,51,14,37,36,91,52,24,53,3,47,36,64,32,51,70,19,77,76,65,1,57,87,8,37,14,70,58,34,70,44,20,89,15,61,52,38,31,40,61,31,89,52,72,55,91,70,54,13,18,39,22,43,44,76,43,5,52,89,69,61,15,41,14,32,61,20,94,27,75,6,65,73,35,40,74,48,35
1,24,88,45,79,24,64,65,8,98,84,55,28,54,6,35,91,4,81,70,75,14,34,45,83,75,31,8,14,53,30,52,5,61,15,69,60,71,21,77,77,70,98,6,57,25,92,13,76,97,95,4,42,62,11,17,75,61,57,97,45,63,91,18,79,79,81,72,34,95,56,70,19,98,54,11,14,37,36,91,52,24,3,3,47,36,64,32,51,76,19,8,76,65,1,57,82,8,37,14,70,58,34,70,44,20,89,5,61,52,38,31,40,61,31,89,52,82,55,91,70,54,13,18,39,22,43,44,76,43,5,52,89,69,61,15,41,14,32,61,20,14,27,75,6,65,13,25,40,72,48,35
1,25,88,45,79,24,64,65,8,98,84,55,28,54,36,35,91,7,81,11,75,14,34,45,83,75,31,8,14,53,30,52,5,61,15,69,60,71,21,77,77,70,98,6,57,25,92,13,76,97,95,4,42,62,11,17,75,61,57,97,45,63,91,18,79,79,81,72,34,95,56,70,19,98,54,11,14,37,36,91,52,24,3,3,47,36,64,32,51,76,19,8,76,65,1,57,82,8,37,14,70,58,34,70,44,20,89,5,61,52,38,31,40,61,31,89,52,82,75,91,20,54,13,18,39,22,43,44,76,43,5,52,89,69,61,15,41,14,32,61,20,14,27,75,6,65,13,25,40,72,48,35
1,26,88,45,79,24,64,65,8,98,84,55,28,54,36,35,91,7,81,11,75,14,34,45,83,75,31,8,34,23,30,52,2,61,15,69,60,71,21,77,77,70,98,6,57,25,92,13,76,97,95,4,22,62,31,17,77,61,57,97,45,63,91,18,79,79,81,72,34,95,56,70,19,98,54,11,14,37,36,91,52,24,3,3,47,36,64,32,51,76,19,34,76,65,71,57,97,8,37,14,70,58,34,70,44,20,89,5,61,52,38,31,40,61,31,89,52,82,75,91,20,59,13,18,39,22,43,44,77,43,5,52,89,69,61,15,41,14,32,61,20,14,27,75,6,65,13,25,40,72,48,35
1,27,88,45,79,24,64,65,8,98,84,55,28,54,36,35,91,7,81,11,75,14,34,45,83,75,31,8,34,23,30,52,35,61,15,69,60,71,21,77,77,70,98,6,57,25,92,13,76,97,95,44,22,62,31,17,77,61,57,97,45,63,91,18,79,79,81,72,34,95,56,70,19,98,54,11,14,37,36,91,52,24,3,3,47,36,64,32,51,76,19,34,76,65,71,57,97,8,37,14,70,52,34,70,44,20,89,5,61,52,38,31,40,61,31,89,52,82,75,91,20,59,13,18,39,22,43,44,77,43,5,52,89,69,61,15,41,14,32,61,20,14,27,75,6,65,13,25,40,73,48,35
1,28,88,45,19,24,64,65,8,95,84,55,28,74,36,35,91,7,81,11,75,14,34,45,83,75,31,8,34,23,30,52,35,61,15,69,60,71,21,77,77,70,98,6,57,25,92,13,76,97,95,44,22,62,31,17,77,61,57,97,45,63,91,18,79,79,81,52,34,95,56,70,19,48,54,11,14,37,36,91,52,24,3,3,47,36,64,32,51,76,19,34,76,65,71,57,97,8,37,14,70,52,34,70,44,20,89,5,61,52,38,31,40,63,31,89,52,82,75,91,20,59,13,18,39,22,43,44,77,46,5,52,89,69,61,15,91,14,32,61,20,11,27,75,6,65,13,25,40,73,48,35
1,29,28,45,19,24,64,65,18,95,84,55,28,74,36,35,91,7,81,11,75,14,34,45,83,45,31,8,34,23,30,52,35,61,15,69,60,71,21,77,77,70,98,6,50,25,92,13,76,97,95,44,22,62,31,17,77,61,57,97,45,63,91,18,79,79,81,52,34,95,56,70,19,48,54,11,14,37,36,91,52,24,3,3,47,36,64,32,51,70,19,38,86,65,71,77,97,8,47,14,70,52,34,70,44,20,89,5,61,52,38,31,40,63,1,89,52,82,75,91,20,54,13,18,39,22,43,44,77,46,5,52,89,69,61,15,93,14,92,61,20,11,27,75,6,65,13,25,40,73,48,35
1,30,28,45,19,24,64,65,18,95,84,51,28,74,36,35,91,7,81,11,75,14,34,45,83,45,31,8,34,93,30,52,35,61,15,69,60,71,21,77,77,70,98,6,50,25,92,13,76,47,95,44,24,62,31,57,77,61,57,97,45,63,71,18,8,79,81,52,34,95,56,70,19,48,54,11,14,37,36,91,72,64,3,3,47,36,64,32,51,70,19,34,86,65,71,77,97,8,47,14,70,52,34,50,44,20,89,5,61,52,38,31,40,63,1,89,52,82,78,91,20,54,13,18,39,82,43,44,76,46,5,52,89,69,61,15,95,14,92,61,20,11,27,75,6,65,13,25,40,73,48,35
1,31,28,45,19,24,64,65,18,95,84,51,28,74,36,35,91,7,81,11,75,14,34,45,83,45,31,8,34,93,30,52,35,61,15,69,60,71,21,77,77,70,98,6,50,25,92,13,76,47,95,44,24,62,31,67,27,61,57,97,45,63,71,18,8,79,81,51,34,95,56,70,19,48,54,11,14,37,36,91,72,64,3,3,47,36,64,32,51,70,19,34,86,65,71,77,97,8,47,14,70,52,34,50,44,20,83,5,61,52,8,31,40,63,1,89,52,82,78,91,20,44,13,18,39,82,43,44,76,76,5,52,89,99,61,15,95,14,92,61,20,11,27,75,6,65,13,25,40,73,48,35
1,32,28,45,19,24,64,65,18,95,84,51,28,72,36,35,91,7,81,11,75,54,34,45,83,45,31,8,34,93,30,52,35,61,15,69,60,71,21,77,77,70,98,6,50,25,90,13,76,47,95,44,24,62,31,67,27,65,57,97,55,63,71,18,8,79,81,51,34,95,56,70,19,48,54,11,14,37,36,91,72,64,3,3,47,36,64,32,51,70,19,97,86,65,71,77,97,88,47,14,70,52,34,50,44,20,83,5,61,52,8,31,40,63,1,89,52,82,75,91,20,44,13,18,39,82,43,44,76,76,5,52,89,99,61,15,93,74,92,61,20,11,27,73,6,65,13,25,40,73,48,35
