Plan ID,Plan Scores,Run-0,Run-1,Run-2,Run-3,Run-4
0,NaN,0,2,0,1,0
1,0.0,1,1,0,1,1
2,NaN,0,1,3,3,0
3,0.0,1,2,1,3,1
4,NaN,0,0,0,1,1
5,0.0,1,1,2,1,0
6,NaN,0,0,1,1,0
7,0.0,2,0,2,0,0
8,0.0,1,1,1,1,3
9,NaN,0,0,0,1,0
10,NaN,0,0,1,1,1
11,0.0,1,2,0,0,2
12,0.0,2,3,1,0,1
13,NaN,0,1,1,0,1
14,NaN,0,0,1,1,1
15,0.0,1,0,0,0,0
16,0.0,2,2,0,1,2
17,0.0,1,1,2,0,2
18,0.0,4,1,1,1,1
19,0.0,1,0,1,1,1
20,0.0,4,0,2,2,3
21,NaN,0,1,2,1,1
22,NaN,0,0,0,1,1
23,0.0,1,2,0,1,0
24,0.0,1,0,0,0,0
25,NaN,0,3,0,3,0
26,NaN,0,1,1,0,1
27,0.0,1,0,1,0,0
28,NaN,0,0,1,1,1
29,0.0,1,0,1,0,1
30,0.0,1,0,0,0,0
31,0.0,2,1,1,4,0
32,0.0,2,2,0,0,1
33,0.0,1,2,1,1,1
34,0.0,2,1,2,0,0
35,0.0,1,1,2,2,0
36,0.0,1,1,1,1,2
37,NaN,0,1,1,1,2
38,NaN,0,0,1,0,1
39,NaN,0,2,1,0,3
40,0.0,2,1,3,2,3
41,NaN,0,1,0,1,2
42,0.0,2,3,1,2,3
43,0.0,1,1,1,0,0
44,NaN,0,0,1,0,0
45,0.0,2,0,1,2,1
46,0.0,2,1,1,1,2
47,0.0,1,2,1,3,1
48,0.0,1,1,2,2,1
49,NaN,0,2,1,1,1
50,NaN,0,2,1,2,1
51,0.0,1,0,1,1,0
52,0.0,1,0,2,0,0
53,NaN,0,0,0,0,0
54,0.0,1,1,2,0,0
55,NaN,0,0,0,0,0
56,0.0,1,1,0,0,0
57,0.0,1,2,0,1,0
58,0.0,1,0,0,0,1
59,0.0,2,1,1,1,3
60,NaN,0,0,2,0,0
61,NaN,0,0,0,0,1
62,0.0,2,0,1,1,0
63,NaN,0,0,2,1,1
64,0.0,2,2,3,2,2
65,0.0,2,1,0,1,0
66,0.0,1,1,0,1,0
67,0.0,1,0,2,0,0
68,0.0,1,1,0,0,0
69,NaN,0,2,2,0,1
70,0.0,4,3,0,1,3
71,0.0,1,1,1,2,2
72,0.0,1,0,0,2,1
73,NaN,0,1,1,2,1
74,0.0,2,0,0,1,1
75,0.0,1,1,0,1,1
76,NaN,0,1,1,1,1
77,0.0,1,0,0,0,0
78,NaN,0,2,1,0,0
79,NaN,0,3,3,3,4
80,0.0,1,1,0,1,1
81,0.0,1,0,2,0,2
82,0.0,1,0,0,2,1
83,0.0,2,1,1,1,0
84,NaN,0,0,1,1,0
85,NaN,0,4,1,2,3
86,0.0,2,2,3,4,2
87,0.0,2,1,1,2,1
88,NaN,0,0,0,0,2
89,0.0,1,1,2,2,1
90,0.0,1,0,2,1,0
91,0.0,3,5,4,1,1
92,0.0,1,1,2,2,0
93,0.0,1,1,0,0,2
94,NaN,0,1,1,0,1
95,0.0,1,2,1,0,1
96,0.0,1,1,1,2,2
97,0.0,3,3,2,1,2
98,0.0,2,1,1,2,3
99,0.0,3,1,1,2,1
