Run,Iteration,dim-0,dim-1,dim-2,dim-3,dim-4,dim-5,dim-6,dim-7,dim-8,dim-9,dim-10,dim-11,dim-12,dim-13,dim-14,dim-15,dim-16,dim-17,dim-18,dim-19,dim-20,dim-21,dim-22,dim-23,dim-24,dim-25,dim-26,dim-27,dim-28,dim-29,dim-30,dim-31,dim-32,dim-33,dim-34,dim-35,dim-36,dim-37,dim-38,dim-39,dim-40,dim-41,dim-42,dim-43,dim-44,dim-45,dim-46,dim-47,dim-48,dim-49,dim-50,dim-51,dim-52,dim-53,dim-54,dim-55,dim-56,dim-57,dim-58,dim-59,dim-60,dim-61,dim-62,dim-63,dim-64,dim-65,dim-66,dim-67,dim-68,dim-69,dim-70,dim-71,dim-72,dim-73,dim-74,dim-75,dim-76,dim-77,dim-78,dim-79,dim-80,dim-81,dim-82,dim-83,dim-84,dim-85,dim-86,dim-87,dim-88,dim-89
-1,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,190.5938266495904,267.67820174681344,34.031191976895144,157.88565054921128,244.1858453638419,619.5029838197853,406.8995753601023,226.93714673337388,242.2645853212901,137.76077890457447,251.54414343764537,218.40981093453556,166.03756568186407,106.0000195862124,103.29572242668333,166.4896625034374,168.95545287938958,437.9965934279059,265.778276285165,237.5071667307818,396.8237067073006,79.33432448455042,89.84136767822466,227.6063373045726,71.81910111999676,95.63783871088759,730.542664196859,81.15419846596063,85.06233486939804,173.82684776933655,1.0,10.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,3.0,1.0,1.0,10.0,10.0,3.0,10.0,1.0,10.0,1.0,1.0,2.0,1.0,10.0,1.0,2.0,10.0,10.0,10.0,5.0,1.0
0,0,1.0,2.0,0.0,1.0,0.0,4.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,177.2621426084998,294.0890271045148,32.57064940136083,120.26577511207807,225.97058356463702,583.033051430112,379.9905559054995,240.65735497781708,222.90612405460487,149.52677480139107,238.82602960085075,208.36943970799328,191.688098330305,129.05577503764437,112.06841441263128,185.87942875653653,136.78769512209925,457.8272599258389,255.206339028878,219.0394537349847,399.4912337407923,69.22207357753712,109.32796945287234,199.2278896625662,70.15054110104525,112.91924267991827,750.6894599453155,104.80912181553538,99.20934416170795,137.90891924116283,4.0,6.0,1.0,3.0,8.0,9.0,9.0,6.0,8.0,5.0,7.0,6.0,9.0,6.0,4.0,5.0,4.0,6.0,8.0,7.0,7.0,6.0,6.0,6.0,1.0,4.0,7.0,3.0,1.0,4.0
0,1,1.0,2.0,0.0,1.0,0.0,4.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,177.2621426084998,294.0890271045148,32.57064940136083,120.26577511207807,225.97058356463702,583.033051430112,379.9905559054995,240.65735497781708,222.90612405460487,149.52677480139107,238.82602960085075,208.36943970799328,191.688098330305,129.05577503764437,112.06841441263128,185.87942875653653,136.78769512209925,457.8272599258389,255.206339028878,219.0394537349847,399.4912337407923,69.22207357753712,109.32796945287234,199.2278896625662,70.15054110104525,112.91924267991827,750.6894599453155,104.80912181553538,99.20934416170795,137.90891924116283,4.0,6.0,1.0,3.0,8.0,9.0,9.0,6.0,8.0,5.0,7.0,6.0,9.0,6.0,4.0,5.0,4.0,6.0,8.0,7.0,7.0,6.0,6.0,6.0,1.0,4.0,7.0,3.0,1.0,4.0
0,2,1.0,2.0,0.0,1.0,0.0,4.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,177.2621426084998,294.0890271045148,32.57064940136083,120.26577511207807,225.97058356463702,583.033051430112,379.9905559054995,240.65735497781708,222.90612405460487,149.52677480139107,238.82602960085075,208.36943970799328,191.688098330305,129.05577503764437,112.06841441263128,185.87942875653653,136.78769512209925,457.8272599258389,255.206339028878,219.0394537349847,399.4912337407923,69.22207357753712,109.32796945287234,199.2278896625662,70.15054110104525,112.91924267991827,750.6894599453155,104.80912181553538,99.20934416170795,137.90891924116283,4.0,6.0,1.0,3.0,8.0,9.0,9.0,6.0,8.0,5.0,7.0,6.0,9.0,6.0,4.0,5.0,4.0,6.0,8.0,7.0,7.0,6.0,6.0,6.0,1.0,4.0,7.0,3.0,1.0,4.0
0,3,1.0,2.0,0.0,1.0,0.0,4.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,177.2621426084998,294.0890271045148,32.57064940136083,120.26577511207807,225.97058356463702,583.033051430112,379.9905559054995,240.65735497781708,222.90612405460487,149.52677480139107,238.82602960085075,208.36943970799328,191.688098330305,129.05577503764437,112.06841441263128,185.87942875653653,136.78769512209925,457.8272599258389,255.206339028878,219.0394537349847,399.4912337407923,69.22207357753712,109.32796945287234,199.2278896625662,70.15054110104525,112.91924267991827,750.6894599453155,104.80912181553538,99.20934416170795,137.90891924116283,4.0,6.0,1.0,3.0,8.0,9.0,9.0,6.0,8.0,5.0,7.0,6.0,9.0,6.0,4.0,5.0,4.0,6.0,8.0,7.0,7.0,6.0,6.0,6.0,1.0,4.0,7.0,3.0,1.0,4.0
0,4,1.0,2.0,0.0,1.0,0.0,4.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,177.2621426084998,294.0890271045148,32.57064940136083,120.26577511207807,225.97058356463702,583.033051430112,379.9905559054995,240.65735497781708,222.90612405460487,149.52677480139107,238.82602960085075,208.36943970799328,191.688098330305,129.05577503764437,112.06841441263128,185.87942875653653,136.78769512209925,457.8272599258389,255.206339028878,219.0394537349847,399.4912337407923,69.22207357753712,109.32796945287234,199.2278896625662,70.15054110104525,112.91924267991827,750.6894599453155,104.80912181553538,99.20934416170795,137.90891924116283,4.0,6.0,1.0,3.0,8.0,9.0,9.0,6.0,8.0,5.0,7.0,6.0,9.0,6.0,4.0,5.0,4.0,6.0,8.0,7.0,7.0,6.0,6.0,6.0,1.0,4.0,7.0,3.0,1.0,4.0
0,5,1.0,2.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,177.2621426084998,294.0890271045148,32.57064940136083,120.26577511207807,225.97058356463702,583.033051430112,379.9905559054995,240.65735497781708,222.90612405460487,149.52677480139107,238.82602960085075,208.36943970799328,191.688098330305,129.05577503764437,112.06841441263128,185.87942875653653,136.78769512209925,457.8272599258389,255.206339028878,219.0394537349847,399.4912337407923,69.22207357753712,109.32796945287234,199.2278896625662,70.15054110104525,112.91924267991827,750.6894599453155,104.80912181553538,99.20934416170795,137.90891924116283,4.0,6.0,1.0,3.0,8.0,9.0,9.0,6.0,8.0,5.0,7.0,6.0,9.0,6.0,4.0,5.0,4.0,6.0,8.0,7.0,7.0,6.0,6.0,6.0,1.0,4.0,7.0,3.0,1.0,4.0
0,6,1.0,2.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,177.2621426084998,294.0890271045148,32.57064940136083,120.26577511207807,225.97058356463702,583.033051430112,379.9905559054995,240.65735497781708,222.90612405460487,149.52677480139107,238.82602960085075,208.36943970799328,191.688098330305,129.05577503764437,112.06841441263128,185.87942875653653,136.78769512209925,457.8272599258389,255.206339028878,219.0394537349847,399.4912337407923,69.22207357753712,109.32796945287234,199.2278896625662,70.15054110104525,112.91924267991827,750.6894599453155,104.80912181553538,99.20934416170795,137.90891924116283,4.0,6.0,1.0,3.0,8.0,9.0,9.0,6.0,8.0,5.0,7.0,6.0,9.0,6.0,4.0,5.0,4.0,6.0,8.0,7.0,7.0,6.0,6.0,6.0,1.0,4.0,7.0,3.0,1.0,4.0
0,7,1.0,2.0,1.0,1.0,0.0,4.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,177.2621426084998,294.0890271045148,32.57064940136083,120.26577511207807,225.97058356463702,583.033051430112,379.9905559054995,240.65735497781708,222.90612405460487,149.52677480139107,238.82602960085075,208.36943970799328,191.688098330305,129.05577503764437,112.06841441263128,185.87942875653653,136.78769512209925,457.8272599258389,255.206339028878,219.0394537349847,399.4912337407923,69.22207357753712,109.32796945287234,199.2278896625662,70.15054110104525,112.91924267991827,750.6894599453155,104.80912181553538,99.20934416170795,137.90891924116283,4.0,6.0,1.0,3.0,8.0,9.0,9.0,6.0,8.0,5.0,7.0,6.0,9.0,6.0,4.0,5.0,4.0,6.0,8.0,7.0,7.0,6.0,6.0,6.0,1.0,4.0,7.0,3.0,1.0,4.0
0,8,1.0,2.0,1.0,1.0,0.0,4.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,177.2621426084998,294.0890271045148,32.57064940136083,120.26577511207807,225.97058356463702,583.033051430112,379.9905559054995,240.65735497781708,222.90612405460487,149.52677480139107,238.82602960085075,208.36943970799328,191.688098330305,129.05577503764437,112.06841441263128,185.87942875653653,136.78769512209925,457.8272599258389,255.206339028878,219.0394537349847,399.4912337407923,69.22207357753712,109.32796945287234,199.2278896625662,70.15054110104525,112.91924267991827,750.6894599453155,104.80912181553538,99.20934416170795,137.90891924116283,4.0,6.0,1.0,3.0,8.0,9.0,9.0,6.0,8.0,5.0,7.0,6.0,9.0,6.0,4.0,5.0,4.0,6.0,8.0,7.0,7.0,6.0,6.0,6.0,1.0,4.0,7.0,3.0,1.0,4.0
