Iteration,Mean,Stdev,Run-0,Run-1,Run-2,Run-3,Run-4
0,54.63112102816508,0.4698325922366631,54.76195163435165,54.12623691722945,54.12623691722945,54.76195163435165,55.37922803766321
1,54.63112102816508,0.4698325922366631,54.76195163435165,54.12623691722945,54.12623691722945,54.76195163435165,55.37922803766321
2,54.88540691501396,0.2469105613251939,54.76195163435165,54.76195163435165,54.76195163435165,54.76195163435165,55.37922803766321
3,54.75826397158952,0.39625632243987013,54.76195163435165,54.12623691722945,54.76195163435165,54.76195163435165,55.37922803766321
4,55.00886219567627,0.30240244367544966,54.76195163435165,54.76195163435165,54.76195163435165,55.37922803766321,55.37922803766321
5,54.754576308827396,0.5603667981187509,54.12623691722945,54.12623691722945,54.76195163435165,55.37922803766321,55.37922803766321
6,54.63480869092721,0.254285886848517,54.12623691722945,54.76195163435165,54.76195163435165,54.76195163435165,54.76195163435165
7,54.88540691501396,0.2469105613251939,54.76195163435165,55.37922803766321,54.76195163435165,54.76195163435165,54.76195163435165
8,54.76195163435165,0.0,54.76195163435165,54.76195163435165,54.76195163435165,54.76195163435165,54.76195163435165
9,54.75826397158952,0.39625632243987013,54.12623691722945,55.37922803766321,54.76195163435165,54.76195163435165,54.76195163435165
10,54.75826397158952,0.39625632243987013,54.12623691722945,55.37922803766321,54.76195163435165,54.76195163435165,54.76195163435165
11,54.881719252251834,0.4678615406825429,54.12623691722945,55.37922803766321,54.76195163435165,54.76195163435165,55.37922803766321
12,54.881719252251834,0.4678615406825429,54.12623691722945,55.37922803766321,54.76195163435165,54.76195163435165,55.37922803766321
13,54.75826397158952,0.39625632243987013,54.12623691722945,54.76195163435165,54.76195163435165,54.76195163435165,55.37922803766321
14,54.881719252251834,0.4678615406825429,54.12623691722945,54.76195163435165,55.37922803766321,54.76195163435165,55.37922803766321
15,54.881719252251834,0.4678615406825429,54.12623691722945,54.76195163435165,55.37922803766321,54.76195163435165,55.37922803766321
16,55.00517453291415,0.5002872742526577,54.12623691722945,55.37922803766321,55.37922803766321,54.76195163435165,55.37922803766321
17,55.00517453291415,0.5002872742526577,54.12623691722945,55.37922803766321,55.37922803766321,54.76195163435165,55.37922803766321
18,54.75826397158952,0.39625632243987013,54.12623691722945,54.76195163435165,54.76195163435165,54.76195163435165,55.37922803766321
19,54.881719252251834,0.4678615406825429,54.12623691722945,55.37922803766321,54.76195163435165,54.76195163435165,55.37922803766321
20,54.75826397158952,0.39625632243987013,54.12623691722945,54.76195163435165,54.76195163435165,54.76195163435165,55.37922803766321
21,54.75826397158952,0.39625632243987013,54.12623691722945,54.76195163435165,54.76195163435165,54.76195163435165,55.37922803766321
22,55.00517453291415,0.5002872742526577,54.12623691722945,55.37922803766321,55.37922803766321,54.76195163435165,55.37922803766321
23,54.881719252251834,0.4678615406825429,54.12623691722945,55.37922803766321,54.76195163435165,54.76195163435165,55.37922803766321
24,54.881719252251834,0.4678615406825429,54.12623691722945,55.37922803766321,54.76195163435165,54.76195163435165,55.37922803766321
25,54.75826397158952,0.39625632243987013,54.12623691722945,54.76195163435165,54.76195163435165,54.76195163435165,55.37922803766321
26,54.75826397158952,0.39625632243987013,54.12623691722945,54.76195163435165,55.37922803766321,54.76195163435165,54.76195163435165
27,54.75826397158952,0.39625632243987013,54.12623691722945,54.76195163435165,55.37922803766321,54.76195163435165,54.76195163435165
28,54.881719252251834,0.4678615406825429,54.12623691722945,54.76195163435165,55.37922803766321,55.37922803766321,54.76195163435165
29,54.881719252251834,0.4678615406825429,54.12623691722945,54.76195163435165,55.37922803766321,55.37922803766321,54.76195163435165
30,54.881719252251834,0.4678615406825429,54.12623691722945,55.37922803766321,54.76195163435165,55.37922803766321,54.76195163435165
31,54.881719252251834,0.4678615406825429,54.12623691722945,55.37922803766321,54.76195163435165,55.37922803766321,54.76195163435165
32,54.75826397158952,0.39625632243987013,54.12623691722945,54.76195163435165,54.76195163435165,55.37922803766321,54.76195163435165
33,54.63480869092721,0.254285886848517,54.12623691722945,54.76195163435165,54.76195163435165,54.76195163435165,54.76195163435165
34,54.75826397158952,0.39625632243987013,54.12623691722945,55.37922803766321,54.76195163435165,54.76195163435165,54.76195163435165
35,54.63112102816508,0.4698325922361792,54.12623691722945,55.37922803766321,54.12623691722945,54.76195163435165,54.76195163435165
36,54.63112102816508,0.4698325922361792,54.12623691722945,55.37922803766321,54.12623691722945,54.76195163435165,54.76195163435165
37,54.63112102816508,0.4698325922361792,54.12623691722945,55.37922803766321,54.12623691722945,54.76195163435165,54.76195163435165
38,54.50766574750277,0.311435335784618,54.12623691722945,54.76195163435165,54.12623691722945,54.76195163435165,54.76195163435165
39,54.50766574750277,0.311435335784618,54.12623691722945,54.76195163435165,54.12623691722945,54.76195163435165,54.76195163435165
