Plan ID,Plan Scores,Run-0,Run-1,Run-2,Run-3,Run-4
0,0.0,1,1,2,2,2
1,0.0,1,0,1,1,1
2,0.0,1,2,0,0,0
3,0.0,1,1,0,0,0
4,NaN,0,1,2,1,1
5,0.0,2,1,1,2,2
