Run,Iteration,agent-0,agent-1,agent-2,agent-3,agent-4,agent-5,agent-6,agent-7,agent-8,agent-9,agent-10,agent-11,agent-12,agent-13,agent-14,agent-15,agent-16,agent-17,agent-18,agent-19,agent-20,agent-21,agent-22,agent-23,agent-24,agent-25,agent-26,agent-27,agent-28,agent-29,agent-30,agent-31,agent-32,agent-33,agent-34,agent-35,agent-36,agent-37,agent-38,agent-39,agent-40,agent-41,agent-42,agent-43,agent-44,agent-45,agent-46,agent-47,agent-48,agent-49,agent-50,agent-51,agent-52,agent-53,agent-54,agent-55,agent-56,agent-57,agent-58,agent-59,agent-60,agent-61,agent-62,agent-63,agent-64,agent-65,agent-66,agent-67,agent-68,agent-69,agent-70,agent-71,agent-72,agent-73,agent-74,agent-75,agent-76,agent-77,agent-78,agent-79,agent-80,agent-81,agent-82,agent-83,agent-84,agent-85,agent-86,agent-87,agent-88,agent-89,agent-90,agent-91,agent-92,agent-93,agent-94,agent-95,agent-96,agent-97,agent-98,agent-99
0,0,15,0,2,10,6,23,20,18,5,13,6,0,10,5,22,18,2,2,14,3,3,13,17,9,16,5,15,3,8,2,6,7,7,17,1,24,19,24,7,9,19,4,22,8,4,5,17,8,6,11,6,11,9,3,16,18,0,11,9,6,1,7,6,5,5,13,22,10,4,17,15,4,22,1,0,23,0,14,13,5,21,20,14,10,15,3,19,6,4,24,16,21,17,15,8,6,5,12,9,5
0,1,17,4,17,24,18,19,19,16,15,14,20,0,12,9,20,17,9,2,22,6,3,14,17,12,17,8,18,1,17,20,9,7,0,18,21,13,18,23,7,16,18,2,3,6,17,15,13,8,8,0,20,12,8,0,15,15,6,24,5,13,16,5,8,11,17,6,24,13,0,16,18,21,23,3,23,23,0,12,11,20,4,20,11,12,13,11,6,5,8,4,17,22,18,24,8,8,5,12,22,18
0,2,17,4,17,24,18,13,11,19,22,3,13,5,10,7,21,17,12,2,24,8,18,11,19,14,4,6,19,1,15,24,7,17,12,19,21,14,15,23,7,16,18,2,3,6,17,15,13,8,8,0,20,12,8,9,19,16,7,16,8,19,6,8,6,12,3,8,20,2,4,16,18,21,23,3,23,23,0,13,0,21,11,24,12,14,20,11,6,5,8,9,16,24,17,24,8,7,6,12,6,15
0,3,18,3,22,9,1,13,11,19,22,3,13,5,10,7,21,17,12,2,24,8,18,11,19,14,4,6,19,1,15,24,9,16,12,16,21,13,18,22,7,15,18,0,2,6,7,15,13,8,8,0,4,13,8,9,19,16,7,16,8,19,6,8,6,12,3,7,24,3,3,16,12,16,21,3,23,20,2,13,0,21,11,24,12,14,8,11,10,5,23,9,16,24,23,6,5,7,5,12,21,19
0,4,18,3,22,9,1,13,11,19,22,3,13,5,10,7,21,17,12,2,24,8,18,15,19,2,2,6,19,2,17,24,9,16,12,16,21,13,18,22,7,15,18,0,2,6,7,15,13,8,8,0,4,13,8,9,19,16,7,16,8,19,6,8,10,12,0,7,24,3,3,16,12,16,21,3,23,20,2,13,0,21,11,24,10,14,8,11,10,5,23,9,16,20,23,6,5,7,8,12,1,19
0,5,18,3,22,9,1,13,11,19,22,3,13,5,10,22,5,17,11,2,24,23,13,15,19,2,2,6,19,2,17,24,9,16,17,16,21,5,18,22,7,15,18,0,2,6,7,15,13,8,8,0,4,13,8,9,19,16,7,16,8,15,21,8,10,12,0,9,24,3,3,16,12,16,21,3,23,20,2,13,0,21,13,24,10,14,8,11,10,5,23,9,17,20,7,6,5,7,8,12,1,19
0,6,18,3,22,9,1,13,11,19,22,3,11,15,10,22,5,17,11,2,24,23,13,15,19,2,2,6,19,2,17,24,9,16,17,16,21,5,18,22,7,15,17,0,3,21,7,15,13,8,8,0,4,13,8,19,18,6,23,18,8,20,24,8,10,12,0,9,24,3,3,16,13,16,21,3,23,20,2,13,2,21,13,24,10,14,8,11,14,5,23,9,17,20,7,1,5,7,8,12,2,19
0,7,18,3,22,9,1,13,11,19,22,3,14,15,11,22,5,17,11,2,24,23,13,15,19,2,2,6,19,2,17,24,9,16,17,16,21,5,18,22,7,15,17,0,3,21,7,10,13,11,8,0,19,13,6,19,18,6,20,18,8,20,24,8,10,12,0,9,24,3,3,16,13,16,21,23,13,20,1,13,2,21,13,24,10,14,8,11,14,10,23,6,17,20,7,1,5,7,8,12,4,19
0,8,18,3,22,9,1,13,11,19,22,3,14,15,11,22,5,17,11,2,24,23,13,15,19,2,2,6,19,2,17,24,9,16,17,16,21,5,18,13,7,15,17,0,0,15,7,10,13,11,8,0,19,13,6,19,18,6,20,18,8,20,24,8,10,12,0,9,24,3,3,21,12,16,21,24,13,20,1,13,2,21,13,24,10,14,8,11,14,10,23,6,17,20,7,1,5,7,8,12,4,19
0,9,18,3,22,9,1,13,11,19,22,3,14,10,11,22,5,17,11,2,24,23,13,15,19,1,2,6,19,2,17,24,9,16,17,16,21,5,18,13,7,15,17,0,0,15,7,10,13,11,8,0,19,13,6,19,18,6,20,18,8,20,24,8,11,12,0,9,24,3,3,21,12,16,21,24,13,20,11,2,2,21,13,24,10,14,8,11,14,10,23,6,17,23,7,1,5,7,5,12,1,19
0,10,18,3,22,9,1,13,11,19,22,3,14,10,11,22,5,17,11,2,24,23,13,15,19,1,2,6,19,2,17,24,9,16,17,16,21,5,18,13,7,18,16,0,0,15,7,10,13,1,8,0,19,12,6,19,18,6,20,18,8,20,24,8,11,12,0,9,24,3,3,21,12,16,21,24,13,20,11,2,2,21,13,24,10,14,8,16,14,10,23,6,17,23,7,3,5,7,5,12,1,19
0,11,18,3,22,9,1,13,11,19,11,3,14,10,11,22,5,17,11,2,24,23,13,20,19,1,2,6,19,2,17,24,9,16,17,16,21,5,18,13,7,18,16,0,0,15,7,10,13,1,5,0,19,12,6,14,18,6,20,18,8,20,24,8,11,12,0,9,24,3,3,21,12,16,21,24,13,20,11,2,22,21,13,24,13,14,8,16,14,20,23,6,17,23,7,3,5,7,5,12,1,14
0,12,18,3,22,9,1,13,11,19,11,3,14,10,11,22,5,17,11,2,19,23,13,20,19,1,2,6,19,2,17,24,9,16,17,16,21,5,18,13,7,18,16,0,0,15,7,10,13,1,5,0,19,12,16,14,18,6,20,18,8,20,24,8,11,12,0,9,24,3,3,21,12,16,21,24,13,20,11,2,22,21,13,24,13,14,8,16,14,20,23,6,17,23,7,3,8,7,5,12,4,14
0,13,18,3,22,9,1,13,11,19,11,3,10,10,11,22,5,17,11,2,19,23,13,20,19,1,2,6,19,2,17,24,9,11,17,16,21,5,18,13,7,18,16,0,0,15,7,10,13,1,5,0,19,12,16,14,18,6,20,18,8,20,24,8,11,12,0,9,24,3,3,21,12,16,21,24,13,20,11,2,22,21,12,24,13,14,8,16,14,20,23,6,17,23,7,3,8,7,10,12,11,14
0,14,18,3,12,9,1,13,11,19,11,3,10,10,11,22,5,17,11,2,19,23,13,20,19,1,2,6,19,2,17,24,8,11,17,16,21,5,18,13,7,18,16,0,0,15,7,10,13,1,5,0,19,12,16,14,18,6,20,18,8,20,24,8,11,12,0,9,24,3,3,21,12,16,21,24,13,20,11,2,22,21,12,24,13,14,8,16,14,20,23,6,17,23,7,3,8,7,10,12,13,14
0,15,23,3,12,9,1,13,10,19,11,3,14,10,11,22,5,17,11,2,19,23,13,20,19,1,2,6,19,2,17,24,8,11,17,16,21,5,18,13,7,18,16,0,0,15,7,10,13,1,5,0,19,12,16,10,18,6,20,18,8,20,24,8,11,12,0,9,24,18,3,21,12,16,21,24,13,20,11,2,22,21,12,24,13,14,8,16,14,20,23,6,17,23,7,3,8,7,10,12,13,14
0,16,23,3,12,9,1,13,10,19,11,3,14,10,11,22,5,17,11,2,19,23,13,20,19,1,2,6,19,2,17,24,8,11,17,16,21,5,18,13,7,18,16,0,0,15,7,10,13,1,5,0,19,12,16,10,18,6,20,18,8,20,24,8,11,12,0,9,24,18,3,21,12,16,21,24,13,20,11,2,22,21,12,24,13,14,8,16,14,20,23,6,17,23,7,3,8,7,10,12,13,14
0,17,23,3,12,9,1,13,10,19,11,3,14,10,11,22,5,17,11,2,19,23,13,20,19,1,2,6,19,2,17,24,8,11,17,16,21,5,18,13,7,18,16,0,0,15,7,10,13,1,5,0,19,12,16,10,18,6,20,18,8,20,24,8,11,12,0,9,24,18,3,21,12,16,21,24,13,20,11,2,22,21,12,24,13,14,8,16,14,20,23,6,17,23,7,3,8,7,10,12,13,14
0,18,23,3,12,9,1,13,10,19,11,3,14,10,11,22,5,17,11,2,19,23,13,20,19,1,2,6,19,2,17,24,8,11,17,16,21,5,18,13,7,18,16,0,0,15,7,10,13,1,5,0,19,12,16,10,18,6,20,18,8,20,24,8,11,12,0,9,24,18,3,21,12,16,21,24,13,20,11,2,22,21,12,24,13,14,8,16,14,20,23,6,17,23,7,3,8,7,10,12,13,14
0,19,23,3,12,9,1,13,10,19,11,3,14,10,11,22,5,17,11,2,19,23,13,20,19,1,2,6,19,2,17,24,8,11,17,16,21,5,18,13,7,18,16,0,0,15,7,10,13,1,5,0,19,12,16,10,18,6,20,18,8,20,24,8,11,12,0,9,24,18,3,21,12,16,21,24,13,20,11,2,22,21,12,24,13,14,8,16,14,20,23,6,17,23,7,3,8,7,10,12,13,14
0,20,23,3,12,9,1,13,10,19,11,3,14,10,11,22,5,17,11,2,19,23,13,20,19,1,2,6,19,2,17,24,8,11,17,16,21,5,18,13,7,18,16,0,0,15,7,10,13,1,5,0,19,12,16,10,18,6,20,18,8,20,24,8,11,12,0,9,24,18,3,21,12,16,21,24,13,20,11,2,22,21,12,24,13,14,8,16,14,20,23,6,17,23,7,3,8,7,10,12,13,14
0,21,23,3,12,9,1,13,10,19,11,3,14,10,11,22,5,17,11,2,19,23,13,20,19,1,2,6,19,2,17,24,8,11,17,16,21,5,18,13,7,18,16,0,0,15,7,10,13,1,5,0,19,12,16,10,18,6,20,18,8,20,24,8,11,12,0,9,24,18,3,21,13,16,21,24,13,20,11,2,22,21,12,24,13,14,8,16,14,20,23,6,17,23,7,3,5,7,10,12,13,14
0,22,23,3,12,9,1,13,10,19,11,3,14,10,11,22,5,17,11,2,19,23,13,20,19,1,2,6,19,2,17,24,8,11,17,16,21,5,18,13,7,18,16,0,0,15,7,10,13,1,5,0,19,12,16,10,18,6,20,18,8,20,24,8,11,12,0,9,24,18,3,21,13,16,21,24,13,20,11,2,22,21,12,24,13,14,8,16,14,20,23,6,17,23,7,3,5,7,10,12,13,14
0,23,23,3,12,9,1,13,10,19,11,3,14,10,11,22,5,17,11,2,19,23,13,20,19,1,2,6,19,2,17,24,8,11,17,16,21,5,18,13,7,18,16,0,0,15,7,10,13,1,5,0,19,12,16,10,18,6,20,18,8,20,24,8,11,12,0,9,24,18,3,21,13,16,21,24,13,20,11,2,22,21,12,24,13,14,8,16,14,20,23,6,17,23,7,3,5,7,10,12,13,14
0,24,23,3,12,9,1,13,10,19,11,3,14,10,11,22,5,17,11,2,19,23,13,20,19,1,2,6,19,2,17,24,8,11,17,16,21,5,18,13,7,18,16,0,0,15,7,10,13,1,5,0,19,12,16,10,18,6,20,18,8,20,24,8,11,12,0,9,24,18,3,21,13,16,21,24,13,20,11,2,22,21,12,24,13,14,8,16,14,20,23,6,17,23,7,3,5,7,10,12,13,14
