Plan ID,Plan Scores,Run-0,Run-1,Run-2,Run-3,Run-4
0,0.0,1,0,1,0,0
1,0.0,2,3,3,3,4
2,0.0,1,2,1,2,1
3,NaN,0,1,1,0,1
4,0.0,3,2,1,1,2
5,NaN,0,1,0,2,0
6,NaN,0,0,1,1,1
7,0.0,1,1,2,1,1
8,0.0,2,1,0,0,1
9,0.0,2,1,2,2,1
10,0.0,2,3,3,3,2
11,0.0,3,2,4,3,2
12,0.0,2,3,3,4,3
13,0.0,1,4,1,2,3
14,0.0,3,1,1,0,1
15,0.0,1,1,1,1,1
16,0.0,3,3,3,3,2
17,0.0,2,2,2,2,3
18,0.0,1,0,1,2,0
19,0.0,3,2,2,1,4
20,0.0,1,0,0,2,2
21,0.0,1,3,1,1,2
22,0.0,4,2,4,4,4
23,0.0,1,2,2,3,2
24,0.0,1,2,1,0,1
25,NaN,0,0,1,1,0
26,0.0,2,2,2,1,1
27,0.0,1,0,0,0,0
28,0.0,2,2,1,1,1
29,0.0,2,2,3,2,2
30,0.0,7,3,6,4,6
31,NaN,0,1,0,0,0
32,0.0,2,4,2,0,2
33,0.0,7,4,2,4,5
34,0.0,2,0,1,3,3
35,0.0,2,3,3,3,3
36,0.0,3,4,2,1,2
37,0.0,1,2,1,3,1
38,0.0,2,5,8,5,4
39,0.0,4,4,5,7,4
40,NaN,0,1,2,1,1
41,0.0,4,4,3,2,3
42,0.0,3,2,4,4,2
43,0.0,2,2,2,6,3
44,0.0,3,3,3,2,3
45,0.0,4,3,3,2,3
46,0.0,2,1,1,0,2
47,NaN,0,1,1,1,0
48,0.0,3,2,2,2,1
49,0.0,1,3,1,2,4
