Unfairness weight,Local cost weight,Global cost weight
0.0,0.95,0.050000000000000044
0.0,0.95,0.050000000000000044
0.0,0.95,0.050000000000000044
0.0,0.95,0.050000000000000044
0.0,0.95,0.050000000000000044
0.0,0.95,0.050000000000000044
0.0,0.95,0.050000000000000044
0.0,0.95,0.050000000000000044
0.0,0.95,0.050000000000000044
0.0,0.95,0.050000000000000044
0.0,0.95,0.050000000000000044
0.0,0.95,0.050000000000000044
0.0,0.95,0.050000000000000044
0.0,0.95,0.050000000000000044
0.0,0.95,0.050000000000000044
0.0,0.95,0.050000000000000044
0.0,0.95,0.050000000000000044
0.0,0.95,0.050000000000000044
0.0,0.95,0.050000000000000044
0.0,0.95,0.050000000000000044
0.0,0.95,0.050000000000000044
0.0,0.95,0.050000000000000044
0.0,0.95,0.050000000000000044
0.0,0.95,0.050000000000000044
0.0,0.95,0.050000000000000044
0.0,0.95,0.050000000000000044
0.0,0.95,0.050000000000000044
0.0,0.95,0.050000000000000044
0.0,0.95,0.050000000000000044
0.0,0.95,0.050000000000000044
0.0,0.95,0.050000000000000044
0.0,0.95,0.050000000000000044
0.0,0.95,0.050000000000000044
0.0,0.95,0.050000000000000044
0.0,0.95,0.050000000000000044
0.0,0.95,0.050000000000000044
0.0,0.95,0.050000000000000044
0.0,0.95,0.050000000000000044
0.0,0.95,0.050000000000000044
0.0,0.95,0.050000000000000044

