Plan ID,Plan Scores,Run-0,Run-1,Run-2,Run-3,Run-4
0,0.0,1,0,1,1,0
1,0.0,2,4,3,2,3
2,0.0,2,1,1,2,2
3,0.0,2,0,2,2,1
4,NaN,0,3,1,1,3
5,0.0,3,2,2,2,1
