Plan ID,Plan Scores,Run-0,Run-1,Run-2,Run-3,Run-4
0,0.0,3,2,3,2,2
1,0.0,3,4,4,4,0
2,NaN,0,2,1,0,3
3,0.0,3,1,0,2,0
4,NaN,0,1,2,2,3
5,NaN,0,0,0,0,1
6,0.0,3,3,2,3,3
7,0.0,3,1,2,1,1
8,0.0,1,2,0,0,1
9,NaN,0,1,3,2,3
10,0.0,1,0,0,2,2
11,0.0,3,4,2,1,3
12,0.0,2,1,1,4,0
13,0.0,4,2,6,6,5
14,0.0,2,6,4,1,2
15,0.0,2,1,3,3,0
16,0.0,2,3,2,1,3
17,0.0,1,1,1,0,1
18,0.0,2,0,0,1,2
19,NaN,0,1,0,0,1
20,0.0,2,2,1,2,2
21,0.0,1,0,0,1,0
22,0.0,4,4,5,3,4
23,0.0,2,2,2,2,1
24,0.0,1,0,1,2,2
25,NaN,0,1,1,0,1
26,NaN,0,0,2,0,1
27,0.0,1,2,0,1,1
28,0.0,2,2,1,1,1
29,0.0,1,1,1,2,1
30,0.0,5,5,1,4,4
31,0.0,2,4,3,1,2
32,0.0,4,4,3,5,4
33,0.0,1,6,2,2,1
34,0.0,2,0,3,1,4
35,0.0,4,1,7,2,1
36,0.0,1,1,3,2,1
37,0.0,3,1,1,5,3
38,0.0,3,3,3,3,4
39,0.0,4,3,2,4,4
40,0.0,3,2,3,0,3
41,0.0,4,1,2,4,3
42,0.0,2,1,0,1,0
43,0.0,4,3,3,4,3
44,0.0,1,4,3,1,3
45,0.0,1,1,0,4,1
46,0.0,1,3,3,2,1
47,0.0,1,3,1,0,3
48,0.0,1,2,3,2,2
49,0.0,4,2,4,4,3
