Plan ID,Plan Scores,Run-0,Run-1,Run-2,Run-3,Run-4
0,0.0,1,3,4,2,4
1,0.0,5,3,2,5,3
2,NaN,0,3,3,0,0
3,0.0,3,1,1,1,1
4,0.0,1,1,2,1,3
5,0.0,1,1,0,1,1
6,0.0,4,3,3,6,3
7,NaN,0,1,1,0,0
8,0.0,1,1,1,1,0
9,0.0,3,2,2,2,4
10,0.0,1,1,0,1,2
11,0.0,3,3,3,2,5
12,0.0,2,1,1,1,3
13,0.0,4,3,3,3,0
14,NaN,0,2,4,1,0
15,0.0,1,1,3,3,3
16,0.0,1,3,1,1,0
17,0.0,5,3,2,2,3
18,NaN,0,0,0,3,2
19,0.0,1,1,1,1,0
20,0.0,2,3,1,1,2
21,0.0,1,1,2,1,1
22,0.0,4,6,2,4,3
23,NaN,0,1,0,3,1
24,0.0,1,1,1,1,1
25,NaN,0,0,0,0,0
26,0.0,2,0,0,0,3
27,0.0,2,1,4,1,1
28,0.0,1,0,3,1,1
29,0.0,1,1,1,2,1
30,0.0,4,2,3,4,4
31,0.0,4,1,2,2,3
32,0.0,6,4,6,4,4
33,0.0,1,1,2,0,4
34,NaN,0,4,2,5,3
35,0.0,5,5,3,2,3
36,0.0,2,4,3,2,5
37,0.0,6,4,4,7,0
38,0.0,1,2,3,2,1
39,NaN,0,2,1,1,2
40,0.0,3,4,3,3,4
41,0.0,2,1,3,2,1
42,0.0,1,0,1,0,1
43,0.0,1,3,2,3,2
44,0.0,2,1,1,2,3
45,0.0,3,3,1,1,2
46,0.0,1,1,2,2,2
47,0.0,2,1,2,1,2
48,0.0,2,1,1,3,2
49,0.0,3,5,4,3,1
