Plan ID,Plan Scores,Run-0,Run-1,Run-2,Run-3,Run-4
0,0.0,1,0,1,1,0
1,NaN,0,0,1,0,1
2,NaN,0,2,1,1,1
3,NaN,0,0,1,2,1
4,0.0,1,1,1,0,0
5,0.0,3,1,0,0,1
6,NaN,0,0,1,0,0
7,NaN,0,0,0,0,0
8,NaN,0,2,0,0,1
9,NaN,0,0,0,0,0
10,NaN,0,0,0,1,1
11,0.0,1,1,0,1,0
12,0.0,1,0,0,0,2
13,NaN,0,1,0,1,1
14,0.0,1,0,0,1,0
15,0.0,1,0,0,0,1
16,NaN,0,0,2,2,0
17,0.0,1,0,0,0,0
18,NaN,0,1,1,1,0
19,0.0,2,0,0,0,1
20,0.0,1,1,2,1,0
21,0.0,1,3,0,2,0
22,NaN,0,0,0,0,1
23,NaN,0,0,0,0,1
24,NaN,0,1,2,1,1
25,NaN,0,0,0,1,1
26,0.0,1,2,2,1,1
27,NaN,0,1,0,0,0
28,NaN,0,0,0,1,0
29,0.0,1,0,0,0,0
30,NaN,0,2,1,0,1
31,0.0,1,0,1,0,0
32,0.0,2,0,1,0,1
33,0.0,1,0,0,0,1
34,NaN,0,0,0,0,0
35,NaN,0,1,0,0,0
36,0.0,1,0,0,0,0
37,NaN,0,1,1,1,0
38,NaN,0,0,0,2,3
39,NaN,0,0,1,1,0
40,0.0,1,0,0,1,0
41,NaN,0,1,0,2,0
42,0.0,1,0,3,1,0
43,0.0,1,1,0,1,0
44,NaN,0,1,0,0,0
45,NaN,0,0,0,1,0
46,NaN,0,1,0,0,0
47,NaN,0,0,1,0,0
48,NaN,0,0,0,1,3
49,NaN,0,1,0,0,1
50,NaN,0,0,0,0,0
51,0.0,2,1,0,0,1
52,NaN,0,0,0,1,0
53,0.0,2,0,1,0,0
54,0.0,1,0,0,0,0
55,NaN,0,1,2,1,0
56,0.0,2,0,0,0,1
57,0.0,2,0,0,0,0
58,NaN,0,0,0,0,0
59,NaN,0,2,0,1,2
60,NaN,0,0,1,0,1
61,0.0,2,1,0,0,0
62,NaN,0,0,1,1,1
63,NaN,0,0,1,0,0
64,NaN,0,0,0,0,0
65,NaN,0,0,0,0,0
66,NaN,0,0,0,1,0
67,NaN,0,0,1,0,0
68,NaN,0,2,0,0,0
69,0.0,1,0,1,0,0
70,NaN,0,1,1,1,1
71,0.0,2,1,0,0,0
72,0.0,2,0,1,1,1
73,0.0,1,1,0,1,0
74,0.0,1,0,1,2,0
75,NaN,0,0,0,0,0
76,NaN,0,0,0,0,1
77,0.0,1,0,0,1,1
78,0.0,1,0,2,1,1
79,NaN,0,2,0,0,0
80,NaN,0,1,1,1,0
81,NaN,0,0,0,0,0
82,NaN,0,1,0,0,0
83,NaN,0,0,1,0,0
84,NaN,0,0,0,0,0
85,NaN,0,0,0,1,1
86,0.0,1,1,0,0,0
87,NaN,0,2,1,0,1
88,0.0,1,0,0,0,0
89,0.0,1,0,1,0,0
90,0.0,1,0,0,0,0
91,NaN,0,1,2,0,0
92,NaN,0,2,1,0,1
93,0.0,1,1,0,1,2
94,0.0,1,0,0,1,1
95,NaN,0,1,0,1,1
96,0.0,1,0,1,3,1
97,NaN,0,0,0,0,1
98,NaN,0,0,2,1,0
99,NaN,0,0,0,1,2
100,NaN,0,0,0,0,0
101,0.0,1,1,0,1,1
102,0.0,1,1,1,3,0
103,NaN,0,3,0,0,1
104,NaN,0,0,0,0,0
105,NaN,0,1,0,0,1
106,0.0,1,0,2,0,1
107,NaN,0,1,0,1,0
108,NaN,0,0,0,0,0
109,NaN,0,0,1,0,0
110,0.0,1,0,0,0,0
111,NaN,0,0,0,0,0
112,NaN,0,1,1,0,1
113,NaN,0,0,0,0,0
114,NaN,0,0,0,0,1
115,0.0,1,0,0,0,0
116,NaN,0,0,0,0,0
117,NaN,0,1,1,1,1
118,0.0,1,0,2,2,0
119,NaN,0,0,1,0,1
120,NaN,0,0,0,1,0
121,NaN,0,0,1,2,1
122,0.0,2,1,2,0,0
123,0.0,1,0,0,0,0
124,NaN,0,1,0,0,0
125,0.0,1,4,0,0,1
126,0.0,1,1,1,0,0
127,NaN,0,0,0,1,0
128,NaN,0,0,1,1,0
129,0.0,3,0,0,1,0
130,0.0,1,0,0,1,1
131,0.0,1,0,0,0,1
132,NaN,0,1,2,0,2
133,NaN,0,0,0,2,0
134,0.0,1,0,1,0,1
135,0.0,3,1,1,0,0
136,NaN,0,1,0,2,0
137,0.0,1,0,0,0,0
138,NaN,0,1,1,1,2
139,NaN,0,0,2,0,2
140,0.0,1,1,0,1,0
141,0.0,2,2,1,1,2
142,NaN,0,0,0,0,0
143,NaN,0,0,1,1,0
144,0.0,2,1,0,1,0
145,0.0,2,1,0,0,1
146,NaN,0,0,2,1,1
147,0.0,1,0,0,0,0
148,NaN,0,1,1,1,1
149,0.0,2,0,2,0,1
150,NaN,0,1,2,0,0
151,NaN,0,0,0,2,0
152,NaN,0,0,0,0,0
153,NaN,0,0,0,0,1
154,0.0,1,1,0,0,1
155,NaN,0,1,1,0,0
156,NaN,0,0,0,0,0
157,NaN,0,0,0,1,0
158,0.0,1,0,0,0,1
159,NaN,0,0,0,0,0
160,NaN,0,0,0,1,0
161,0.0,1,1,0,0,0
162,NaN,0,0,1,1,1
163,0.0,2,1,1,2,1
164,0.0,2,0,0,1,0
165,NaN,0,0,1,2,0
166,NaN,0,0,0,1,0
167,NaN,0,0,0,1,0
168,NaN,0,0,1,0,0
169,NaN,0,0,0,0,0
170,NaN,0,0,0,0,0
171,0.0,1,2,0,1,0
172,0.0,1,1,2,1,3
173,0.0,1,2,1,0,1
174,NaN,0,1,0,1,0
175,NaN,0,1,1,0,2
176,0.0,1,1,1,0,0
177,NaN,0,1,2,0,2
178,0.0,1,1,0,0,1
179,NaN,0,1,1,0,1
180,NaN,0,2,1,1,2
181,0.0,1,2,0,1,1
182,0.0,2,0,1,0,0
183,0.0,1,0,2,1,1
184,0.0,2,1,0,0,0
185,0.0,1,1,0,1,1
186,0.0,1,1,1,0,0
187,NaN,0,0,0,3,0
188,0.0,1,0,0,1,0
189,NaN,0,1,0,1,1
190,0.0,1,2,5,1,1
191,0.0,1,0,0,0,0
192,NaN,0,0,1,0,2
193,0.0,1,0,0,0,1
194,0.0,1,0,0,0,0
195,0.0,3,2,1,2,1
196,NaN,0,0,0,0,1
197,NaN,0,1,1,0,0
198,0.0,1,2,2,2,0
199,0.0,2,1,0,0,0
200,NaN,0,1,1,2,0
201,NaN,0,0,0,0,1
202,0.0,1,1,1,1,0
203,NaN,0,1,0,0,2
204,NaN,0,1,0,0,0
205,NaN,0,0,1,1,0
206,NaN,0,0,0,1,1
207,0.0,1,0,1,1,1
208,NaN,0,0,2,1,2
209,NaN,0,1,0,0,0
210,NaN,0,0,1,1,0
211,NaN,0,0,0,0,2
212,NaN,0,0,0,0,0
213,NaN,0,1,1,1,0
214,0.0,1,1,1,0,0
215,NaN,0,0,0,0,1
216,0.0,2,0,0,0,0
217,0.0,1,0,0,1,0
218,0.0,2,2,1,1,1
219,NaN,0,0,0,0,0
220,NaN,0,0,2,0,1
221,NaN,0,0,0,1,0
222,NaN,0,0,0,0,0
223,NaN,0,0,0,1,0
224,NaN,0,0,1,0,0
225,0.0,1,0,0,0,1
226,NaN,0,1,1,1,1
227,NaN,0,0,0,1,0
228,0.0,1,1,0,0,0
229,NaN,0,0,0,0,0
230,0.0,1,0,0,0,0
231,NaN,0,1,1,0,0
232,0.0,1,0,0,0,1
233,NaN,0,0,1,0,0
234,NaN,0,0,0,0,1
235,NaN,0,0,0,1,1
236,NaN,0,0,0,0,0
237,NaN,0,1,0,0,0
238,NaN,0,1,0,0,0
239,NaN,0,0,0,1,0
240,NaN,0,0,0,0,0
241,NaN,0,1,0,0,0
242,NaN,0,0,1,1,0
243,0.0,1,1,0,1,0
244,NaN,0,0,0,0,1
245,0.0,1,1,0,1,0
246,NaN,0,0,0,0,0
247,NaN,0,0,2,0,0
248,NaN,0,1,0,0,0
249,NaN,0,0,0,0,0
250,NaN,0,0,0,0,0
251,0.0,1,2,0,0,0
252,NaN,0,1,0,1,1
253,NaN,0,0,2,1,0
254,0.0,2,0,3,0,0
255,NaN,0,1,0,0,0
256,0.0,1,0,0,1,2
257,NaN,0,1,0,1,1
258,0.0,1,1,0,0,1
259,NaN,0,0,0,0,1
260,0.0,1,0,0,1,0
261,NaN,0,0,0,1,0
262,NaN,0,1,1,0,2
263,NaN,0,0,0,0,1
264,0.0,2,3,2,2,2
265,NaN,0,0,0,0,0
266,NaN,0,0,0,0,1
267,NaN,0,0,0,1,1
268,NaN,0,2,2,2,1
269,NaN,0,0,0,0,0
270,NaN,0,0,1,0,1
271,NaN,0,0,0,0,0
272,NaN,0,0,0,1,1
273,0.0,2,0,0,0,1
274,0.0,1,0,1,2,0
275,NaN,0,0,0,0,0
276,NaN,0,0,1,1,1
277,0.0,1,0,0,0,0
278,0.0,2,0,0,1,0
279,0.0,1,1,1,0,0
280,NaN,0,1,0,0,1
281,NaN,0,1,0,0,0
282,NaN,0,1,0,0,0
283,NaN,0,2,0,1,3
284,NaN,0,0,1,0,0
285,0.0,1,1,0,1,0
286,NaN,0,0,2,0,0
287,0.0,1,0,1,0,1
288,0.0,1,0,1,1,1
289,NaN,0,1,0,1,1
290,NaN,0,0,0,0,1
291,0.0,1,0,0,0,0
292,NaN,0,0,0,0,0
293,NaN,0,0,0,0,0
294,0.0,1,0,1,0,0
295,NaN,0,0,2,0,0
296,NaN,0,1,0,1,2
297,0.0,1,1,1,1,1
298,NaN,0,0,0,1,0
299,0.0,1,0,0,1,0
300,NaN,0,0,0,1,0
301,NaN,0,0,0,0,0
302,NaN,0,0,1,0,1
303,0.0,1,0,0,0,0
304,0.0,2,1,0,0,3
305,NaN,0,0,1,0,0
306,0.0,1,1,0,0,0
307,NaN,0,0,2,0,1
308,NaN,0,2,1,0,1
309,0.0,1,0,0,0,0
310,0.0,1,1,1,0,1
311,NaN,0,0,0,1,0
312,0.0,1,0,0,1,0
313,0.0,1,0,0,1,1
314,NaN,0,0,0,0,2
315,NaN,0,0,0,1,0
316,NaN,0,2,0,1,0
317,0.0,2,0,2,1,0
318,NaN,0,0,0,1,0
319,0.0,1,1,0,1,0
320,0.0,1,0,0,0,0
321,0.0,1,1,0,0,1
322,NaN,0,1,1,1,0
323,0.0,1,0,0,1,3
324,0.0,1,1,1,0,1
325,NaN,0,0,0,1,0
326,NaN,0,1,1,1,1
327,NaN,0,1,1,0,0
328,NaN,0,0,0,0,0
329,NaN,0,0,1,1,0
330,0.0,1,0,1,0,0
331,NaN,0,0,1,1,0
