Plan ID,Plan Scores,Run-0,Run-1,Run-2,Run-3,Run-4
0,NaN,0,0,1,1,1
1,0.0,3,4,3,5,3
2,0.0,3,2,1,2,2
3,NaN,0,1,1,0,1
4,0.0,1,2,1,0,0
5,0.0,2,1,0,2,0
6,NaN,0,1,1,1,1
7,0.0,1,1,2,2,2
8,0.0,2,1,1,0,1
9,0.0,1,0,2,0,2
10,0.0,1,1,4,2,1
11,0.0,3,2,2,4,2
12,0.0,3,3,2,3,1
13,0.0,2,3,2,3,3
14,0.0,2,1,1,0,2
15,0.0,3,1,3,0,1
16,0.0,2,4,1,3,3
17,0.0,3,2,3,1,4
18,NaN,0,1,2,1,2
19,0.0,1,2,0,3,1
20,0.0,2,2,0,0,1
21,0.0,1,2,1,1,2
22,0.0,3,2,2,2,3
23,0.0,1,2,2,1,2
24,0.0,1,2,1,1,1
25,0.0,1,1,1,1,0
26,0.0,2,2,2,2,2
27,0.0,1,0,2,0,0
28,NaN,0,1,2,1,1
29,0.0,2,0,1,5,2
30,0.0,6,4,3,4,5
31,NaN,0,2,1,1,0
32,0.0,3,2,4,4,5
33,0.0,5,4,1,2,5
34,0.0,1,1,2,2,2
35,0.0,3,5,6,4,3
36,0.0,4,4,2,1,0
37,0.0,2,3,3,1,0
38,0.0,2,2,4,4,4
39,0.0,5,4,5,8,7
40,0.0,2,2,4,2,2
41,0.0,2,3,3,3,4
42,0.0,2,3,2,4,4
43,0.0,3,2,3,5,3
44,0.0,3,2,2,1,2
45,0.0,4,3,2,2,4
46,0.0,3,1,2,1,0
47,NaN,0,1,2,0,0
48,0.0,2,2,1,3,1
49,0.0,1,3,1,1,2
